year,quelques_DET arts_NOUN,quelques_DET phares_NOUN
1904,8.061937784020756e-09,2.6873125946735854e-09
1905,1.0321518084666081e-08,1.0321518084666081e-09
1906,5.658602919567102e-09,6.1730215383803966e-09
1907,2.005708904517789e-08,1.028568674676933e-09
1908,4.911388851169818e-09,4.4202499438483756e-09
1909,1.6502950117569526e-08,3.850688656825696e-09
1910,5.34415089958884e-09,1.1222716089775986e-08
1911,6.384448858476333e-09,1.3300935464144459e-08
1912,1.1981668990301841e-08,5.209421227725386e-10
1913,1.643926872407775e-08,3.181793939432964e-09
1914,2.4777952134513725e-08,1.339348720819089e-08
1915,3.534228465440492e-09,9.424609537234119e-09
1916,9.888715624128963e-09,7.69122365795738e-09
1917,1.315970976634162e-08,3.289927441585405e-09
1918,8.040463406189247e-09,3.44591288836682e-09
1919,1.4732557396257562e-08,1.8415696745321952e-09
1920,9.843901693784574e-09,9.086678076641874e-09
1921,9.087297137000405e-09,0.0
1922,1.3280283539529592e-08,2.951174193910333e-09
1923,1.1677542488541803e-08,6.369568872344189e-09
1924,1.289162443462999e-09,7.734974438733389e-09
1925,1.2097995494286806e-08,2.1996355847875293e-09
1926,7.802297141701331e-09,4.458455382660986e-09
1927,8.919379901328739e-09,3.3447675740205796e-09
1928,1.4853853147478446e-08,1.1426041224282812e-09
1929,1.8938690837799754e-08,6.684243825105796e-09
1930,9.453243521306831e-09,5.251801771244402e-09
1931,1.8248570654577634e-08,5.7026783295555106e-09
1932,1.3151444377967891e-08,8.767629289252454e-09
1933,1.7205992852709073e-08,2.2941324395731044e-09
1934,7.188948103475923e-09,1.1981580172459871e-09
1935,4.787313656606784e-09,5.98414207075848e-09
1936,9.699771652549316e-09,1.2124714565686645e-09
1937,3.777335444432595e-09,2.5182236296217297e-09
1938,1.2965214457594243e-08,3.889564337278273e-09
1939,7.647025235257843e-09,0.0
1940,3.803674397673262e-08,0.0
1941,2.066051862925633e-08,0.0
1942,0.0,3.034211770724937e-09
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,1.2852744646352221e-08,1.6065930807940276e-08
1945,4.357008087652048e-09,8.714016175304096e-09
1946,0.0,5.568441707737293e-09
1947,8.344609447874518e-09,5.960435700558264e-09
1948,8.697510267552389e-09,1.0871887834440486e-09
1949,3.9268033269479474e-09,1.9634016634739737e-09
1950,8.508289184305795e-09,2.1270722960764488e-09
1951,1.4925962688039363e-08,6.396841278899501e-09
1952,1.265376459169687e-08,9.49032352703938e-09
1953,8.619061908632375e-09,2.1547654771580937e-09
1954,1.1727043558451555e-08,1.07497895029951e-08
1955,9.385608290557457e-09,2.815682353940474e-09
1956,6.104799110673298e-09,8.72114158667614e-10
1957,2.032058654677371e-08,7.951533931294108e-09
1958,8.272243445794913e-10,0.0
1959,5.425523585955716e-09,3.1002992395556817e-09
1960,8.997083578154985e-09,5.536666791705613e-09
1961,5.558527582660844e-09,4.863711378089164e-09
1962,8.878739188311613e-09,4.43936931660005e-09
1963,5.172842487688456e-09,6.466053248388448e-10
1964,6.083968440151466e-09,0.0
1965,6.019247544841733e-09,1.6416130677043839e-09
1966,1.6617224152248866e-08,4.431259914561281e-09
1967,1.133977206579928e-08,1.9721342336964653e-09
1968,1.8863946849023705e-08,2.245707925174756e-09
1969,1.8621206215874153e-08,1.8167031212712459e-09
1970,1.1496812390987543e-08,5.058597374318907e-09
1971,1.2845993824228685e-08,3.0830383801472294e-09
1972,1.3851396807318395e-08,3.5911027485013847e-09
1973,6.064523994098181e-09,7.1671650836435674e-09
1974,5.6255716751607565e-09,3.937900283634832e-09
1975,1.0851811893530794e-08,5.140332159925265e-09
1976,9.141642942633865e-09,2.285410749536254e-09
1977,5.289103821581875e-09,1.7630346071939584e-09
1978,1.0693064211864112e-08,0.0
1979,7.022368020415115e-09,5.851973350345929e-10
1980,1.762396639737318e-08,7.95921106799824e-09
1981,1.012087885721158e-08,4.427884725544118e-09
1982,7.449002858983533e-09,9.311253656996143e-09
1983,1.0736037059366765e-08,1.89459470334441e-09
1984,6.958810083723677e-09,5.219107812592938e-09
1985,5.414002135495366e-09,6.617113745832626e-09
1986,5.994485352545098e-09,8.991728472906857e-09
1987,5.49973533381376e-09,6.110816741511371e-09
1988,1.2592763165564236e-08,6.596209245479656e-09
1989,4.939309850016116e-09,8.780995153223614e-09
1990,8.717841670780047e-09,7.628111475810329e-09
1991,3.5168792322792797e-09,1.0550637030704024e-08
1992,7.713921945651236e-09,6.611932834577061e-09
1993,9.970573700002205e-09,4.431365774326679e-09
1994,5.274926662135471e-09,5.2749266066243194e-09
1995,4.3379608238858225e-09,4.337960657352369e-09
1996,5.871901409548741e-09,5.871901409548741e-09
1997,2.3974471297094624e-09,4.315404922294874e-09
1998,8.105819793158275e-09,0.0
1999,1.4167623435534793e-08,5.027221222642098e-09
2000,7.068850504943214e-09,8.39425973175878e-09
2001,1.0514907999858991e-08,3.5049694258049158e-09
2002,1.0514931592098264e-08,6.571831967505659e-09
2003,4.166922806803086e-09,9.167230363704704e-09
2004,7.488144965206445e-09,6.607187019724847e-09
2005,5.404499514582994e-09,5.4044992925383895e-09
2006,9.47114670024618e-09,8.23577994690794e-09
2007,7.1900631282151295e-09,5.991719398412698e-09
2008,3.405951742863067e-09,5.108927586539025e-09
2009,1.192048149079028e-08,4.76819250749827e-09
2010,7.558069059498962e-09,9.447586379884854e-09
2011,8.030340808984349e-09,3.823972000160936e-09
2012,7.82978132329859e-09,4.7659536595023866e-09
2013,5.857162421740725e-09,5.578250028559495e-09
2014,5.630157631775212e-09,8.01214730672406e-09
2015,7.53635653882867e-09,3.768178130636457e-09
2016,8.492494263379058e-09,7.2496901815100045e-09
2017,4.2765391228272165e-09,6.037467414898856e-09
2018,5.6792268665617485e-09,5.162933303104467e-09
2019,6.887667103327999e-09,4.591778068885333e-09
