year,six_DET oeufs_NOUN,six_DET feux_NOUN
1890,3.9326319978272295e-09,1.1142456735058204e-08
1891,2.5496880162734215e-09,1.211101796627645e-08
1892,1.2537024751679837e-09,8.775916882086676e-09
1893,2.463366621796581e-09,9.237624998270633e-09
1894,1.8904617871129403e-09,5.041231432301174e-09
1895,1.2037228991346183e-09,7.22233739480771e-09
1896,0.0,1.2973463581200662e-08
1897,0.0,8.740070001067579e-09
1898,5.6583548957434e-10,1.9804241913057297e-08
1899,1.6582735185011188e-09,9.39688327150634e-09
1900,5.191053142894475e-10,1.245852754294674e-08
1901,0.0,8.38310842965484e-09
1902,2.455141867585553e-09,1.178468167495339e-08
1903,1.0800440541913758e-09,3.2401321625741275e-09
1904,1.0749250378694342e-09,1.7198800605910947e-08
1905,5.160759042333041e-10,6.708986699521802e-09
1906,2.0576738091193647e-09,9.259531807970234e-09
1907,5.142843373384665e-10,1.7999951751335175e-08
1908,2.9468334439286537e-09,5.40252820258047e-09
1909,1.265226234892225e-08,7.151278680339601e-09
1910,5.344150677544235e-10,6.947395991829808e-09
1911,7.448523575703803e-09,7.980561100850991e-09
1912,1.0418842455450772e-09,7.814131564032323e-09
1913,7.954484182448596e-09,9.015082902408267e-09
1914,1.7411533548283842e-08,9.37544086809794e-09
1915,1.4136913861761968e-08,4.712304768617059e-09
1916,0.0,1.9777432136436346e-08
1917,1.0966424435210342e-09,1.4256351654751143e-08
1918,0.0,1.1486376294556067e-08
1919,0.0,1.4732557396257562e-08
1920,1.514446346106979e-09,9.086678076641874e-09
1921,0.0,2.0446417892117097e-08
1922,1.696925089333945e-08,8.115729421831475e-09
1923,1.0615948120573648e-09,2.866305948145964e-08
1924,1.289162443462999e-09,2.1915761649893284e-08
1925,2.1996355847875293e-09,1.5397449093512705e-08
1926,3.343841648018042e-09,4.458455382660986e-09
1927,1.1149224876660924e-09,1.0034302277972529e-08
1928,1.1426041224282812e-09,1.3711249802206282e-08
1929,8.912325100141061e-09,4.4561625500705304e-09
1930,1.0503603542488804e-09,7.352522590764465e-09
1931,2.2810713318222042e-09,5.7026783295555106e-09
1932,4.383814644626227e-09,3.287861094491973e-09
1933,0.0,1.4911860191091364e-08
1934,0.0,1.3179738189705859e-08
1935,2.393656828303392e-09,8.377798899061872e-09
1936,7.274828739411987e-09,9.699771208460106e-09
1937,1.2591118148108649e-09,1.0072894518486919e-08
1938,0.0,1.4261735792331365e-08
1939,1.5294050470515685e-09,7.647025235257843e-09
1940,1.2678914806940611e-08,1.5214697723919812e-08
1941,2.9515025978810172e-09,1.7709016475464523e-08
1942,0.0,3.034211770724937e-09
1943,2.9032352077962287e-09,1.4516175816936538e-08
1944,0.0,9.639558484764166e-09
1945,6.535512131478072e-09,6.535512131478072e-09
1946,0.0,4.1763312808029696e-09
1947,0.0,1.0728784083369192e-08
1948,2.174377566888097e-09,1.0871888278529696e-08
1949,0.0,4.908504158684934e-09
1950,0.0,1.0635361480382244e-09
1951,0.0,2.1322803522849654e-09
1952,0.0,5.272402070488624e-09
1953,3.232148326759443e-09,1.723812381726475e-08
1954,9.772536113672459e-10,4.886268056836229e-09
1955,2.815682353940474e-09,1.8771215692936494e-09
1956,8.72114158667614e-10,6.976913269340912e-09
1957,0.0,1.7670075402875796e-09
1958,6.617794756635931e-09,7.445019267748876e-09
1959,2.325224457422337e-09,1.0851046727822222e-08
1960,2.076250060767393e-09,2.7683333958528067e-09
1961,1.3896318540318475e-09,1.459113407875634e-08
1962,1.9025869768540815e-09,5.707760764028791e-09
1963,2.5864212993553792e-09,3.233026624194224e-09
1964,1.2167936658258327e-09,1.0342745992986124e-08
1965,5.472043373977442e-10,1.3132904097545861e-08
1966,2.215629901769489e-09,6.646889594286165e-09
1967,4.930335584241163e-10,6.409436315024664e-09
1968,1.3474247273492779e-09,7.635406973349745e-09
1969,2.7250546263957176e-09,6.358460868938209e-09
1970,1.3796175313274261e-09,4.598724889781636e-08
1971,5.138397485282553e-10,9.249115362486293e-09
1972,1.0260293725750103e-09,3.5911027485013847e-09
1973,0.0,1.2129048487796723e-08
1974,1.6876715580593782e-09,8.438357568252286e-09
1975,9.709516746170266e-09,1.7134440977173426e-08
1976,1.142705374768127e-09,1.8283286440379243e-08
1977,2.938390863960194e-09,1.7042667388444954e-08
1978,2.3762365408686037e-09,1.485147826940647e-08
1979,4.681578680276743e-09,1.1118749365657266e-08
1980,5.685150683554241e-10,5.6851505725319385e-09
1981,2.5302198114474095e-09,5.69299452024552e-09
1982,4.345251713999687e-09,9.311253101884631e-09
1983,5.052252838311233e-09,8.841442245000053e-09
1984,8.118611560803402e-09,5.799008662155103e-09
1985,2.4062232206745193e-09,7.820225356169885e-09
1986,1.7983456945813714e-09,8.392279760016663e-09
1987,4.277571630240118e-09,1.772136820621384e-08
1988,4.797243047249822e-09,7.795519729736355e-09
1989,5.488122178931576e-10,8.232183157375061e-09
1990,5.44865097484859e-10,3.2691906959314565e-09
1991,2.344586080837985e-09,8.20605094986604e-09
1992,7.162927584403178e-09,6.060938417817852e-09
1993,1.1632335983335906e-08,1.4401939196773128e-08
1994,2.1099706426497278e-09,7.384897138251745e-09
1995,3.253470381991974e-09,1.138714633697191e-08
1996,1.067618438099771e-09,1.9750941548934975e-08
1997,9.58978896292706e-10,7.671831170341648e-09
1998,3.337690568372409e-09,1.144351013948608e-08
1999,4.113180906983871e-09,7.769341975327748e-09
2000,1.7672125984802278e-09,4.859834423776022e-09
2001,1.3143635069212678e-09,1.4019877703219663e-08
2002,0.0,7.00995456126563e-09
2003,4.583615265119079e-09,3.7502307925763034e-09
2004,3.0833537945085254e-09,8.369103465799554e-09
2005,1.8014998381943315e-09,8.55712400937847e-09
2006,2.0589450144825605e-09,6.1768350434476815e-09
2007,3.994479469415779e-10,3.994479413904628e-09
2008,2.9802078582719105e-09,5.5346713878634546e-09
2009,1.907277002999308e-09,5.721830786953319e-09
2010,9.447586046817946e-10,9.447585824773341e-09
2011,1.1471915639660324e-09,4.206369030868018e-09
2012,6.808505426114664e-10,1.0212758083660844e-08
2013,2.789125042035323e-10,6.6938998788401705e-09
2014,1.0827225782605865e-09,9.744503093322976e-09
2015,4.433150790905671e-10,1.3299452567006043e-08
2016,6.214020409345267e-10,1.5120781959865326e-08
2017,2.515611330355938e-10,1.1320251402935355e-08
2018,5.162933192082164e-09,8.002546458829585e-09
2019,4.08158040698936e-09,1.0459049404332177e-08
