year,les_DET âmes_NOUN,les_DET ames_NOUN,les_DET femmes_NOUN
1854,1.881661836478088e-05,1.4890774249209926e-06,3.795017255470157e-05
1855,1.821818449343482e-05,9.679853185673437e-07,4.9000543640431715e-05
1856,2.1424243811907218e-05,1.3750614833440977e-06,3.9839505461714e-05
1857,1.8111375425178267e-05,1.3809788832475078e-06,4.520960965237464e-05
1858,1.776893708438365e-05,1.3756123671271325e-06,5.195518087930395e-05
1859,1.9921091165997495e-05,8.514113929436462e-07,4.551079155135085e-05
1860,1.9396731772758358e-05,6.174620885701643e-07,4.5861551825510105e-05
1861,2.0830883158851066e-05,8.512314746411676e-07,4.061623667439562e-05
1862,1.8001012563217955e-05,9.22121015989319e-07,4.1640924791863654e-05
1863,1.9833140413538786e-05,9.864376195878322e-07,4.069067563250428e-05
1864,1.9877023646586167e-05,1.5961648980322707e-06,4.226456894684816e-05
1865,1.980169349735661e-05,1.0402125836250775e-06,4.418691287355614e-05
1866,1.9162242551828967e-05,6.816723772118394e-07,4.2789659346453846e-05
1867,1.6668922683038545e-05,5.672936751466295e-07,4.189286755718058e-05
1868,1.6361356415472983e-05,8.52622273228576e-07,4.0850781715562334e-05
1869,1.877957362239613e-05,4.5758573108400924e-07,4.576199171424378e-05
1870,1.7669471674253145e-05,4.4954941369468315e-07,4.1575867726351134e-05
1871,1.4008270738941064e-05,5.151270929815155e-07,3.782413705266663e-05
1872,1.7128484500972263e-05,5.696593570192476e-07,4.304677349864505e-05
1873,1.5090119006799796e-05,6.369108964676684e-07,4.113402792427223e-05
1874,1.3473938736296986e-05,5.490665753171697e-07,3.9401948470185744e-05
1875,1.3919903778969456e-05,9.062899053446927e-07,4.265284087523469e-05
1876,1.3484426403920224e-05,5.145158681330031e-07,4.015642161903088e-05
1877,1.2845244668824307e-05,5.219984582360837e-07,3.988525895692874e-05
1878,1.3921307129294291e-05,6.335003934765382e-07,3.8866366139700403e-05
1879,1.3888329362998775e-05,5.64501639210846e-07,4.49273684353102e-05
1880,1.2263220867225755e-05,3.902050655923972e-07,4.0893873119784985e-05
1881,1.1916712651327543e-05,3.521116287430459e-07,3.915132538168109e-05
1882,1.2235925339609821e-05,4.3126894144762673e-07,3.993430709670065e-05
1883,1.1513203844515374e-05,3.109114805610602e-07,3.935810536859208e-05
1884,1.2041495210723951e-05,2.9641618670694925e-07,4.00392918891157e-05
1885,1.136558978487301e-05,4.2025545976542844e-07,3.946855986214359e-05
1886,1.1770472781336139e-05,4.2141119038774377e-07,3.848974802167504e-05
1887,1.1378610281553847e-05,3.7476028325045263e-07,3.8851017507113284e-05
1888,1.1589375162657234e-05,3.328822639758755e-07,3.7343684653023956e-05
1889,1.109305077306999e-05,3.4458251807478746e-07,3.9118259792303434e-05
1890,1.1923084002773976e-05,3.801544079529151e-07,3.864400832753745e-05
1891,1.1532876726505492e-05,3.053251402818091e-07,3.656316221167799e-05
1892,1.2199779177990422e-05,4.438106788740015e-07,3.784112732319045e-05
1893,1.1530403128290345e-05,3.5164559264444506e-07,3.7905670524196466e-05
1894,1.2067448039942974e-05,4.858486750691782e-07,3.645503466032096e-05
1895,1.227255705771313e-05,4.5560913175535234e-07,3.8200746530492324e-05
1896,1.184005498089391e-05,2.88954414617848e-07,3.878593861372792e-05
1897,1.1499601953346428e-05,5.203255213359625e-07,3.7600364521495067e-05
1898,1.279750159710602e-05,4.7586764040374874e-07,3.8985498576948885e-05
1899,1.221207912749378e-05,3.272326427605776e-07,3.637422878455254e-05
1900,1.2781930536220898e-05,2.886225498599515e-07,3.9729206037009135e-05
1901,1.2551749023259617e-05,2.900555551299533e-07,3.8456672427855665e-05
1902,1.0238924289751594e-05,2.518975659171474e-07,3.64406910193793e-05
1903,1.1142274274789088e-05,2.5921057122957336e-07,3.568519468899467e-05
1904,1.1014757149041543e-05,3.1280319046089744e-07,3.533923563736607e-05
1905,1.1124015884433902e-05,2.6732732383294433e-07,3.419673839744064e-05
1906,1.211609782103551e-05,2.9167526527373866e-07,3.686374157041428e-05
1907,1.1727226194579998e-05,4.762273091429847e-07,3.6390245440998115e-05
1908,1.1979368650827382e-05,4.012604941650011e-07,3.993352220277302e-05
1909,1.2607704093170469e-05,2.706483908099244e-07,3.8095962736406364e-05
1910,1.2514931881923985e-05,3.9600156664931774e-07,4.023771407446475e-05
1911,1.2578960649989313e-05,4.229697321278536e-07,3.860197375615826e-05
1912,1.1988962000941683e-05,2.531778724446099e-07,3.785009130297112e-05
1913,1.2801947889329313e-05,3.685577834033893e-07,3.9175838082883274e-05
1914,1.2396342640386138e-05,3.207740251198743e-07,3.848551477858564e-05
1915,1.3044837487541372e-05,3.3810786437271645e-07,3.788457388509414e-05
1916,1.5029749135919701e-05,1.8898434528402674e-07,3.630806804721942e-05
1917,1.3656488135893596e-05,4.4414018418592605e-07,4.258920489519369e-05
1918,1.2530487595086015e-05,2.883080503224278e-07,3.656113540273509e-05
1919,1.3318231935954827e-05,2.5321582386439445e-07,3.774020797209232e-05
1920,1.3102989782964869e-05,2.9834592396582593e-07,3.714406830113148e-05
1921,1.1065298451740091e-05,2.1052237908492089e-07,3.5400322758505354e-05
1922,1.1983242529822746e-05,3.0175755938444127e-07,3.765476867556572e-05
1923,1.2651025656396087e-05,4.27822707038672e-07,3.7112294648977695e-05
1924,1.2109102726753918e-05,3.3260391685274726e-07,3.7646121654688613e-05
1925,1.1991312987902347e-05,6.070994160722876e-07,3.74487945009605e-05
1926,1.1652173327547644e-05,4.714816528306187e-07,3.807297935054521e-05
1927,1.1527183914950001e-05,4.225556216042037e-07,4.119749928577221e-05
1928,1.0628503446241666e-05,3.953410212531594e-07,3.538302144079353e-05
1929,1.1037914362077572e-05,4.6566897893285386e-07,3.8550262615899555e-05
1930,9.946912257419172e-06,3.2666207161469174e-07,3.636032442955184e-05
1931,9.504083664069185e-06,6.067649600538516e-07,3.619604058258119e-05
1932,9.583018879766314e-06,5.315375322112459e-07,3.2886282042454695e-05
1933,8.970057763235673e-06,3.20031480427474e-07,3.0736786357010715e-05
1934,9.338443845763322e-06,2.3603713472652998e-07,3.0795057227805955e-05
1935,9.863063382908877e-06,3.8896924081655015e-07,3.22844457514293e-05
1936,1.006957512572626e-05,2.897806830048921e-07,3.125387729596696e-05
1937,8.509077957796762e-06,3.235917365174146e-07,3.103206972809858e-05
1938,8.665949621899927e-06,4.356311986697392e-07,3.307815268271952e-05
1939,8.723726040216206e-06,4.190569784512377e-07,3.2206211017182795e-05
1940,8.525302064299467e-06,4.437620093611372e-07,2.997802539539407e-05
1941,8.765963173118507e-06,6.463790604982478e-07,3.2717406156734796e-05
1942,1.178791256961631e-05,4.0961860037214137e-07,3.060002563870512e-05
1943,1.0547453314302402e-05,3.280655822557321e-07,3.3825592709035845e-05
1944,1.2611756119440543e-05,2.570548911506876e-07,3.4464634609321365e-05
1945,9.666022208421055e-06,2.0477937967555704e-07,3.650954931799788e-05
1946,1.0425514574308181e-05,4.580043295732139e-07,3.588443041735445e-05
1947,1.1174624660270638e-05,3.8146786884851736e-07,3.3429697850806406e-05
1948,9.702072816253349e-06,4.533577193654992e-07,3.35941340381396e-05
1949,8.266902682407817e-06,2.8371153870665466e-07,3.574372703951667e-05
1950,8.89116211055807e-06,4.934807691370224e-07,3.701743980855099e-05
1951,8.710365534625453e-06,4.2325764582074044e-07,3.5154906072421e-05
1952,8.110008593575913e-06,4.0808391243984943e-07,3.4029136713797925e-05
1953,7.600935248319729e-06,3.964768406916619e-07,3.427908723097062e-05
1954,8.093614610515942e-06,6.557371641235932e-07,3.564239432307659e-05
1955,7.453110981714417e-06,3.472674983129309e-07,3.3619247005844954e-05
1956,7.727803563284397e-06,4.735579803849532e-07,3.8973038044787245e-05
1957,7.230594860629935e-06,3.3484792716365064e-07,3.249615201639244e-05
1958,6.5532711630567064e-06,2.9862799344471114e-07,3.392612507013837e-05
1959,7.4019640408096166e-06,6.355613315633946e-07,3.3263108889514115e-05
1960,7.028106182360716e-06,3.951795770618105e-07,3.467822034508572e-05
1961,8.251633971667616e-06,4.4051330672090216e-07,3.610541443777038e-05
1962,7.489850673891851e-06,4.845254721885794e-07,3.667933970064041e-05
1963,6.742800309211816e-06,3.129569829951606e-07,3.688430797410547e-05
1964,8.491394339671388e-06,8.036922203302765e-07,3.824747409453266e-05
1965,8.43460730948209e-06,6.380402410854913e-07,3.912839383701794e-05
1966,6.9847732788730355e-06,5.195652192924172e-07,3.94515072912327e-05
1967,6.569179333837383e-06,1.1246095681372026e-06,3.94870576201356e-05
1968,8.36795646819155e-06,7.2805850592772e-07,4.2379651404189644e-05
1969,6.176790577683278e-06,5.500068827046789e-07,3.7730197163909907e-05
1970,6.774381830609855e-06,7.564902340106983e-07,3.7554569644271396e-05
1971,6.073071915579931e-06,1.4074070833203223e-06,3.8137700357765425e-05
1972,5.759615930855944e-06,7.808083246629849e-07,3.987663239968242e-05
1973,5.427197976359821e-06,5.948746846229369e-07,3.9230303173098946e-05
1974,4.387945779171787e-06,3.5553613653149796e-07,4.237293023834354e-05
1975,4.475515879676095e-06,2.8957204056823116e-07,4.5499934913095785e-05
1976,4.782793524782392e-06,3.5652407781583406e-07,4.664180369218229e-05
1977,4.526297317397621e-06,3.3145049549432315e-07,5.426972893474158e-05
1978,5.641779807774583e-06,4.704948377565188e-07,5.57981938982266e-05
1979,4.647052236350646e-06,4.365572117137617e-07,5.175543810764793e-05
1980,4.710716069666887e-06,3.73514405183073e-07,5.403565137385158e-05
1981,5.00540713233022e-06,3.751050918765486e-07,5.9765688092738856e-05
1982,5.24099411336465e-06,3.699671413670558e-07,6.405273506970843e-05
1983,4.624074392722832e-06,3.1450273896282965e-07,6.166274488350609e-05
1984,5.063694345608383e-06,4.447839447863089e-07,6.164636124594836e-05
1985,4.701760047964854e-06,2.5084877552927765e-07,6.64737226543366e-05
1986,5.239180154603673e-06,2.9972427473268226e-07,6.128042605269002e-05
1987,4.74810451578378e-06,4.1003581152665447e-07,6.194351772137452e-05
1988,4.656923806578561e-06,2.4166111911583243e-07,6.252966431929963e-05
1989,4.776312692911233e-06,3.797780578906895e-07,6.417919939849526e-05
1990,4.884715650632643e-06,3.3999582749189017e-07,6.193753961269977e-05
1991,4.962316296541758e-06,3.2120829507320536e-07,6.688166286039632e-05
1992,5.497271189369712e-06,3.658602949485612e-07,6.867043248348637e-05
1993,5.193560838279154e-06,3.218279580607941e-07,6.923510682099732e-05
1994,6.073022802866035e-06,2.74823675816549e-07,7.227493733807933e-05
1995,5.3655152782994264e-06,2.825096903080748e-07,7.221132273116382e-05
1996,5.293252058891085e-06,2.909260192751617e-07,7.649005510756979e-05
1997,5.44747959452252e-06,1.980291428615999e-07,7.718389861111064e-05
1998,5.207750831459634e-06,3.1565015845558264e-07,7.693233419558965e-05
1999,5.061954851726114e-06,3.5738973380716743e-07,7.707644181209616e-05
2000,5.487195267050993e-06,2.840794239844513e-07,8.147734024532838e-05
2001,5.0291931188439776e-06,2.615583438725366e-07,8.083379725576378e-05
2002,5.548378737785242e-06,2.725119712110313e-07,8.434552546532359e-05
2003,5.6032612008038996e-06,2.6709975919914086e-07,8.284967498184415e-05
2004,5.118807990811547e-06,3.448951524376298e-07,8.645988418720663e-05
2005,5.317577375762994e-06,3.0490384883563593e-07,8.323739712068345e-05
2006,5.2186018990596494e-06,3.2284256867853856e-07,8.529467686457792e-05
2007,5.0042837358432735e-06,3.814727795869999e-07,8.968325437308522e-05
2008,4.875194065334654e-06,3.05258426092081e-07,8.007520500541432e-05
2009,5.489620235721304e-06,2.5557512595142384e-07,8.070404510363005e-05
2010,4.868340852226538e-06,1.2943192695402672e-07,8.407548375544138e-05
2011,4.738283507776941e-06,1.0783600656871783e-07,7.44710860089981e-05
2012,5.281698179260275e-06,1.1846799541359587e-07,7.827227727830177e-05
2013,5.481746370605833e-06,7.83744122934138e-08,7.453657417499926e-05
2014,6.27524372021071e-06,5.543539693952937e-08,7.6050221650803e-05
2015,6.857419236894202e-06,1.0373572978394918e-07,6.976826080062892e-05
2016,8.021471444408235e-06,1.3567277257209298e-07,7.115778043953469e-05
2017,5.862883597274049e-06,7.8738635611586e-08,6.998581466177711e-05
2018,6.484127936801087e-06,6.840886790371314e-08,7.236238252517069e-05
2019,7.943010757571756e-06,8.826417818852406e-08,7.00659402355086e-05
