year,trois_DET hôtes_NOUN,trois_DET fautes_NOUN
1846,8.196301859442201e-09,4.50796600048875e-08
1847,1.6179670936367074e-09,1.88762818709165e-08
1848,1.930853166243196e-08,2.2526621346052877e-08
1849,1.6758829879393033e-09,4.022119171054328e-08
1850,1.3577992064028876e-09,2.4440386603430397e-08
1851,5.8044946626978344e-09,4.1921353499674296e-08
1852,1.0416872697760482e-08,3.841221740685796e-08
1853,2.388772735173461e-09,4.4789490560859235e-08
1854,4.1565315633818045e-09,5.299577665596189e-08
1855,1.5920811335945473e-09,4.139410947345823e-08
1856,5.177189343896771e-09,4.659470320689252e-08
1857,9.763018171682347e-10,5.613735609699688e-08
1858,1.859596826525589e-08,3.8660041168370185e-08
1859,1.2221216039165483e-08,3.768208323151612e-08
1860,7.781213007262977e-09,5.263761435059244e-08
1861,5.659156698811785e-09,4.385846352761291e-08
1862,6.776979422085105e-09,3.0270509682184255e-08
1863,1.897955925755923e-08,4.495158822948042e-08
1864,3.356309563606885e-09,3.691940542172034e-08
1865,7.0602663715391145e-09,3.153585748094656e-08
1866,8.27154178484335e-09,4.3790516657260525e-08
1867,2.91168689159349e-09,4.221945992810561e-08
1868,1.3337660198509127e-08,4.0012979818371264e-08
1869,4.883519144627257e-10,3.5161338729494673e-08
1870,6.307453670473251e-09,3.899153044883974e-08
1871,3.18635318130589e-09,5.098165090089424e-08
1872,7.861540751719076e-09,2.7213026498884574e-08
1873,5.387403856360606e-09,1.616221290134945e-08
1874,5.974609140757536e-10,4.421210775262807e-08
1875,1.716458086775674e-09,2.6319024626353382e-08
1876,5.441413541973361e-09,3.3857683767735125e-08
1877,5.566334504436554e-09,3.2161044272172035e-08
1878,9.662541877730746e-09,2.2948537181655126e-08
1879,2.016077260691418e-08,7.331190232662266e-08
1880,7.701415505323439e-09,4.428313804538675e-08
1881,1.4642266066289267e-08,8.645909077564795e-08
1882,4.6587693702804245e-09,5.390862112264472e-08
1883,1.579834751908038e-08,2.022188394512625e-08
1884,3.9610181801208455e-09,5.149323722974941e-08
1885,1.2891271161663553e-08,3.9962940068249964e-08
1886,1.097088819790315e-08,4.646494033977433e-08
1887,5.223139754040318e-09,3.133883907935342e-08
1888,8.876860135842435e-09,2.9166827175686194e-08
1889,9.397704836544563e-09,3.195219733242993e-08
1890,7.865263995654459e-09,3.9326319978272295e-08
1891,7.649063604731055e-09,2.358461337337303e-08
1892,4.387958441043338e-09,3.447681917734258e-08
1893,8.005941687372342e-09,1.7243566630131824e-08
1894,5.671385139294216e-09,3.7809236630437226e-08
1895,4.814891596538473e-09,5.2963807117833994e-08
1896,4.717623180994224e-09,2.1819007822720948e-08
1897,1.1070755534525745e-08,3.554295135987928e-08
1898,5.09251940616906e-09,2.5462597474934512e-08
1899,2.2110313580014918e-09,2.3215829259015663e-08
1900,1.038210584169974e-08,2.595526638060619e-08
1901,6.706486921359556e-09,2.291382916741469e-08
1902,2.9461704187383475e-09,3.2407871941586563e-08
1903,5.400220270956879e-09,1.674068261792172e-08
1904,3.2247751136083025e-09,2.956043854140944e-08
1905,5.676835002077496e-09,3.818961824553213e-08
1906,8.745113966313056e-09,1.3374879870298173e-08
1907,2.2114226894132116e-08,2.8799922446864912e-08
1908,9.822778146428846e-09,3.192403008611677e-08
1909,1.1001967115120692e-09,3.905698431339033e-08
1910,9.085056262847502e-09,2.7255168788542505e-08
1911,8.51259862599818e-09,2.9262057443801837e-08
1912,7.814131564032323e-09,1.614920641657136e-08
1913,5.833288518886093e-09,4.4014814126747126e-08
1914,2.4108278040557707e-08,3.616241528447972e-08
1915,1.6493066468115103e-08,3.062998032987707e-08
1916,1.0987461607214755e-08,1.8678685265172135e-08
1917,3.289927441585405e-09,2.52227767560953e-08
1918,1.1486376294556067e-08,1.4932290071101306e-08
1919,1.4732557507279864e-08,2.9465114403937065e-08
1920,6.815008557481406e-09,3.7861159096763686e-08
1921,3.483463828501954e-08,5.45237814897348e-08
1922,2.3609393995371875e-08,2.8773948279603445e-08
1923,1.8047111804975202e-08,3.0786250437842e-08
1924,2.8361574311297488e-08,1.804827398643738e-08
1925,9.898360353588487e-09,2.969507972849783e-08
1926,1.7833821530643945e-08,1.7833821530643945e-08
1927,2.6758140592164636e-08,2.8987985345452216e-08
1928,1.3711249025050165e-08,2.0566874314731365e-08
1929,8.912325100141061e-09,2.3394852499691865e-08
1930,2.5208648168906223e-08,4.936693809298731e-08
1931,7.983749661377715e-09,4.1059283972799676e-08
1932,9.863582839386709e-09,3.9454331357546835e-08
1933,9.176529536247813e-09,2.2941324839820254e-08
1934,1.677421224144382e-08,2.875579241390369e-08
1935,1.4361940969820353e-08,3.351119648442591e-08
1936,4.7286385917999496e-08,2.182448710641438e-08
1937,1.3850230295986421e-08,3.6514243184626594e-08
1938,7.130867751836689e-08,4.2785209153350934e-08
1939,1.8352860564618823e-08,3.058810094103137e-08
1940,3.296517903095264e-08,1.5214697057785997e-08
1941,5.9030051957620344e-09,4.132103814669108e-08
1942,6.068423630267716e-08,4.5513175450651033e-08
1943,4.3548528338988035e-08,1.7419411690866582e-08
1944,5.1410978585408884e-08,1.927911696952833e-08
1945,3.267756198965799e-08,1.9606536838523425e-08
1946,4.315542501132086e-08,5.0115976257814054e-08
1947,1.4305044926388177e-08,4.053096125389288e-08
1948,2.391815279167986e-08,3.8051607198497095e-08
1949,2.6505922789965553e-08,8.835307596655184e-09
1950,2.7651939404904624e-08,2.3397795700930146e-08
1951,2.5587365115598004e-08,2.5587364671508794e-08
1952,2.847097024805123e-08,1.5817205323287453e-08
1953,1.939288907237824e-08,2.9089333608567358e-08
1954,2.7363101118282884e-08,4.495366745516094e-08
1955,1.407841176970237e-08,3.566530937249013e-08
1956,2.2674968125357964e-08,2.093073914188892e-08
1957,1.767007518083119e-08,1.1485549233913872e-08
1958,6.121460249808308e-08,1.5717262158432277e-08
1959,1.3176271296266862e-08,3.100299128533379e-08
1960,8.304999910002664e-09,2.5607083176115708e-08
1961,4.307858603169734e-08,3.682524418735511e-08
1962,7.610347740882872e-09,2.980719460143888e-08
1963,2.0044765847160306e-08,2.651081754123652e-08
1964,6.692365217553231e-09,3.8329002083337116e-08
1965,1.0944087081021792e-08,2.7907421540351862e-08
1966,3.8219614806322966e-08,2.9357095532311916e-08
1967,1.3311906132962292e-08,3.648448232418389e-08
1968,6.737123747768692e-09,3.9524460038187215e-08
1969,8.629339909305145e-09,2.9521425720657746e-08
1970,1.1496812946099055e-08,1.7935027685211935e-08
1971,7.707596449968435e-09,2.158127021534284e-08
1972,1.4364410994005539e-08,1.7955514741707645e-08
1973,1.4334329778709076e-08,1.3783009511492139e-08
1974,1.125114318378806e-08,2.812785782069227e-08
1975,1.1422960355389478e-08,1.770558810676448e-08
1976,1.1998406601598788e-08,2.2854107717407146e-08
1977,1.2928919823629315e-08,1.7042667388444954e-08
1978,1.7227714366185864e-08,2.79207795772507e-08
1979,5.851973128301324e-09,5.0326971035019596e-08
1980,9.096241093686785e-09,2.785723873799384e-08
1981,5.06043967840597e-09,3.542307780435294e-08
1982,3.1037510339615437e-09,2.4209259152918605e-08
1983,5.052252838311233e-09,2.3998200759933752e-08
1984,8.698512410365566e-09,2.7255339596354844e-08
1985,5.414002135495366e-09,3.368712497842097e-08
1986,5.3950369172106605e-09,4.136194947657046e-08
1987,8.555143815591748e-09,3.8498147614252076e-08
1988,6.596209300990807e-09,2.5185526497661925e-08
1989,8.232182935330457e-09,3.4026359063688005e-08
1990,1.0352437129768077e-08,2.9422715153160084e-08
1991,7.033758464558559e-09,3.223805888907805e-08
1992,9.366905084906563e-09,3.8018613146562075e-08
1993,1.1078414630105726e-08,2.215683042594563e-08
1994,6.329912038971486e-09,2.37371702294098e-08
1995,1.4640617607142303e-08,3.904164547208211e-08
1996,1.6548086456680267e-08,1.6548085124412637e-08
1997,1.4384683666435194e-08,2.8289877329612523e-08
1998,1.0489884516573511e-08,2.241020813364969e-08
1999,5.941261704833778e-09,2.5136105558098976e-08
2000,5.743440834038438e-09,2.0764748365209584e-08
2001,7.448059946568719e-09,2.4534785203478293e-08
2002,6.133709984368352e-09,2.541108523601565e-08
2003,4.583615265119079e-09,2.416815370054337e-08
2004,3.523833003171717e-09,4.052407831522942e-08
2005,9.007498746882447e-09,2.2518747200273026e-08
2006,5.7650457740976435e-09,3.294312089785478e-08
2007,2.7961355453243186e-09,2.8360804593674516e-08
2008,8.089135583588813e-09,3.49110048369905e-08
2009,4.76819250749827e-10,2.9562792658310855e-08
2010,7.085689646135762e-09,2.88151380534174e-08
2011,2.6767803251726008e-09,2.6385405860196443e-08
2012,3.4042526575461807e-09,2.6553170995313735e-08
2013,3.904775169871755e-09,2.008170008060972e-08
2014,4.980523993225461e-09,2.1004817774006312e-08
2015,6.649726019825053e-09,3.2140343053654874e-08
2016,7.663958356829426e-09,2.3820409755792582e-08
2017,4.024978128569501e-09,2.56592347369633e-08
2018,6.195520096952123e-09,2.1684320561377035e-08
2019,3.06118530524202e-09,1.9897705261229248e-08
