year,pas_ADV utile_ADJ,pas_ADV futile_ADJ
1880,7.643654953426449e-07,0.0
1881,8.855084843162331e-07,0.0
1882,9.470613235862402e-07,6.655385131892899e-10
1883,8.670132842780731e-07,6.951272890631799e-09
1884,8.331341518896807e-07,4.621187876807653e-09
1885,9.732909802551148e-07,0.0
1886,8.208805866161129e-07,1.2906927748801422e-09
1887,9.049089726431703e-07,1.3057849246322917e-09
1888,9.010013286570029e-07,3.1703073499755874e-09
1889,9.873855333353276e-07,6.265136742733546e-10
1890,9.602175623513176e-07,1.3108772956016423e-09
1891,9.58045234256133e-07,6.374220040683554e-10
1892,1.0336776767871925e-06,1.6298132621272998e-08
1893,9.619446927899844e-07,4.926733243593162e-09
1894,1.0964678267555428e-06,2.520615716150587e-09
1895,9.479317668592557e-07,2.4074457982692365e-09
1896,9.741892199599533e-07,1.179405795248556e-09
1897,1.0202575140283443e-06,5.826713556089658e-10
1898,9.930413398251403e-07,3.3950129374460403e-09
1899,1.0513454071769956e-06,7.738609753005221e-09
1900,1.0288666771884891e-06,4.15284251431558e-09
1901,1.1261308827670291e-06,1.676621730339889e-09
1902,1.0208480034634704e-06,3.437198747846537e-09
1903,1.1221658269278123e-06,2.1600881083827517e-09
1904,1.0335404567740625e-06,5.374625189347171e-10
1905,1.0693092917790636e-06,3.096455536422127e-09
1906,1.1059996722906362e-06,1.5432553013283723e-09
1907,1.113939902097627e-06,5.142843484406967e-09
1908,9.95047457763576e-07,4.911389073214423e-10
1909,1.0605896250126534e-06,5.500983557560346e-10
1910,1.112117729462625e-06,2.137660271017694e-09
1911,1.0215118209089269e-06,2.128149656499545e-09
1912,1.100229724215751e-06,2.0837684910901544e-09
1913,1.0717342320276657e-06,1.590896969716482e-09
1914,1.0346468570787692e-06,3.3483718020477227e-09
1915,1.1816104006356909e-06,4.712304768617059e-09
1916,1.1943370736844372e-06,1.4283700444650549e-08
1917,1.0319405419068062e-06,4.386569774084137e-09
1918,1.0130984264833387e-06,3.44591288836682e-09
1919,9.373589477945643e-07,9.207848372660976e-10
1920,9.578873232385376e-07,9.843901693784574e-09
1921,1.0503400744710234e-06,7.572747762196741e-09
1922,9.783142331798445e-07,7.377935595798135e-09
1923,1.0477940577402478e-06,1.2739137744688378e-08
1924,1.018438297251123e-06,6.445812328337297e-09
1925,9.304458785663883e-07,4.399271169575059e-09
1926,9.730579222377855e-07,1.1146138456652466e-09
1927,9.855914413492428e-07,5.574612327308159e-09
1928,1.0477680234544096e-06,5.713020723163709e-09
1929,9.391362709720852e-07,0.0
1930,9.694825848782784e-07,2.100720708497761e-09
1931,1.0105145520356018e-06,0.0
1932,9.359443993162131e-07,5.4797681947604815e-09
1933,9.245353567166603e-07,3.4411986593596566e-09
1934,9.980656159314094e-07,3.5944740517379614e-09
1935,8.174338290700689e-07,5.98414207075848e-09
1936,9.54215011006454e-07,0.0
1937,9.632204864828964e-07,7.554670666820584e-09
1938,8.764484960011032e-07,0.0
1939,9.099960038838617e-07,1.5294050470515685e-09
1940,8.165221174749604e-07,1.2678914806940611e-08
1941,6.611365961362026e-07,8.854508237732261e-09
1942,8.404766731473501e-07,6.068423541449874e-09
1943,7.751638122499571e-07,0.0
1944,8.000833418009279e-07,6.4263723231761105e-09
1945,9.302212333750504e-07,1.089252066321933e-08
1946,1.0357301789554185e-06,1.2528993842408909e-08
1947,9.405567311659979e-07,1.1920871401116528e-08
1948,9.719467470858945e-07,2.174377566888097e-09
1949,9.787556791707175e-07,2.945102384188658e-09
1950,1.1337294836266665e-06,5.317680518146517e-09
1951,1.0565448747001938e-06,1.3859822622919182e-08
1952,1.0481535355211236e-06,4.2179215675730575e-09
1953,9.577933042237419e-07,6.464296653518886e-09
1954,9.938669336406747e-07,3.9090144454689835e-09
1955,1.005198555503739e-06,1.1262729415761896e-08
1956,9.244409966413514e-07,3.488456634670456e-09
1957,9.347469926979102e-07,2.6505113659425206e-09
1958,1.024103767122142e-06,9.926692356998501e-09
1959,1.0168980679736705e-06,1.0851047171911432e-08
1960,9.059370995601057e-07,6.2287499602575735e-09
1961,1.0088726867252262e-06,8.33779090214648e-09
1962,9.563669891576865e-07,5.7077609305622445e-09
1963,9.608554591977736e-07,1.4871922360271128e-08
1964,1.0421837259855238e-06,6.6923653285755336e-09
1965,9.450218954043521e-07,2.188817349590977e-09
1966,9.150551250058925e-07,4.985167390003653e-09
1967,1.0057884765046765e-06,9.860671390526932e-09
1968,9.584681492924574e-07,1.4372530721118437e-08
1969,9.769321422936628e-07,1.1354394757745467e-08
1970,1.0843793916137656e-06,1.4256047897731605e-08
1971,9.788647048480925e-07,4.1107179882260425e-09
1972,9.439470431971131e-07,1.128632298730281e-08
1973,9.256669386559224e-07,1.1577728109557484e-08
1974,1.023291474666621e-06,1.4626486688484874e-08
1975,9.058407499651366e-07,1.770558810676448e-08
1976,9.952964319381863e-07,1.2569759455516305e-08
1977,9.349959668725205e-07,1.23412418062685e-08
1978,9.118807611230295e-07,1.0099005187669263e-08
1979,9.55627228904632e-07,1.6385525825057812e-08
1980,9.283851341024274e-07,1.4212877097463661e-08
1981,8.476236530441383e-07,1.771153890217647e-08
1982,9.224348218594969e-07,2.296775925003658e-08
1983,8.607775612290425e-07,2.084054351314535e-08
1984,8.524542636223487e-07,1.275781880138993e-08
1985,9.10153914901457e-07,2.285912081845254e-08
1986,7.900731588961207e-07,1.978180286243969e-08
1987,8.10905419257324e-07,1.9554613928107756e-08
1988,8.910878932510968e-07,1.679035044332977e-08
1989,9.000520435620274e-07,1.5366742545097622e-08
1990,8.178425332516781e-07,2.0160008773473237e-08
1991,8.780475013736577e-07,2.4032006606944378e-08
1992,7.719431778241415e-07,1.7080827419135858e-08
1993,8.740869361645309e-07,2.1048988330107932e-08
1994,8.40295797388535e-07,1.9517228722065738e-08
1995,8.361419077118626e-07,1.9520822291951845e-08
1996,8.370128625756479e-07,2.3487604750016544e-08
1997,8.597245937380649e-07,2.061804593722627e-08
1998,8.77812567523506e-07,2.0502955777601528e-08
1999,8.85247970927594e-07,1.0968483010742602e-08
2000,8.363333563465858e-07,2.385736941334926e-08
2001,8.609081305621658e-07,1.621048362210331e-08
2002,8.718630510884395e-07,2.1906107150471144e-08
2003,8.850544190863729e-07,2.1667998950647416e-08
2004,8.721486892682151e-07,1.8500124099318782e-08
2005,8.78231162459997e-07,1.4411998705554652e-08
2006,8.820520065455639e-07,2.800165077587735e-08
2007,8.731931870897824e-07,1.7176262190332636e-08
2008,9.208841902363929e-07,1.6178271167177627e-08
2009,9.49347111145471e-07,1.5258216023994464e-08
2010,1.0619086197038996e-06,1.6060896612657416e-08
2011,1.1747241615012172e-06,1.2236710311697152e-08
2012,1.080509832718235e-06,1.2936160587173617e-08
2013,1.0515001349631348e-06,1.1714325509615264e-08
2014,1.0744938663265202e-06,1.7540106256319632e-08
2015,9.783964287635172e-07,1.4851055496478693e-08
2016,9.843007546805893e-07,1.0978101983027955e-08
2017,1.0490099384696805e-06,1.3835862233690932e-08
2018,1.0602084330457728e-06,1.3939920329164579e-08
2019,1.0466702633493696e-06,1.224474122096808e-08
