year,actions_NOUN in_ADJ,actions_NOUN fines_ADJ
1909,1.430255680556769e-08,0.0
1910,4.0615545593425395e-08,0.0
1911,2.021742140367877e-08,0.0
1912,5.938740343935933e-08,0.0
1913,1.6439267336298968e-08,0.0
1914,8.036092680185902e-09,0.0
1915,7.068456930880984e-09,0.0
1916,7.69122365795738e-09,0.0
1917,3.618920207948406e-08,0.0
1918,6.20264337669596e-08,0.0
1919,1.5653341733923298e-08,0.0
1920,1.0449680054591681e-07,0.0
1921,8.330022005509363e-09,7.572747429129834e-10
1922,1.770704560755121e-08,0.0
1923,8.917396421281865e-08,0.0
1924,1.3149456234984314e-07,0.0
1925,1.1878031913603593e-07,0.0
1926,5.3501466368288675e-08,4.458455382660986e-09
1927,1.0257287019754813e-07,3.3447675740205796e-09
1928,2.9707706517001498e-08,0.0
1929,3.007909721297608e-08,5.570202965543558e-09
1930,3.676261073337628e-08,0.0
1931,9.124285327288817e-09,0.0
1932,1.6439305028370654e-08,0.0
1933,1.4911860191091364e-08,2.2941324395731044e-09
1934,2.2765002327673756e-08,2.3963160344919743e-09
1935,1.196828414151696e-08,0.0
1936,9.699771652549316e-09,1.2124714565686645e-09
1937,1.8886677000118368e-08,0.0
1938,4.019216603978748e-08,0.0
1939,1.5294050470515685e-08,0.0
1940,1.5214697057785997e-08,5.0715658339584024e-09
1941,2.9515025978810172e-09,0.0
1942,2.1239483061208375e-08,3.034211770724937e-09
1943,1.7419411690866582e-08,0.0
1944,3.213186161588055e-08,0.0
1945,1.089252066321933e-08,2.178504043826024e-09
1946,2.7842208538686464e-08,0.0
1947,5.948514498754776e-07,1.1920870957027319e-09
1948,9.567261116671943e-08,0.0
1949,1.47255123650325e-08,0.0
1950,3.509669443957364e-08,1.0635361480382244e-09
1951,1.3859822622919182e-08,2.1322803522849654e-09
1952,1.5817205323287453e-08,3.1634410646574906e-09
1953,1.508335856215126e-08,0.0
1954,2.247683283940205e-08,0.0
1955,1.595553333899602e-08,0.0
1956,6.976913491385517e-09,0.0
1957,1.4136060322300636e-08,0.0
1958,7.279574276708445e-08,8.272243445794913e-10
1959,8.525822714489095e-09,7.750747821333448e-10
1960,1.5225833038812198e-08,1.3841666701708277e-09
1961,2.223410922042035e-08,0.0
1962,1.331810883797857e-08,1.2683912808952869e-09
1963,1.2932106940866106e-08,0.0
1964,5.475571440705096e-09,6.083968329129164e-10
1965,1.0396882743624047e-08,0.0
1966,1.2185964570754493e-08,1.6617224263271169e-09
1967,3.3033249802194575e-08,1.9721342336964653e-09
1968,5.838840522187638e-09,4.4914158503495116e-10
1969,2.2708789515490935e-08,9.083515606356229e-10
1970,1.5175793066646293e-08,0.0
1971,7.707596338946132e-09,5.138397485282553e-10
1972,1.9494558856081312e-08,0.0
1973,1.1577728220579786e-08,0.0
1974,1.2376257407797908e-08,0.0
1975,1.4278700888326057e-08,0.0
1976,3.999468822790675e-08,2.856763492431469e-09
1977,2.2919448394720376e-08,0.0
1978,1.128712323605896e-08,0.0
1979,1.6385525825057812e-08,5.851973350345929e-10
1980,8.527726191864815e-09,0.0
1981,1.0120879245789638e-08,6.325549528618524e-10
1982,1.9864007771985825e-08,3.1037510339615437e-09
1983,2.5261264191556165e-09,1.2630632095778083e-09
1984,1.2177918229383522e-08,5.799008495621649e-10
1985,8.421781272360818e-09,2.4062232206745193e-09
1986,2.937297916005832e-08,5.994485463567401e-10
1987,1.5888123927609854e-08,0.0
1988,4.7972429917386705e-09,2.99827696004229e-09
1989,4.390497743145261e-09,0.0
1990,1.6890817244874512e-08,2.179460389939436e-09
1991,1.934283488935762e-08,1.1722930404189924e-09
1992,5.5099441120809445e-09,5.509944167592096e-10
1993,7.75489034099408e-09,5.539207426075166e-10
1994,1.5297286770632468e-08,0.0
1995,8.675921647771645e-09,2.7112254663563817e-09
1996,5.33809241254346e-09,5.338092190498855e-10
1997,2.2536003729811682e-08,1.438468344439059e-09
1998,1.1443510028463777e-08,9.536258449571733e-10
1999,1.0511462367190916e-08,3.656160929565999e-09
2000,4.859834534798324e-09,2.2090156370779823e-09
2001,6.571817756650944e-09,4.3812117822561447e-10
2002,7.00995456126563e-09,8.76244299341522e-10
2003,1.1667384614000298e-08,0.0
2004,6.607186797680242e-09,0.0
2005,6.305249655724765e-09,7.656374201303606e-09
2006,7.000412693969338e-09,0.0
2007,6.391167151065247e-09,7.988958938831558e-10
2008,3.83169571072095e-09,1.2772318758180745e-09
2009,5.721831008997924e-09,0.0
2010,2.8342757585342326e-09,4.723793023408973e-10
2011,2.676780297417025e-09,3.82397197240536e-10
2012,8.851056776393307e-09,0.0
2013,5.857162477251876e-09,1.1156500168141292e-09
2014,3.0316233551319627e-09,1.0827225782605865e-09
2015,6.206411301556969e-09,1.329945265027277e-09
2016,3.72841224560716e-09,6.214020409345267e-10
2017,5.282783988036499e-09,7.54683426862357e-10
2018,4.3884935685412074e-09,2.5814667070633845e-10
2019,1.0969247288272754e-08,1.53059265262101e-09
