year,jeunes_ADJ âmes_NOUN,jeunes_ADJ ames_NOUN,jeunes_ADJ femmes_NOUN
1914,1.3393487563462259e-07,6.696743715117748e-10,1.8282109977008076e-06
1915,1.1073916539316997e-07,1.1780761921542648e-09,1.3382945098783239e-06
1916,1.6591067719673447e-07,0.0,1.5459359019587282e-06
1917,1.7436614996313438e-07,0.0,1.7283084616792621e-06
1918,1.6540381864160736e-07,0.0,1.9389003682590555e-06
1919,1.6666206192894606e-07,0.0,2.019281055254396e-06
1920,1.393290602891284e-07,0.0,1.9801386770268437e-06
1921,1.628140751108731e-07,2.2718242842501013e-09,1.9272642930445727e-06
1922,1.2247373604168388e-07,7.377935484775833e-10,2.119680857504136e-06
1923,1.0509788950230359e-07,0.0,2.1019577616243623e-06
1924,1.2633792323413218e-07,5.156649773851996e-09,2.0794191186723765e-06
1925,1.2757885770042776e-07,0.0,1.9730730400624452e-06
1926,1.092321539886143e-07,2.229227691330493e-09,1.8480297967471415e-06
1927,1.0145794959726118e-07,3.3447675740205796e-09,2.3547163436887786e-06
1928,6.741364444451392e-08,0.0,2.1378123165050056e-06
1929,1.0026365515614089e-07,0.0,2.118905285897199e-06
1930,1.039856769580183e-07,1.0503603542488804e-09,1.8360299236519495e-06
1931,9.352392282835353e-08,0.0,1.5864851548030856e-06
1932,9.753987484373283e-08,0.0,1.7633894913160475e-06
1933,7.226517340086502e-08,0.0,1.6965109352895524e-06
1934,7.308764082836205e-08,1.1981580172459871e-09,1.5647943882868276e-06
1935,9.335261808018913e-08,0.0,1.5977659586496884e-06
1936,4.243650053581405e-08,0.0,1.6647232996547245e-06
1937,1.0198805711070236e-07,0.0,1.6305498320434708e-06
1938,9.723910920911294e-08,0.0,1.6595474789937725e-06
1939,6.882322622914216e-08,0.0,1.5768166576890508e-06
1940,8.621661606866837e-08,0.0,1.3160713479010155e-06
1941,7.67390702094417e-08,0.0,1.4285272982306196e-06
1942,1.0012898599143227e-07,1.8205270180260413e-08,1.4685584801554796e-06
1943,7.83873517207212e-08,0.0,1.582263166710618e-06
1944,8.032965581605822e-08,0.0,1.616232680134999e-06
1945,9.803267886354661e-08,0.0,1.90836954061524e-06
1946,1.0023195073927127e-07,0.0,1.8821333469531965e-06
1947,9.65590558621443e-08,0.0,1.7225657984454301e-06
1948,9.34982367084558e-08,0.0,1.6710091585991904e-06
1949,9.522498345404529e-08,0.0,1.8308720655113575e-06
1950,6.38121662177582e-08,0.0,1.667624701440218e-06
1951,9.488647378930182e-08,2.1322803522849654e-09,1.5800197843418573e-06
1952,3.9015773722894664e-08,0.0,1.575393753228127e-06
1953,7.433941107137798e-08,0.0,1.5622049431840423e-06
1954,4.49536656788041e-08,1.9545072227344917e-09,1.7815333421822288e-06
1955,5.255940394022218e-08,0.0,1.612447476873058e-06
1956,5.755953580433015e-08,8.72114158667614e-10,1.8837665720639052e-06
1957,3.3573144264664734e-08,0.0,1.5205099543891265e-06
1958,5.21151335419745e-08,8.272243445794913e-10,1.6296319245157065e-06
1959,3.4878365084978213e-08,0.0,1.5214717450362514e-06
1960,5.1214165353030694e-08,0.0,1.7689650348984287e-06
1961,4.029932298976746e-08,1.3896318540318475e-09,1.7307864936810802e-06
1962,4.122271590745186e-08,6.341956404476434e-10,1.6958391597654554e-06
1963,4.2029345337368795e-08,3.2330267352165265e-09,1.7542402019898873e-06
1964,3.711220841751128e-08,6.083968329129164e-10,1.5818317251614644e-06
1965,4.9248392031131516e-08,5.472043373977442e-10,1.688125394139206e-06
1966,4.542041409649755e-08,5.539074754423723e-10,1.7209905536219594e-06
1967,3.5991448044114804e-08,2.9582012395223956e-09,1.7482969951743144e-06
1968,3.503304313312583e-08,8.982831700699023e-10,2.0718900941574248e-06
1969,3.315483354526805e-08,1.3625273131978588e-09,1.596427864569705e-06
1970,4.414776100247764e-08,9.197450023812337e-10,1.6909511941776145e-06
1971,3.596878173084406e-08,2.569198631618974e-09,1.5106888895388693e-06
1972,2.7702792948502974e-08,1.1799337507056862e-08,1.678583998909744e-06
1973,3.473318344049403e-08,1.102640756478479e-09,1.595521212038875e-06
1974,3.206575982517279e-08,0.0,1.6314157846863964e-06
1975,1.8276736568623164e-08,0.0,1.5638032664355705e-06
1976,3.25671045686704e-08,0.0,1.6512092315679183e-06
1977,3.2322301279918975e-08,0.0,1.8335559843762894e-06
1978,4.3366316759829715e-08,0.0,2.0061377199454e-06
1979,4.330460257051527e-08,2.3407893401383717e-09,1.9504627744026948e-06
1980,2.785723829390463e-08,0.0,2.154103640350513e-06
1981,3.1627749308427155e-08,1.2651099057237047e-09,2.458108610881027e-06
1982,3.47620137119975e-08,0.0,2.414097707514884e-06
1983,3.031351525351056e-08,0.0,2.272882284160005e-06
1984,3.479405208395292e-08,0.0,2.3358406906481832e-06
1985,3.308556983938615e-08,0.0,2.800242327793967e-06
1986,2.6375735373562748e-08,0.0,2.5098911464738194e-06
1987,2.749867533680117e-08,0.0,2.537211230446701e-06
1988,1.9788627625416666e-08,0.0,2.7020471407013247e-06
1989,3.786804469996241e-08,2.7440609784434855e-09,2.4273963390442077e-06
1990,3.105731138930423e-08,0.0,2.4371815925405826e-06
1991,2.5204300868608698e-08,0.0,2.620661007313174e-06
1992,3.0855687782604946e-08,5.509944167592096e-10,3.127995341856149e-06
1993,2.8249957040316076e-08,1.661762283333701e-09,2.8382899017742602e-06
1994,4.0616935592652226e-08,0.0,3.094271960435435e-06
1995,2.982347879765257e-08,1.0844901643380922e-09,3.084832314925734e-06
1996,2.5089033073300016e-08,5.338092190498855e-10,3.09075539917103e-06
1997,3.260528202986279e-08,4.79489448146353e-10,3.2926541280176025e-06
1998,3.099284029417504e-08,0.0,3.3376904866599943e-06
1999,2.6507166239753133e-08,4.570201161957499e-10,3.8595348996750545e-06
2000,2.076474814316498e-08,0.0,3.249462224630406e-06
2001,3.855466346180947e-08,1.3143635069212678e-09,3.678903567561065e-06
2002,2.6725450297249154e-08,0.0,3.6000496947963256e-06
2003,2.9585152105937595e-08,0.0,4.381102826300776e-06
2004,3.611928889313276e-08,4.404791253964646e-10,4.39598170487443e-06
2005,3.1976622238971686e-08,4.5037495954858286e-10,4.174075002083555e-06
2006,2.9648807853277503e-08,4.1178899179428186e-10,4.670922407967737e-06
2007,2.915970043204652e-08,7.988958938831558e-10,4.910813004244119e-06
2008,3.2356542334355254e-08,4.257439678578834e-10,4.573341811919818e-06
2009,3.003961168701608e-08,0.0,4.7696230467408895e-06
2010,2.5036102968556406e-08,9.447586046817946e-10,5.090359536552569e-06
2011,2.9062187323347644e-08,0.0,5.214750672166701e-06
2012,3.608507981311959e-08,1.7021263287730903e-09,5.5703785619698465e-06
2013,4.155796418103819e-08,5.578250084070646e-10,6.076945737731876e-06
2014,7.167623294890291e-08,0.0,5.8464852372708265e-06
2015,6.073416614071903e-08,2.2165753954528356e-10,5.542546659853542e-06
2016,7.953946123961941e-08,4.1426800878596737e-10,5.238004632701632e-06
2017,3.7985731893286356e-08,2.515611330355938e-10,5.592958586930763e-06
2018,7.615327035637165e-08,5.162933414126769e-10,6.173319434310542e-06
2019,2.428540426535619e-07,2.55098775436835e-10,5.8341088333691005e-06
