year,jeunes_ADJ âmes_NOUN,jeunes_ADJ ames_NOUN,jeunes_ADJ femmes_NOUN
1800,1.2576657937302116e-08,3.458580977167003e-08,9.558259534969693e-07
1801,1.6668277424969347e-08,9.524730337773235e-09,1.0096214282384608e-06
1802,0.0,3.8043282302169246e-08,7.698170065850718e-07
1803,0.0,3.315576790896557e-08,1.5056618849484948e-06
1804,4.69651695311768e-08,3.9549615138412264e-08,1.2977217238585581e-06
1805,5.970043304159844e-08,4.264316544322355e-08,7.846342668926809e-07
1806,2.0171682990621775e-08,1.152667650217154e-08,8.356840339729388e-07
1807,1.1387820464392462e-08,5.97860605466849e-08,1.2526602404250298e-06
1808,2.2660739951163578e-09,3.6257183921861724e-08,6.277024908740714e-07
1809,4.518061036407062e-09,1.8072244145628247e-08,6.799681955271808e-07
1810,4.680253518074551e-09,2.3401266702194334e-08,6.13113229519513e-07
1811,0.0,7.521229861140455e-09,1.01035197985766e-06
1812,5.3344164641089264e-09,2.1337665856435706e-08,9.468589041716768e-07
1813,2.300593315851529e-08,8.627225156487839e-09,1.0611486231937306e-06
1814,6.293354282149721e-09,5.349351184236184e-08,7.142957088035473e-07
1815,2.6972236000233352e-08,2.4275012222574333e-08,9.251476740246289e-07
1816,3.0128852301913867e-08,8.57513455798653e-08,6.721051022395841e-07
1817,1.5568733857662664e-08,1.5568733857662664e-08,7.457423407686292e-07
1818,3.337929754820834e-08,7.867976847819591e-08,1.26364477637253e-06
1819,7.14222423425781e-08,3.415846450138815e-08,9.667880931374384e-07
1820,4.9839222526770754e-08,2.4919611263385377e-08,9.789846444618888e-07
1821,4.043210211079895e-08,1.7750679148775816e-08,9.309245001531963e-07
1822,2.4061478143266868e-08,2.2056354964661296e-08,9.183464158013521e-07
1823,5.0401702367253165e-08,7.906149512848515e-09,7.985211141203763e-07
1824,1.9368560089105813e-08,2.5263338088166165e-08,7.461105724360095e-07
1825,6.60408261410339e-08,3.610231757988913e-08,1.107724756366224e-06
1826,3.787433300317389e-08,1.8496766784892316e-08,8.887255944500794e-07
1827,3.2260455640198415e-08,1.8434546333878643e-08,7.484425736947742e-07
1828,4.861319524707142e-08,3.3020285172824515e-08,7.842317586437275e-07
1829,3.772197487705853e-08,6.172686539684946e-08,9.224737596014165e-07
1830,6.992679857376061e-08,5.218418053232199e-08,1.0395089020676096e-06
1831,5.76874619184764e-08,7.951515357262906e-08,1.2535330142782186e-06
1832,1.244757186213974e-07,6.088486514954639e-08,1.4652956679128692e-06
1833,9.498575082034222e-08,1.2973663388038403e-07,1.692368073236139e-06
1834,1.213489042584115e-07,8.68111342811062e-08,1.2592282701007207e-06
1835,4.235329242874286e-08,4.0840674842002045e-08,1.3969023484605714e-06
1836,7.52724034214225e-08,1.0215540413582858e-07,1.1956213938901783e-06
1837,7.72325918774186e-08,2.365682938432201e-08,1.2851224937548977e-06
1838,1.0856918208901334e-07,1.5149188570262595e-08,1.0888479664572515e-06
1839,1.2235081214839738e-07,5.942753844578874e-08,8.830232900436386e-07
1840,1.235719651049294e-07,2.4204817705708592e-08,1.152276695393084e-06
1841,1.3290535605392506e-07,3.146068650039524e-08,1.3078657730147825e-06
1842,1.455693450225226e-07,1.7441490030023488e-08,1.2893285656900844e-06
1843,1.4767277889404795e-07,4.6073907356003474e-08,1.2782555813828367e-06
1844,2.1954245710276155e-07,3.787107161201675e-08,1.2008972589683253e-06
1845,1.9084379232481297e-07,2.287893430263921e-08,1.1305542102491017e-06
1846,1.3523897735012724e-07,1.7563503984519002e-09,1.005803369480418e-06
1847,1.5424619448367594e-07,9.168480197274675e-09,1.0026002428276115e-06
1848,1.359642425313723e-07,0.0,9.083055374503601e-07
1849,1.1731180649121598e-07,2.262441967104678e-08,1.102731062019302e-06
1850,1.5954140053509036e-07,1.2220192857625989e-08,1.0842027222679462e-06
1851,1.6188091933599935e-07,8.384270167027807e-09,9.061461696546758e-07
1852,1.6211258468956657e-07,1.6276363368206148e-08,1.0377809758210788e-06
1853,1.8632427156717313e-07,2.388772735173461e-09,1.1919976259378018e-06
1854,1.3248944696897524e-07,5.195664343204953e-09,1.059915575751802e-06
1855,2.2395275323106034e-07,6.368324534378189e-09,1.3946630588179687e-06
1856,1.9569775133732037e-07,3.6240324075009767e-09,1.0944578434646246e-06
1857,2.2454942438798753e-07,1.513267733344037e-08,1.3531542890632409e-06
1858,2.427263439130911e-07,5.872411001917044e-09,1.219504042637709e-06
1859,2.0063163219674607e-07,2.036869339860914e-09,1.4354836821439676e-06
1860,2.3755583811180259e-07,1.8308735638683515e-09,1.4715645875185146e-06
1861,2.424005458578904e-07,9.903524222920623e-09,1.3195266319598886e-06
1862,2.4397127162956167e-07,6.776979422085105e-09,1.1968145372520667e-06
1863,1.5533271380263614e-07,2.9967726078439227e-09,1.3100890328132664e-06
1864,2.4453112246192177e-07,5.274200631788517e-09,1.214984081343573e-06
1865,2.4616795712972817e-07,6.118897832863013e-09,1.2957942772118258e-06
1866,2.087347894530467e-07,1.4596839292835284e-09,1.3638313021147042e-06
1867,1.7664234519543243e-07,1.455843445796745e-09,1.3471404827214428e-06
1868,2.2081236750182143e-07,7.409810987013543e-09,1.1094957699242514e-06
1869,2.832441055033996e-07,3.4184632902167778e-09,1.3502930187314632e-06
1870,2.1674703987173416e-07,1.7202146374017957e-09,1.3824791267325054e-06
1871,1.2745412902859243e-07,3.18635318130589e-09,1.0398132417321904e-06
1872,2.497551179203583e-07,6.047339295989218e-10,1.386050143992179e-06
1873,1.604249177944439e-07,0.0,1.1547002713996335e-06
1874,1.6489920540152525e-07,0.0,1.3090368611301528e-06
1875,2.2027879253982974e-07,7.437985338754061e-09,1.3909032077208394e-06
1876,1.5598718050569005e-07,1.813804439976252e-09,1.217062731484475e-06
1877,1.6266065472336777e-07,1.2369631985365004e-09,1.5022917523310753e-06
1878,1.660749404663875e-07,1.2078177347163432e-09,1.1401799611121533e-06
1879,1.9244374982463341e-07,5.498392852132383e-09,1.3098393765176297e-06
1880,1.5402831365918246e-07,6.417846254436199e-10,1.299613813898759e-06
1881,1.5688142696035356e-07,1.3945015142624584e-09,1.195087747873913e-06
1882,1.783643170938376e-07,6.655385131892899e-10,1.31510410028568e-06
1883,1.7883729697132367e-07,2.5277355764075082e-09,1.225319806508196e-06
1884,1.670229323735839e-07,1.3203393933736152e-09,1.3474063962348737e-06
1885,1.5662894270462857e-07,2.5782542767416317e-09,1.340047674602829e-06
1886,1.639179885160047e-07,0.0,1.2642335605050903e-06
1887,1.573470882476613e-07,1.3057849246322917e-09,1.3521403161576018e-06
1888,1.4329789621569944e-07,6.340614699951175e-10,1.4291745173977688e-06
1889,1.6352007037312433e-07,6.265136742733546e-10,1.3802095963910688e-06
1890,1.4485193844393507e-07,1.3108772956016423e-09,1.464905380998971e-06
1891,1.5871808045631042e-07,6.374220040683554e-10,1.4520472859658184e-06
1892,1.849211201943035e-07,1.8805537127519756e-09,1.3834606988893938e-06
1893,1.3918021579684137e-07,0.0,1.5328298559325049e-06
1894,1.3989416913773312e-07,1.0082462864602348e-08,1.416586087543692e-06
1895,1.474560491487864e-07,9.629783193076946e-09,1.3710404118683073e-06
1896,1.2678611938099493e-07,0.0,1.450079480491695e-06
1897,1.410064669471467e-07,5.2440420894583895e-09,1.5825354466869612e-06
1898,2.0370077891129768e-07,1.7540900287826844e-08,1.3133042102708714e-06
1899,1.74118724771688e-07,0.0,1.4040049336472293e-06
1900,1.8583969563223945e-07,5.191053142894475e-10,1.642449205974117e-06
1901,1.810751371067454e-07,1.676621730339889e-09,1.5279612171070767e-06
1902,1.4387131841431255e-07,4.910283846193408e-10,1.4843787994323066e-06
1903,1.7226702198058774e-07,5.400220270956879e-10,1.5871247569521074e-06
1904,1.268411580213069e-07,5.374625189347171e-10,1.5855143828957807e-06
1905,1.295350529062489e-07,1.0321518084666081e-09,1.5203596603896585e-06
1906,1.568976273347289e-07,2.0576738091193647e-09,1.8503632190913777e-06
1907,1.53771011923709e-07,0.0,1.6606240933469962e-06
1908,1.434125636023964e-07,0.0,1.786763391464774e-06
1909,1.7603147739464475e-07,0.0,1.940196852956433e-06
1910,1.9345824853189697e-07,5.344150677544235e-10,2.0644454252760625e-06
1911,1.7291216636294848e-07,5.320374141248863e-10,1.7945621948456392e-06
1912,2.0004176803922746e-07,0.0,1.8571586224425118e-06
1913,1.543170071727218e-07,0.0,1.8592281776363961e-06
