year,véritables_ADJ âmes_NOUN,véritables_ADJ femmes_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,8.951360541686881e-09
1803,0.0,1.950339223455444e-09
1804,0.0,1.4831105232815389e-08
1805,0.0,1.1371510844071508e-08
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,0.0,6.798221985349073e-09
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,2.8757416448144113e-09
1814,0.0,9.440030979135372e-09
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,4.768470951432846e-09
1819,0.0,5.175524897538253e-09
1820,0.0,0.0
1821,0.0,2.9584463767662328e-09
1822,0.0,3.0076847679083585e-09
1823,8.894418535021487e-09,0.0
1824,0.0,0.0
1825,0.0,1.584979791857677e-08
1826,0.0,9.688783109140786e-09
1827,0.0,8.295545583791863e-09
1828,0.0,1.8344602503717056e-09
1829,0.0,6.858540846366168e-09
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,1.1583628500844156e-09
1834,0.0,0.0
1835,0.0,2.2689263801112247e-09
1836,0.0,3.36037508930076e-09
1837,0.0,8.349468672008697e-09
1838,0.0,9.468243078458727e-09
1839,0.0,4.194885327990505e-09
1840,6.369688665408546e-10,4.458782232319436e-09
1841,0.0,4.494383976094696e-09
1842,0.0,8.720745015011744e-09
1843,0.0,1.1223130869097986e-08
1844,0.0,0.0
1845,0.0,1.0044410636567136e-08
1846,0.0,1.7563503984519002e-09
1847,0.0,4.314578916364553e-09
1848,0.0,1.850401076808339e-08
1849,0.0,1.1731181359664333e-08
1850,6.788996032014438e-09,0.0
1851,0.0,3.8696632564949596e-09
1852,0.0,1.4323200403509873e-08
1853,0.0,2.9859659189668264e-09
1854,1.558699391779328e-09,0.0
1855,2.1227748447927297e-09,5.306937111981824e-09
1856,0.0,6.73034605824796e-09
1857,1.2691923956253959e-08,1.122747050885664e-08
1858,9.787352039936081e-10,1.9574704079872163e-09
1859,0.0,7.638259802433822e-09
1860,0.0,6.408057640072684e-09
1861,4.715963730639317e-10,5.659156698811785e-09
1862,4.9697850279528666e-09,2.710791813242963e-09
1863,8.990317823531768e-09,2.9967726078439227e-09
1864,3.835782358407869e-09,1.2466292886870178e-08
1865,5.6482134525026595e-09,3.294791106611683e-09
1866,0.0,9.731225603104576e-09
1867,0.0,2.426405742994575e-09
1868,2.9639244392143382e-09,2.4699371437009177e-09
1869,2.441759683335931e-09,9.278686263769487e-09
1870,4.587239033071455e-09,1.1468097582678638e-09
1871,1.0621177271019633e-09,0.0
1872,0.0,1.2094678591978436e-09
1873,5.986004469882289e-10,6.584604861359367e-09
1874,0.0,1.1949218281515073e-09
1875,3.432916173551348e-09,2.2886108563824337e-09
1876,0.0,7.255217759905008e-09
1877,1.2369631985365004e-09,3.0924081073635534e-09
1878,7.2469061862534545e-09,3.0195443923020093e-09
1879,1.221865053580018e-09,1.3440515367335593e-08
1880,0.0,1.9253538763308597e-09
1881,6.972507571312292e-10,9.064259565150223e-09
1882,6.655385131892899e-10,6.655385131892899e-09
1883,2.5277355764075082e-09,4.423537092179686e-09
1884,0.0,1.0562715146988921e-08
1885,6.445635691854079e-10,2.5782542767416317e-09
1886,0.0,1.0325542199041138e-08
1887,0.0,4.570247291724172e-09
1888,3.804368819970705e-09,5.07249175996094e-09
1889,0.0,1.2530273485467092e-09
1890,1.9663159989136147e-09,3.2771931834929546e-09
1891,6.374220040683554e-10,3.1871101313640793e-09
1892,4.387958441043338e-09,9.402768341715273e-09
1893,6.158416554491453e-10,5.542574843531156e-09
1894,6.9316934414587195e-09,1.0082462864602348e-08
1895,6.018614495673091e-10,5.416753268150387e-09
1896,5.89702897624278e-10,5.897029087265082e-09
1897,1.1653427112179315e-09,6.992056267307589e-09
1898,1.6975064687230201e-09,1.3014216371232123e-08
1899,2.2110313580014918e-09,4.4220627160029835e-09
1900,2.07642125715779e-09,1.7130474816440255e-08
1901,6.706486921359556e-09,7.824234593556412e-09
1902,1.9641135384773634e-09,1.4730852093691738e-09
1903,1.0800440541913758e-09,6.480264325148255e-09
1904,5.374625189347171e-10,4.299700151477737e-09
1905,1.5482277682110634e-09,3.6125313851442797e-09
1906,5.144184522798412e-10,4.629765903985117e-09
1907,3.0857059130084963e-09,2.5714217422034835e-09
1908,5.40252820258047e-09,3.929111258571538e-09
1909,4.950885035270858e-09,1.1001967115120692e-09
1910,5.344150677544235e-10,5.34415089958884e-09
1911,2.6601871816467337e-09,5.3203743632934675e-09
1912,2.0837684910901544e-09,1.5628263128064646e-09
1913,2.6514948014977335e-09,8.484783542428431e-09
1914,1.3393487430235496e-09,1.3393487430235496e-09
1915,0.0,0.0
1916,2.197492410260793e-09,1.0987462051303964e-09
1917,2.1932848870420685e-09,5.483212106582869e-09
1918,0.0,1.378365155346728e-08
1919,1.8415696745321952e-09,8.287063479883727e-09
1920,0.0,6.057785384427916e-09
1921,7.572747429129834e-10,5.300923255902035e-09
1922,0.0,2.2133805899215986e-09
1923,7.431163684401554e-09,4.246379248229459e-09
1924,1.289162443462999e-09,3.867487219366694e-09
1925,6.598906754362588e-09,8.798542339150117e-09
1926,3.343841648018042e-09,2.229227691330493e-09
1927,4.4596899506643695e-09,7.804457524684949e-09
1928,4.570416489713125e-09,0.0
1929,1.1140406375176326e-09,1.4482528065684619e-08
1930,2.100720708497761e-09,3.1510811737689437e-09
1931,3.4216069977333063e-09,0.0
1932,3.287861094491973e-09,7.6716757391182e-09
1933,0.0,1.0323596200123575e-08
1934,0.0,2.3963160344919743e-09
1935,0.0,7.180970484910176e-09
1936,0.0,4.849885826274658e-09
1937,0.0,3.777335333410292e-09
1938,0.0,0.0
1939,0.0,1.6823456405745674e-08
1940,0.0,2.5357829169792012e-09
1941,0.0,2.9515025978810172e-09
1942,9.102635090130207e-09,6.068423541449874e-09
1943,0.0,8.709705845433291e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,0.0
1946,0.0,1.1136883415474585e-08
1947,3.5762612871081956e-09,5.960435700558264e-09
1948,0.0,5.435944139264848e-09
1949,0.0,1.9634016634739737e-09
1950,1.0635361480382244e-09,3.190608444114673e-09
1951,1.0661401761424827e-09,0.0
1952,1.0544803918932644e-09,3.1634410646574906e-09
1953,0.0,8.619061908632375e-09
1954,9.772536113672459e-10,3.9090144454689835e-09
1955,1.8771215692936494e-09,4.6928039232341234e-09
1956,0.0,8.72114158667614e-10
1957,5.301022731885041e-09,8.835037701437898e-10
1958,0.0,2.4816730892496253e-09
1959,0.0,1.5501495642666896e-09
1960,6.920833350854139e-10,9.689166802218097e-09
1961,4.16889545107324e-09,7.64297514166401e-09
1962,6.341956404476434e-10,3.805173953708163e-09
1963,6.466053248388448e-10,4.526237162849611e-09
1964,3.041984220075733e-09,5.475571551727398e-09
1965,0.0,3.2832261354087677e-09
1966,0.0,4.985167390003653e-09
1967,1.4791006197611978e-09,6.409436092980059e-09
1968,1.3474247273492779e-09,3.1439910674890825e-09
1969,1.3625273131978588e-09,4.995933444718048e-09
1970,0.0,7.817832603507213e-09
1971,0.0,4.624557625731995e-09
1972,1.5390440033513642e-09,2.565073486948677e-09
1973,0.0,1.6539611902288698e-09
1974,1.1251143350321513e-09,1.1251143350321513e-09
1975,0.0,2.8557400888473694e-09
1976,0.0,1.7140580066410394e-09
1977,5.876781838942691e-10,4.11374712072643e-09
1978,0.0,5.346532105932056e-09
1979,1.1703946700691858e-09,1.1118749476679568e-08
1980,5.685150683554241e-10,4.548120546843393e-09
1981,0.0,1.0120879245789638e-08
1982,6.207502289967692e-10,3.1037510339615437e-09
1983,0.0,3.157658134966823e-09
1984,0.0,4.639206796497319e-09
1985,1.2031116103372597e-09,6.617113967877231e-09
1986,5.994485463567401e-10,7.792831269171074e-09
1987,6.110816852533674e-10,1.1610551631235921e-08
1988,5.996553809062277e-10,5.99655392008458e-09
1989,2.1952488715726304e-09,1.0976244357863152e-09
1990,1.6345953479657283e-09,2.179460389939436e-09
1991,0.0,1.1722930404189924e-09
1992,0.0,3.856960972825618e-09
1993,5.539207426075166e-10,4.4313659408601325e-09
1994,1.5824779264761446e-09,3.6924485691258724e-09
1995,1.626735190995987e-09,4.880205572987961e-09
1996,5.338092190498855e-10,3.2028553142993132e-09
1997,9.58978896292706e-10,3.3564262480467733e-09
1998,1.43043876743576e-09,1.0966696883940585e-08
1999,9.140402323914998e-10,4.113180906983871e-09
2000,4.4180314962005696e-10,5.3016377954406835e-09
2001,0.0,5.257454027685071e-09
2002,0.0,4.81934359086722e-09
2003,1.2500769308587678e-09,7.91715315529018e-09
2004,8.809582507929292e-10,7.047666006343434e-09
2005,0.0,4.503749373441224e-09
2006,8.235779835885637e-10,7.412201963319376e-09
2007,2.3966877371606188e-09,5.991719120856942e-09
2008,4.257439678578834e-10,9.366367237362283e-09
2009,0.0,4.291373478793048e-09
2010,9.447586046817946e-10,8.502827775203059e-09
2011,2.2943831279320648e-09,7.647943611743813e-09
2012,2.382976926895708e-09,3.744677901096338e-09
2013,2.2313000336282585e-09,5.020424964641279e-09
2014,1.0827225782605865e-09,8.012147389990787e-09
2015,4.654808538617772e-09,7.314698624583116e-09
2016,3.314144070287739e-09,7.45682449121432e-09
2017,2.264050280587071e-09,6.037467414898856e-09
2018,3.3559066636712487e-09,8.518839855753413e-09
2019,6.12237061048404e-09,3.826481798085979e-09
