year,aux_ADP acteurs_NOUN,aux_ADP facteurs_NOUN
1906,3.621505868522945e-07,4.5217383304319014e-07
1907,2.699992762700276e-07,3.008563496109673e-07
1908,3.266073633767519e-07,3.727744442016956e-07
1909,2.8110025596106425e-07,3.8781934641463067e-07
1910,3.0087568347880733e-07,3.409568192225265e-07
1911,2.8197982260280696e-07,3.958358330002909e-07
1912,2.526569176097837e-07,3.3184014236464776e-07
1913,3.2613385769764136e-07,3.7439106481684803e-07
1914,2.3840406981889828e-07,3.1675596900981873e-07
1915,1.0956108553727972e-07,2.674233092747613e-07
1916,1.7360190440740553e-07,3.1643889641941314e-07
1917,1.5024001243091334e-07,3.651819335814821e-07
1918,2.4695708589206333e-07,2.4580845359167824e-07
1919,2.6518603135627927e-07,2.6242368722506626e-07
1920,2.1580859765890636e-07,3.036465017203227e-07
1921,2.854925753581483e-07,4.104428992235398e-07
1922,3.755369277769205e-07,3.8807941749041674e-07
1923,4.246379319283733e-07,3.4926468028828594e-07
1924,3.132664687655051e-07,3.9190537659550273e-07
1925,3.134480834887654e-07,3.9703421039760656e-07
1926,4.202094316951843e-07,4.4250168551585034e-07
1927,3.344767378621327e-07,4.5934807380021425e-07
1928,3.1193093263937044e-07,4.856067685743426e-07
1929,2.8742249469360104e-07,5.146867678718081e-07
1930,4.033383902424248e-07,4.726621556372379e-07
1931,2.81712317473648e-07,5.600030403840606e-07
1932,3.2001847216633905e-07,5.052346452316669e-07
1933,2.58089897897662e-07,5.379740408706368e-07
1934,3.079265979977208e-07,5.847011195214691e-07
1935,2.4295616185554536e-07,6.55861970066951e-07
1936,2.4855665969880647e-07,7.565821666943862e-07
1937,2.2789923548316438e-07,7.491715505736352e-07
1938,3.0597905720242125e-07,8.466285184027811e-07
1939,2.2788135822793265e-07,7.81525990589671e-07
1940,1.6736167651743017e-07,8.190578983935382e-07
1941,1.9479917057196872e-07,6.139125350301811e-07
1942,2.730790527039062e-07,7.64621338245064e-07
1943,3.1935587685438804e-07,7.896799605333626e-07
1944,2.602680808649893e-07,7.8080426391125e-07
1945,3.3548963074281346e-07,6.491941855202299e-07
1946,3.7726192658738e-07,8.088161838060159e-07
1947,3.6120238178227737e-07,8.583026946951122e-07
1948,3.46813209262109e-07,1.0317421770267288e-06
1949,3.877718199873925e-07,9.699204142066264e-07
1950,4.115885019473353e-07,1.033757114576872e-06
1951,3.582231045129447e-07,9.477986364636592e-07
1952,2.425304899134062e-07,1.263267527917833e-06
1953,3.264469796704361e-07,1.1290971340116585e-06
1954,4.348778475105064e-07,1.1297052235903493e-06
1955,4.1672097950140596e-07,1.0755906814097216e-06
1956,4.4390611719791195e-07,1.0910147629772382e-06
1957,4.143632565956068e-07,1.1865455302739747e-06
1958,3.639786996245675e-07,1.2027842242190445e-06
1959,3.3173199653901975e-07,1.178888696884428e-06
1960,3.4604167353791127e-07,1.2353687388610979e-06
1961,3.279531313182815e-07,1.2381619427515034e-06
1962,3.906645247298002e-07,1.1872142877678016e-06
1963,3.9184283195936587e-07,1.2479482407456999e-06
1964,4.2831138102883415e-07,1.2368707515975075e-06
1965,4.503491766172374e-07,1.1228632583737408e-06
1966,3.960438448302739e-07,1.1764994543028706e-06
1967,4.2893918816844234e-07,1.1640522714628787e-06
1968,5.066316930424364e-07,1.1084814488526717e-06
1969,4.0103722653839213e-07,1.043695963431901e-06
1970,5.122979587213194e-07,1.0632252624986904e-06
1971,5.015075998926477e-07,1.1201706318075821e-06
1972,5.535428613256954e-07,1.1204241099349588e-06
1973,5.502177486960136e-07,1.0838958370840146e-06
1974,4.5173339913162636e-07,1.1324275792645722e-06
1975,4.466377561129775e-07,1.0788986228860153e-06
1976,4.867924872087315e-07,1.0969972077390366e-06
1977,5.294980383041548e-07,1.1665411570049855e-06
1978,5.780195238003216e-07,1.1043559844381434e-06
1979,6.454726531046617e-07,1.0170729813907542e-06
1980,5.821594299959543e-07,1.0926860056770238e-06
1981,7.23642870070762e-07,1.0759759483391917e-06
1982,6.617197527702956e-07,1.1049353645375959e-06
1983,7.742577281533158e-07,1.1272839337550522e-06
1984,7.666289434382634e-07,9.88730949558203e-07
1985,9.486535077485314e-07,1.1387451817057581e-06
1986,9.555209317113622e-07,1.108979811093036e-06
1987,8.561254389860551e-07,1.029672665353587e-06
1988,8.551085670660541e-07,1.077580675357126e-06
1989,9.675559340394102e-07,1.007070402181398e-06
1990,1.0172631164095947e-06,1.0014620031029153e-06
1991,1.199255734718463e-06,1.1382965308115445e-06
1992,1.2524103567557177e-06,9.97850852613169e-07
1993,1.3703999002245837e-06,9.95949552162756e-07
1994,1.5065190837049158e-06,8.682529095693781e-07
1995,1.6641502043057699e-06,9.315770697071457e-07
1996,1.781321316229878e-06,9.149489770265973e-07
1997,2.1226996977929957e-06,9.508275500280661e-07
1998,2.271536686748732e-06,9.65546183451238e-07
1999,2.3061234060151037e-06,1.0017881351132019e-06
2000,2.505907559680054e-06,1.0139382204954472e-06
2001,2.6260984213877236e-06,1.034842187941365e-06
2002,2.307589284100686e-06,1.0523694378150594e-06
2003,2.7114167551189894e-06,1.0167291772944509e-06
2004,2.613362539705122e-06,1.0179472624827213e-06
2005,2.9013153834966943e-06,1.012442878867148e-06
2006,2.595505975477863e-06,9.973529024875916e-07
2007,2.597210595922661e-06,9.019534665810625e-07
2008,2.5932065454981057e-06,9.932607127893789e-07
2009,2.4713542643439723e-06,9.579298936301939e-07
2010,2.586749133115518e-06,9.149987292289552e-07
2011,2.250789975732914e-06,9.449034612529772e-07
2012,1.8920836737379432e-06,7.666376955484111e-07
2013,1.8960472516482696e-06,6.515395885031694e-07
2014,1.5197094853647286e-06,6.117382813641825e-07
2015,1.7360218862449983e-06,5.020543141220912e-07
2016,1.442274083274242e-06,4.801366206841351e-07
2017,1.649989485486003e-06,5.297877554433228e-07
2018,1.567982849337568e-06,5.42882426568525e-07
2019,1.4311041240944178e-06,4.890243405775152e-07
