year,aux_ADP ânes_NOUN,aux_ADP anes_NOUN,aux_ADP fans_NOUN
1889,1.0462778021746999e-07,9.39770516961147e-09,4.385595664402331e-09
1890,8.913965388046563e-08,7.865263662587552e-09,1.3108772956016423e-09
1891,6.629188931128738e-08,1.1473596073230397e-08,0.0
1892,7.459529882680727e-08,3.761107425503951e-09,0.0
1893,6.035248389935077e-08,1.2316833108982905e-09,0.0
1894,7.687877712214686e-08,1.071261657159539e-08,0.0
1895,7.402896073926968e-08,7.22233739480771e-09,3.0093072478365457e-09
1896,7.13540515562272e-08,2.358811646008263e-08,1.179405795248556e-09
1897,6.5259193604561e-08,2.330685378026942e-08,5.826713556089658e-10
1898,6.450524381307332e-08,2.0370077402631637e-08,5.6583548957434e-10
1899,5.140648084989152e-08,1.6582735185011188e-08,5.527578395003729e-10
1900,5.3467847038746186e-08,1.0382106063744345e-08,5.191053142894475e-10
1901,7.712459648701042e-08,1.1177477665658131e-08,1.1177477832191585e-09
1902,4.8611809688736685e-08,1.2766737722547106e-08,9.820567692386817e-10
1903,6.966283905285309e-08,1.296052865029651e-08,0.0
1904,5.374625189347171e-08,2.042357571951925e-08,5.374625189347171e-10
1905,6.708986433068276e-08,8.257214301199411e-09,3.096455536422127e-09
1906,9.61962527412652e-08,2.0576737980171345e-08,1.5432553013283723e-09
1907,6.017126708002252e-08,9.25711779453664e-09,5.142843373384665e-10
1908,8.693158548567226e-08,4.4202501658929805e-09,0.0
1909,5.721022944271681e-08,1.1001966837564936e-08,0.0
1910,6.947395547740598e-08,3.2064905175488434e-09,0.0
1911,6.490856208074547e-08,5.852411666396051e-09,0.0
1912,6.303399402440846e-08,1.4586379548653383e-08,1.5628263683176158e-09
1913,6.257528184505645e-08,1.4848371032716301e-08,1.060597942803554e-09
1914,7.969124737883249e-08,2.276892807628883e-08,0.0
1915,5.890380805340101e-08,1.531499083107235e-08,5.890381071793627e-09
1916,5.493730981243061e-08,0.0,1.0987462051303964e-09
1917,7.018511638534619e-08,2.1932848870420685e-09,0.0
1918,6.776961924970237e-08,1.033773866510046e-08,0.0
1919,5.4326307008523145e-08,0.0,9.207848372660976e-10
1920,6.13350792377787e-08,6.815008557481406e-09,0.0
1921,5.376650591415455e-08,1.0601846622826372e-08,0.0
1922,5.2383342108441866e-08,1.8444837990294616e-08,1.4755870969551665e-09
1923,6.900366145146108e-08,2.0170301873179142e-08,4.246379248229459e-09
1924,6.703644572780831e-08,6.445812328337297e-09,0.0
1925,7.258797296572084e-08,1.8696902470694e-08,0.0
1926,8.359603498320212e-08,1.2260752413340015e-08,1.1146138456652466e-09
1927,5.1286434654684854e-08,2.118352704361115e-08,1.1149224876660924e-09
1928,6.855624690160766e-08,7.998228745975666e-09,0.0
1929,4.4561623724348465e-08,1.1140406375176326e-09,0.0
1930,7.247486166761519e-08,7.352522590764465e-09,1.0503603542488804e-09
1931,8.89617837174228e-08,5.7026783295555106e-09,0.0
1932,7.562080384104775e-08,5.4797681947604815e-09,0.0
1933,6.423570653169008e-08,1.0323596200123575e-08,0.0
1934,5.751158482780738e-08,7.188948103475923e-09,1.1981580172459871e-09
1935,1.1010821765466972e-07,1.555876938397205e-08,0.0
1936,7.274828561776303e-08,8.487300195980652e-09,0.0
1937,5.791914503561202e-08,3.777335333410292e-09,0.0
1938,5.186085871855539e-08,1.2965214457594243e-09,0.0
1939,8.411727492330101e-08,7.647025235257843e-09,0.0
1940,5.0715659227762444e-08,3.0429394115571995e-08,0.0
1941,7.37875680556499e-08,8.854508237732261e-09,0.0
1942,1.0012898599143227e-07,2.1239482173029955e-08,0.0
1943,9.290352664947932e-08,5.806470415592457e-09,0.0
1944,6.7476911169706e-08,9.639558484764166e-09,3.2131861615880553e-09
1945,7.406913482554955e-08,1.089252021913012e-08,4.357008087652048e-09
1946,7.65660743695662e-08,2.227376771912759e-08,4.1763312808029696e-09
1947,1.001353169272079e-07,3.099426493236024e-08,0.0
1948,7.501602539150554e-08,1.6307831529616124e-08,2.174377566888097e-09
1949,7.951776836989666e-08,8.835307485632882e-09,0.0
1950,7.976520777219775e-08,9.040057058484763e-08,0.0
1951,7.462980988748313e-08,1.3859822178829972e-08,1.0661401761424827e-09
1952,8.963083075741451e-08,1.687168627029223e-08,0.0
1953,7.433941107137798e-08,8.619061908632375e-09,0.0
1954,6.156697907044872e-08,1.9545072005300312e-08,9.772536113672459e-10
1955,6.194500912215517e-08,1.2201290200408721e-08,0.0
1956,7.151336234301198e-08,9.593255301254544e-09,8.72114158667614e-10
1957,6.626278548083064e-08,7.068030161150318e-09,0.0
1958,4.3015667472445784e-08,9.099467845885556e-09,2.481673033738474e-09
1959,6.743150748889093e-08,3.4878365084978213e-08,7.750747821333448e-10
1960,7.889750008871488e-08,1.1765416529918582e-08,1.3841666701708277e-09
1961,8.754680891343014e-08,1.0422238516660798e-08,6.948159270159238e-10
1962,8.117704197729836e-08,4.43936931660005e-09,6.341956404476434e-10
1963,5.496145405459174e-08,6.466053470433053e-09,2.5864212993553792e-09
1964,9.490990748872719e-08,1.5209921100378665e-08,2.4335873316516654e-09
1965,8.974151199936387e-08,8.208065005455012e-09,2.188817349590977e-09
1966,5.760637833418514e-08,1.495550217001096e-08,6.6468897053084675e-09
1967,9.219727559184321e-08,1.7749207881223583e-08,2.465167847631733e-09
1968,9.56671541985088e-08,1.4821672639220296e-08,2.6948494546985557e-09
1969,7.312230110301243e-08,1.2716922015432175e-08,3.1792303789579535e-09
1970,7.219998110485903e-08,1.0577067666162066e-08,3.219107425067591e-09
1971,8.838043896730596e-08,3.083038491169532e-09,7.193756368373272e-09
1972,7.849124727954404e-08,1.333838212103089e-08,4.10411743478889e-09
1973,8.931390027555608e-08,9.372446430067072e-09,5.513203726881244e-09
1974,6.63817445456516e-08,5.063014507644681e-09,5.063014563155832e-09
1975,8.510105686809766e-08,2.227477269300948e-08,3.998036124386317e-09
1976,6.170608912725584e-08,8.5702901442275e-09,1.142705374768127e-09
1977,9.52038661239385e-08,1.7630345516828072e-09,5.876781727920388e-09
1978,8.316828115084718e-08,8.910887250301869e-09,1.1881182704343018e-09
1979,7.607565066791722e-08,8.192762579461998e-09,4.681578791299046e-09
1980,7.788656120055748e-08,6.822180820265089e-09,1.0801786132219604e-08
1981,6.958104137311238e-08,1.2018543993352893e-08,9.488323904349727e-09
1982,7.262777756977812e-08,7.449002858983533e-09,1.5518756057986138e-08
1983,6.315315914662278e-08,6.94684787472255e-09,1.8314415761722103e-08
1984,9.22042318052263e-08,1.1598016769198694e-08,8.118611560803402e-09
1985,8.842870613534615e-08,9.624892660653472e-09,1.3835783185811579e-08
1986,8.272390061847545e-08,2.9972427317837003e-09,1.0790073723399018e-08
1987,7.210763897091965e-08,9.166225334311662e-09,6.110816741511371e-09
1988,8.814934204792735e-08,8.395175499220642e-09,1.139345240375178e-08
1989,8.890757641211167e-08,9.87861958900993e-09,2.4147738031388144e-08
1990,1.476584401416403e-07,6.538381114307157e-09,1.307676250617007e-08
1991,8.147436858507717e-08,5.2753188484189195e-09,1.6412102177287835e-08
1992,8.154717079378315e-08,1.0468893751891528e-08,2.1488781531964207e-08
1993,8.696555653386895e-08,8.86273210376487e-09,1.3294098266669607e-08
1994,8.123387118530445e-08,5.274926662135471e-09,1.0549853379782093e-08
1995,9.218166496793856e-08,3.79571546416102e-09,1.0302656228144969e-08
1996,8.48756656068872e-08,8.007137841659073e-09,2.348760630432878e-08
1997,1.1124155463448915e-07,1.054876763717516e-08,2.7330897878208305e-08
1998,8.43958858354199e-08,5.721755180765342e-09,2.1933394545037288e-08
1999,1.0785674930957612e-07,1.0511462811280126e-08,2.7878227726318983e-08
2000,1.2237947544235794e-07,7.068850282898609e-09,2.783359853708589e-08
2001,8.236678183948243e-08,1.7524846851468823e-09,2.9354118413760233e-08
2002,1.0383494952748151e-07,4.8193434798449175e-09,2.409671751024689e-08
2003,1.1250691756004016e-07,4.58361532063023e-09,3.375207474620723e-08
2004,8.67743850108127e-08,6.607186797680242e-09,3.43573733074809e-08
2005,8.917424310084243e-08,9.457874483587148e-09,4.728937030851199e-08
2006,1.0912408043850519e-07,8.647568661146465e-09,4.941467784957965e-08
2007,9.506861431418656e-08,5.192823282484937e-09,4.7534305741558924e-08
2008,1.0132706762533417e-07,8.940623352771127e-09,5.534671582152484e-08
2009,9.441021120437654e-08,8.105927262747059e-09,6.198650481792356e-08
2010,9.589300020707014e-08,5.196172381261022e-09,7.227403386877995e-08
2011,1.0324724541987962e-07,1.108951874773112e-08,1.0898320013108531e-07
2012,1.1165948876623588e-07,9.531907513293802e-09,1.0791481055982821e-07
2013,9.53880743281843e-08,3.3469500504423877e-09,9.315677518273446e-08
2014,1.0047665455203969e-07,3.897801303942572e-09,9.527959143884601e-08
2015,1.0883385215265662e-07,7.314698902138872e-09,1.2102501523170162e-07
2016,1.1806638156031113e-07,7.042556315894899e-09,9.652444701857554e-08
2017,9.986977289599963e-08,1.5093667982135628e-09,1.479179486674198e-07
2018,8.518840388660465e-08,3.097759937453759e-09,1.5230653105380298e-07
2019,9.489674113183355e-08,2.295888978931515e-09,1.357125493650635e-07
