year,les_DET ânes_NOUN,les_DET anes_NOUN,les_DET fans_NOUN
1841,6.953453919322783e-07,5.1364387410046675e-08,4.494383976094696e-09
1842,6.164895722804431e-07,4.8299510169158566e-08,3.3541325272778977e-09
1843,4.7373426426133847e-07,4.252976004703868e-08,2.953455535692484e-09
1844,5.208644573428955e-07,3.348022453719679e-08,2.7442805805577564e-09
1845,5.3514386166853e-07,3.3481368011401e-08,3.3481367123222583e-09
1846,7.160055162103163e-07,1.5807153364022497e-08,3.5127007969038004e-09
1847,5.166708305637258e-07,1.5101026207275936e-08,1.6179670936367074e-09
1848,6.363770523876155e-07,2.0917576670775873e-08,1.6090443422100975e-09
1849,4.5081253574608127e-07,1.6758829879393033e-08,2.513824481908955e-09
1850,4.860921194449475e-07,1.425689166723032e-08,6.1100964288129944e-09
1851,5.804495160077749e-07,2.9022474423712197e-08,2.579775504329973e-09
1852,4.589934512466698e-07,5.2084364599025434e-08,5.208436348880241e-09
1853,5.846521489161205e-07,5.971931771320271e-08,2.388772735173461e-09
1854,4.2604447614280616e-07,2.078265820548708e-08,5.195664476431716e-08
1855,6.161354235700855e-07,6.580602018857462e-08,1.5920811335945473e-09
1856,6.507726695303973e-07,3.624032363092056e-08,7.765783627267098e-09
1857,4.803404820563628e-07,2.9777205812209218e-08,4.881509196863476e-09
1858,4.981762202760365e-07,3.474510074097381e-08,5.383043677475996e-09
1859,5.02088298048875e-07,3.411756188675952e-08,7.638260024478427e-09
1860,5.918298882079398e-07,1.6020143878137105e-08,5.492620691605055e-09
1861,5.762907662187899e-07,1.933545185073271e-08,2.3108222557688407e-08
1862,5.810130119243695e-07,3.433669640284798e-08,1.1294965851504912e-08
1863,4.535115820658575e-07,1.248655229213469e-08,1.273628345010991e-07
1864,4.171413294784543e-07,1.5343129544653777e-08,8.630510417440007e-09
1865,5.25283837760071e-07,2.6829012789164608e-08,7.530950973944073e-09
1866,4.865612837079425e-07,2.9680239710394574e-08,3.0166799336317496e-08
1867,5.828226505855127e-07,2.91168689159349e-08,1.1161466417775046e-08
1868,6.461355255282797e-07,3.9518993077969355e-08,3.606108012199627e-08
1869,5.953009960535383e-07,1.0987917931082336e-07,1.660396531377728e-08
1870,4.856739366232432e-07,3.039045770591997e-08,2.6376624440160867e-08
1871,5.183134668129696e-07,1.6993883855676017e-08,1.3807530452325523e-08
1872,3.9247231597983046e-07,2.4189357183956872e-08,1.3908880380775202e-08
1873,4.866621665655657e-07,2.8732821011345777e-08,2.5141218884527916e-08
1874,5.43091942972751e-07,4.7199411712384176e-08,2.8678124319725384e-08
1875,4.668766067084107e-07,2.174180319114427e-08,7.838492432910016e-08
1876,4.7521677259965145e-07,2.0556449431552437e-08,7.98073960250889e-08
1877,5.492116592620278e-07,3.5871933867781536e-08,1.2988113362588649e-08
1878,4.631981020963849e-07,4.891661775641154e-08,3.0799352790378265e-08
1879,5.834405669702392e-07,1.8327976136767177e-08,9.652733590215234e-08
1880,5.403826577321524e-07,2.952209343654033e-08,4.492492489127642e-08
1881,5.717456090792439e-07,5.6477312215807984e-08,3.695428985039939e-08
1882,6.542243369267453e-07,3.993231190158042e-08,4.059784863841287e-08
1883,7.033424509472752e-07,2.9068959961353613e-08,6.572112565272903e-08
1884,5.367179554127688e-07,4.35711999813293e-08,4.621187699171969e-08
1885,5.491681562830308e-07,2.964992451559567e-08,2.1270597394540403e-08
1886,5.44672360547338e-07,4.775563211545375e-08,5.549979120722526e-08
1887,5.223139751819872e-07,2.8727268785999627e-08,5.09256131708824e-08
1888,5.20564462647144e-07,2.028996748393297e-08,7.989174388711717e-08
1889,4.592345348441995e-07,7.831420772985709e-08,5.325366325692471e-08
1890,4.3586670273043637e-07,3.4738248055887766e-08,1.507508862186313e-08
1891,4.882652575588509e-07,6.246735606563192e-08,2.6134301389646453e-08
1892,5.873596293781702e-07,2.3820346806147086e-08,2.695460277202244e-08
1893,3.88596085088011e-07,6.096832438906574e-08,1.6627724475082317e-08
1894,4.4236805507580357e-07,2.457600301042362e-08,1.0712616793639995e-08
1895,4.2792348864395535e-07,3.791727021251745e-08,3.25005187207239e-08
1896,5.047856959095043e-07,4.304831097146078e-08,1.769108659566143e-08
1897,4.037912404442068e-07,2.155884037957634e-08,4.7196378361036295e-08
1898,3.445938183688213e-07,4.5832674655521544e-08,2.2067584204421564e-08
1899,3.510012192009526e-07,2.432134493801641e-08,3.592925956752424e-08
1900,3.32746498798997e-07,2.1283317774845045e-08,3.062721420921122e-08
1901,3.4091306488903683e-07,1.788396430946193e-08,1.2854099451509171e-08
1902,3.923316747034278e-07,4.0264327316741344e-08,7.365425935823566e-09
1903,4.3579778008506764e-07,1.4580594065449759e-08,3.7801541896698154e-09
1904,4.251328462601123e-07,3.6009988768626044e-08,4.299700151477737e-09
1905,4.613718616042206e-07,3.044847773914228e-08,1.0321518417732989e-08
1906,4.151357018145063e-07,1.4918135227137697e-08,4.9898588982966174e-08
1907,3.805704054116177e-07,2.1085657775365974e-08,1.5428530120153994e-09
1908,4.857363933297165e-07,1.8663278478214806e-08,1.080505596107173e-08
1909,4.439293874725081e-07,6.106091732238639e-08,2.090373774077392e-08
1910,5.258644222294606e-07,3.5805809539546374e-08,1.0153886287334046e-08
1911,4.24033807178148e-07,1.9153346908495905e-08,1.0640748282497725e-08
1912,3.9018565445303466e-07,2.656804837242177e-08,8.856016031622005e-09
1913,3.73330486524992e-07,1.5908969530631367e-08,1.0605979816613598e-08
1914,4.902016357277716e-07,4.018046212417303e-08,4.0180462845818e-09
1915,3.487105573185545e-07,3.1808056522031336e-08,2.2383447761953335e-08
1916,3.3951258870956735e-07,2.0876178119522137e-08,1.538244687182555e-08
1917,4.836193276958056e-07,3.070598886267817e-08,1.2063066989753679e-08
1918,4.0891499963890965e-07,2.1824114959656526e-08,1.1486376294556067e-09
1919,3.0293819719418025e-07,2.3019620709607835e-08,0.0
1920,3.907271661773848e-07,1.665890980717677e-08,8.329454903588385e-09
1921,4.0059834915950887e-07,2.120369263503008e-08,6.815472630705699e-09
1922,4.6259656727443144e-07,1.7707045107950847e-08,2.951174193910333e-09
1923,4.034060268054418e-07,2.9724654737606215e-08,1.2739137744688378e-08
1924,5.272674314937831e-07,2.5783248203126163e-08,1.289162443462999e-09
1925,4.5312494023619365e-07,3.629398648286042e-08,2.859526215814867e-08
1926,4.079486650709896e-07,5.461607743839636e-08,1.0031524944054127e-08
1927,4.0694671810115324e-07,3.3447675296116586e-08,6.689535037018857e-09
1928,3.359256162127622e-07,1.4853853147478446e-08,4.68467676872919e-08
1929,2.829663223735679e-07,3.564929973443043e-08,1.4482528065684619e-08
1930,4.232952086624664e-07,2.625900930031122e-08,5.2518018822667045e-09
1931,3.6839301031932337e-07,1.7108034988666532e-08,2.167017765231094e-08
1932,4.208462200949725e-07,5.370172884155977e-08,5.4797684168050864e-09
1933,3.246197373130144e-07,4.3588518128245823e-08,2.2941324395731044e-09
1934,3.977884688310951e-07,3.834105655187159e-08,2.3963160344919743e-09
1935,6.187603176499579e-07,5.50541061627996e-08,7.180970484910176e-09
1936,4.3042735597964565e-07,1.9399543305098632e-08,1.4549657478823974e-08
1937,3.966202299920951e-07,2.5182236518261902e-08,0.0
1938,3.5654339569646254e-07,2.0744342577039276e-08,9.075649898271365e-09
1939,3.777630404044885e-07,2.2941075705773528e-08,3.058810094103137e-09
1940,3.4486647138010085e-07,4.057252667166722e-08,7.607348750937604e-09
1941,3.7484082326955104e-07,2.6563522936839945e-08,1.7709015587286103e-08
1942,4.3389229276158403e-07,4.2478965012193726e-08,0.0
1943,4.7032409966618616e-07,4.6451763546784264e-08,2.9032351855917682e-08
1944,4.884043036668118e-07,5.7837350908584995e-08,9.639558484764166e-09
1945,4.5312884822124033e-07,4.357008132060969e-08,8.714016175304096e-09
1946,3.5498815620371715e-07,3.480276067335808e-08,1.3921104269343232e-08
1947,3.707390945351108e-07,3.099426493236024e-08,2.3841741914054637e-09
1948,3.055000448171086e-07,4.4574739010982967e-08,5.870819541620165e-08
1949,4.250764469304613e-07,1.9634016412695132e-08,4.908504047662632e-09
1950,4.5944761239979925e-07,3.4033156959267785e-08,1.0635361480382244e-08
1951,4.1792694105424744e-07,2.345508387513462e-08,2.4521224717410917e-08
1952,3.500875003226156e-07,5.483298148867277e-08,4.2179215675730575e-09
1953,3.609232130941109e-07,2.3702420914872846e-08,5.386913803917537e-09
1954,3.654928519836176e-07,1.3681550337096837e-08,8.795282724349818e-09
1955,4.1953665785854355e-07,4.8805160801634884e-08,1.2201290200408721e-08
1956,3.3925241282872776e-07,2.093074003006734e-08,1.0465370126055973e-08
1957,3.419159639861391e-07,2.5621609278658752e-08,3.622365452038423e-08
1958,3.333714033715296e-07,9.099467845885556e-09,9.926692023931594e-09
1959,3.82111863928003e-07,1.937686955333362e-08,1.3951345745333299e-08
1960,4.2701541502765394e-07,1.1073333472388924e-08,3.322000030614447e-08
1961,4.495458938436059e-07,1.59807664878997e-08,1.1117054943277083e-08
1962,3.8495675980243504e-07,2.0928456245794536e-08,1.522069570381035e-08
1963,3.4981349372742443e-07,2.3277791250109203e-08,3.4916686431074595e-08
1964,3.924159699408847e-07,1.0342746159519578e-08,1.095114282589904e-08
1965,3.890622792823706e-07,1.3132904097545861e-08,1.96993564793857e-08
1966,3.28467120169762e-07,1.8278947022665193e-08,7.090015774480207e-08
1967,3.86538317798113e-07,3.35262814177284e-08,2.859594649962105e-08
1968,4.0288000491273124e-07,3.503304421559328e-08,3.682960891815412e-08
1969,3.6606568443176e-07,1.6804503288891937e-08,2.361714043774832e-08
1970,3.444444978129013e-07,1.4715920315655495e-08,4.414775989225461e-08
1971,3.6020167115680124e-07,1.95259103330514e-08,2.7747346642570392e-08
1972,3.647534505546446e-07,1.0773308189993003e-08,4.924941077177891e-08
1973,3.2913825265268315e-07,2.095017481718031e-08,4.796487207414657e-08
1974,3.0378086179894126e-07,1.181370057334874e-08,5.6818273197478675e-08
1975,3.6039440942658985e-07,1.31364044086979e-08,5.311676432029344e-08
1976,2.765346991395745e-07,2.0568697189915497e-08,4.79936239639045e-08
1977,3.003035402571186e-07,1.527963294778445e-08,6.581995820598152e-08
1978,4.782176148410144e-07,1.4851478047361866e-08,7.960392678363348e-08
1979,2.885022993837083e-07,9.363157360553487e-09,7.373486266004647e-08
1980,3.416775449238685e-07,1.1938816713019662e-08,8.92568685628703e-08
1981,3.023612578090251e-07,1.4548763860311453e-08,9.361812969288508e-08
1982,4.047291390918417e-07,1.924325720992215e-08,1.7939681229428572e-07
1983,3.050297650020184e-07,1.51567585149337e-08,1.313585757944935e-07
1984,3.6127821800846505e-07,2.029653001223153e-08,1.658516488589612e-07
1985,3.320588106703326e-07,1.3234227713709856e-08,1.413656139925834e-07
1986,2.745474283472049e-07,4.7955883708539204e-09,1.1209687733604312e-07
1987,3.0615192159189064e-07,1.8332450779645626e-08,1.283271515717388e-07
1988,3.489994178096367e-07,1.1993107618124554e-08,1.3192418468754852e-07
1989,3.5617912885754777e-07,1.4269117998289005e-08,1.492769243771619e-07
1990,3.890336728318289e-07,1.3621627437121475e-08,1.5637628397735526e-07
1991,3.276558935283447e-07,1.3481370075840715e-08,1.4888121624423434e-07
1992,3.0690388364007504e-07,1.928480480861694e-08,1.2176976299516085e-07
1993,3.7998962554297577e-07,1.606370148010683e-08,1.3127921971722856e-07
1994,3.8348715847291714e-07,2.109970614894152e-08,1.6457770879441114e-07
1995,4.1210625312260163e-07,1.4098372247417501e-08,1.442371933002562e-07
1996,3.998231150603715e-07,7.473329066698398e-09,1.8309656191206614e-07
1997,3.5578116808210325e-07,1.1987236203658824e-08,2.809808147263837e-07
1998,3.7048363665803663e-07,1.0966697328029795e-08,2.450818350485662e-07
1999,3.8572498084477047e-07,7.769341947572173e-09,2.522751045563876e-07
2000,3.887867805474343e-07,6.1852442057031e-09,2.4564255551862146e-07
2001,3.456776092036762e-07,5.695575372444139e-09,2.685682802816558e-07
2002,4.823724921720896e-07,5.695587834697591e-09,3.347253172414355e-07
2003,5.308659680736127e-07,1.1667384391955693e-08,2.6251613577388255e-07
2004,3.902644927222809e-07,2.202395626982323e-09,3.42252280433053e-07
2005,4.0263521228212085e-07,3.6029995653663605e-09,4.012840926215233e-07
2006,4.6985124413367885e-07,7.823990844091355e-09,3.998471134192272e-07
2007,4.006463036887453e-07,9.986198701295024e-09,4.397921984367059e-07
2008,4.7215005238854246e-07,1.830699020155535e-08,5.721998965202424e-07
2009,4.6156104360761674e-07,8.105927040702454e-09,6.866197221899739e-07
2010,5.087524996838511e-07,1.1337103533737292e-08,7.199060325646656e-07
2011,5.085882612831938e-07,1.185431264261183e-08,1.1471915766225749e-06
2012,5.851910671594851e-07,5.787229556686313e-09,1.1727650841564241e-06
2013,5.271446426036164e-07,4.462600011745366e-09,1.0554048933686389e-06
2014,6.232151363860794e-07,3.031623257987448e-09,1.103077773123573e-06
2015,5.561387936836582e-07,2.6598904745434027e-09,1.2550250363951854e-06
2016,7.003200437338819e-07,5.1783502208468946e-09,1.044162483365696e-06
2017,6.92044650918433e-07,3.773417051045058e-09,1.4520108291837808e-06
2018,4.948671588067555e-07,3.614053334377587e-09,1.4603357498810254e-06
2019,4.7269804070992905e-07,3.06118530524202e-09,1.3173300970059643e-06
