year,vrais_ADJ acteurs_NOUN,vrais_ADJ facteurs_NOUN
1800,0.0,3.144164484325529e-09
1801,4.7623651688866175e-09,0.0
1802,6.713520406265161e-09,0.0
1803,9.751696339321825e-09,0.0
1804,2.2246657849223084e-08,0.0
1805,1.7057265822018053e-08,0.0
1806,2.881669125542885e-08,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,6.7770917766551975e-09,0.0
1810,7.020380277111826e-09,0.0
1811,2.5070767684098882e-09,0.0
1812,3.7340914360584065e-08,0.0
1813,2.8757416004054903e-08,0.0
1814,1.5733386149463513e-08,0.0
1815,2.697223555614414e-09,0.0
1816,2.3176038865813098e-09,0.0
1817,6.227493631882908e-09,0.0
1818,5.960588467246453e-09,0.0
1819,6.210630232317271e-09,0.0
1820,1.1866481131050932e-09,0.0
1821,3.0570614484304315e-08,0.0
1822,1.0025615893027862e-08,0.0
1823,5.929612356680991e-09,0.0
1824,1.0947446504872005e-08,0.0
1825,1.937197424695114e-08,0.0
1826,0.0,0.0
1827,8.295545583791863e-09,0.0
1828,4.586150570418113e-09,0.0
1829,2.571952872898464e-09,0.0
1830,2.0873671680021744e-09,4.174734336004349e-09
1831,1.5591206103948707e-09,0.0
1832,8.117981842303834e-09,0.0
1833,2.3167257001688313e-09,0.0
1834,2.8003592777992026e-09,0.0
1835,1.663879345414898e-08,0.0
1836,1.0753200108126748e-08,0.0
1837,5.5663127440652715e-09,0.0
1838,1.009945904684173e-08,0.0
1839,1.3982950353153e-09,0.0
1840,1.0828470564661075e-08,6.369688665408546e-10
1841,0.0,0.0
1842,1.8783142152756227e-08,0.0
1843,1.1813822142769936e-09,0.0
1844,3.841992946007622e-09,0.0
1845,1.5066614622583074e-08,0.0
1846,5.854501328173001e-09,0.0
1847,2.6966118227278457e-09,0.0
1848,5.63165514222419e-09,0.0
1849,1.6758829879393033e-09,0.0
1850,1.1541293254424545e-08,1.3577992064028876e-09
1851,2.579775504329973e-09,0.0
1852,4.7526981461487594e-08,0.0
1853,1.0749477752369785e-08,0.0
1854,9.352196350675968e-09,0.0
1855,1.6982198758341838e-08,0.0
1856,6.73034605824796e-09,0.0
1857,1.2691923956253959e-08,0.0
1858,1.468102794888182e-08,0.0
1859,1.9859475841599306e-08,5.092173349652285e-10
1860,5.2179895959625355e-08,0.0
1861,1.1789909493131745e-08,0.0
1862,1.626475132354699e-08,1.3553959066214816e-09
1863,1.9479021062807078e-08,0.0
1864,3.9796240969280916e-08,0.0
1865,2.023943146411966e-08,4.706844358715045e-10
1866,1.3137154475373336e-08,0.0
1867,1.455843445796745e-08,0.0
1868,1.333765986544222e-08,0.0
1869,2.9301114423674335e-08,9.767038289254515e-10
1870,6.307453670473251e-09,0.0
1871,5.3105884134652115e-09,0.0
1872,1.269941218851045e-08,0.0
1873,1.2570609442263958e-08,0.0
1874,6.572069999322139e-09,0.0
1875,1.2015206607429718e-08,0.0
1876,3.023007266733657e-08,0.0
1877,2.3502300550148902e-08,1.0514186854493346e-08
1878,1.5701630218245555e-08,1.8117265465633636e-09
1879,2.016077260691418e-08,6.10932526790009e-10
1880,2.1178893305773272e-08,6.417846254436199e-10
1881,4.183504653809678e-09,6.2752567586699115e-09
1882,2.9283693692150337e-08,1.3976308999019693e-08
1883,2.274962085380139e-08,6.319338829996468e-09
1884,1.1883054540362536e-08,5.281357573494461e-09
1885,1.740321664556177e-08,4.511945039809007e-09
1886,2.1296431285122708e-08,7.744156427236248e-09
1887,1.7628096316002484e-08,5.223139698529167e-09
1888,3.4873380627686856e-08,1.1413106904001324e-08
1889,1.9421923624918236e-08,3.759081934617825e-09
1890,2.818386235503567e-08,7.209825181320184e-09
1891,2.677172439291553e-08,5.099376032546843e-09
1892,3.008885940403161e-08,4.387958441043338e-09
1893,1.3548516086814288e-08,2.463366621796581e-09
1894,2.520615716150587e-08,5.671385139294216e-09
1895,1.444467478961542e-08,1.5648398132839247e-08
1896,1.592197840238896e-08,1.4152869098893461e-08
1897,1.5149455023788505e-08,1.2818770045441852e-08
1898,1.2448380992680086e-08,1.867257104493092e-08
1899,1.3818945987509323e-08,4.9748205555033564e-09
1900,1.453494924419374e-08,1.557315876254961e-08
1901,2.459045056468767e-08,1.0618603774048552e-08
1902,1.4730851205513318e-08,5.892340837476695e-09
1903,1.5660639007819555e-08,1.7280704867062013e-08
1904,9.13686282189019e-09,8.599400302955473e-09
1905,1.2385822145688508e-08,1.7030505006232488e-08
1906,2.1091157265118454e-08,4.629765903985117e-09
1907,1.2342823652033985e-08,1.337139288182243e-08
1908,1.0313916831705683e-08,1.4734167663732478e-08
1909,8.251475058784763e-09,1.0451868703853506e-08
1910,1.7101282168141552e-08,9.085056262847502e-09
1911,1.0640748726586935e-08,1.4365010514438836e-08
1912,2.6568049094066737e-08,1.1460726589973547e-08
1913,7.42418571064718e-09,5.833288518886093e-09
1914,4.018046340092951e-09,5.357394972094198e-09
1915,1.1780762143587253e-08,2.8273827723523937e-08
1916,4.394984820521586e-09,1.2086208478478966e-08
1917,3.289927441585405e-09,5.483212106582869e-09
1918,2.2972752589112133e-09,1.1486376294556067e-08
1919,7.366278698128781e-09,8.287063479883727e-09
1920,7.572231730534895e-09,5.300562211374427e-09
1921,1.817459427400081e-08,9.844571380313027e-09
1922,1.770704471937279e-08,5.902348387820666e-09
1923,1.2739137744688378e-08,1.2739137744688378e-08
1924,1.2891624656674594e-08,0.0
1925,3.079489729884699e-08,9.898360353588487e-09
1926,3.009457216762712e-08,5.57306911730393e-09
1927,2.2298449309232637e-08,1.1149224876660924e-09
1928,1.9424270192303084e-08,3.4278122562625413e-09
1929,7.798284684668033e-09,4.4561625500705304e-09
1930,1.6805765667982087e-08,4.201441416995522e-09
1931,1.3686427990933225e-08,2.2810713318222042e-09
1932,1.0959536389520963e-08,3.287861094491973e-09
1933,4.588264879146209e-09,4.588264879146209e-09
1934,7.188948103475923e-09,2.3963160344919743e-09
1935,1.555876849579363e-08,9.574627313213568e-09
1936,4.849885826274658e-09,4.849885826274658e-09
1937,6.295559185076627e-09,5.0364472592434595e-09
1938,2.074434313215079e-08,1.1668692678767911e-08
1939,4.588215141154706e-09,4.588215141154706e-09
1940,1.2678914806940611e-08,5.0715658339584024e-09
1941,2.3612020783048138e-08,5.9030051957620344e-09
1942,1.2136847082899749e-08,9.102635090130207e-09
1943,2.322588166236983e-08,5.806470415592457e-09
1944,3.213186161588055e-08,6.4263723231761105e-09
1945,3.485606470121638e-08,6.535512131478072e-09
1946,1.8097434661967782e-08,1.3921104269343232e-09
1947,1.6689218895749036e-08,5.960435700558264e-09
1948,1.195907639583993e-08,4.348755133776194e-09
1949,2.1597418964347526e-08,1.9634016634739737e-09
1950,1.595304155443955e-08,2.1270722960764488e-09
1951,1.3859822622919182e-08,9.595261474260042e-09
1952,2.1089608281954497e-08,1.4762725264461096e-08
1953,2.0470272588113403e-08,2.1547654771580937e-09
1954,1.3681550115052232e-08,3.9090144454689835e-09
1955,2.2525458831523792e-08,9.385607846468247e-09
1956,2.703553825256222e-08,4.360570571293465e-09
1957,1.5903067307476704e-08,7.068030161150318e-09
1958,1.3235589513271862e-08,6.617794756635931e-09
1959,1.705164542897819e-08,1.007597205671118e-08
1960,1.591791587429725e-08,4.844583401109048e-09
1961,1.111705483225478e-08,6.25334317660986e-09
1962,1.77574772664002e-08,4.43936931660005e-09
1963,1.2932106940866106e-08,3.879631726988464e-09
1964,1.7035111099517053e-08,1.3993127545575135e-08
1965,2.188817305182056e-08,4.924839203113152e-09
1966,1.6617224929404983e-08,6.092982118843793e-09
1967,2.1693477236794934e-08,2.9582012395223956e-09
1968,1.7067380397861598e-08,3.5931326802796093e-09
1969,2.1346261647181564e-08,4.541757636644661e-09
1970,1.977451802304131e-08,6.438214850135182e-09
1971,3.134422499329048e-08,4.624557625731995e-09
1972,2.0520587895589415e-08,5.130146973897354e-09
1973,2.4809416743210022e-08,4.9618833486420044e-09
1974,2.5877628928583363e-08,8.438357568252286e-09
1975,1.6563292959403952e-08,6.282628195464213e-09
1976,1.7140580510499603e-08,3.4281160132820787e-09
1977,2.056873604772136e-08,1.7630346071939584e-09
1978,2.4950484345254154e-08,4.158414057542359e-09
1979,3.5111838769807946e-08,4.096381456264453e-09
1980,2.785723829390463e-08,3.97960553399912e-09
1981,2.277197808098208e-08,1.0753434587229549e-08
1982,3.3520510811513304e-08,4.345251713999687e-09
1983,3.031351525351056e-08,5.68378455412244e-09
1984,3.421414973558967e-08,6.378909400694965e-09
1985,2.3460676956688076e-08,4.210890747202711e-09
1986,3.1770774455708306e-08,3.5966913891627428e-09
1987,3.666490044906823e-08,6.721898593298192e-09
1988,3.537966719591168e-08,1.0793796967334401e-08
1989,3.5123981945162086e-08,3.2928733073589456e-09
1990,3.650596269721973e-08,5.993515905799995e-09
1991,3.692722927439718e-08,8.7921980806982e-09
1992,2.8100714644097025e-08,6.61193322315512e-09
1993,3.877445209354846e-08,5.539207315052863e-09
1994,3.3759530282395644e-08,7.912389854425328e-09
1995,3.904164458390369e-08,4.337960657352369e-09
1996,4.217092808289635e-08,6.4057106285986265e-09
1997,5.6579754215135836e-08,5.753873377756236e-09
1998,6.198568058835008e-08,6.198567881199324e-09
1999,4.341691095532951e-08,5.0272213059088244e-09
2000,4.4180314517916486e-08,8.394259509714175e-09
2001,4.4688359679412315e-08,6.571817756650944e-09
2002,6.396583529522104e-08,4.381221607729913e-09
2003,5.375330403012413e-08,6.667076668520622e-09
2004,4.2726476578991424e-08,4.845270407116686e-09
2005,4.77397463782836e-08,4.954124666056714e-09
2006,5.353257037654657e-08,4.941467679486777e-09
2007,5.352602627795022e-08,3.994479413904628e-09
2008,5.4069484889396335e-08,4.257439734089985e-09
2009,5.054284102357087e-08,1.0013204487790972e-08
2010,5.432362115698197e-08,1.0864724231396394e-08
2011,4.512287077318433e-08,8.030340836739924e-09
2012,3.846805540774767e-08,1.7021263287730903e-09
2013,3.7374274342028e-08,4.462600067256517e-09
2014,4.417508137066761e-08,6.496335469563519e-09
2015,3.2805317573547654e-08,3.103205470367243e-09
2016,4.142680154473055e-08,6.006886099640951e-09
2017,3.999821984734808e-08,3.773417134311785e-09
2018,3.381721214168465e-08,3.614053500911041e-09
2019,3.418323757387043e-08,3.826481798085979e-09
