year,autres_ADJ oies_NOUN,autres_ADJ fois_NOUN
1864,4.794727948009836e-10,7.077018381096423e-06
1865,0.0,7.733816346444655e-06
1866,2.919367692033603e-09,7.71248323871987e-06
1867,0.0,7.912994078651536e-06
1868,9.87974813071446e-10,8.721841368242167e-06
1869,9.278686263769487e-09,8.257542503997684e-06
1870,3.4404292748035914e-09,7.668143553019036e-06
1871,1.0621177271019633e-09,6.943063453945797e-06
1872,5.442605477412599e-09,6.8836861828458495e-06
1873,1.1972008939764578e-09,8.094873919617385e-06
1874,1.0156835372754358e-08,8.014340892259497e-06
1875,5.149374260327022e-09,7.415099389618263e-06
1876,1.209202959984168e-09,7.8168923209887e-06
1877,5.566334504436554e-09,7.0259511630865745e-06
1878,3.0195443923020093e-09,6.647224836342502e-06
1879,7.331190321480108e-09,7.1326371653412934e-06
1880,2.5671385017744797e-09,5.887090537726181e-06
1881,2.7890030285249168e-09,6.271770416788058e-06
1882,6.655385131892899e-10,6.779840987292118e-06
1883,2.5277355764075082e-09,7.233747510326793e-06
1884,1.9805090900604227e-09,6.825494438089663e-06
1885,1.2891271383708158e-09,6.48108652967494e-06
1886,5.808117542471791e-09,6.326975835690973e-06
1887,3.9173548849191775e-09,5.844040515512461e-06
1888,3.804368819970705e-09,6.193512490426656e-06
1889,1.2530273485467092e-09,6.4618620854162145e-06
1890,2.6217545912032847e-09,5.934996806900017e-06
1891,2.549687905251119e-09,5.748909188696416e-06
1892,9.402768341715273e-09,5.538230652746279e-06
1893,1.539604183031784e-08,6.20645232629613e-06
1894,1.8904617871129403e-09,5.816950761072803e-06
1895,4.213030146971164e-09,5.7574065976950806e-06
1896,1.5332275227208925e-08,5.374552074499661e-06
1897,1.1653427112179315e-09,5.7398956414544955e-06
1898,5.6583546736987955e-09,5.484643224917818e-06
1899,5.527578395003729e-10,5.239591700956225e-06
1900,1.1939421895590385e-08,5.367029643821297e-06
1901,1.676621730339889e-09,5.712809070246294e-06
1902,9.820567692386817e-10,4.640218321583234e-06
1903,1.6200660812870638e-09,4.758674094773596e-06
1904,4.837162670412454e-09,5.4332085710484535e-06
1905,5.160759042333041e-10,4.7138373702182434e-06
1906,0.0,5.2095156206632964e-06
1907,1.028568674676933e-09,4.854329745285213e-06
1908,1.4734167219643268e-09,4.656978944694856e-06
1909,2.7504918342913243e-09,5.174224952497752e-06
1910,2.137660271017694e-09,5.018691808800213e-06
1911,4.788336838146279e-09,4.539343080978142e-06
1912,5.2094213387476884e-09,4.715568138635717e-06
1913,6.3635876568213234e-09,4.593980065692449e-06
1914,7.366418253162976e-09,4.291273398848716e-06
1915,1.1780761921542648e-09,3.5035986911680084e-06
1916,3.2962386153911893e-09,4.159853233431932e-06
1917,0.0,3.9380429370794445e-06
1918,0.0,3.835300958598964e-06
1919,1.8415696745321952e-09,3.7475942917808425e-06
1920,0.0,4.039028226543451e-06
1921,0.0,4.0332452044822276e-06
1922,0.0,4.282891495677177e-06
1923,1.0615948120573648e-09,3.831295543932356e-06
1924,0.0,4.326429007051047e-06
1925,2.1996355847875293e-09,3.6260992146708304e-06
1926,3.343841648018042e-09,3.964681582147023e-06
1927,5.574612549352764e-09,3.990307504864177e-06
1928,4.5704163786908225e-09,3.716891114891041e-06
1929,1.1140406375176326e-09,4.049537892569788e-06
1930,3.1510811737689437e-09,3.554419436113676e-06
1931,3.4216069977333063e-09,3.423888074394199e-06
1932,1.0959536611565568e-09,2.9382517823250964e-06
1933,5.735331098932761e-09,3.1899910482025007e-06
1934,0.0,3.2949344586086227e-06
1935,3.590485242455088e-09,3.340348030178575e-06
1936,3.6374143697059935e-09,3.4046197470161133e-06
1937,0.0,2.994167971337447e-06
1938,1.2965214457594243e-09,3.3177984732901677e-06
1939,3.058810094103137e-09,2.9333989459701115e-06
1940,0.0,2.5129609184659785e-06
1941,3.836953510472085e-08,2.8186850613565184e-06
1942,0.0,3.2799828204588266e-06
1943,0.0,3.3764624731702497e-06
1944,0.0,3.1682016015111003e-06
1945,0.0,2.6839170459425077e-06
1946,4.1763312808029696e-09,2.8733159069815883e-06
1947,1.1920870957027319e-09,3.0791609333391534e-06
1948,2.174377566888097e-09,3.1876375032879878e-06
1949,0.0,2.411057266726857e-06
1950,2.1270722960764488e-09,2.133453563146759e-06
1951,6.396841056854896e-09,2.5800591174629517e-06
1952,0.0,2.384180106673739e-06
1953,2.1547654771580937e-09,2.2032477318134625e-06
1954,5.86352189024808e-09,2.6307666303182486e-06
1955,1.8771215692936494e-09,2.3839443201723043e-06
1956,8.72114158667614e-10,2.1916227979090763e-06
1957,3.5340151360863103e-09,2.293575789735769e-06
1958,4.963346011965797e-09,2.185526682296768e-06
1959,5.425523585955716e-09,2.3166985556599684e-06
1960,3.460416619915918e-09,2.3198633698484628e-06
1961,2.08444772553662e-09,2.2616259229835123e-06
1962,6.341956404476434e-10,2.3845755094953347e-06
1963,3.879631726988464e-09,2.0141756067459937e-06
1964,6.083968218106861e-09,2.3088659872883e-06
1965,0.0,2.0760933239216683e-06
1966,5.539074754423723e-10,2.1840571662323782e-06
1967,4.930335584241163e-10,2.2364001779351383e-06
1968,1.796566312384229e-09,2.2003446247254033e-06
1969,9.99186730576973e-09,1.9070840835411218e-06
1970,6.898087545614828e-09,1.924106527440017e-06
1971,1.0276794970565106e-09,1.995239699681406e-06
1972,8.721249833421041e-09,1.7483540659668506e-06
1973,3.859242647674677e-09,1.768084416653437e-06
1974,3.375343005096454e-09,1.5487198652408551e-06
1975,2.2845920710778955e-09,1.6420505062342272e-06
1976,4.570821499072508e-09,1.471233190386556e-06
1977,6.464460078348111e-09,1.4785982784815133e-06
1978,3.5643548113029055e-09,1.655642790865386e-06
1979,4.0963813452421505e-09,1.6180706552404445e-06
1980,5.116635559687666e-09,1.4883725043546292e-06
1981,6.325549528618524e-10,1.5238248352034134e-06
1982,8.069752865935698e-09,1.619537329133891e-06
1983,5.683784221055532e-09,1.5365163790193037e-06
1984,2.319603453759811e-09,1.5181803973973729e-06
1985,1.8046674155058895e-09,1.4094453035795595e-06
1986,4.795588481876223e-09,1.5010191418696195e-06
1987,5.499735000746853e-09,1.431764417247905e-06
1988,1.7989661427186832e-09,1.5519080989179201e-06
1989,2.7440609784434855e-09,1.262268142454559e-06
1990,8.717841448735442e-09,1.285336793444003e-06
1991,7.033758298025106e-09,1.3446201592159923e-06
1992,3.305966445044106e-09,1.482174980083073e-06
1993,3.3235245111562506e-09,1.4734291653439868e-06
1994,6.8574046441227665e-09,1.4189552075549727e-06
1995,7.591431261388948e-09,1.4006189985593664e-06
1996,2.135236876199542e-09,1.3201101864979137e-06
1997,5.753873377756236e-09,1.3104446452416596e-06
1998,5.244942036242151e-09,1.4614315659855492e-06
1999,9.140402212892695e-09,1.4661205796073773e-06
2000,4.4180314962005696e-09,1.4499979670290486e-06
2001,1.7524847129024579e-09,1.4278368780651363e-06
2002,4.81934359086722e-09,1.4650804587290622e-06
2003,3.333538334260311e-09,1.6159326605702518e-06
2004,5.726228602398464e-09,1.6152368971233955e-06
2005,6.3052495447024626e-09,1.5380304603240802e-06
2006,5.353256948836815e-09,1.6356258356609032e-06
2007,2.7961355453243186e-09,1.5107120816537645e-06
2008,5.108927725316903e-09,1.584619099048723e-06
2009,2.860915504498962e-09,1.6421654436271638e-06
2010,6.140930985942816e-09,1.8120470031135483e-06
2011,1.7207874236646603e-08,1.999937239816063e-06
2012,1.0553183549255607e-08,2.3812747258489253e-06
2013,1.0319762933086452e-08,2.475906285326346e-06
2014,7.57905826986871e-09,2.589872337921406e-06
2015,7.314698624583116e-09,2.577212171672727e-06
2016,1.2428039930512114e-08,2.959944822578109e-06
2017,5.7859059765519305e-09,2.3815291569917463e-06
2018,4.904786798931582e-09,2.824124521794147e-06
2019,6.377469219387422e-09,2.616803158161929e-06
