year,premiers_ADJ arts_NOUN,premiers_ADJ phares_NOUN
1910,8.550641084070776e-09,1.068830135508847e-09
1911,5.852411444351446e-09,5.3203743632934675e-09
1912,5.730363294986773e-09,0.0
1913,1.2196876009173963e-08,5.302989602995467e-09
1914,1.33934876522801e-08,6.696743715117748e-10
1915,3.534228465440492e-09,0.0
1916,1.8678685265172135e-08,1.0987462051303964e-09
1917,0.0,5.483212106582869e-09
1918,1.1486376294556067e-08,3.44591288836682e-09
1919,1.5653341733923298e-08,0.0
1920,1.9687803387569147e-08,0.0
1921,1.8931869405491852e-08,6.058197943303867e-09
1922,9.591316185719734e-09,4.426761179843197e-09
1923,3.927900849021171e-08,2.1231896241147297e-09
1924,6.445812328337297e-09,2.578324886925998e-09
1925,9.898360353588487e-09,1.0998177923937646e-09
1926,1.5604593173179637e-08,4.458455382660986e-09
1927,1.7838759802657478e-08,0.0
1928,1.3711249025050165e-08,1.1426041224282812e-09
1929,5.570202965543558e-09,4.4561625500705304e-09
1930,1.1553964007759987e-08,0.0
1931,1.8248570654577634e-08,2.2810713318222042e-09
1932,1.0959536389520963e-08,1.0959536611565568e-09
1933,8.02946331646126e-09,9.176529758292418e-09
1934,1.4377896206951846e-08,1.4377896206951846e-08
1935,1.795242710045386e-08,1.196828414151696e-09
1936,9.699771652549316e-09,2.424942913137329e-09
1937,7.554670666820584e-09,2.5182236296217297e-09
1938,2.5930428915188486e-09,5.186085783037697e-09
1939,3.058810094103137e-09,4.588215141154706e-09
1940,3.550096039361961e-08,2.5357829169792012e-09
1941,0.0,8.854508237732261e-09
1942,3.034211770724937e-09,0.0
1943,8.709705845433291e-09,0.0
1944,9.639558484764166e-09,0.0
1945,8.714016175304096e-09,6.535512131478072e-09
1946,1.1136883415474585e-08,4.1763312808029696e-09
1947,1.3112957830685446e-08,2.3841741914054637e-09
1948,1.522064252412747e-08,2.174377566888097e-09
1949,6.8719057111366055e-09,1.9634016634739737e-09
1950,1.2762433776458693e-08,1.0635361480382244e-09
1951,1.0661401539380222e-08,2.1322803522849654e-09
1952,1.0544803918932644e-09,6.326882129314981e-09
1953,6.464296653518886e-09,7.54167928107563e-09
1954,2.9317608341017376e-09,0.0
1955,5.631364707880948e-09,0.0
1956,5.232684952005684e-09,3.488456634670456e-09
1957,1.5903067307476704e-08,3.534015080575159e-09
1958,1.6544486669545222e-08,0.0
1959,1.3176270963199954e-08,7.750747821333448e-10
1960,4.152500121534786e-09,0.0
1961,6.253343343143314e-09,6.948159270159238e-10
1962,3.805173953708163e-09,1.9025869768540815e-09
1963,8.405868889838075e-09,0.0
1964,6.083968384640315e-09,2.4335873316516654e-09
1965,1.1491291473930687e-08,1.6416130677043839e-09
1966,1.2739871713129958e-08,1.6617224263271169e-09
1967,1.380493930280835e-08,2.9582012395223956e-09
1968,1.4372531137452071e-08,4.4914158503495116e-10
1969,2.2254612375149918e-08,2.7250546263957176e-09
1970,9.657322941336588e-09,0.0
1971,1.0790634608071059e-08,1.541519245584766e-09
1972,2.257264597460562e-08,0.0
1973,9.923767141373219e-09,2.205281512956958e-09
1974,3.937900283634832e-09,3.937900228123681e-09
1975,2.056132908379027e-08,0.0
1976,7.4275851025262796e-09,1.142705374768127e-09
1977,1.2341242028313104e-08,1.7630346071939584e-09
1978,4.752473081737207e-09,1.1881182704343018e-09
1979,7.0223681314374176e-09,1.1703946700691858e-09
1980,3.411090521154847e-09,2.8425752862659692e-09
1981,4.427884725544118e-09,6.325549528618524e-10
1982,1.4898005495922462e-08,3.7245013739806154e-09
1983,1.326216381158929e-08,3.157658134966823e-09
1984,6.958810416790584e-09,1.1598016991243298e-09
1985,7.820225356169885e-09,2.4062232206745193e-09
1986,7.1933827783254856e-09,1.1988970927134801e-09
1987,8.555143815591748e-09,4.277571630240118e-09
1988,2.99827696004229e-09,4.197587610832443e-09
1989,5.488121956886971e-09,5.488122178931576e-10
1990,7.083246433836621e-09,3.2691906959314565e-09
1991,1.7584395606284886e-09,1.1722930404189924e-09
1992,3.856960972825618e-09,5.509944056569793e-09
1993,4.985286850001103e-09,2.7696036575264316e-09
1994,1.318731612798274e-08,5.274926606624319e-10
1995,8.675921314704738e-09,1.0844901643380922e-09
1996,2.6690460952494277e-09,4.804283193493575e-09
1997,1.1987236314681127e-08,9.58978896292706e-10
1998,8.105819904180578e-09,1.9072516899143466e-09
1999,1.3253582953343113e-08,0.0
2000,1.457950393746188e-08,2.2090156370779823e-09
2001,7.886181041527607e-09,3.5049694258049158e-09
2002,5.257465907071435e-09,3.9430991805033955e-09
2003,7.91715359937939e-09,8.333845835650777e-10
2004,1.0571499231559756e-08,3.0833537945085254e-09
2005,7.205999574821931e-09,7.205999352777326e-09
2006,1.2353669198716943e-08,8.235779835885637e-10
2007,7.589511241690161e-09,1.997239706952314e-09
2008,6.8119033747038316e-09,5.108927503272298e-09
2009,1.0490023516496194e-08,2.860915504498962e-09
2010,6.613310177261411e-09,1.8895172093635892e-09
2011,7.265546830836911e-09,3.059177577924288e-09
2012,7.148930780687124e-09,3.063827413996023e-09
2013,1.3945624655065103e-09,5.020424964641279e-09
2014,4.3308902714089825e-09,3.2481677347817595e-09
2015,6.871383823048305e-09,3.768178213903184e-09
2016,1.0563834390575622e-08,3.5212781579474495e-09
2017,5.7859059765519305e-09,3.2702947017071438e-09
2018,4.646640239247546e-09,6.453666934191915e-09
2019,4.08158040698936e-09,2.806086474294034e-09
