year,six_DET âmes_NOUN,six_DET ames_NOUN,six_DET femmes_NOUN
1800,0.0,0.0,2.4838898449175417e-07
1801,0.0,2.3811825844433088e-09,2.3811826110886614e-07
1802,0.0,0.0,2.0588129245879827e-07
1803,0.0,0.0,2.02835281015723e-07
1804,0.0,0.0,1.8538881896290604e-07
1805,0.0,0.0,1.3930100806192058e-07
1806,0.0,0.0,1.6425513926776603e-07
1807,0.0,0.0,9.679647128280067e-08
1808,0.0,0.0,1.8808414381510374e-07
1809,0.0,6.7770917766551975e-09,2.055717764903875e-07
1810,0.0,0.0,7.020380365929668e-08
1811,0.0,0.0,1.1031137603367824e-07
1812,0.0,0.0,7.468183005343576e-08
1813,2.8757416004054903e-08,0.0,1.8692321157587344e-07
1814,3.4613449884091096e-08,9.440030979135372e-09,2.8005426777610865e-07
1815,0.0,0.0,2.049889962218998e-07
1816,0.0,1.622322720606917e-08,1.228330006597389e-07
1817,0.0,0.0,1.292204911962358e-07
1818,3.5763532135746345e-09,0.0,1.7166496135700982e-07
1819,2.070210003424222e-09,0.0,8.798392459041793e-08
1820,0.0,0.0,1.2341141086835705e-07
1821,0.0,0.0,1.4693616812166965e-07
1822,0.0,1.0025615893027862e-09,2.2056354964661296e-07
1823,0.0,2.9648061783404955e-09,1.6602914532093394e-07
1824,0.0,5.894778887238772e-09,1.2631668599993873e-07
1825,3.522177216552791e-09,0.0,1.1359021634405053e-07
1826,1.2331177856594877e-08,0.0,1.893716676804047e-07
1827,0.0,3.6869092223668076e-09,1.3088527950344542e-07
1828,0.0,0.0,1.0272977601921696e-07
1829,0.0,0.0,1.063073805096515e-07
1830,1.0436835840010872e-09,0.0,1.628146435450617e-07
1831,0.0,0.0,1.309661337156598e-07
1832,0.0,0.0,1.7453660050570363e-07
1833,2.3167257001688313e-09,0.0,1.9344659674125353e-07
1834,0.0,0.0,1.3068343029942753e-07
1835,3.781543966852041e-09,0.0,1.2479095090611736e-07
1836,1.3441500135158435e-09,6.048674894287842e-09,1.4651234803153557e-07
1837,4.87052354003481e-09,0.0,1.1341362515793207e-07
1838,1.2624323808552163e-09,0.0,9.531364497661343e-08
1839,2.7965900706306e-09,0.0,1.1535934030248995e-07
1840,2.5478754661634184e-09,0.0,1.7898824999917906e-07
1841,1.926164561183441e-09,0.0,1.277689101186752e-07
1842,0.0,0.0,1.241029075060851e-07
1843,0.0,3.5441467538532834e-09,1.1931960675060083e-07
1844,5.488561272137815e-10,0.0,1.1251550668944788e-07
1845,5.580227946389016e-10,0.0,9.430585290459703e-08
1846,5.269050973311096e-09,0.0,1.1123552656755464e-07
1847,0.0,0.0,1.040892190218301e-07
1848,8.045221711050488e-10,0.0,7.321151990202779e-08
1849,5.02764896381791e-09,0.0,9.552533164480792e-08
1850,0.0,0.0,9.979824167061224e-08
1851,0.0,0.0,6.255955753431408e-08
1852,0.0,0.0,8.593919886834556e-08
1853,0.0,0.0,1.1167512647958233e-07
1854,0.0,0.0,9.404152701009139e-08
1855,0.0,0.0,1.12507063221301e-07
1856,1.0354378465748937e-09,0.0,8.335274781501312e-08
1857,9.763018171682347e-10,0.0,1.3912301000118532e-07
1858,1.468102750479261e-09,0.0,1.497464929833825e-07
1859,2.036869339860914e-09,5.092173349652285e-10,1.466545969108779e-07
1860,1.373155145145688e-09,0.0,1.2678799254928208e-07
1861,4.715963619617014e-09,0.0,1.4147891391758094e-07
1862,9.035972525772706e-10,5.421583626485926e-09,1.3599138615205675e-07
1863,1.4983863039219614e-09,0.0,1.458429284006968e-07
1864,1.821996598039277e-08,0.0,9.397666644872515e-08
1865,7.0602665935837194e-09,0.0,1.1296426816187477e-07
1866,4.379051787850585e-09,0.0,9.974506731680322e-08
1867,5.338092634588065e-09,0.0,1.1452635106934395e-07
1868,4.93987406535723e-10,0.0,1.1460508009264458e-07
1869,3.906815315701806e-09,0.0,1.0353060575507556e-07
1870,3.4404292748035914e-09,0.0,1.0321287557957248e-07
1871,4.248470908407853e-09,0.0,7.009977154304181e-08
1872,1.2094678591978436e-09,0.0,9.615269469520626e-08
1873,1.1972008939764578e-09,0.0,7.841665938812525e-08
1874,1.1949218281515073e-09,0.0,6.333085789123061e-08
1875,2.2886108563824337e-09,0.0,1.0527610072585958e-07
1876,6.04601479992084e-09,0.0,1.0882826928515499e-07
1877,3.0924081073635534e-09,0.0,1.1812998490512427e-07
1878,1.8117265465633636e-09,0.0,1.0870359457015866e-07
1879,6.10932526790009e-10,0.0,1.0202573008655236e-07
1880,4.492492600149944e-09,0.0,1.0846160281019479e-07
1881,7.669758161910067e-09,0.0,1.1156011892055062e-07
1882,2.6621540527571597e-09,0.0,1.2512123870322966e-07
1883,6.319338941018771e-10,0.0,1.0869263133983509e-07
1884,6.601696966868076e-10,0.0,9.77051186623612e-08
1885,3.86738152613475e-09,0.0,1.0699755303988923e-07
1886,1.936039106809062e-09,0.0,1.0519146087517584e-07
1887,3.9173548849191775e-09,0.0,1.0380989823310927e-07
1888,1.268122939990235e-09,0.0,1.179354356395379e-07
1889,2.5060546970934183e-09,0.0,1.2029062457230566e-07
1890,6.554386478008212e-10,0.0,1.1601264005012268e-07
1891,7.0116419337296065e-09,0.0,8.095259707019409e-08
