year,pas_ADV in_ADJ,pas_ADV fines_ADJ
1962,5.834600003140622e-08,0.0
1963,4.9142006020019835e-08,2.5864212993553792e-09
1964,6.38816644027429e-08,3.6503808864551957e-09
1965,6.347570291609372e-08,2.73602163147757e-09
1966,5.649856404943421e-08,0.0
1967,6.064312429998608e-08,1.4791006197611978e-09
1968,4.177016776907294e-08,2.6948494546985557e-09
1969,4.6325929758950224e-08,9.083515606356229e-10
1970,6.116304263059646e-08,1.3796175313274261e-09
1971,6.063309143655715e-08,2.0553589941130213e-09
1972,4.104117579117883e-08,1.0260293725750103e-09
1973,4.2451670623222526e-08,5.513203782392395e-10
1974,4.894247496167736e-08,1.1251143350321513e-09
1975,4.6262989883416594e-08,1.1422960355389478e-09
1976,3.370981005446083e-08,1.142705374768127e-09
1977,4.9364967225074e-08,1.7630346071939584e-09
1978,5.405938097169383e-08,5.940591352171509e-10
1979,6.554210330023125e-08,5.851973350345929e-10
1980,4.8892296433677984e-08,5.685150683554241e-10
1981,4.364629191400127e-08,1.2651099057237047e-09
1982,5.524676893742253e-08,2.483000915987077e-09
1983,3.410270821291306e-08,6.315316047889041e-10
1984,4.059305780401701e-08,1.1598016991243298e-09
1985,4.030423994549892e-08,0.0
1986,3.5367463624425e-08,1.1988970927134801e-09
1987,3.6053819485459826e-08,1.2221633705067347e-09
1988,3.7778288941581195e-08,1.798966087207532e-09
1989,3.128229764115531e-08,1.0976244357863152e-09
1990,3.705082818328265e-08,5.44865097484859e-10
1991,3.985796226402272e-08,2.9307325455363298e-09
1992,4.848750734254281e-08,1.1019888335184191e-09
1993,3.76666093870881e-08,1.661762283333701e-09
1994,4.167192102499939e-08,3.6924485691258724e-09
1995,3.741491028108612e-08,5.422450821690461e-10
1996,4.3238546965085334e-08,3.2028553142993132e-09
1997,3.979762297490197e-08,1.438468344439059e-09
1998,4.338997428021685e-08,2.86087753487152e-09
1999,4.4787970665538523e-08,9.140402323914998e-10
2000,6.759588444538167e-08,0.0
2001,5.345078335494691e-08,1.3143635069212678e-09
2002,4.337409365007261e-08,4.38122149670761e-10
2003,6.500399507558541e-08,1.2500769308587678e-09
2004,4.404791198453495e-08,4.404791253964646e-10
2005,5.5846495428113485e-08,2.702249757291497e-09
2006,4.282605559069452e-08,8.235779835885637e-10
2007,5.2727127552998354e-08,1.1983438685803094e-09
2008,3.746546894944913e-08,1.2772318758180745e-09
2009,4.577464807198339e-08,2.860915504498962e-09
2010,4.818268806161541e-08,1.4171379625338432e-09
2011,2.7150200310188666e-08,7.64794394481072e-10
2012,2.7574447614142628e-08,3.063827413996023e-09
2013,3.2632762270168314e-08,4.183687618564136e-09
2014,4.915560580798228e-08,3.681256854903836e-09
2015,2.903713713919842e-08,2.659890530054554e-09
2016,2.7755955755992545e-08,4.764082017771898e-09
2017,3.3960752432449226e-08,1.2578056374223934e-09
2018,2.917057351226049e-08,3.3559066636712487e-09
2019,2.7040469419148394e-08,1.53059265262101e-09
