year,pas_ADV in_ADJ,pas_ADV fines_ADJ
1800,1.9179402954705438e-07,9.432493897065797e-09
1801,1.1191558257905854e-07,1.4287095950749062e-08
1802,7.832440473976021e-08,0.0
1803,7.606323038089613e-08,7.801356893821776e-09
1804,7.662737999680758e-08,2.9662210465630778e-08
1805,9.950071699904584e-08,0.0
1806,1.7290014397985942e-07,0.0
1807,1.2811298688575334e-07,2.8469551160981155e-09
1808,1.654234011994049e-07,0.0
1809,9.487928309681593e-08,0.0
1810,7.020380365929668e-08,1.4040760554223652e-08
1811,7.771937760026049e-08,0.0
1812,8.535066342574282e-08,0.0
1813,1.6104152678053651e-07,0.0
1814,7.866692897096073e-08,0.0
1815,9.979726911524267e-08,0.0
1816,1.0197457100957763e-07,6.952811659743929e-09
1817,1.0898114055635233e-07,1.556873407970727e-09
1818,1.0848271614349869e-07,0.0
1819,1.1282644862831148e-07,5.175524897538253e-09
1820,1.4595771347103437e-07,8.306536791735653e-09
1821,1.5285306176338054e-07,0.0
1822,1.5439448475262907e-07,0.0
1823,1.3045146829426812e-07,0.0
1824,1.0021123841852386e-07,0.0
1825,1.0390422744421812e-07,8.805443041381977e-10
1826,9.776862697208344e-08,0.0
1827,1.115290046982409e-07,0.0
1828,1.2199160437376122e-07,0.0
1829,1.0716470200122785e-07,8.57317605795771e-10
1830,1.4402833414806082e-07,1.0436835840010872e-09
1831,1.216114071667107e-07,0.0
1832,1.312406965325863e-07,0.0
1833,1.0888610546544442e-07,1.1583628500844156e-09
1834,1.0454674281845655e-07,0.0
1835,1.0512692227848675e-07,1.5126175867408165e-09
1836,1.1492482343555821e-07,1.3441500135158435e-09
1837,8.140732177253085e-08,0.0
1838,1.1488134532555705e-07,3.787297142565649e-09
1839,8.040196775027653e-08,0.0
1840,1.1274349276391149e-07,0.0
1841,2.1958275908673386e-07,6.420548537278137e-10
1842,9.056157779241403e-08,0.0
1843,1.216823619643037e-07,0.0
1844,1.108689389184292e-07,0.0
1845,1.3392546804880112e-07,1.2276501593078137e-08
1846,1.1591912851827146e-07,4.0981511517657054e-09
1847,1.1703295399456692e-07,0.0
1848,1.0941501216166216e-07,0.0
1849,9.46873868201692e-08,1.005529792763582e-08
1850,1.5071570658165e-07,0.0
1851,1.7220001780060556e-07,0.0
1852,1.4192988828654052e-07,0.0
1853,9.017617230711039e-08,0.0
1854,9.248282850649048e-08,0.0
1855,1.3214273053563375e-07,5.306937111981824e-10
1856,9.784887566866018e-08,3.6240324075009767e-09
1857,1.137391620886774e-07,0.0
1858,1.0668213690223638e-07,3.4255731584664773e-09
1859,1.303596377510985e-07,0.0
1860,9.703629899604493e-08,9.154367819341758e-10
1861,1.169559027403011e-07,1.4147891747029462e-09
1862,1.206302329137543e-07,2.2589932147099034e-09
1863,8.940371287735616e-08,9.989241656072068e-10
1864,1.0116875870380682e-07,3.3563094525845827e-09
1865,1.0119715199152779e-07,4.706844358715045e-10
1866,1.3331779769032437e-07,4.865612912574591e-10
1867,7.861554252031056e-08,0.0
1868,1.0917121784359551e-07,1.975949626142892e-09
1869,1.1915786757299429e-07,2.441759683335931e-09
1870,1.3073631066617963e-07,0.0
1871,1.0939812256083314e-07,0.0
1872,8.042961496812495e-08,3.0236697590169115e-09
1873,1.1612848993536318e-07,4.788803575905831e-09
1874,1.1172519265301162e-07,0.0
1875,1.035596426390839e-07,5.721527251978387e-09
1876,1.1185127135604489e-07,1.6928840551599933e-08
1877,1.3668443443748401e-07,1.8554447978047506e-09
1878,1.0930750704574166e-07,3.6234530931267273e-09
1879,9.102894438228759e-08,0.0
1880,1.1423766466123197e-07,4.492492600149944e-09
1881,1.0389036475544344e-07,5.5780060570498335e-09
1882,7.786800892972678e-08,6.655385131892899e-09
1883,1.2828257922592456e-07,1.8958017378167824e-09
1884,9.704494630113913e-08,1.3203393933736152e-09
1885,1.1731057014685575e-07,6.445635691854079e-10
1886,1.064821546492567e-07,0.0
1887,9.793387079071181e-08,6.528924512139156e-09
1888,1.0588826881985369e-07,2.53624587998047e-09
1889,7.330209683686917e-08,0.0
1890,1.0093755520301784e-07,0.0
1891,9.68881437302116e-08,0.0
1892,8.023695841075096e-08,0.0
1893,1.0469307909488634e-07,6.158416554491453e-10
1894,9.452308802337939e-08,1.2603078580752936e-09
1895,7.703826554461557e-08,0.0
1896,6.958494225273171e-08,0.0
1897,7.866063356232189e-08,5.826713556089658e-10
1898,8.034864151795773e-08,5.6583548957434e-10
1899,6.246163763989898e-08,2.7637891975018647e-09
1900,8.046132649042192e-08,3.633737311048435e-09
1901,7.600684881481357e-08,3.912117296778206e-09
1902,7.610940144786582e-08,0.0
1903,8.69435439199151e-08,2.1600881083827517e-09
1904,8.653146466031103e-08,5.374625189347171e-10
1905,9.444188719953672e-08,5.160759042333041e-10
1906,8.230695414113143e-08,1.5432553013283723e-09
1907,7.662836765121028e-08,3.0857059130084963e-09
1908,9.626322849953795e-08,4.911389073214423e-10
1909,9.076622831116765e-08,1.1001967115120692e-09
1910,6.62674679574593e-08,3.740905363258662e-09
1911,8.140172269577306e-08,8.51259862599818e-09
1912,9.63742934345646e-08,5.209421227725386e-10
1913,6.946916641936696e-08,0.0
1914,1.0848724940615284e-07,3.3483718020477227e-09
1915,8.835571208010151e-08,0.0
1916,9.778841558727436e-08,0.0
1917,8.005489604556715e-08,0.0
1918,7.466144325007917e-08,1.1486376294556067e-09
1919,8.194984957299312e-08,2.762354567309444e-09
1920,6.209229752585088e-08,0.0
1921,7.572747762196741e-08,0.0
1922,7.968170478989123e-08,1.4755870969551665e-09
1923,1.0934426342146253e-07,3.1847844361720945e-09
1924,6.703644572780831e-08,2.578324886925998e-09
1925,7.91868828287079e-08,0.0
1926,1.2929520210036571e-07,5.57306911730393e-09
1927,9.588333682586381e-08,2.2298449753321847e-09
1928,7.426926629250374e-08,5.713020723163709e-09
1929,8.689517017046455e-08,0.0
1930,7.877702756786675e-08,5.2518016602221e-09
1931,8.668071416195744e-08,0.0
1932,6.24693612394367e-08,1.0959536611565568e-09
1933,5.276504566609219e-08,9.176529758292418e-09
1934,7.06913212411564e-08,2.3963160344919743e-09
1935,9.694310421082264e-08,0.0
1936,1.0063513400382362e-07,0.0
1937,1.0324716726017868e-07,0.0
1938,7.130867629712156e-08,0.0
1939,9.635251529971356e-08,0.0
1940,7.353770570261986e-08,5.0715658339584024e-09
1941,6.198155233505531e-08,0.0
1942,7.58552971547033e-08,0.0
1943,5.2258233296242906e-08,0.0
1944,5.7837350908584995e-08,0.0
1945,5.8819608739213436e-08,4.357008087652048e-09
1946,1.238978342144037e-07,0.0
1947,9.298279479708071e-08,2.3841741914054637e-09
1948,8.697510622823756e-08,1.0871887834440486e-09
1949,6.97007607186606e-08,3.9268033269479474e-09
1950,7.444752725405124e-08,0.0
1951,6.396840745992449e-08,1.0661401761424827e-09
1952,7.592258555177978e-08,4.2179215675730575e-09
1953,7.97263197682696e-08,0.0
1954,8.502106396690579e-08,2.9317608341017376e-09
1955,6.006789021739678e-08,6.569925492527773e-09
1956,4.971050771018781e-08,1.744228317335228e-09
1957,7.156380377182359e-08,8.835037701437898e-10
1958,6.783239570040678e-08,1.6544486891589827e-09
1959,7.285702707804376e-08,7.750747821333448e-10
1960,5.259833457671448e-08,6.920833350854139e-10
1961,6.322824930293791e-08,2.08444772553662e-09
