year,suis_VERB au_ADP,suis_VERB faux_ADJ
1896,7.477432859559485e-07,0.0
1897,7.353312412305968e-07,5.826713556089658e-10
1898,8.634649475425249e-07,0.0
1899,8.567746476728644e-07,0.0
1900,6.561490977219364e-07,0.0
1901,7.052988735267718e-07,0.0
1902,5.813776056129427e-07,9.820567692386817e-10
1903,5.972643748464179e-07,0.0
1904,7.169750233515515e-07,0.0
1905,7.895961289250408e-07,0.0
1906,7.561951065326866e-07,3.600929110447737e-09
1907,8.177120776053926e-07,2.5714217422034835e-09
1908,8.089057814686385e-07,4.911389073214423e-10
1909,8.62554202285537e-07,5.500983557560346e-10
1910,1.0330243185308063e-06,0.0
1911,8.273181606455182e-07,0.0
1912,9.694732625575853e-07,1.0418842455450772e-09
1913,7.609790486640122e-07,3.71209285532359e-09
1914,8.431200058112154e-07,2.678697486047099e-09
1915,7.645714390491776e-07,0.0
1916,9.70192900240363e-07,0.0
1917,8.455113515992707e-07,0.0
1918,7.925599447844434e-07,3.44591288836682e-09
1919,8.342310593434377e-07,0.0
1920,8.162865583472012e-07,0.0
1921,8.640504916002101e-07,0.0
1922,9.163395588984713e-07,0.0
1923,8.874932859725959e-07,0.0
1924,1.0919205806203536e-06,0.0
1925,1.0019340379585628e-06,0.0
1926,9.730579222377855e-07,1.1146138456652466e-09
1927,1.138335846917471e-06,0.0
1928,8.672365083839395e-07,0.0
1929,1.0449700766912429e-06,2.2280812750352652e-09
1930,1.0398567837910377e-06,0.0
1931,8.759313914197264e-07,0.0
1932,8.581317274547473e-07,4.383814644626227e-09
1933,9.199471264764725e-07,0.0
1934,8.530885224899976e-07,0.0
1935,8.413703653786797e-07,4.787313656606784e-09
1936,7.226329898912809e-07,0.0
1937,7.353212936322961e-07,3.777335333410292e-09
1938,9.231232525053201e-07,5.186085783037697e-09
1939,7.203497602858988e-07,0.0
1940,5.781585059594363e-07,0.0
1941,9.710443009680603e-07,5.9030051957620344e-09
1942,8.829556463751942e-07,0.0
1943,8.216155720219831e-07,2.9032352077962287e-09
1944,1.0892700856857118e-06,0.0
1945,9.45470731039677e-07,2.178504043826024e-09
1946,1.0649645219018566e-06,0.0
1947,1.1193698128408869e-06,4.7683483828109274e-09
1948,1.1013222547262558e-06,0.0
1949,9.443962198929512e-07,0.0
1950,1.1092681688751327e-06,0.0
1951,1.1716880408130237e-06,1.0661401761424827e-09
1952,9.732854096000665e-07,0.0
1953,1.0332100828236435e-06,1.0773827385790469e-09
1954,1.0964785133182886e-06,4.886268278880834e-09
1955,9.329294243798358e-07,2.815682353940474e-09
1956,1.127643599829753e-06,0.0
1957,8.58765645261883e-07,6.184526224473075e-09
1958,9.835697483140393e-07,0.0
1959,9.975212833523983e-07,4.650448914844674e-09
1960,1.0464300430612639e-06,6.920833350854139e-10
1961,1.01998978152551e-06,1.3896318540318475e-09
1962,1.115550162467116e-06,6.341956404476434e-10
1963,9.938323728420073e-07,1.939815863494232e-09
1964,1.154737219621893e-06,0.0
1965,9.313417876910535e-07,5.472043373977442e-10
1966,9.261332820642565e-07,3.3234448526542337e-09
1967,1.1433447753006476e-06,2.465167847631733e-09
1968,1.1394721468604985e-06,2.6948494546985557e-09
1969,9.192517609335482e-07,2.2708788183223305e-09
1970,9.684914630270214e-07,5.058597540852361e-09
1971,9.88627675724274e-07,1.541519245584766e-09
1972,9.783190080270288e-07,5.130146973897354e-09
1973,9.140891847891908e-07,1.6539611902288698e-09
1974,8.393353141400439e-07,2.2502286700643026e-09
1975,8.081744340415753e-07,0.0
1976,9.73584974417463e-07,5.713526873840635e-10
1977,7.968916406753124e-07,5.876781727920388e-09
1978,8.328709100169363e-07,5.940591352171509e-10
1979,9.357305543744587e-07,1.1703946700691858e-09
1980,9.687496458354872e-07,0.0
1981,1.0076599892272498e-06,6.325549528618524e-10
1982,8.870520673553983e-07,1.2415004579935385e-09
1983,9.068793929145613e-07,6.315316047889041e-10
1984,8.942071190176648e-07,4.059305780401701e-09
1985,9.053414942172822e-07,1.2031116103372597e-09
1986,9.519242780697823e-07,7.1933827783254856e-09
1987,9.160114586848067e-07,6.110816852533674e-10
1988,8.485123430546082e-07,1.798966087207532e-09
1989,1.034511001307692e-06,2.1952488715726304e-09
1990,9.665907327871537e-07,3.2691906959314565e-09
1991,9.853123401626362e-07,1.7584396161396398e-09
1992,8.567963050154503e-07,2.2039776670368383e-09
1993,9.660377600084757e-07,1.1078414852150331e-09
1994,1.0201707709711627e-06,2.1099706426497278e-09
1995,1.0481597882971982e-06,2.1689803286761844e-09
1996,9.384365853293275e-07,1.067618438099771e-09
1997,9.4219677748697e-07,1.917957792585412e-09
1998,9.917708894136013e-07,9.536258449571733e-10
1999,9.35063155793614e-07,4.570201161957499e-10
2000,1.0223325261904392e-06,1.7672125984802278e-09
2001,1.0330896884624963e-06,1.7524847129024579e-09
2002,1.089171632884245e-06,8.76244299341522e-10
2003,1.121318973673624e-06,4.1669229178253886e-10
2004,1.1681506748573156e-06,1.3214374039449694e-09
2005,1.1119757346023107e-06,1.3511248786457486e-09
2006,1.2382495242491132e-06,1.6471559671771274e-09
2007,1.476759052820853e-06,1.5977917877663117e-09
2008,1.478183094150154e-06,1.7029758714315335e-09
2009,1.6807878182589775e-06,9.53638501499654e-10
2010,2.1521600501728244e-06,1.8895172093635892e-09
2011,2.4630203370179515e-06,1.911985902935953e-09
2012,2.8942956760147354e-06,3.063827413996023e-09
2013,3.074731466767844e-06,1.6734750252211938e-09
2014,3.323092187201837e-06,5.197068553286499e-09
2015,3.404216386115877e-06,1.5516027351836215e-09
2016,3.4440170111338375e-06,2.6927420293532123e-09
2017,3.898191152984509e-06,3.018733707449428e-09
2018,4.171908130956581e-06,3.0977600484760615e-09
2019,4.005050868727267e-06,2.806086474294034e-09
