year,trois_DET ânes_NOUN,trois_DET fans_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,0.0,0.0
1804,0.0,2.4718509461507665e-09
1805,5.685755422035754e-09,0.0
1806,2.305335300434308e-08,2.881669125542885e-09
1807,2.8469551160981155e-09,0.0
1808,6.798221985349073e-09,0.0
1809,3.162642769893864e-08,2.259030518203531e-09
1810,4.212228077449254e-08,2.3401267590372754e-09
1811,4.262030373070047e-08,0.0
1812,1.0668832928217853e-08,0.0
1813,3.738464116054274e-08,2.8757416448144113e-09
1814,3.1466771410748606e-09,0.0
1815,4.315557600165221e-08,0.0
1816,4.1716869958463576e-08,0.0
1817,1.401186100480345e-08,0.0
1818,1.5497530370112145e-08,1.1921177378582115e-09
1819,0.0,2.070210003424222e-09
1820,1.542642635854463e-08,0.0
1821,1.4792232327920374e-08,0.0
1822,5.012807946513931e-09,0.0
1823,1.087095569118901e-08,0.0
1824,1.431589158329416e-08,0.0
1825,0.0,0.0
1826,2.290075862276808e-08,0.0
1827,1.8434546111834038e-09,0.0
1828,2.5682442839070063e-08,0.0
1829,6.858540846366168e-09,0.0
1830,4.174734336004349e-09,0.0
1831,3.274153215215847e-08,0.0
1832,2.705993873419743e-09,0.0
1833,5.09679658478035e-08,1.1583628500844156e-09
1834,4.667265462998671e-09,0.0
1835,1.3613558280667348e-08,7.563087933704082e-10
1836,1.6129799718100912e-08,0.0
1837,9.74104708006962e-09,0.0
1838,1.7042836475411605e-08,0.0
1839,2.307186797168015e-08,0.0
1840,1.9746034141121527e-08,0.0
1841,2.3756030032018316e-08,0.0
1842,2.2808102073668124e-08,0.0
1843,1.4767278067040479e-08,0.0
1844,7.683985892015244e-09,0.0
1845,1.3392547348889394e-08,0.0
1846,1.2879903366069811e-08,0.0
1847,1.1325769655456952e-08,5.393223645455691e-10
1848,5.63165514222419e-09,0.0
1849,4.1897072478036534e-09,0.0
1850,2.7155984128057753e-09,0.0
1851,2.7732586005413395e-08,0.0
1852,0.0,0.0
1853,7.166318205520383e-09,5.971931837933653e-10
1854,5.195664343204953e-09,0.0
1855,1.0613874223963649e-08,0.0
1856,1.346069211649592e-08,0.0
1857,6.8341128311999455e-09,0.0
1858,2.2510910469009104e-08,0.0
1859,1.3748867822016564e-08,0.0
1860,2.5632229755379043e-08,4.577183909670879e-10
1861,1.9807048445841247e-08,0.0
1862,8.584174260306554e-09,0.0
1863,4.994620717013731e-09,0.0
1864,3.3083621397977936e-08,0.0
1865,1.0825741691977697e-08,4.706844358715045e-10
1866,2.0435575009969398e-08,0.0
1867,2.038180824115443e-08,0.0
1868,1.531360993567432e-08,0.0
1869,2.2952540090770412e-08,0.0
1870,8.601073631098188e-09,0.0
1871,2.1242354542039266e-09,0.0
1872,7.2568073772316666e-09,0.0
1873,1.3767810003173508e-08,0.0
1874,9.559374625212058e-09,0.0
1875,2.8607636259891933e-09,0.0
1876,9.06902175579205e-09,0.0
1877,2.10283740420536e-08,0.0
1878,1.3285995414946683e-08,0.0
1879,1.8327975137566455e-08,0.0
1880,1.0268554007097919e-08,0.0
1881,1.4642265677711208e-08,0.0
1882,1.1314154280128719e-08,0.0
1883,1.3902545781263598e-08,0.0
1884,6.601696966868076e-09,0.0
1885,2.1915161241281567e-08,0.0
1886,1.8069698626277386e-08,0.0
1887,1.9586773314372863e-08,0.0
1888,3.1703073499755874e-09,0.0
1889,8.14467782106476e-09,0.0
1890,1.5075089621063853e-08,6.554386478008212e-10
1891,4.589438407087698e-08,0.0
1892,4.0745329332736446e-08,0.0
1893,1.4164357797774585e-08,0.0
1894,9.452309157609307e-09,6.301539290376468e-10
1895,9.629782971032341e-09,0.0
1896,1.0614652268259306e-08,0.0
1897,1.165342733422392e-08,0.0
1898,1.9238406423482957e-08,1.13167097914868e-09
1899,1.1055156790007459e-08,5.527578395003729e-10
1900,1.142031713641245e-08,5.191053142894475e-10
1901,1.6766217081354284e-08,0.0
1902,1.5221880644844532e-08,4.910283846193408e-10
1903,1.7280704867062013e-08,0.0
1904,5.374625189347171e-09,0.0
1905,6.708986699521802e-09,0.0
1906,1.800464666246171e-08,0.0
1907,8.74283373475393e-09,0.0
1908,6.384805573134145e-09,0.0
1909,6.0510818578052294e-09,0.0
1910,1.1757131934686527e-08,0.0
1911,2.1281496453973148e-08,0.0
1912,6.251305417759312e-09,0.0
1913,1.0605979205990934e-08,5.30298971401777e-10
1914,8.705766774141921e-09,6.696743715117748e-10
1915,1.1780761921542648e-09,0.0
1916,3.2962386153911893e-09,0.0
1917,4.386569774084137e-09,1.0966424435210342e-09
1918,4.594550517822427e-09,0.0
1919,3.6831393490643904e-09,0.0
1920,3.786115865267448e-09,0.0
1921,4.543648568500203e-09,0.0
1922,1.2542490601674672e-08,0.0
1923,1.0615948120573648e-09,0.0
1924,1.0313299547703991e-08,0.0
1925,7.698724324711748e-09,0.0
1926,7.802296586589819e-09,0.0
1927,1.3379069851993108e-08,0.0
1928,4.5704163786908225e-09,0.0
1929,6.684243825105796e-09,0.0
1930,6.302162347537887e-09,0.0
1931,6.843213995466613e-09,0.0
1932,1.0959536611565568e-09,0.0
1933,9.176529758292418e-09,0.0
1934,2.3963160344919743e-09,0.0
1935,1.795242621227544e-08,0.0
1936,8.487299751891442e-09,1.2124714565686645e-09
1937,7.554670666820584e-09,0.0
1938,1.1668692678767911e-08,0.0
1939,4.588215141154706e-09,0.0
1940,1.2678914806940611e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,0.0
1943,1.4516175816936538e-08,0.0
1944,9.639558484764166e-09,0.0
1945,4.357008087652048e-09,0.0
1946,6.960552134671616e-09,0.0
1947,1.3112957830685446e-08,1.1920870957027319e-09
1948,4.348755133776194e-09,0.0
1949,5.890204768377316e-09,0.0
1950,1.2762433332369483e-08,0.0
1951,6.396841278899501e-09,1.0661401761424827e-09
1952,5.272402070488624e-09,0.0
1953,3.232148326759443e-09,0.0
1954,1.07497895029951e-08,0.0
1955,6.569925492527773e-09,0.0
1956,4.36057079333807e-09,0.0
1957,5.301022731885041e-09,0.0
1958,8.272243334772611e-09,0.0
1959,1.0851047393956037e-08,0.0
1960,6.920833295342987e-09,0.0
1961,6.94815938118154e-09,0.0
1962,7.610347907416326e-09,0.0
1963,5.819448034571906e-09,0.0
1964,4.258777885901566e-09,0.0
1965,1.094408652591028e-08,0.0
1966,4.431259803538978e-09,0.0
1967,6.409436092980059e-09,4.930335584241163e-10
1968,5.838840494432063e-09,4.4914158503495116e-10
1969,1.090021850558287e-08,2.7250546263957176e-09
1970,1.241655755990223e-08,0.0
1971,5.138397263237948e-09,0.0
1972,8.208234980600082e-09,0.0
1973,8.269805784610895e-09,0.0
1974,6.750685843659454e-09,0.0
1975,7.996072248772634e-09,0.0
1976,1.0284348483935446e-08,0.0
1977,1.4691955041445937e-08,0.0
1978,1.425741957827853e-08,0.0
1979,6.437170796402825e-09,1.7555920051037788e-09
1980,5.116635615198817e-09,1.7055452605774235e-09
1981,6.3255494731073725e-09,0.0
1982,4.966001942996456e-09,0.0
1983,1.1999100379966876e-08,0.0
1984,9.858314165001048e-09,0.0
1985,9.023337299574052e-09,0.0
1986,1.019062523255343e-08,5.994485463567401e-10
1987,9.77730663098697e-09,0.0
1988,1.0793796856312099e-08,0.0
1989,8.232183490441969e-09,0.0
1990,2.2884333983341776e-08,5.44865097484859e-10
1991,7.619904984768056e-09,0.0
1992,8.815910279569295e-09,5.509944167592096e-10
1993,8.86273210376487e-09,5.539207426075166e-10
1994,6.85740436656701e-09,0.0
1995,7.0491861237087505e-09,1.0844901643380922e-09
1996,1.0676184380997711e-08,0.0
1997,1.4864173003559245e-08,0.0
1998,6.198567992221626e-09,1.43043876743576e-09
1999,5.9412613717668705e-09,1.3710603763428253e-09
2000,6.185244316725402e-09,8.836062992401139e-10
2001,7.0099388516098315e-09,4.3812117822561447e-10
2002,1.577239705508049e-08,4.38122149670761e-10
2003,1.2084076850271686e-08,4.1669229178253886e-10
2004,1.1452457648886138e-08,4.404791253964646e-10
2005,7.656374201303606e-09,0.0
2006,1.523619275189958e-08,0.0
2007,6.391167151065247e-09,7.988958938831558e-10
2008,2.0009966211764763e-08,4.257439678578834e-10
2009,1.1443661795951243e-08,0.0
2010,1.4171379181249222e-08,1.8895172093635892e-09
2011,1.1471915833949353e-08,2.6767803529281764e-09
2012,1.1914884856523145e-08,3.744677901096338e-09
2013,1.450345021858368e-08,5.578250084070646e-10
2014,1.299267149423855e-08,1.0827225782605865e-09
2015,1.2634479462647619e-08,3.768178213903184e-09
2016,1.657072101757251e-08,1.0356699942093428e-09
2017,1.282961736848165e-08,2.5156112748447867e-09
2018,1.6779532874267034e-08,2.0651733656507076e-09
2019,9.948852186525414e-09,2.806086474294034e-09
