year,meilleures_ADJ âmes_NOUN,meilleures_ADJ ames_NOUN,meilleures_ADJ femmes_NOUN
1800,0.0,0.0,9.432493897065797e-09
1801,0.0,4.7623651688866175e-09,2.3811825844433088e-09
1802,0.0,2.2378401354217203e-09,1.3427040812530322e-08
1803,0.0,1.5602713787643552e-08,1.950339223455444e-09
1804,0.0,2.4718509461507665e-09,4.943701892301533e-09
1805,0.0,0.0,0.0
1806,4.3225035994964855e-08,2.881669125542885e-09,5.76333825108577e-09
1807,0.0,0.0,1.1387820464392462e-08
1808,0.0,0.0,0.0
1809,0.0,2.259030518203531e-09,3.162642769893864e-08
1810,0.0,9.360507036149102e-09,1.4040760554223652e-08
1811,0.0,0.0,0.0
1812,0.0,0.0,2.6672082320544632e-09
1813,0.0,0.0,1.4378708002027452e-08
1814,0.0,0.0,2.2026739543434815e-08
1815,0.0,1.6183340889597275e-08,1.8880564667256294e-08
1816,0.0,5.3304887615013286e-08,3.7081662185300956e-08
1817,9.341240669868967e-09,0.0,3.113746815941454e-09
1818,1.1921177378582115e-09,1.4305412854298538e-08,0.0
1819,2.070210003424222e-09,0.0,0.0
1820,0.0,0.0,0.0
1821,0.0,8.875339574387908e-09,2.1695274909916407e-08
1822,2.0051231786055723e-09,4.010246357211145e-09,1.604098542884458e-08
1823,0.0,1.9765373782121287e-09,6.917880934764753e-09
1824,0.0,0.0,0.0
1825,1.7610886082763955e-09,1.7610886082763955e-09,2.641632912414593e-09
1826,0.0,5.284790383086602e-09,7.927186018719112e-09
1827,0.0,4.608636583469661e-09,4.608636583469661e-09
1828,1.1006761724274838e-08,9.172301140836225e-09,3.668920500743411e-09
1829,0.0,3.429270423183084e-09,5.143905745796928e-09
1830,2.0873671680021744e-09,0.0,2.817945699007396e-08
1831,0.0,7.795603274018958e-09,0.0
1832,0.0,9.470978667991403e-09,0.0
1833,0.0,1.1583628500844156e-09,6.950177322551099e-09
1834,9.334530925997342e-10,9.334530925997342e-10,1.8669061851994684e-09
1835,0.0,5.294161553592858e-09,1.5126175867408165e-08
1836,8.064899859050456e-09,2.5538851033957144e-08,4.032449929525228e-09
1837,2.0873671680021744e-09,1.3915781860163179e-09,6.957890930081589e-10
1838,2.2723781967215473e-08,8.837027110075724e-09,3.787297142565649e-09
1839,9.088918062616358e-09,0.0,1.3982950353153e-09
1840,4.458782232319436e-09,3.821813088222825e-09,1.3376346252869098e-08
1841,1.6051371787284552e-08,0.0,7.704658244733764e-09
1842,4.695785538189057e-09,3.3541325272778977e-09,1.341653010911159e-09
1843,7.088293507706567e-09,5.906911071384968e-10,5.31621990873532e-09
1844,1.5916826967554698e-08,7.683985892015244e-09,1.097712254427563e-09
1845,1.1160455670733427e-08,0.0,8.37034175305007e-09
1846,1.1123552745573306e-08,0.0,9.367202125076801e-09
1847,5.9325460100012606e-09,9.707802561820245e-09,4.314578916364553e-09
1848,4.82713291560799e-09,0.0,1.448139919091318e-08
1849,4.1897072478036534e-09,1.6758829879393033e-09,1.6758829879393033e-09
1850,1.0862393651223101e-08,3.394498016007219e-09,6.788996032014438e-10
1851,1.9993260380601896e-08,1.9348316282474798e-09,6.449438760824933e-09
1852,2.539112742283578e-08,5.859490670445666e-09,1.9531636752390114e-08
1853,1.0749477752369785e-08,5.971931837933653e-10,5.3747388761848924e-09
1854,2.182179059673217e-08,0.0,4.1565315633818045e-09
1855,1.6982198758341838e-08,0.0,7.429711956774554e-09
1856,1.7602443946884705e-08,4.141751386299575e-09,6.73034605824796e-09
1857,1.8061584228235006e-08,4.881509085841174e-10,4.393358121745905e-09
1858,1.3212924976357954e-08,0.0,1.7127865348243176e-08
1859,1.8331824946926645e-08,1.018434669930457e-09,6.110608019582742e-09
1860,1.6020143434047895e-08,0.0,1.0527522853465143e-08
1861,1.9335450573976232e-08,1.4147891747029462e-09,1.4147891747029462e-09
1862,1.8523744316212287e-08,0.0,4.066187830886747e-09
1863,2.6471489888990618e-08,6.99246927027275e-09,5.9935452156878455e-09
1864,3.0206784629172034e-08,5.274200631788517e-09,8.63051052846231e-09
1865,4.047886292823932e-08,3.294791106611683e-09,1.0355057256106193e-08
1866,3.3572728597164314e-08,0.0,9.244664589402873e-09
1867,2.814630661873707e-08,4.85281148598915e-10,1.552899675516528e-08
1868,1.679557115608077e-08,0.0,7.903798504571569e-09
1869,3.271957993433716e-08,0.0,5.860222973552709e-09
1870,2.5803219116937726e-08,0.0,2.2936195165357276e-09
1871,3.18635318130589e-09,0.0,2.1242354542039266e-09
1872,1.5723081503438152e-08,1.2094678591978436e-09,1.8142017887967654e-09
1873,3.831042860724665e-08,5.986004469882289e-10,4.788803575905831e-09
1874,2.0313670745508716e-08,0.0,1.1949218281515073e-09
1875,1.2015206607429718e-08,1.1443054281912168e-09,1.7736734747586524e-08
1876,1.3301232115736639e-08,0.0,8.464420275799966e-09
1877,1.793596560162314e-08,0.0,7.421779191219002e-09
1878,9.058632954861423e-09,0.0,1.0266450800600069e-08
1879,1.4662380642960215e-08,0.0,2.443730107160036e-09
1880,1.6044616302224313e-08,0.0,1.5402831010646878e-08
1881,1.3945014920579979e-08,0.0,6.9725074602899895e-09
1882,9.983077475794744e-09,0.0,3.3276925659464496e-09
1883,1.2638677659992936e-08,0.0,1.1374810426900694e-08
1884,7.2618666635548834e-09,0.0,6.601696966868076e-10
1885,1.6758653131887513e-08,0.0,4.511945039809007e-09
1886,2.710454793941608e-08,0.0,7.098810428374236e-09
1887,4.570247291724172e-09,0.0,1.2404957061562527e-08
1888,7.60873763994141e-09,0.0,3.804368819970705e-09
1889,1.0650732740202784e-08,0.0,6.891650361495749e-09
1890,1.3108772733971819e-08,0.0,8.520702365899524e-09
1891,1.8485238229004608e-08,0.0,9.561330394092238e-09
1892,8.149066310636499e-09,0.0,3.1342561879199593e-09
1893,1.4164357686752282e-08,0.0,8.005941687372342e-09
1894,1.6384001710889606e-08,0.0,9.452309157609307e-09
1895,7.824199066419624e-09,0.0,5.416753268150387e-09
1896,1.2383760683576384e-08,0.0,2.948514543632541e-09
1897,1.5149455023788505e-08,0.0,1.0488084178916779e-08
1898,2.1501747937691107e-08,0.0,6.224190496340043e-09
1899,1.9899282222013426e-08,0.0,4.9748205555033564e-09
1900,1.7130474816440255e-08,0.0,1.0901211489056095e-08
1901,1.4530721514915967e-08,0.0,8.38310842965484e-09
1902,1.1293653123800595e-08,0.0,3.437198747846537e-09
1903,2.214090244478939e-08,0.0,1.674068350610014e-08
1904,8.599400302955473e-09,0.0,2.6873125946735854e-09
1905,8.257214467732865e-09,0.0,2.0643036169332163e-09
1906,1.594697174311932e-08,0.0,1.4403716441790948e-08
1907,2.262851062084792e-08,0.0,5.65712765521198e-09
1908,5.893666887857307e-09,9.822778146428846e-10,9.822778146428846e-09
1909,1.1001967337165297e-08,0.0,9.901770070541716e-09
1910,1.7101282168141552e-08,0.0,2.2979847358328698e-08
1911,1.9153347352585115e-08,0.0,1.4365010514438836e-08
1912,2.0837685354990754e-08,0.0,6.772247651554153e-09
1913,1.1666577037772186e-08,0.0,9.015082902408267e-09
1914,2.4108278040557707e-08,0.0,2.0090231700464756e-09
1915,1.5314990164938536e-08,0.0,1.1780761921542648e-09
1916,1.2086208478478966e-08,0.0,1.0987462051303964e-09
1917,2.1932848426331475e-08,0.0,1.2063066989753679e-08
1918,2.412139110674616e-08,0.0,2.412139110674616e-08
1919,1.4732557396257562e-08,0.0,1.1970202606903513e-08
1920,6.057785384427916e-09,7.572231730534895e-10,1.2872794385998532e-08
1921,8.330022005509363e-09,0.0,3.0290989716519334e-09
1922,1.0329110011753073e-08,0.0,7.377935595798135e-09
1923,2.441668023323018e-08,0.0,8.492758496458919e-09
1924,1.4180787211159895e-08,0.0,1.804827398643738e-08
1925,2.969508017258704e-08,0.0,7.698724324711748e-09
1926,1.0031524944054127e-08,0.0,7.802296586589819e-09
1927,1.3379070296082318e-08,0.0,7.804457524684949e-09
1928,1.1426041446327417e-08,0.0,2.5137291359556002e-08
1929,2.0052731031228177e-08,0.0,1.893869061575515e-08
1930,9.453243521306831e-09,0.0,9.453243521306831e-09
1931,1.710803587684495e-08,0.0,0.0
1932,3.287861094491973e-09,0.0,9.863582839386709e-09
1933,1.261772819560747e-08,0.0,4.588264879146209e-09
1934,4.7926320689839486e-09,0.0,7.188948103475923e-09
1935,8.377798899061872e-09,1.196828414151696e-09,1.795242710045386e-08
1936,2.0612015205756506e-08,0.0,6.0623572828433225e-09
1937,1.2591118148108649e-09,0.0,8.813782592653752e-09
1938,1.0372171566075394e-08,0.0,1.2965214679638848e-08
1939,1.2235240376412548e-08,0.0,3.058810094103137e-09
1940,0.0,0.0,7.607348528892999e-09
1941,2.9515025978810172e-09,0.0,0.0
1942,0.0,0.0,9.102635090130207e-09
1943,1.1612940831184915e-08,0.0,2.9032352077962287e-09
1944,1.2852744646352221e-08,0.0,3.2131861615880553e-09
1945,4.357008087652048e-09,0.0,1.089252066321933e-08
1946,5.568441707737293e-09,0.0,1.3921104269343232e-09
1947,2.5033829231801974e-08,1.1920870957027319e-09,3.5762612871081956e-09
1948,4.348755133776194e-09,0.0,8.697510267552389e-09
1949,1.0798709482173763e-08,0.0,9.817008539414473e-09
1950,6.381216888229346e-09,0.0,9.571825110299415e-09
1951,1.2793682557799002e-08,0.0,1.2793682557799002e-08
1952,3.1634410646574906e-09,0.0,3.1634410646574906e-09
1953,6.464296653518886e-09,0.0,8.619061908632375e-09
1954,2.9317608341017376e-09,0.0,2.9317608341017376e-09
1955,6.569925492527773e-09,0.0,7.508486277174597e-09
1956,6.976913269340912e-09,0.0,9.593255967388359e-09
1957,1.7670075402875796e-09,0.0,1.7670075402875796e-09
1958,1.6544486891589827e-09,0.0,7.445019267748876e-09
1959,1.0851047171911432e-08,0.0,3.8753737996444215e-09
1960,4.152500121534786e-09,0.0,6.2287499602575735e-09
1961,4.86371165564492e-09,0.0,4.86371165564492e-09
1962,1.2683912808952869e-09,1.2683912808952869e-09,8.8787386332001e-09
1963,6.466053248388448e-10,0.0,9.052474325699222e-09
1964,1.8251904432275978e-09,1.8251904432275978e-09,1.034274621503073e-08
1965,2.73602163147757e-09,0.0,6.0192477668863376e-09
1966,5.539074976468328e-09,0.0,4.431259803538978e-09
1967,8.381570104631919e-09,2.465167847631733e-09,1.1832804958089582e-08
1968,8.084548142051062e-09,0.0,5.3896989093971115e-09
1969,7.2668124850849836e-09,1.8167031212712459e-09,1.2262746373892242e-08
1970,6.438214850135182e-09,4.5987250119061684e-10,4.1388523719376735e-09
1971,7.707596338946132e-09,2.0553589941130213e-09,9.762954888969944e-09
1972,1.5390440033513642e-09,5.130146862875051e-10,7.182205497002769e-09
1973,7.718485406371656e-09,0.0,4.9618833486420044e-09
1974,2.2502286700643026e-09,0.0,4.500457340128605e-09
1975,2.8557400888473694e-09,5.711480177694739e-10,4.569184142155791e-09
1976,6.2848797277581525e-09,0.0,1.085570122683066e-08
1977,5.876781838942691e-10,0.0,7.052138428775834e-09
1978,5.346532105932056e-09,0.0,8.316828115084718e-09
1979,3.5111840102075575e-09,0.0,4.681578680276743e-09
1980,1.7055452605774235e-09,0.0,2.2740602734216964e-09
1981,1.8976649140967083e-09,0.0,8.223214109648325e-09
1982,0.0,0.0,8.069752865935698e-09
1983,3.157658134966823e-09,0.0,9.47297440490047e-09
1984,5.799008495621649e-10,1.1598016991243298e-09,8.118611560803402e-09
1985,3.0077789148208467e-09,0.0,4.812446441349039e-09
