year,ces_DET autographes_NOUN,ces_DET photographes_NOUN
1800,0.0,0.0
1801,4.7623651688866175e-09,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,9.064295980465431e-09,0.0
1809,1.3554183553310395e-08,0.0
1810,2.106114038724627e-08,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,1.1921177378582115e-09,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,2.3667571014129862e-08,0.0
1822,0.0,0.0
1823,2.9648061783404955e-09,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,1.013900075008678e-08,0.0
1828,1.9261832351347152e-08,0.0
1829,1.3717081692732336e-08,0.0
1830,1.6698936899928185e-08,0.0
1831,0.0,0.0
1832,1.758896062131754e-08,0.0
1833,1.853380560135065e-08,0.0
1834,1.0267984018597076e-08,0.0
1835,1.5126175867408165e-09,0.0
1836,2.8227150394855016e-08,0.0
1837,3.1310508852300245e-08,0.0
1838,2.7773513266993177e-08,0.0
1839,1.3283803390606863e-08,0.0
1840,1.9746034141121527e-08,0.0
1841,1.4767261191650505e-08,6.420548537278137e-10
1842,1.475818312002275e-08,0.0
1843,1.8311423599648435e-08,0.0
1844,8.781698035420504e-09,0.0
1845,2.1204866529345168e-08,0.0
1846,1.5221703897339012e-08,0.0
1847,2.1572894581822766e-08,0.0
1848,1.6090443422100975e-09,0.0
1849,1.24015339109107e-07,0.0
1850,8.893584890756756e-08,0.0
1851,4.7080901843798983e-08,3.2247193804124663e-09
1852,5.664174484998341e-08,0.0
1853,3.3442817404250036e-08,0.0
1854,1.1430461910322265e-08,0.0
1855,1.2736649068756378e-08,3.714855978387277e-09
1856,4.71124215195573e-08,8.283502661576847e-09
1857,2.245494234998091e-08,2.9289055625270066e-09
1858,2.8383321470926148e-08,4.893676019968041e-10
1859,3.106225721083433e-08,4.073738679721828e-09
1860,3.06671317229501e-08,1.8308735638683515e-09
1861,1.7449066469499286e-08,2.8295783494058924e-09
1862,3.478849586180388e-08,4.969785055708442e-09
1863,2.796987663700179e-08,8.990317212909105e-09
1864,1.4863656305763584e-08,0.0
1865,6.730787482922551e-08,9.41368871743009e-10
1866,1.119090975443271e-08,0.0
1867,6.502767568861145e-08,2.426405742994575e-09
1868,2.865126935702733e-08,6.9158239135447275e-09
1869,5.078859888207887e-08,0.0
1870,4.185855617677703e-08,1.7202146374017957e-09
1871,2.5490826116580934e-08,9.559059321873065e-09
1872,2.3584623143335648e-08,5.442605477412599e-09
1873,2.873282073379002e-08,5.986004469882289e-10
1874,2.6288280441377765e-08,1.1949218281515073e-09
1875,2.2886109007913547e-08,2.2886108563824337e-09
1876,1.9951848617694168e-08,2.418405919968336e-09
1877,3.154256233983688e-08,1.2369631985365004e-09
1878,3.62345322635349e-08,2.4156354694326865e-09
1879,2.321543546290883e-08,1.221865053580018e-09
1880,2.8238523963608486e-08,6.417846254436199e-10
1881,1.8128518908255842e-08,9.064260064750584e-09
1882,3.3276926103553706e-08,6.655385131892899e-10
1883,4.2339572736693754e-08,5.0554711528150165e-09
1884,3.6969503014461225e-08,5.941527270181268e-09
1885,3.093905087681037e-08,1.2891271383708158e-09
1886,7.098810428374236e-08,1.936039106809062e-09
1887,3.982643903555072e-08,3.9173548849191775e-09
1888,4.121399488354882e-08,3.1703073499755874e-09
1889,2.5687060478674084e-08,5.012109394186837e-09
1890,3.4082809463598096e-08,8.520702365899524e-09
1891,5.163118110829146e-08,6.374220040683554e-10
1892,3.8864777618385915e-08,6.268512375839919e-10
1893,2.7712873995611176e-08,3.0792082772457263e-09
1894,3.465846631911518e-08,2.520615716150587e-09
1895,3.5509825746515844e-08,1.0833506536300774e-08
1896,2.8305739752099157e-08,5.89702897624278e-10
1897,2.9716239247079557e-08,1.2818769712374944e-08
1898,3.168678719411844e-08,1.6975064687230201e-09
1899,4.69844163575317e-08,7.185851913504848e-09
1900,3.841379392355293e-08,2.595526460424935e-09
1901,3.241468626846711e-08,3.353243460679778e-09
1902,4.075535731118407e-08,4.910284012726862e-09
1903,1.9980814336406638e-08,1.6200660812870638e-09
1904,2.1498500757388683e-08,6.449550227216605e-09
1905,1.9610883583709438e-08,3.6125313851442797e-09
1906,2.4177667312663687e-08,4.629766070518571e-09
1907,2.9314207061759134e-08,2.057137349353866e-09
1908,2.4556945810161324e-08,2.4556945366072114e-09
1909,2.8605113833179985e-08,3.85068837926994e-09
1910,2.2445433733864206e-08,2.137660271017694e-09
1911,3.298631945369834e-08,6.916486494645824e-09
1912,1.927485815400587e-08,6.251305251225858e-09
1913,3.340883614200152e-08,1.060597942803554e-09
1914,1.4732836284281348e-08,2.0090231700464756e-09
1915,4.594497049481561e-08,0.0
1916,9.888715846173568e-09,4.394984820521586e-09
1917,1.315970976634162e-08,4.386569774084137e-09
1918,9.189101035644853e-09,1.1486376294556067e-09
1919,2.2098836094386343e-08,9.207848705727883e-09
1920,2.95317041931753e-08,1.514446346106979e-09
1921,2.5747341647619493e-08,5.300923255902035e-09
1922,1.8444838545406128e-08,2.2133805899215986e-09
1923,1.6985517437007047e-08,0.0
1924,1.8048273875415077e-08,2.578324886925998e-09
1925,2.859526304632709e-08,1.0998177923937646e-09
1926,4.7928396362806325e-08,1.1146138456652466e-09
1927,2.787306307983073e-08,0.0
1928,2.742249805010033e-08,3.4278122562625413e-09
1929,1.3368487650211591e-08,2.2280812750352652e-09
1930,2.6259009189288918e-08,5.2518016602221e-09
1931,2.3951248095954725e-08,2.2810713318222042e-09
1932,2.301502632917618e-08,6.575722188983946e-09
1933,2.1794258397989097e-08,0.0
1934,2.995395043114968e-08,4.7926320689839486e-09
1935,2.2739739868882225e-08,3.590485242455088e-09
1936,9.699771208460106e-09,1.2124714565686645e-09
1937,1.76275650742852e-08,2.5182236296217297e-09
1938,1.4261735792331365e-08,3.8895642262559704e-09
1939,5.199977248793175e-08,4.588215141154706e-09
1940,2.028626333583361e-08,2.5357829169792012e-09
1941,1.1806010835613279e-08,2.9515025978810172e-09
1942,2.123948195098535e-08,3.034211770724937e-09
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,0.0
1945,8.714016175304096e-09,0.0
1946,9.744772988540262e-09,6.960552134671616e-09
1947,3.5762612871081956e-09,9.53669698766646e-09
1948,1.522064341230589e-08,9.784699273041042e-09
1949,7.362756360151934e-08,1.2762110479513922e-08
1950,2.0207187034770868e-08,7.444753036267571e-09
1951,1.4925962688039363e-08,1.0661401539380222e-08
1952,5.272401848444019e-09,1.0544804140977249e-08
1953,8.619062019654677e-09,1.0773827163745864e-08
1954,1.1727043114362345e-08,7.818028890937967e-09
1955,1.595553333899602e-08,1.8771215692936494e-09
1956,2.616342476002842e-09,1.3081712602058815e-08
1957,2.297109880089465e-08,3.5340151360863103e-09
1958,1.5717262602521487e-08,4.9633461784992505e-09
1959,2.5577468143467286e-08,2.3252243464000344e-09
1960,3.460416619915918e-09,4.844583401109048e-09
1961,1.806521465752553e-08,1.5980766709944305e-08
1962,1.5220695370743442e-08,1.0781325610054182e-08
1963,2.133797627479339e-08,6.4660533594107505e-09
1964,1.9468698431168718e-08,6.692365273064382e-09
1965,1.696333440381892e-08,5.4720434849997446e-09
1966,1.3293778966527725e-08,2.215629901769489e-09
1967,1.922830894507399e-08,6.902469651404175e-09
1968,1.7516521566562915e-08,4.042274237558985e-09
1969,1.7258679596565685e-08,4.995933444718048e-09
1970,1.7935027352145028e-08,4.59872487312829e-09
1971,1.0790635052160269e-08,2.0553589941130213e-09
1972,1.692948464748767e-08,7.69522001675682e-09
1973,2.0398853717296106e-08,9.372446596600525e-09
1974,1.2938814686336286e-08,1.0126029126311664e-08
1975,8.567219822452898e-09,9.138367840222372e-09
1976,1.199840626853188e-08,1.0855701004786056e-08
1977,1.5279633558407113e-08,1.7630345183761165e-08
1978,1.900989277103804e-08,1.9603950685009863e-08
1979,1.345953881681794e-08,1.345953881681794e-08
1980,9.66475616204221e-09,2.4446148660928202e-08
1981,1.4548764082356058e-08,2.150686839730298e-08
1982,8.690503427999374e-09,3.600351394794643e-08
1983,1.326216381158929e-08,4.294414823746706e-08
1984,1.1598017324310206e-08,2.7835240334894706e-08
1985,1.2031116436439504e-08,2.3460675624420446e-08
1986,1.4986213381362745e-08,3.177077223526226e-08
1987,2.0776777187592188e-08,3.6053820373638246e-08
1988,8.99483043603766e-09,3.7178633061074606e-08
1989,5.488121956886971e-09,4.061210301387064e-08
1990,6.538381391862913e-09,2.5063794151236607e-08
1991,8.20605094986604e-09,3.5754939009535747e-08
1992,1.1019887891094982e-08,5.179347706274484e-08
1993,1.3848018731721368e-08,4.3759739831727984e-08
1994,9.494867891923775e-09,4.167192013682097e-08
1995,1.138714633697191e-08,3.253470515218737e-08
1996,7.473328622609188e-09,5.978663075723034e-08
1997,9.589788740882454e-09,4.027711408838286e-08
1998,1.8118891720320107e-08,5.149579695995499e-08
1999,4.570201106446348e-09,3.199140796716904e-08
2000,1.1045078629479121e-08,3.799506909096806e-08
2001,3.943090742808408e-09,3.198284548311392e-08
2002,1.3143664823189738e-08,4.2497848795619575e-08
2003,5.000307501390466e-09,4.2085921414525274e-08
2004,8.80958239690699e-09,4.228599737032823e-08
2005,6.305249211635555e-09,8.106749493919096e-08
2006,6.588623646663905e-09,3.9943531149333467e-08
2007,6.790614959228947e-09,4.1143138673760404e-08
2008,8.940623241748824e-09,4.129716568712638e-08
2009,9.059565986291318e-09,4.052963564760148e-08
2010,8.975206911010503e-09,3.1649412646217456e-08
2011,7.64794394481072e-10,3.747492671735131e-08
2012,2.7234021704458655e-09,3.948933224862117e-08
2013,3.6258626101570712e-09,2.8170162424956402e-08
2014,6.71287994635783e-09,3.399748882415565e-08
2015,1.0639561953684762e-08,3.302697360041407e-08
2016,1.1392370158347376e-08,3.210577048662344e-08
2017,3.018733624182701e-09,3.320606900558687e-08
2018,3.0977601039872127e-09,2.865428005982551e-08
2019,5.8672718905583565e-09,3.188734787329395e-08
