year,véritables_ADJ hôtes_NOUN,véritables_ADJ fautes_NOUN
1886,6.453463874400711e-10,9.680196200179125e-09
1887,1.3057849246322917e-09,7.1818169189441505e-09
1888,5.07249175996094e-09,1.014498351992188e-08
1889,3.132568426877924e-09,1.1903759755682586e-08
1890,1.3108772956016423e-09,1.5730527991308918e-08
1891,6.374220040683554e-10,1.211101796627645e-08
1892,1.2537024751679837e-09,1.002961980134387e-08
1893,1.2316833108982905e-09,1.847525021858587e-09
1894,0.0,8.192000855444803e-09
1895,2.4074457982692365e-09,1.625025980445116e-08
1896,2.358811590497112e-09,1.2973464080801023e-08
1897,5.826713556089658e-10,1.4566784223291052e-08
1898,5.6583548957434e-10,9.619203211741478e-09
1899,2.2110313580014918e-09,7.738609753005221e-09
1900,3.633737311048435e-09,9.863001082521805e-09
1901,2.794369402536745e-09,1.3412973842719111e-08
1902,0.0,8.347482705062248e-09
1903,3.2401321625741275e-09,6.480264325148255e-09
1904,2.1498500757388683e-09,5.374625189347171e-09
1905,0.0,1.2385822145688508e-08
1906,2.572092316910357e-09,8.745113966313056e-09
1907,4.114274698707732e-09,1.2857108266928208e-08
1908,9.822778146428846e-10,1.3260750719723546e-08
1909,8.251475058784763e-09,7.701377313651392e-09
1910,5.344150677544235e-10,1.8170112525695004e-08
1911,1.5961122423746588e-09,1.5429085564733214e-08
1912,5.209421227725386e-10,1.1981668990301841e-08
1913,5.302989602995467e-09,6.363587878865928e-09
1914,6.696743604095445e-09,2.678697486047099e-09
1915,1.1780761921542648e-09,1.295883844676382e-08
1916,0.0,4.0653610255958483e-08
1917,0.0,1.0966424213165737e-08
1918,2.2972752589112133e-09,1.378365155346728e-08
1919,9.207848372660976e-10,1.1970202606903513e-08
1920,0.0,1.1358347151713133e-08
1921,5.300923255902035e-09,1.438822039290244e-08
1922,7.377935595798135e-09,2.951174193910333e-09
1923,0.0,5.307974060286824e-09
1924,5.156649773851996e-09,9.02413699321869e-09
1925,2.1996355847875293e-09,1.2097995494286806e-08
1926,1.0031524944054127e-08,1.0031524944054127e-08
1927,0.0,2.0068604555945058e-08
1928,1.1426041224282812e-09,1.9424270192303084e-08
1929,2.2280812750352652e-09,2.1166771446701205e-08
1930,4.201441416995522e-09,1.6805765667982087e-08
1931,2.2810713318222042e-09,9.124285327288817e-09
1932,3.287861094491973e-09,7.6716757391182e-09
1933,9.176529758292418e-09,8.02946331646126e-09
1934,2.3963160344919743e-09,2.156684431042777e-08
1935,0.0,1.6755597798123745e-08
1936,9.699771652549316e-09,1.33371855781661e-08
1937,1.2591118148108649e-09,5.0364472592434595e-09
1938,7.779128452511941e-09,1.2965214679638848e-08
1939,0.0,9.176430282309411e-09
1940,0.0,7.607348528892999e-09
1941,0.0,5.9030051957620344e-09
1942,9.102635090130207e-09,6.068423541449874e-09
1943,5.806470415592457e-09,0.0
1944,0.0,9.639558484764166e-09
1945,2.178504043826024e-09,4.357008087652048e-09
1946,0.0,5.568441707737293e-09
1947,1.1920870957027319e-09,4.7683483828109274e-09
1948,5.435944139264848e-09,4.348755133776194e-09
1949,1.9634016634739737e-09,7.853606653895895e-09
1950,5.317680518146517e-09,9.571825110299415e-09
1951,0.0,1.0661401539380222e-08
1952,4.2179215675730575e-09,1.370824520563474e-08
1953,1.0773827385790469e-09,2.1547654771580937e-09
1954,5.863521668203475e-09,5.863521668203475e-09
1955,1.8771215692936494e-09,5.631364707880948e-09
1956,5.232684952005684e-09,4.360570571293465e-09
1957,8.835037701437898e-10,2.6505113659425206e-09
1958,8.272243445794913e-10,4.9633461784992505e-09
1959,7.750747821333448e-10,7.750747599288843e-09
1960,0.0,1.038124963770315e-08
1961,6.948159270159238e-10,7.64297514166401e-09
1962,0.0,1.0147130247162295e-08
1963,6.466053248388448e-10,3.2330267352165265e-09
1964,6.083968329129164e-10,7.909158661334459e-09
1965,1.0944086747954884e-09,3.830430195250756e-09
1966,2.769537488234164e-09,1.1078149952936656e-08
1967,4.930335584241163e-10,1.7749208325312793e-08
1968,0.0,8.084548142051062e-09
1969,4.5417578031781147e-10,8.629339909305145e-09
1970,1.8394900047624674e-09,5.518470125309705e-09
1971,5.138397485282553e-10,4.1107179882260425e-09
1972,1.5390440033513642e-09,5.643161493651405e-09
1973,0.0,4.410563025913916e-09
1974,0.0,8.438357568252286e-09
1975,5.711480177694739e-10,3.998036124386317e-09
1976,0.0,5.142174241967723e-09
1977,0.0,1.2928920156696222e-08
1978,5.940591352171509e-10,1.0693064211864112e-08
1979,0.0,1.0533551808578068e-08
1980,2.2740602734216964e-09,5.6851505725319385e-09
1981,1.2651099057237047e-09,6.325549417596221e-09
1982,0.0,5.586751949948621e-09
1983,0.0,7.57837881337764e-09
1984,0.0,3.479405208395292e-09
1985,0.0,5.414002135495366e-09
1986,0.0,6.593933843390687e-09
1987,0.0,4.277571630240118e-09
1988,0.0,7.795519785247507e-09
1989,0.0,3.2928733073589456e-09
1990,0.0,1.6345953479657283e-09
1991,0.0,2.9307325455363298e-09
1992,2.2039776670368383e-09,1.65298330578878e-09
1993,0.0,6.093128224193833e-09
1994,1.0549853213248639e-09,4.2199412852994556e-09
1995,1.626735190995987e-09,3.795715741716776e-09
1996,1.067618438099771e-09,5.871901187504136e-09
1997,0.0,1.917957792585412e-09
1998,0.0,6.198567881199324e-09
1999,3.1991407301035224e-09,4.113180906983871e-09
2000,1.3254094488601709e-09,3.092622158362701e-09
2001,2.190605918883648e-09,7.0099388516098315e-09
2002,0.0,5.257465574004527e-09
2003,2.083461403401543e-09,5.000307723435071e-09
2004,8.809582507929292e-10,6.607186797680242e-09
2005,0.0,5.404499514582994e-09
2006,4.1178899179428186e-10,4.117890028965121e-09
2007,7.988958938831558e-10,3.994479413904628e-09
2008,1.2772318758180745e-09,2.9802078582719105e-09
2009,1.430457752249481e-09,2.384096253749135e-09
2010,1.4171379625338432e-09,4.723792912386671e-09
2011,3.82397197240536e-10,6.118355155848576e-09
2012,6.808505426114664e-10,6.127654827992046e-09
2013,2.789125042035323e-10,2.2313000336282585e-09
2014,1.2992671383216248e-09,4.7639794331644225e-09
2015,1.10828768384863e-09,2.438232948875907e-09
2016,1.2428040818690533e-09,3.935546111222266e-09
2017,1.2578056374223934e-09,2.5156112748447867e-09
2018,7.744400121190154e-10,4.64663996169179e-09
2019,7.65296326310505e-10,4.3366790158927415e-09
