year,nouveaux_ADJ oeufs_NOUN,nouveaux_ADJ feux_NOUN
1800,0.0,9.746909768182377e-08
1801,0.0,2.2383116515811707e-07
1802,6.713520406265161e-09,1.0517848636482086e-07
1803,5.460949736857401e-08,1.1897068930011301e-07
1804,0.0,1.9774807569206132e-08
1805,0.0,3.980028751016107e-08
1806,2.881669125542885e-09,1.0374009207225754e-07
1807,0.0,6.263301344233696e-08
1808,0.0,8.384473915157287e-08
1809,0.0,1.4457795316502597e-07
1810,0.0,1.1466621430145096e-07
1811,0.0,4.512738271955641e-08
1812,0.0,1.0135391192989118e-07
1813,2.8757416448144113e-09,8.052076339026826e-08
1814,0.0,5.664018942752591e-08
1815,0.0,3.506390555685357e-08
1816,0.0,4.8669683394564345e-08
1817,9.341240669868967e-09,1.0898114055635233e-07
1818,1.1921177378582115e-09,9.417730240102173e-08
1819,1.035105001712111e-09,5.796588098405664e-08
1820,0.0,9.01852530432734e-08
1821,0.0,8.185035227370463e-08
1822,0.0,7.318699601910339e-08
1823,2.9648061783404955e-09,7.313188632451784e-08
1824,0.0,9.852701765566962e-08
1825,8.805443041381977e-10,8.629334047327575e-08
1826,8.807984341885344e-10,4.932471142637951e-08
1827,1.8434546111834038e-09,7.92685455053288e-08
1828,0.0,8.6219628769868e-08
1829,0.0,2.2290258527846163e-08
1830,2.0873671680021744e-09,5.114049628218709e-08
1831,0.0,3.274153215215847e-08
1832,0.0,7.982681893281551e-08
1833,0.0,4.865124125785769e-08
1834,4.667265685043276e-09,5.3206825612051034e-08
1835,0.0,5.067268915581735e-08
1836,0.0,4.9061476659062464e-08
1837,6.957890930081589e-10,4.1051556820548285e-08
1838,0.0,5.5547026533986354e-08
1839,0.0,5.5232654005976656e-08
1840,0.0,5.350538501147639e-08
1841,1.2841097074556274e-09,3.723918240439161e-08
1842,6.708265054555795e-10,3.018719141323345e-08
1843,1.1813822142769936e-09,5.079943576902224e-08
1844,0.0,3.896878553177885e-08
1845,0.0,5.0780073479472776e-08
1846,0.0,3.0443406018321184e-08
1847,7.011190739092399e-09,2.7505439703645607e-08
1848,0.0,6.43617736884039e-09
1849,8.379414939696517e-10,5.1952373070207614e-08
1850,0.0,3.59816780814981e-08
1851,0.0,3.031236062156495e-08
1852,0.0,2.3437962681782665e-08
1853,0.0,2.030456869306363e-08
1854,0.0,4.8839247313026135e-08
1855,0.0,4.2986190607052777e-08
1856,0.0,3.31340110903966e-08
1857,0.0,3.026535466688074e-08
1858,4.893676019968041e-10,2.104280660830682e-08
1859,0.0,3.3099126994784456e-08
1860,0.0,2.9751696217772405e-08
1861,1.4147891747029462e-09,2.263662679524714e-08
1862,0.0,5.2860439581081664e-08
1863,0.0,3.596127129412707e-08
1864,4.794727948009836e-10,3.548098703731739e-08
1865,0.0,2.871175119878444e-08
1866,0.0,3.3572728597164314e-08
1867,0.0,2.1837651686951176e-08
1868,1.975949626142892e-09,3.902500367303219e-08
1869,1.953407657850903e-09,2.1487483792270723e-08
1870,1.1468097582678638e-09,5.390005952676802e-08
1871,0.0,5.098165090089424e-08
1872,0.0,1.4513614310374123e-08
1873,0.0,5.088103804951061e-08
1874,5.974609140757536e-10,2.8080663128093875e-08
1875,0.0,4.005068987567029e-08
1876,0.0,6.106474614853141e-08
1877,0.0,3.030559980743419e-08
1878,0.0,3.925407554561389e-08
1879,0.0,2.3215436684154156e-08
1880,2.5671385017744797e-09,2.6954953824542827e-08
1881,0.0,5.020205406935929e-08
1882,0.0,3.5939081044489285e-08
1883,0.0,4.9922778799782463e-08
1884,6.601696966868076e-10,2.1125430293977843e-08
1885,0.0,2.3848851782304337e-08
1886,0.0,5.8726520535401505e-08
1887,2.6115698492645834e-09,1.3710741875172516e-08
1888,1.9021844099853524e-09,1.6485598663962264e-08
1889,0.0,1.1903759755682586e-08
1890,0.0,9.831579994568074e-09
1891,1.2748440081367107e-09,1.3385862196457765e-08
1892,0.0,3.0715710863660206e-08
1893,0.0,3.263960834942736e-08
1894,0.0,2.2685540557176864e-08
1895,0.0,2.046328972937772e-08
1896,0.0,1.2383760683576384e-08
1897,0.0,3.088158351260972e-08
1898,0.0,1.584339415217073e-08
1899,0.0,2.5426860617017155e-08
1900,0.0,4.360484595622438e-08
1901,0.0,2.0678333711998675e-08
1902,1.4730852093691738e-09,2.7988617645746672e-08
1903,0.0,1.0260418292773466e-08
1904,1.0749250378694342e-09,1.6123875568041512e-08
1905,5.160759042333041e-10,1.2385822145688508e-08
1906,1.0288369045596824e-09,1.4403716441790948e-08
1907,5.142843373384665e-10,2.2114226894132116e-08
1908,9.822778146428846e-10,1.5225305460830896e-08
1909,1.1001967115120692e-09,1.1001967337165297e-08
1910,5.344150677544235e-10,7.749018493541371e-08
1911,0.0,2.181353409014264e-08
1912,0.0,1.3023552902780011e-08
1913,1.590896969716482e-09,2.9166443482608884e-08
1914,6.696743715117748e-10,1.1384464038144415e-08
1915,1.1780761921542648e-09,3.534228465440492e-09
1916,0.0,2.197492321442951e-08
1917,0.0,8.773139548168274e-09
1918,0.0,4.594550517822427e-09
1919,9.207848372660976e-10,2.2098836538475553e-08
1920,0.0,3.786115865267448e-09
1921,0.0,1.1359120755116692e-08
1922,7.377935484775833e-10,8.853522359686394e-09
1923,0.0,1.4862327368803108e-08
1924,0.0,1.804827398643738e-08
1925,1.0998177923937646e-09,1.8696901804560184e-08
1926,0.0,1.0031524944054127e-08
1927,0.0,7.804457524684949e-09
1928,1.1426041224282812e-09,1.0283437212876834e-08
1929,1.1140406375176326e-09,1.6710609784809094e-08
1930,0.0,1.995684684175103e-08
1931,0.0,1.1405356659111021e-08
1932,0.0,1.3151444377967891e-08
1933,0.0,2.408838994938378e-08
1934,0.0,2.036868629318178e-08
1935,1.196828414151696e-09,1.4361940969820353e-08
1936,0.0,6.0623572828433225e-09
1937,0.0,1.888667711114067e-08
1938,0.0,5.186085783037697e-09
1939,3.058810094103137e-09,2.4470480752825097e-08
1940,0.0,0.0
1941,0.0,2.9515025978810172e-09
1942,0.0,2.1239483061208375e-08
1943,0.0,1.1612940831184915e-08
1944,0.0,6.4263723231761105e-09
1945,2.178504043826024e-09,1.3071024262956144e-08
1946,0.0,1.1136883415474585e-08
1947,0.0,1.1920871401116528e-08
1948,0.0,8.697510267552389e-09
1949,0.0,2.7487622844546422e-08
1950,0.0,2.4461330738745346e-08
1951,0.0,6.396841278899501e-09
1952,2.1089607837865287e-09,1.1599284199803606e-08
1953,0.0,9.69644453618912e-09
1954,4.886268278880834e-09,1.2704297169818801e-08
1955,0.0,8.447047505910632e-09
1956,0.0,1.9186511934776718e-08
1957,8.835037701437898e-10,1.767007518083119e-08
1958,0.0,1.5717262158432277e-08
1959,0.0,2.4802393028267034e-08
1960,0.0,8.997083078554624e-09
1961,6.948159270159238e-10,1.389631876236308e-08
1962,0.0,1.0781326054143392e-08
1963,0.0,2.133797494252576e-08
1964,6.083968329129164e-10,6.6923653285755336e-09
1965,5.472043373977442e-10,1.7510538796727815e-08
1966,5.539074754423723e-10,1.7725039214155913e-08
1967,9.860671168482327e-10,2.8102911997507363e-08
1968,4.4914158503495116e-10,1.8863946849023705e-08
1969,4.5417578031781147e-10,2.5433843475752838e-08
1970,0.0,1.1956685419534097e-08
1971,0.0,1.9525909777939887e-08
1972,0.0,1.5903454553267693e-08
1973,5.513203782392395e-10,1.1026407342740185e-08
1974,0.0,7.875800456247362e-09
1975,0.0,5.711480177694739e-09
1976,0.0,1.1427053969725876e-08
1977,5.876781838942691e-10,1.880570188461661e-08
1978,0.0,1.4257419245211622e-08
1979,0.0,1.8726314721106974e-08
1980,0.0,1.3644362084619388e-08
1981,0.0,1.5181319312773667e-08
1982,0.0,9.932003663948308e-09
1983,0.0,9.47297440490047e-09
1984,0.0,1.275781880138993e-08
1985,0.0,1.6843562988810845e-08
1986,5.994485463567401e-10,1.7983456501724504e-08
1987,0.0,2.199894133525504e-08
1988,1.1993107618124554e-09,1.3192418713003917e-08
1989,5.488122178931576e-10,1.4817929994137558e-08
1990,0.0,1.6345952147389653e-08
1991,2.9307325455363298e-09,9.96449056600568e-09
1992,0.0,1.0468894195980738e-08
1993,0.0,1.606370148010683e-08
1994,0.0,1.1077346151466827e-08
1995,0.0,1.2471637056421514e-08
1996,0.0,9.60856638698715e-09
1997,1.438468344439059e-09,1.3425704992187093e-08
1998,0.0,1.144351013948608e-08
1999,4.570201161957499e-10,8.866189915579525e-08
2000,0.0,1.590491294223284e-08
2001,0.0,1.1391150245287918e-08
2002,0.0,1.3143664823189738e-08
2003,0.0,1.6250998768896352e-08
2004,0.0,9.690540814233373e-09
2005,0.0,1.3511249008502091e-08
2006,0.0,1.3589036562677848e-08
2007,0.0,1.1583990655594789e-08
2008,0.0,1.1495087548496485e-08
2009,0.0,8.582746957586096e-09
2010,0.0,1.1809482280966677e-08
2011,7.64794394481072e-10,6.500752380844688e-09
2012,3.404252713057332e-10,1.327658516458996e-08
2013,0.0,1.561910067948702e-08
2014,0.0,1.2126492698882885e-08
2015,0.0,1.6402658786773827e-08
2016,0.0,1.6156452176119274e-08
2017,0.0,1.635147306444651e-08
2018,5.162933414126769e-10,1.161660012627408e-08
2019,0.0,1.632632162795744e-08
