year,les_DET eaux_NOUN,les_DET faux_ADJ
1800,6.798626600357238e-05,3.4302833684662914e-06
1801,5.570538405663683e-05,3.788461408138488e-06
1802,6.57835489619174e-05,3.1866842675754015e-06
1803,6.877285841255798e-05,3.044479482294804e-06
1804,6.552382501467946e-05,3.327111350870382e-06
1805,6.032870669514523e-05,3.2920523809210067e-06
1806,5.051277844358992e-05,3.855673401886861e-06
1807,5.490352896231343e-05,3.510295572883848e-06
1808,5.092548053653445e-05,3.2178250788383878e-06
1809,5.907139029659447e-05,3.6189669447850292e-06
1810,5.2238649459468434e-05,4.731736375163109e-06
1811,5.3568709972751094e-05,3.469794240373858e-06
1812,5.794242997581023e-05,3.7340915355343895e-06
1813,4.849650667893002e-05,2.826853954474018e-06
1814,4.401571959533612e-05,4.543801793488456e-06
1815,5.169229098100914e-05,3.2177876487793355e-06
1816,5.242188080956112e-05,3.4625001887889084e-06
1817,4.4865978225061554e-05,3.8018849031207225e-06
1818,5.1160924613213865e-05,3.4440282588033e-06
1819,4.7381931381096365e-05,3.387898752649221e-06
1820,3.839281180262333e-05,4.18768108101375e-06
1821,3.80860542463779e-05,3.55408037711058e-06
1822,4.8787653213366866e-05,3.922021008406773e-06
1823,3.7892198633926455e-05,3.4609168748644947e-06
1824,4.0812080214891466e-05,3.872027601659056e-06
1825,4.547130765786278e-05,3.7423134013891968e-06
1826,4.5599815848618164e-05,3.341749288843232e-06
1827,4.266859968993231e-05,3.6435880836904744e-06
1828,4.227238491694152e-05,3.666168803206915e-06
1829,4.606024685926968e-05,3.374402080424943e-06
1830,4.466026530280942e-05,3.6633292879173496e-06
1831,4.8145645450858865e-05,3.129155139447448e-06
1832,4.258693161318661e-05,3.2715465019261813e-06
1833,5.670186237693997e-05,2.1835139047965413e-06
1834,4.441183205017296e-05,3.2260137883266538e-06
1835,5.218606474954868e-05,3.3375906625110474e-06
1836,4.175064509581716e-05,3.5982895507657986e-06
1837,4.713414455181919e-05,3.613928515555642e-06
1838,4.5350988330028486e-05,3.133357277640414e-06
1839,4.228024772601202e-05,2.6245998423490846e-06
1840,4.3711350599551224e-05,3.0829292524958696e-06
1841,4.367578185338061e-05,3.6783321579747508e-06
1842,3.850678172057087e-05,3.148188754575898e-06
1843,4.213517991047411e-05,3.5919926633098953e-06
1844,4.2020973978651455e-05,3.0181597667766624e-06
1845,4.3623432247841265e-05,3.460299438096115e-06
1846,4.385255556371703e-05,3.7176083873546872e-06
1847,3.948055450564425e-05,4.554037995596616e-06
1848,4.3825539705721894e-05,3.1674037710427427e-06
1849,4.31640432907443e-05,2.9637989515940433e-06
1850,3.981474583270028e-05,3.3795622016441484e-06
1851,4.472298724067514e-05,4.635211530157335e-06
1852,4.753544521918229e-05,4.671967360536655e-06
1853,4.7953417379176244e-05,5.048671191332232e-06
1854,4.652613529287919e-05,3.861417785078203e-06
1855,4.722218659480859e-05,4.136226731787929e-06
1856,4.4654809698840836e-05,4.348839086176781e-06
1857,4.9362308800482424e-05,3.592790630335685e-06
1858,4.278541041458084e-05,3.47304178127672e-06
1859,4.789290733242524e-05,3.037990715881733e-06
1860,4.40297640125209e-05,2.875844539396155e-06
1861,4.351419875092688e-05,3.2200599209275538e-06
1862,4.55652457276301e-05,2.9344321146318464e-06
1863,4.365847894405306e-05,4.087597638147145e-06
1864,4.697203030445962e-05,3.2958960289874994e-06
1865,4.387814396977774e-05,3.2237175826566045e-06
1866,4.269624105290859e-05,3.066795905226627e-06
1867,4.248054256095202e-05,2.926245377565806e-06
1868,4.514106421993347e-05,2.9214415224743107e-06
1869,4.1994847379100975e-05,3.087360783027293e-06
1870,4.5666539335798007e-05,3.0625554470198324e-06
1871,3.967434554397187e-05,2.5097840747889677e-06
1872,4.122652535443194e-05,2.8198743464713516e-06
1873,5.254634288576199e-05,2.343520737468907e-06
1874,4.5013302042207215e-05,2.3838689493516085e-06
1875,4.4648510083789006e-05,2.4425200066957586e-06
1876,4.7088783503568266e-05,2.6155060446342304e-06
1877,4.5572196768262074e-05,2.7108048792356954e-06
1878,4.281834753783187e-05,2.8172347619204174e-06
1879,4.3463571500979015e-05,2.419292727040556e-06
1880,4.3280670297463075e-05,2.5344075176292336e-06
1881,4.544889452517964e-05,2.337184545453397e-06
1882,4.390091635286808e-05,2.891764822265941e-06
1883,4.515736327448394e-05,2.3956612764663987e-06
1884,4.18494773839484e-05,2.2888083393013403e-06
1885,4.54339970019646e-05,2.3262299286841426e-06
1886,4.119181630812818e-05,2.2032126261173346e-06
1887,4.354466136646806e-05,2.470545016564074e-06
1888,4.3317812469467754e-05,2.342223121232223e-06
1889,4.0451482846037834e-05,2.990349700304762e-06
1890,3.9446917980967555e-05,2.4664155269249477e-06
1891,3.9439210240743705e-05,4.142605536827659e-06
1892,4.236260747347842e-05,2.2823653083037243e-06
1893,3.896676594195014e-05,2.1597566277620217e-06
1894,4.26444084951072e-05,2.154496254291871e-06
1895,3.66443339316902e-05,2.1847571218813755e-06
1896,3.8180903629836394e-05,2.12882751426946e-06
1897,3.748616313714592e-05,2.018956202221034e-06
1898,3.740908141480759e-05,2.162057398891193e-06
1899,3.880802159983432e-05,2.445953407814727e-06
1900,3.731225183400966e-05,2.2342292353982884e-06
1901,3.640392628767586e-05,2.240525349250788e-06
1902,3.319499182907748e-05,2.0205818209717563e-06
1903,4.051623409395688e-05,2.3107543007938602e-06
1904,3.729345053216093e-05,2.0563315565880202e-06
1905,3.7917643567197956e-05,2.140682825668705e-06
1906,3.8181166473805206e-05,2.1440961592844587e-06
1907,3.486436298771878e-05,2.080280106397936e-06
1908,3.541946421137254e-05,2.2312441565475183e-06
1909,3.316763081784302e-05,2.1552853475270695e-06
1910,3.7492958654183894e-05,2.1798790621474495e-06
1911,3.4798970318661304e-05,2.113784701052168e-06
1912,3.2226522080236464e-05,2.20514797888427e-06
1913,3.2867930485736e-05,2.1185444154525612e-06
1914,3.4012092100965674e-05,2.1630481956691483e-06
1915,3.099282935181691e-05,1.6210328235288785e-06
1916,2.7767514666265924e-05,2.1590363541434954e-06
1917,2.699824017327046e-05,1.9092544727428162e-06
1918,2.5906372229655972e-05,2.0216022740271455e-06
1919,2.6458752699909382e-05,1.7955304665306926e-06
1920,2.6571718080958817e-05,2.068733692794922e-06
1921,2.8126698907726677e-05,1.97194348316998e-06
1922,2.753593116722186e-05,1.8636664655957702e-06
1923,2.7326511826686328e-05,1.8556676906200664e-06
1924,2.9176324687796296e-05,2.124539744130516e-06
1925,3.1013762281872914e-05,1.953276409949467e-06
1926,2.7692580943039502e-05,2.41982669990648e-06
1927,2.8461742203944596e-05,2.394853481746395e-06
1928,2.8264598768146243e-05,2.279495198820314e-06
1929,2.93516281999473e-05,1.9740800567547012e-06
1930,2.7889168450201396e-05,2.1259293774278376e-06
1931,2.7529109047463862e-05,2.0928828945443456e-06
1932,2.97343190140964e-05,2.161220670870989e-06
1933,2.7928768531637616e-05,1.886923904237392e-06
1934,2.6996897076969617e-05,1.7828591012403194e-06
1935,2.5725827072164975e-05,2.0010970587236443e-06
1936,2.6657397938834038e-05,2.196998323711341e-06
1937,2.650808050930209e-05,1.6796551847164665e-06
1938,2.7645727413982968e-05,1.938299519110842e-06
1939,2.8066112690794398e-05,1.9178739236735964e-06
1940,3.060943595301069e-05,1.965231732015127e-06
1941,2.800090442178771e-05,2.0542458329941837e-06
1942,2.8175689749332378e-05,2.2817272409270117e-06
1943,3.047816267098824e-05,2.444523950373423e-06
1944,2.251479622827901e-05,2.454874231005988e-06
1945,2.1432122707665258e-05,2.4617095704115854e-06
1946,2.188536768699123e-05,2.6255202669744904e-06
1947,2.1142856098776974e-05,2.4843094763582485e-06
1948,2.4086668418021873e-05,2.2265626142825568e-06
1949,2.523756484151818e-05,1.9584931862937083e-06
1950,2.4971829134301515e-05,2.18556674269621e-06
1951,2.5193958208546974e-05,2.0960316078344476e-06
1952,2.7510338895808673e-05,2.177501968958495e-06
1953,2.7471106022858294e-05,2.1127475378079907e-06
1954,2.543204777794017e-05,2.379612539016307e-06
1955,2.4735770011830027e-05,2.3388934380363935e-06
1956,2.3406671971315518e-05,2.0939460654290087e-06
1957,2.666591149136366e-05,2.1884388878845584e-06
1958,2.492426960998273e-05,2.0118096557553145e-06
1959,2.3949811520651565e-05,2.012869160239461e-06
1960,2.3416639351125923e-05,2.1067016255926774e-06
1961,2.3215190140035702e-05,2.41795943978218e-06
1962,2.1953949726594146e-05,2.2640784571592576e-06
1963,2.184103391300596e-05,2.0969410599036564e-06
1964,2.1922363885096274e-05,2.26871174291432e-06
1965,2.071277936011029e-05,2.398396699021532e-06
1966,2.14644685456733e-05,2.2621581337034513e-06
1967,2.08952558296005e-05,2.6845676757147885e-06
1968,2.136027489996195e-05,2.468482108497483e-06
1969,2.1848579194738704e-05,2.609239913908823e-06
1970,2.304237148109678e-05,2.250156150296334e-06
1971,2.0255562617421674e-05,2.50496867693073e-06
1972,2.0588305915225646e-05,2.3906484045710386e-06
1973,2.0508015722953132e-05,2.439041303148315e-06
1974,2.0304938061599387e-05,2.1028386640864483e-06
1975,1.9844537064273027e-05,2.3120072185633944e-06
1976,1.95579740420726e-05,2.1539995671560064e-06
1977,2.0426518290150852e-05,2.3125136223711706e-06
1978,1.9726921550500265e-05,2.3869296441603183e-06
1979,1.9442010852799285e-05,2.624024887154519e-06
1980,2.032498196058441e-05,2.4582591748867344e-06
1981,1.960793792932236e-05,2.3157837176768226e-06
1982,2.147733721358236e-05,2.4488596324090395e-06
1983,1.769235859683249e-05,2.1282614639517305e-06
1984,1.9131507997371955e-05,2.4373232250241017e-06
1985,1.9714788777491776e-05,2.507284602160098e-06
1986,1.7413381215192203e-05,2.3522360770300565e-06
1987,1.8069073917104106e-05,2.3606085406413513e-06
1988,1.697744278317259e-05,2.4495921664424714e-06
1989,1.778974819899304e-05,2.4734966146411352e-06
1990,1.9664726778501063e-05,2.5308983673255625e-06
1991,1.7314181832261966e-05,2.5978013660221677e-06
1992,1.727147048313782e-05,2.675628820725251e-06
1993,1.6685200307620107e-05,2.689285267365449e-06
1994,1.7116609683398565e-05,2.483962894928027e-06
1995,1.5510920434280706e-05,2.5122213607176036e-06
1996,1.6415167351624405e-05,2.361572036591042e-06
1997,1.4807592947363446e-05,2.6606869774070674e-06
1998,1.445076907202747e-05,2.499453302107213e-06
1999,1.5702297332609305e-05,2.5401178085360243e-06
2000,1.5205097611215024e-05,2.5160689087755372e-06
2001,1.502711859302508e-05,2.7167893996704606e-06
2002,1.43392993550151e-05,2.6716689180972253e-06
2003,1.465381808429811e-05,2.5634909697203057e-06
2004,1.3170325416922424e-05,2.6010291680478304e-06
2005,1.3489631157881377e-05,2.4581465503104027e-06
2006,1.4077830655878643e-05,2.714101331235952e-06
2007,1.3562456047111482e-05,2.4370320392819167e-06
2008,1.5049197713778995e-05,2.380760271591953e-06
2009,1.572406858940667e-05,2.325924338464347e-06
2010,1.5020716773506138e-05,2.3278852578911824e-06
2011,1.588592635926034e-05,2.516938341301511e-06
2012,1.623828507035796e-05,2.327487532483019e-06
2013,1.4199435554473894e-05,2.2156808991979915e-06
2014,1.524733295354963e-05,2.5580404319214267e-06
2015,1.5495413208554965e-05,2.3174295371575226e-06
2016,1.8074306353810243e-05,2.292144836602006e-06
2017,1.6079032775451196e-05,2.0537450664548373e-06
2018,1.484988683841948e-05,2.137712556304905e-06
2019,1.3831200817548961e-05,2.1418093236746927e-06
