year,ces_DET autos_NOUN,ces_DET photos_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,1.1702034896643454e-08,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,1.99286853685976e-08,0.0
1808,1.3596443970698147e-08,0.0
1809,0.0,0.0
1810,2.106114038724627e-08,0.0
1811,5.0141535368197765e-09,0.0
1812,4.000812481308458e-08,0.0
1813,6.901780125190271e-08,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,4.6352077731626196e-09,0.0
1817,4.670620334934483e-09,0.0
1818,3.5763532135746345e-09,0.0
1819,1.9666995143552413e-08,0.0
1820,9.493184904840746e-09,0.0
1821,2.9584463767662328e-09,9.86148829262845e-10
1822,1.1028177482330648e-08,0.0
1823,0.0,0.0
1824,9.263223965660927e-09,0.0
1825,8.805443041381977e-10,0.0
1826,6.165588817275136e-09,8.807984341885344e-10
1827,4.608636472447358e-09,0.0
1828,1.3758452155343548e-08,0.0
1829,2.0575622095009294e-08,8.57317605795771e-10
1830,0.0,0.0
1831,4.677361609140007e-09,0.0
1832,1.3529969367098715e-09,0.0
1833,2.4325619296661216e-08,0.0
1834,0.0,0.0
1835,1.2100940693926532e-08,0.0
1836,0.0,0.0
1837,2.3656828385121287e-08,0.0
1838,3.787297142565649e-09,0.0
1839,2.0974426639952526e-09,0.0
1840,6.369688665408546e-10,0.0
1841,0.0,0.0
1842,2.683306021822318e-09,0.0
1843,6.497602123012314e-09,0.0
1844,6.586273748609983e-09,0.0
1845,0.0,0.0
1846,5.854501328173001e-10,0.0
1847,2.6966118227278457e-09,0.0
1848,4.02261068899179e-09,0.0
1849,0.0,0.0
1850,6.788996032014438e-10,0.0
1851,0.0,0.0
1852,2.6042181744401205e-09,0.0
1853,3.5831591027601917e-09,0.0
1854,1.1430461577255357e-08,0.0
1855,1.0613874223963649e-09,0.0
1856,5.177189232874468e-10,0.0
1857,5.857811125054013e-09,0.0
1858,7.3405139189297586e-09,0.0
1859,1.5276520048956854e-09,1.018434669930457e-09
1860,9.154367819341758e-10,0.0
1861,8.960331143725853e-09,0.0
1862,1.355395878865906e-09,0.0
1863,1.2486552236623538e-08,0.0
1864,2.397363974004918e-09,0.0
1865,4.706844358715045e-10,0.0
1866,1.4596838737723772e-09,0.0
1867,1.94112459439566e-09,0.0
1868,1.2349685496459983e-08,0.0
1869,2.4905947748621315e-08,0.0
1870,2.9243649279919737e-08,0.0
1871,4.248470908407853e-09,0.0
1872,0.0,0.0
1873,1.1972008939764578e-09,0.0
1874,5.377148393215236e-09,0.0
1875,0.0,0.0
1876,6.04601479992084e-10,0.0
1877,0.0,6.184815992682502e-10
1878,7.2469061862534545e-09,0.0
1879,0.0,0.0
1880,3.2089231272180996e-09,0.0
1881,2.091752326904839e-09,0.0
1882,0.0,6.655385131892899e-10
1883,1.8958017378167824e-09,1.2638677882037541e-09
1884,6.601696966868076e-10,0.0
1885,0.0,0.0
1886,2.5813855497602844e-09,0.0
1887,2.6115699047757346e-09,0.0
1888,2.53624587998047e-09,0.0
1889,1.2530273485467092e-09,0.0
1890,1.3108772956016423e-09,0.0
1891,1.9122659011827636e-09,0.0
1892,0.0,0.0
1893,0.0,6.158416554491453e-10
1894,4.411077725308132e-09,0.0
1895,1.2037228991346183e-09,0.0
1896,0.0,1.7691086373616827e-09
1897,1.7480140668268973e-09,0.0
1898,6.790025652847476e-09,5.6583548957434e-10
1899,0.0,0.0
1900,1.038210628578895e-09,0.0
1901,4.470991243898936e-09,4.470991132876634e-09
1902,4.910283846193408e-10,4.910283846193408e-10
1903,2.7001101354784396e-09,0.0
1904,2.1498500757388683e-09,2.1498500757388683e-09
1905,5.160759042333041e-09,3.096455369888673e-09
1906,1.5432553568395235e-09,3.0865107691901983e-09
1907,3.0857059130084963e-09,5.142843373384665e-10
1908,8.349361424464519e-09,3.929111258571538e-09
1909,6.601180380094718e-09,6.601180269072415e-09
1910,5.34415089958884e-09,2.6720753387721174e-09
1911,8.51259862599818e-09,3.1922244847493175e-09
1912,9.376957876838787e-09,5.730363294986773e-09
1913,1.5378670337184985e-08,7.424185488602575e-09
1914,2.8126323936561448e-08,9.37544131218715e-09
1915,3.534228509849413e-08,1.4136913861761968e-08
1916,7.031975890470221e-08,4.724608615447323e-08
1917,3.728584196949214e-08,2.7416061421092763e-08
1918,3.3310490366034173e-08,2.2972751700933713e-08
1919,5.4326304343987886e-08,1.3811772281435708e-08
1920,3.483226684863894e-08,2.4231140649533245e-08
1921,2.9533715473206712e-08,3.256281466690325e-08
1922,2.6560568577860266e-08,2.4347187377316004e-08
1923,1.6985516548828627e-08,1.5923922624949682e-08
1924,1.2891624434629989e-08,2.0626598873363378e-08
1925,2.969508106076546e-08,2.749544592006714e-08
1926,5.795991864232519e-08,4.346994053605613e-08
1927,2.787306307983073e-08,2.1183527376678057e-08
1928,2.2852082448565625e-08,3.884853949642775e-08
1929,1.6710609340719884e-08,4.0105461174277934e-08
1930,3.151081040542181e-08,3.571225182241733e-08
1931,5.1324105854178015e-08,5.36051762978218e-08
1932,3.9454332245725254e-08,9.753987484373283e-08
1933,2.4088391503696016e-08,4.244145035414704e-08
1934,1.7972370258689807e-08,4.7926320689839486e-08
1935,3.7101681726881e-08,6.702239030431656e-08
1936,3.031178685830582e-08,6.668593144354418e-08
1937,3.021868399954997e-08,1.0450627918601185e-07
1938,1.9447821797413667e-08,6.741911806606993e-08
1939,1.3764645423464117e-08,9.635251885242724e-08
1940,1.77504799747652e-08,7.86092684279538e-08
1941,6.493305626520396e-08,7.083606057278757e-08
1942,3.6410540360520827e-08,1.0316320064873707e-07
1943,2.0322646232528996e-08,6.09679391416762e-08
1944,3.855823393905666e-08,1.0282195717081777e-07
1945,3.267756065739036e-08,1.590307974197458e-07
1946,3.897909106598263e-08,1.350347051953804e-07
1947,4.52993091926146e-08,1.1324827653425018e-07
1948,2.174377655705939e-08,1.2611389976768805e-07
1949,2.5524220959027843e-08,1.148589987565174e-07
1950,2.9779012811204097e-08,1.308149464307462e-07
1951,2.985192559812333e-08,1.449950666199129e-07
1952,2.4253048902522778e-08,1.7715270317353315e-07
1953,2.693456835345387e-08,1.971610466000584e-07
1954,1.8567819282111486e-08,2.0815502210780323e-07
1955,2.7218262754757916e-08,2.1305329056531264e-07
1956,3.139611037816792e-08,2.2936601951073499e-07
1957,2.208759353194978e-08,2.0408936762805752e-07
1958,1.4062813691317899e-08,1.6130875124531485e-07
1959,2.40273188012452e-08,1.6354078269387173e-07
1960,2.4914999896541445e-08,1.7094459181521415e-07
1961,1.6675582137359868e-08,2.438803861082306e-07
1962,1.585489073363533e-08,2.6445958667409286e-07
1963,2.58642133266207e-08,2.3536433957360714e-07
1964,2.007709509754818e-08,1.9833737141539132e-07
1965,1.6963333848707407e-08,1.827662501341365e-07
1966,1.3293779521639237e-08,1.8722072780974486e-07
1967,1.4297973249810525e-08,2.1742780376143855e-07
1968,1.3025105716213403e-08,1.7830920739925205e-07
1969,1.3171097296149625e-08,2.0619580354264144e-07
1970,1.517579276133496e-08,1.7705091615027868e-07
1971,1.2332153520588918e-08,1.8909302212932744e-07
1972,1.0260293392683195e-08,2.1649219306141276e-07
1973,1.8193571982294543e-08,2.613258658357154e-07
1974,1.6876714470370757e-08,2.6327675684001406e-07
1975,8.567219822452898e-09,2.6044348899745273e-07
1976,1.428381724011274e-08,3.348126824676001e-07
1977,1.645498937108414e-08,3.149954963532764e-07
1978,8.31682822610702e-09,3.154454120135597e-07
1979,8.192762690484301e-09,2.9084308295068695e-07
1980,9.664756328575663e-09,3.809050994618701e-07
1981,1.4548763971333756e-08,4.510116866640601e-07
1982,8.069753087980303e-09,4.264554007704646e-07
1983,1.3893695416378193e-08,4.1933699890250864e-07
1984,2.2036232338873418e-08,4.268070270541102e-07
1985,1.2031116103372597e-08,3.8379259592602466e-07
1986,7.792830936104167e-09,4.2201178729328603e-07
1987,7.332980112018106e-09,4.259239432258255e-07
1988,1.139345240375178e-08,4.3534981131188033e-07
1989,4.939310072060721e-09,4.3904976365638504e-07
1990,1.3076762395147767e-08,4.1845638776294436e-07
1991,1.3481369798284959e-08,3.8216754205677717e-07
1992,1.046889430700304e-08,4.2646967557402604e-07
1993,1.1078414630105726e-08,3.966072625871675e-07
1994,1.1604838590084654e-08,3.7399228602907897e-07
1995,7.591431483433553e-09,4.842248628733614e-07
1996,1.0676184158953106e-08,4.729549587523252e-07
1997,6.712852163026639e-09,4.459251883304205e-07
1998,1.09666975500744e-08,5.03991259392933e-07
1999,5.941261538300324e-09,4.807851610166836e-07
2000,7.068850393920911e-09,5.310473909503344e-07
2001,1.577236274918903e-08,4.906957258299371e-07
2002,8.76244299341522e-09,4.95516154330744e-07
2003,8.750537905388711e-09,5.442001267397245e-07
2004,9.250061883125937e-09,5.721823796989156e-07
2005,8.106749382896794e-09,6.143114319456799e-07
2006,9.471146866779634e-09,5.56326916978378e-07
2007,7.190063211481856e-09,7.909069381639711e-07
2008,9.79211156604265e-09,7.497351361962501e-07
2009,8.105927484791664e-09,9.245525092183016e-07
2010,7.55806894847666e-09,9.811318051333728e-07
2011,1.0324723964671989e-08,1.0852432268393386e-06
2012,1.770211344176431e-08,1.2823819730556352e-06
2013,1.3945625543243523e-08,1.2486913050224757e-06
2014,1.2992671161171643e-08,1.2360361125729469e-06
2015,1.0196247068883224e-08,1.2811805731871573e-06
2016,1.0978102121805833e-08,1.2179479114138303e-06
2017,1.3332740161908774e-08,1.5362838468035989e-06
2018,1.0067720268569502e-08,1.5483637127999827e-06
2019,7.908062205075339e-09,1.4050840633217376e-06
