year,mêmes_ADJ âmes_NOUN,mêmes_ADJ ames_NOUN,mêmes_ADJ femmes_NOUN
1873,1.496501056408306e-08,5.986004469882289e-10,5.686704085405836e-08
1874,1.7923827755339516e-08,0.0,4.779687401423871e-08
1875,2.345826111138649e-08,0.0,4.4627910256167524e-08
1876,2.8416270225761764e-08,0.0,3.869449471949338e-08
1877,3.0924081073635534e-08,0.0,5.504486111362894e-08
1878,2.0532901601200138e-08,0.0,5.435179772916854e-08
1879,1.0996785704264767e-08,0.0,6.1704184872724e-08
1880,9.626769603698904e-09,0.0,8.407378260244514e-08
1881,1.8128519130300447e-08,0.0,4.462404845639867e-08
1882,9.317538740560849e-09,0.0,2.7952617998039386e-08
1883,1.4534479397809719e-08,6.319338941018771e-10,4.2339571848515334e-08
1884,2.5746619058963915e-08,1.3203393933736152e-09,6.535680086017237e-08
1885,9.023890079618013e-09,0.0,4.5119449509911647e-08
1886,8.38950331427668e-09,0.0,4.323820945728585e-08
1887,1.8933882017790893e-08,1.3057849246322917e-09,3.656197833379338e-08
1888,1.8387781963724592e-08,0.0,5.452928775184773e-08
1889,2.8819629349641218e-08,0.0,3.5084767091575486e-08
1890,7.209825181320184e-09,6.554386478008212e-10,5.767860145056147e-08
1891,2.039750413018737e-08,0.0,3.6970476458009216e-08
1892,1.0656471260972467e-08,0.0,2.193979398157353e-08
1893,1.7243566574620672e-08,0.0,2.894455697344256e-08
1894,1.0082462864602348e-08,0.0,4.159015887239548e-08
1895,2.046328972937772e-08,1.2037228991346183e-09,4.634333095054899e-08
1896,2.5946928161602045e-08,5.89702897624278e-10,3.951009475144929e-08
1897,1.3401440845939305e-08,0.0,4.603103676004139e-08
1898,2.319925584970406e-08,5.6583548957434e-10,5.771521927044887e-08
1899,2.984892333302014e-08,5.527578395003729e-10,7.130576307190495e-08
1900,3.8932899570909285e-08,1.038210628578895e-09,3.633737222230593e-08
1901,2.738482152153665e-08,0.0,3.912117207960364e-08
1902,1.0802624572647801e-08,0.0,4.075535642300565e-08
1903,7.020286574288548e-09,0.0,4.428180488957878e-08
1904,3.171028950532673e-08,5.374625189347171e-10,5.0521478556220245e-08
1905,1.5482276793932215e-08,0.0,2.8900251081154238e-08
1906,1.594697174311932e-08,0.0,3.652370850204534e-08
1907,1.3885677496716653e-08,0.0,5.554270998686661e-08
1908,2.1118973236866623e-08,0.0,5.6972112361108884e-08
1909,2.585462333115629e-08,5.500983557560346e-10,4.2357573448725816e-08
1910,1.8170112525695004e-08,0.0,7.054278938767311e-08
1911,2.2877609140437016e-08,0.0,5.054355511902031e-08
1912,2.1879568379290504e-08,0.0,4.219631222213138e-08
1913,2.8105844762649212e-08,0.0,4.825720623102825e-08
1914,3.3483718908655646e-08,0.0,5.022557658662663e-08
1915,2.1205371680821372e-08,0.0,2.709575319670421e-08
1916,2.4172416956957932e-08,0.0,6.372727767711694e-08
1917,2.4126133979507358e-08,0.0,7.018511638534619e-08
1918,3.9053681177847466e-08,1.1486376294556067e-09,4.135095466040184e-08
1919,1.6574126959767455e-08,0.0,5.248473655683483e-08
1920,1.741613253614105e-08,0.0,4.0890050456710014e-08
1921,2.499006690470651e-08,0.0,4.619375815195781e-08
1922,1.623145884366295e-08,0.0,4.279202414636529e-08
1923,2.653987074552333e-08,0.0,2.5478275489376756e-08
1924,1.2891624656674594e-08,0.0,3.609654797287476e-08
1925,3.189471442510694e-08,0.0,3.629398648286042e-08
1926,2.5636119005412183e-08,0.0,3.4553028882555736e-08
1927,1.5608915049369898e-08,0.0,4.3481975353643065e-08
1928,1.2568645679778001e-08,1.1426041224282812e-09,2.742249805010033e-08
1929,2.0052731031228177e-08,1.1140406375176326e-09,3.8991423423340166e-08
1930,2.10072066408884e-08,1.0503603542488804e-09,3.046045193855207e-08
1931,1.9389105432310316e-08,0.0,6.50105320687544e-08
1932,2.1919072779041926e-08,1.0959536611565568e-09,4.822195975862087e-08
1933,1.1470662641954732e-08,0.0,3.670611903316967e-08
1934,2.3963160344919743e-08,0.0,3.2350264689284813e-08
1935,2.6330225111337313e-08,0.0,3.111753699158726e-08
1936,1.9399543305098632e-08,0.0,3.516167268458048e-08
1937,2.7700460591972842e-08,0.0,2.2664012888640173e-08
1938,3.1116513810047763e-08,0.0,4.6674770715071645e-08
1939,1.8352860564618823e-08,0.0,2.4470480752825097e-08
1940,7.607348528892999e-09,0.0,2.2822046474857416e-08
1941,1.7709016475464523e-08,0.0,3.5418032950929046e-08
1942,4.247896612241675e-08,0.0,3.3376331032286544e-08
1943,1.4516175816936538e-08,0.0,8.419382169222445e-08
1944,2.8918675454292497e-08,0.0,8.032965581605822e-08
1945,8.714016175304096e-09,0.0,4.357008265287732e-08
1946,2.7842208538686464e-08,0.0,4.5939643200654245e-08
1947,1.6689218895749036e-08,0.0,3.5762614203349585e-08
1948,9.784699273041042e-09,0.0,4.566192757238241e-08
1949,1.2762110479513922e-08,0.0,5.5956945743673714e-08
1950,1.4889506516624351e-08,0.0,4.1477910883713776e-08
1951,2.2388944032059044e-08,0.0,5.330700858507953e-08
1952,1.5817205323287453e-08,0.0,5.061505703451985e-08
1953,1.1851209791302608e-08,0.0,3.232148060305917e-08
1954,3.0294863506696856e-08,9.772536113672459e-10,4.49536656788041e-08
1955,8.447047505910632e-09,0.0,3.566530892840092e-08
1956,6.104799332717903e-09,8.72114158667614e-10,4.0117249966442614e-08
1957,8.835037590415595e-09,0.0,2.9155623693100097e-08
1958,2.4816730892496253e-09,0.0,4.218844296133284e-08
1959,1.3176271629333769e-08,3.100299128533379e-09,3.720359131875739e-08
1960,2.2838749558218296e-08,0.0,4.567749911643659e-08
1961,1.320150300188061e-08,0.0,4.446821932901912e-08
1962,5.0735651235811474e-09,0.0,5.0735650347633054e-08
1963,9.052474325699222e-09,0.0,4.978861056770256e-08
1964,2.1293889318485526e-08,1.8251904432275978e-09,4.4412967525886415e-08
1965,8.20806533852192e-09,0.0,3.775710055720083e-08
1966,9.970334780007306e-09,0.0,3.7665706997813686e-08
1967,1.1339771788243524e-08,0.0,6.113616279890266e-08
1968,2.0211372131484495e-08,2.69484942694298e-09,4.9405574742422687e-08
1969,6.358460868938209e-09,9.083515606356229e-10,4.1329997202410595e-08
1970,1.1496812390987543e-08,0.0,3.587005537042387e-08
1971,1.6956711590410123e-08,3.083038491169532e-09,5.1897814046242274e-08
1972,5.130146973897354e-09,5.130146862875051e-10,4.873639625202486e-08
1973,7.1671650836435674e-09,1.102640756478479e-09,4.3002987837326145e-08
1974,4.500457340128605e-09,0.0,4.6692246513657665e-08
1975,1.5420996035686585e-08,0.0,4.854758017813765e-08
1976,6.8562320265641574e-09,0.0,5.027903782206522e-08
1977,8.815172591880582e-09,0.0,6.875834657193991e-08
1978,1.2475242172627077e-08,5.940591352171509e-10,6.95049209298304e-08
1979,5.266775904289034e-09,1.7555920051037788e-09,5.559374827157626e-08
1980,3.411090521154847e-09,0.0,5.230338473438678e-08
1981,5.060439622894819e-09,1.2651099057237047e-09,6.57857128771866e-08
1982,6.828252629986764e-09,1.2415004579935385e-09,6.393727147724348e-08
1983,1.3893695083311286e-08,0.0,5.7469375036589554e-08
1984,1.275781880138993e-08,0.0,6.204938785003833e-08
1985,9.02333674446254e-09,0.0,4.752291005161169e-08
1986,7.1933827783254856e-09,1.1988970927134801e-09,4.7356433441336776e-08
1987,6.721898593298192e-09,0.0,6.783006512023348e-08
1988,7.195864348830128e-09,0.0,6.11648474091453e-08
1989,6.585746614717891e-09,5.488122178931576e-10,7.68337073964176e-08
1990,8.172976073694826e-09,0.0,5.285191306825254e-08
1991,5.8614650910726596e-09,0.0,5.6856212182765375e-08
1992,8.815910668147353e-09,5.509944167592096e-10,6.171137556520989e-08
1993,4.4313659408601325e-09,0.0,4.5421501226883265e-08
1994,1.1077346151466827e-08,0.0,6.69915678486177e-08
1995,5.964695848348356e-09,0.0,6.127369545083639e-08
1996,7.473328622609188e-09,0.0,6.192186674525146e-08
1997,1.054876808126437e-08,0.0,6.185413781167881e-08
1998,1.0489884516573511e-08,0.0,6.436974331336387e-08
1999,4.570201106446348e-09,9.140402323914998e-10,6.078367675854679e-08
2000,3.97622823555821e-09,0.0,6.71540760777134e-08
2001,1.270551397425379e-08,8.762423564512289e-10,6.747065839363131e-08
2002,9.63868718173444e-09,0.0,6.17752249354453e-08
2003,1.0000615446870142e-08,0.0,7.042099525733647e-08
2004,1.1011977996133737e-08,4.404791253964646e-10,7.223857778626552e-08
2005,5.854874363109275e-09,0.0,7.611336627633136e-08
2006,7.412201963319376e-09,0.0,8.112242966262784e-08
2007,6.391167151065247e-09,0.0,7.469676432947381e-08
2008,1.0217855006544596e-08,0.0,7.067350082934354e-08
2009,5.245011536203492e-09,0.0,6.866197566068877e-08
2010,6.613310343794865e-09,0.0,6.943975705553385e-08
2011,1.0324724186716594e-08,0.0,7.303786730972206e-08
2012,1.7021264397953928e-08,3.404252713057332e-10,7.421270709073724e-08
2013,1.2829975304384789e-08,0.0,6.944921437934681e-08
2014,1.2992670939127038e-08,0.0,8.293655184843374e-08
2015,1.8619234154471087e-08,2.2165753954528356e-10,6.937880669966034e-08
2016,1.2013772199281902e-08,0.0,7.270403301617989e-08
2017,8.301517695485927e-09,2.515611330355938e-10,6.691526266422443e-08
2018,1.4714360396794746e-08,0.0,6.76344242833693e-08
2019,2.3213988953330045e-08,0.0,6.989706236026905e-08
