year,autres_ADJ airs_NOUN,autres_ADJ fers_NOUN
1970,2.4833115841449427e-08,1.839489949251316e-08
1971,3.23719047123916e-08,2.1067430022725375e-08
1972,2.924183739594355e-08,9.747279428040656e-09
1973,2.3155456441159572e-08,7.16716475057666e-09
1974,1.7439271360331077e-08,1.743927147135338e-08
1975,1.4278700444236847e-08,1.0851812337620004e-08
1976,1.7711933253394818e-08,1.6569227656582086e-08
1977,1.8218023367655434e-08,6.4644601893704134e-09
1978,2.5544543480471305e-08,1.009900552073617e-08
1979,1.9896710057309974e-08,9.948354917632685e-09
1980,2.21720881654619e-08,6.822180653731635e-09
1981,2.9730083506152027e-08,9.488324403950088e-09
1982,1.9243256987877544e-08,2.2967758028791252e-08
1983,2.0209012019378747e-08,9.47297440490047e-09
1984,2.7255339596354844e-08,2.2616133243946734e-08
1985,2.4663788567025335e-08,1.0828004493035337e-08
1986,2.517683839187157e-08,1.3787316177626963e-08
1987,2.688759392910356e-08,1.1610551631235921e-08
1988,2.5185526497661925e-08,8.395175166153734e-09
1989,3.841685658478866e-08,4.939309850016116e-09
1990,2.1794604454505873e-08,4.358920835390023e-09
1991,4.1030257413865456e-08,1.6998249918742658e-08
1992,2.1488782808720686e-08,8.264915862810085e-09
1993,3.101956203011014e-08,8.862731881720265e-09
1994,1.3714808788645172e-08,1.1077346151466827e-08
1995,3.090797101590326e-08,1.0302656505700725e-08
1996,2.6690460508405067e-08,1.6014276127407356e-08
1997,2.8289877107567918e-08,1.054876808126437e-08
1998,2.288702027897216e-08,1.4304387896402204e-08
1999,2.1479944767310855e-08,1.736676483177213e-08
2000,2.5182780305499364e-08,1.0603275590881367e-08
2001,2.3220422196157386e-08,1.9715452381774412e-08
2002,2.7601694596590676e-08,9.638686904178684e-09
2003,2.8335076507346457e-08,7.91715315529018e-09
2004,2.9512100679918163e-08,7.928623979580607e-09
2005,3.197662323817241e-08,6.305249655724765e-09
2006,2.7178073125355695e-08,5.7650457740976435e-09
2007,2.276853267035861e-08,5.59227145147112e-09
2008,2.7673358715674112e-08,9.366367237362283e-09
2009,2.384096209340214e-08,7.1522885392028e-09
2010,2.3146586702882388e-08,4.2514138876015295e-09
2011,2.562061141020422e-08,9.177532511728259e-09
2012,1.838296448397614e-08,6.808505315092361e-09
2013,1.3945625099154313e-08,1.1993237514218436e-08
2014,2.3170263929728208e-08,1.0827226226695075e-08
2015,2.3052384889865607e-08,7.536356427806368e-09
2016,2.0713400911143154e-08,8.492493819289848e-09
2017,1.911864622172743e-08,1.0062445099379147e-08
2018,2.4007640875289837e-08,8.002547069452248e-09
2019,1.5816123244416502e-08,8.16316081397872e-09
