year,plus_ADV utile_ADJ,plus_ADV futile_ADJ
1846,6.718625627399888e-06,1.0128287186716989e-07
1847,7.247414032462984e-06,1.2997668363823323e-07
1848,7.013019967416767e-06,1.6734061603074224e-07
1849,5.9183807934459765e-06,8.211826951765033e-08
1850,6.767950253561139e-06,7.467895812851566e-08
1851,6.719025350321317e-06,1.1415506406819986e-07
1852,6.468877927545691e-06,1.23049304079359e-07
1853,6.698118795611663e-06,1.3914601026954188e-07
1854,6.918546660017455e-06,1.5067426772930048e-07
1855,6.178866897244006e-06,9.074862816760287e-08
1856,6.4015944190032315e-06,1.439258596747095e-07
1857,6.107256012910511e-06,1.547438444049476e-07
1858,6.200777079357067e-06,1.1304391733801822e-07
1859,6.179861429700395e-06,1.5785737161877478e-07
1860,6.130222573119681e-06,1.6340545982984622e-07
1861,5.889767180633498e-06,1.2780262181877333e-07
1862,6.037384991941508e-06,1.4096117695316934e-07
1863,5.887159659323515e-06,1.4883970322898676e-07
1864,6.103688519942807e-06,1.5055445601319661e-07
1865,6.00357998337131e-06,1.694463946932956e-07
1866,5.980324658594327e-06,1.3429091438865726e-07
1867,5.713700375054032e-06,1.339375899078732e-07
1868,5.769279141532024e-06,1.5264210162513336e-07
1869,5.6683006732782815e-06,1.3918030106196966e-07
1870,5.943914857198251e-06,1.2156183970546408e-07
1871,4.929288479615934e-06,1.7206306779371516e-07
1872,5.836891887156526e-06,1.3848406865690777e-07
1873,5.288634838507278e-06,1.340865054544338e-07
1874,5.26542316947598e-06,9.917851429008806e-08
1875,5.779886578238802e-06,1.212963809393841e-07
1876,5.232221155893058e-06,1.1910648822777148e-07
1877,5.361616786103696e-06,9.957553714912137e-08
1878,5.141680048836861e-06,1.1293095525388708e-07
1879,5.666399374604225e-06,1.2218650624618022e-07
1880,5.377513389248634e-06,1.1552123169167317e-07
1881,4.926773726765532e-06,9.691785862742108e-08
1882,5.114663508720696e-06,1.4042862517271715e-07
1883,4.958153112966102e-06,8.657494277031219e-08
1884,4.890537184110144e-06,1.5447970724835614e-07
1885,4.787818397744559e-06,1.205333859388702e-07
1886,4.678761342802318e-06,1.4068551479340385e-07
1887,4.685156454797834e-06,1.1099172070316854e-07
1888,4.567778887576424e-06,1.1856949555522078e-07
1889,4.601743057719432e-06,1.1841108715771043e-07
1890,4.630018793250201e-06,1.0945825579256052e-07
1891,4.47087813881808e-06,1.1282369172249673e-07
1892,4.56410407423391e-06,1.3539987264721276e-07
1893,4.280715529603185e-06,1.2132080939863954e-07
1894,4.3064719648100436e-06,9.578339899007915e-08
1895,4.53382244813838e-06,1.5708583589457703e-07
1896,4.238194833305897e-06,1.409389938089589e-07
1897,4.071707280672854e-06,9.439276027478627e-08
1898,4.409555913298391e-06,7.129526835569777e-08
1899,4.361811988928821e-06,8.95467735517741e-08
1900,4.450808773981407e-06,1.2354706768746837e-07
1901,4.472667569643818e-06,1.1792239007490934e-07
1902,3.794667463807855e-06,9.525950872557587e-08
1903,4.274274488125229e-06,1.2474508537252404e-07
1904,4.320123935031006e-06,9.45934033325102e-08
1905,4.361873379821191e-06,1.1972960578532366e-07
1906,4.3154564082215074e-06,1.3169112378363934e-07
1907,4.001646630058531e-06,9.925688004841504e-08
1908,4.093642928637564e-06,1.4046572971437854e-07
1909,4.151592293055728e-06,1.2817291406008735e-07
1910,4.2095875869563315e-06,1.122271626741167e-07
1911,4.19139087171061e-06,1.1758027085306821e-07
1912,4.3144427763763815e-06,1.125235016274928e-07
1913,4.107695986022009e-06,1.2939294435909687e-07
1914,3.7582126424240414e-06,1.0379952897210387e-07
1915,4.053760221722769e-06,1.2134184146361804e-07
1916,4.387293756735744e-06,6.043104150421641e-08
1917,4.341607564128935e-06,5.3735480065597585e-08
1918,4.062731477461057e-06,9.189101035644853e-08
1919,3.870058662869269e-06,7.918749389546065e-08
1920,3.7838442494830815e-06,8.556622077549036e-08
1921,3.512240255076904e-06,1.1131938748576431e-07
1922,3.5288665003463393e-06,8.189508093892073e-08
1923,3.5956215924670687e-06,8.492758496458919e-08
1924,3.2551351978327148e-06,7.34822620529485e-08
1925,3.295054057161906e-06,9.348450902280092e-08
1926,3.2100879252539016e-06,7.022067194384363e-08
1927,3.3024005006154766e-06,8.027441822378023e-08
1928,3.143303956676391e-06,1.0626218482912009e-07
1929,3.3532624001963995e-06,7.798284684668033e-08
1930,3.4514841900090687e-06,7.562594817045465e-08
1931,3.1421757284988416e-06,7.185374784057785e-08
1932,3.0062008136155782e-06,7.342889318806556e-08
1933,3.0202254492905922e-06,4.12943848004943e-08
1934,3.0469159355561715e-06,7.548395331014035e-08
1935,3.1021793347463245e-06,5.6250936353308134e-08
1936,2.9644927508343244e-06,6.30485175179274e-08
1937,2.817892209350248e-06,6.043736533456467e-08
1938,3.046825440833345e-06,8.038433207957496e-08
1939,2.858457946786075e-06,5.964679417047591e-08
1940,2.6372142656327924e-06,5.325144059042941e-08
1941,2.6002737740782322e-06,7.083606590185809e-08
1942,3.0342116588144563e-06,5.76500234217292e-08
1943,2.85968667412817e-06,6.387117679196308e-08
1944,2.8533092972793384e-06,3.213186161588055e-08
1945,2.8669112452917034e-06,8.06046500656521e-08
1946,2.9011580409132876e-06,6.12528623378239e-08
1947,2.859816959244199e-06,8.106191984325051e-08
1948,2.448349050609977e-06,6.19697573256417e-08
1949,2.4807579848129535e-06,5.3011845579931105e-08
1950,2.610981255202205e-06,5.317680873417885e-08
1951,2.9286870812939014e-06,6.076999170545605e-08
1952,2.575041207819595e-06,4.8506098693223976e-08
1953,2.6837603854801273e-06,6.572035005092403e-08
1954,2.70992427431338e-06,5.765796373680132e-08
1955,2.633601525303675e-06,6.569925403709931e-08
1956,2.6137261102121556e-06,7.151336234301198e-08
1957,2.5745300717971986e-06,6.802979157782829e-08
1958,2.4791913801891496e-06,6.700517474200751e-08
1959,2.82824794339831e-06,6.66564332618691e-08
1960,2.5600163553463062e-06,5.3982500247684584e-08
1961,2.684768787730718e-06,7.712456806530099e-08
1962,2.8418305646482622e-06,7.420089076504155e-08
1963,2.603233042464126e-06,5.8841084893401785e-08
1964,3.061452844121959e-06,5.2322128851756133e-08
1965,2.9839052331226412e-06,6.402290608775729e-08
1966,2.909122031269362e-06,7.256188183646373e-08
1967,3.3033247746061534e-06,6.606649805007692e-08
1968,3.113449565717019e-06,8.803174722515905e-08
1969,3.2509901757293846e-06,7.130559964707572e-08
1970,3.0751673421036685e-06,8.277704921511031e-08
1971,2.9540647119574714e-06,6.834068955186012e-08
1972,2.691275085453526e-06,6.310080635785198e-08
1973,2.4412465791101567e-06,6.285052478460784e-08
1974,2.329549261048669e-06,5.5693160305736455e-08
1975,2.189781525885337e-06,4.569184142155791e-08
1976,2.2328463273879606e-06,4.9707683302813166e-08
1977,2.21789741772227e-06,5.406639402849578e-08
1978,2.2699000510328915e-06,6.59405614555908e-08
1979,2.476555209796061e-06,6.320131262782525e-08
1980,2.2450660708273062e-06,6.083111259158613e-08
1981,2.1747239316027844e-06,5.566483451957538e-08
1982,2.198697302446817e-06,4.779776929808577e-08
1983,2.0486884295678465e-06,5.999550012347754e-08
1984,2.190865416196175e-06,4.697196942515802e-08
1985,2.069351921818452e-06,5.414002401948892e-08
1986,2.1370340164139634e-06,6.414099118501326e-08
1987,2.015958443735144e-06,5.988600548789691e-08
1988,2.0808042791031767e-06,5.037105310634615e-08
1989,2.0942675291735213e-06,4.390497565509577e-08
1990,2.0437889816093957e-06,5.121732016277747e-08
1991,2.035686975432327e-06,5.8614652687083435e-08
1992,1.9929468635382364e-06,5.344645970239981e-08
1993,2.0700017557828687e-06,5.926952084678305e-08
1994,2.136872808478074e-06,5.591422080897246e-08
1995,1.994919557546382e-06,6.56116583286348e-08
1996,2.00712270270742e-06,5.231330391097799e-08
1997,1.9265885384811554e-06,5.945669201423698e-08
1998,2.0927318473695777e-06,4.7681293580126294e-08
1999,2.1553069018409587e-06,5.3014332479506265e-08
2000,2.055709956039209e-06,4.7272937564457607e-08
2001,2.083266281260876e-06,5.695575211461801e-08
2002,2.1932394247414777e-06,5.0384048932983205e-08
2003,2.1313810520950938e-06,5.1669843514901004e-08
2004,2.0301683889556443e-06,4.977414036488881e-08
2005,2.014527126448229e-06,5.134274516649384e-08
2006,2.0470031358854612e-06,4.6943945619659644e-08
2007,2.004030420721392e-06,4.6335962622379157e-08
2008,1.9703431917150738e-06,6.258436258121947e-08
2009,2.044124130406999e-06,3.9099177229218185e-08
2010,2.0000538825115655e-06,5.857503282413745e-08
2011,2.181958507208037e-06,5.7359578420346224e-08
2012,2.0932750430802116e-06,8.27233392897142e-08
2013,2.1632454263453837e-06,7.279616198729855e-08
2014,2.0942020455549937e-06,7.362513798625514e-08
2015,2.1957396256766515e-06,7.004378232977615e-08
2016,2.503421683286433e-06,8.533920947684237e-08
2017,1.9619253635028144e-06,4.880286041952786e-08
2018,2.1550083602051018e-06,7.357180464850899e-08
2019,2.2374713353201514e-06,6.096860971638307e-08
