year,méchantes_ADJ ames_NOUN,méchantes_ADJ femmes_NOUN
1800,0.0,2.5153315874604232e-08
1801,0.0,3.095537337571841e-08
1802,0.0,1.1189200677108602e-08
1803,0.0,2.5354410126965377e-08
1804,0.0,2.9662210465630778e-08
1805,0.0,2.2743021688143017e-08
1806,0.0,5.76333825108577e-09
1807,0.0,1.1387820464392462e-08
1808,0.0,2.039466551195801e-08
1809,0.0,2.0331274441787173e-08
1810,0.0,2.3401266702194334e-08
1811,0.0,5.264861258069686e-08
1812,0.0,3.467370746079723e-08
1813,0.0,3.4508900625951355e-08
1814,0.0,2.5173417128598885e-08
1815,0.0,2.6972236000233352e-08
1816,0.0,1.8540831092650478e-08
1817,0.0,1.401186100480345e-08
1818,0.0,5.6029534789558966e-08
1819,0.0,3.3123360054787554e-08
1820,0.0,5.577246042776096e-08
1821,0.0,7.001656854299654e-08
1822,0.0,3.408709403629473e-08
1823,2.569498569471307e-08,2.668325471688604e-08
1824,0.0,6.231623217445303e-08
1825,0.0,4.57883047033647e-08
1826,0.0,1.4092774947016551e-08
1827,1.8434546111834038e-09,9.217273166939322e-09
1828,0.0,1.9261833017480967e-08
1829,0.0,4.543783305166471e-08
1830,0.0,2.922314124020886e-08
1831,0.0,1.091384405071949e-08
1832,1.3529969367098715e-09,4.329590197471589e-08
1833,0.0,2.3167256557599103e-08
1834,0.0,1.8669062740173104e-08
1835,0.0,2.7983425354705105e-08
1836,0.0,1.8146025126952736e-08
1837,6.262101948095733e-09,9.74104708006962e-09
1838,0.0,1.3255539776935166e-08
1839,0.0,1.2584655095793096e-08
1840,0.0,2.7389662093924017e-08
1841,0.0,7.0626033910059505e-09
1842,0.0,1.609983613093391e-08
1843,0.0,2.1855571574747046e-08
1844,0.0,2.5796238034558883e-08
1845,0.0,1.785672942844485e-08
1846,0.0,2.0490753982471688e-08
1847,0.0,1.5640349459999925e-08
1848,0.0,1.045878850192139e-08
1849,0.0,3.016589289472904e-08
1850,1.3577992064028876e-09,1.2220192857625989e-08
1851,6.449438760824933e-10,3.224719336003545e-08
1852,0.0,1.4974254725075298e-08
1853,0.0,2.6276499198729653e-08
1854,5.195664454227256e-10,2.286092382064453e-08
1855,0.0,1.326734277995456e-08
1856,0.0,2.692138423299184e-08
1857,4.881509085841174e-10,1.9526035899275485e-08
1858,0.0,2.0064071293290908e-08
1859,0.0,1.6804172275897145e-08
1860,0.0,1.1442959468865865e-08
1861,0.0,2.0750240636857598e-08
1862,0.0,1.581295272501393e-08
1863,0.0,2.097740825490746e-08
1864,0.0,1.4384183621984903e-08
1865,0.0,1.3649848362717876e-08
1866,4.865612912574591e-10,1.216403244796993e-08
1867,0.0,2.2808213984149006e-08
1868,0.0,1.0867722721741302e-08
1869,0.0,2.6859355628516823e-08
1870,0.0,1.490852596930381e-08
1871,0.0,5.3105884134652115e-09
1872,0.0,7.256807155187062e-09
1873,0.0,1.616221290134945e-08
1874,0.0,1.0754296120296658e-08
1875,0.0,2.7463329388410784e-08
1876,0.0,3.02300739996042e-09
1877,0.0,1.36065949618569e-08
1878,0.0,9.058632954861423e-09
1879,0.0,1.9549840857280287e-08
1880,0.0,2.5671385017744797e-08
1881,0.0,2.3009274485730202e-08
1882,0.0,1.2645231528551903e-08
1883,0.0,8.21514056781325e-09
1884,0.0,1.1883054540362536e-08
1885,0.0,1.5469526104539e-08
1886,0.0,1.2906927970846027e-08
1887,0.0,1.0446279397058333e-08
1888,0.0,1.1413106904001324e-08
1889,0.0,1.9421923624918236e-08
1890,0.0,7.865263995654459e-09
1891,0.0,8.92390783491237e-09
1892,0.0,7.522214851007902e-09
1893,0.0,1.7859408174558666e-08
1894,0.0,1.0082462864602348e-08
1895,0.0,7.22233739480771e-09
1896,0.0,1.47425724961181e-08
1897,0.0,5.826713334045053e-09
1898,0.0,7.355861253444118e-09
1899,0.0,9.949641111006713e-09
1900,0.0,2.1283318218934255e-08
1901,0.0,3.353243460679778e-09
1902,0.0,1.4239823542538943e-08
1903,0.0,1.0800440541913758e-08
1904,0.0,1.6123875568041512e-09
1905,0.0,9.805441791854719e-09
1906,0.0,5.658602919567102e-09
1907,0.0,1.0799970695529737e-08
1908,0.0,1.080505640516094e-08
1909,0.0,6.0510818578052294e-09
1910,0.0,1.068830179917768e-08
1911,0.0,2.3941684190731394e-08
1912,0.0,1.0939784189645252e-08
1913,0.0,4.772690687104841e-09
1914,0.0,3.3483718020477227e-09
1915,0.0,5.890381071793627e-09
1916,0.0,3.2962386153911893e-09
1917,0.0,2.4126133979507358e-08
1918,0.0,2.2972752589112133e-09
1919,0.0,1.1970202606903513e-08
1920,0.0,1.514446346106979e-08
1921,0.0,1.5145495524393482e-08
1922,0.0,5.902348387820666e-09
1923,0.0,7.431163684401554e-09
1924,0.0,7.734974438733389e-09
1925,0.0,8.798542339150117e-09
1926,0.0,1.114613823460786e-08
1927,0.0,6.689535148041159e-09
1928,0.0,7.998228745975666e-09
1929,0.0,1.5596569369336066e-08
1930,0.0,9.453243521306831e-09
1931,0.0,3.4216069977333063e-09
1932,0.0,3.287861094491973e-09
1933,0.0,8.02946331646126e-09
1934,0.0,2.3963160344919743e-09
1935,0.0,1.0771455727365264e-08
1936,0.0,3.6374143697059935e-09
1937,0.0,1.0072894518486919e-08
1938,0.0,3.8895642262559704e-09
1939,0.0,1.070583532936098e-08
1940,0.0,1.0143131667916805e-08
1941,0.0,2.9515025978810172e-09
1942,0.0,1.517105907566929e-08
1943,0.0,5.806470415592457e-09
1944,0.0,0.0
1945,0.0,6.535512131478072e-09
1946,0.0,5.568441707737293e-09
