year,quelles_DET âmes_NOUN,quelles_DET ames_NOUN,quelles_DET femmes_NOUN
1800,6.288328968651058e-09,4.087413785214267e-08,3.772997381190635e-08
1801,0.0,4.7623651688866175e-09,2.1430643037945174e-08
1802,0.0,8.951360541686881e-09,2.0140561218795483e-08
1803,3.900678446910888e-09,1.950339223455444e-09,1.1702035340732664e-08
1804,4.943701892301533e-09,5.6852571983512235e-08,3.9549615138412264e-08
1805,5.685755422035754e-09,3.1271654599152043e-08,3.695741046527701e-08
1806,0.0,0.0,4.610670600868616e-08
1807,2.8469551160981155e-09,1.7081731584767113e-08,5.693910232196231e-09
1808,2.2660739951163578e-09,0.0,5.4385775882792586e-08
1809,0.0,9.036122072814123e-09,1.8072244367672852e-08
1810,7.020380277111826e-09,4.680253518074551e-09,1.8721014072298203e-08
1811,2.5070767684098882e-09,1.504245972228091e-08,7.270522672797597e-08
1812,1.600324983641599e-08,5.3344164641089264e-09,2.1337665856435706e-08
1813,0.0,0.0,3.4508899293683726e-08
1814,3.1466771410748606e-09,0.0,2.2026739543434815e-08
1815,5.394447111228828e-09,1.0788894000413052e-08,6.203614244526534e-08
1816,0.0,4.6352077731626196e-09,9.270415546325239e-09
1817,1.5568733857662664e-08,1.712560715461109e-08,6.071806257779144e-08
1818,8.344823942962876e-09,2.265023657521681e-08,4.2916236786538775e-08
1819,1.449147024601416e-08,0.0,1.7596785362172795e-08
1820,1.3053129244156025e-08,2.3732962262101864e-09,3.0852850052554004e-08
1821,4.9307441463142254e-09,1.3806083165590621e-08,4.6348993976153e-08
1822,1.1028177482330648e-08,2.8071724500478012e-08,5.9151133768864383e-08
1823,1.8777105204037525e-08,4.941343556552624e-09,1.7788836181864554e-08
1824,4.463189817727198e-08,5.894778887238772e-09,3.452656205382709e-08
1825,1.2327620702023978e-08,1.0566531649658373e-08,2.0252518773133943e-08
1826,4.403992170942672e-09,9.688782998118484e-09,2.7304751348822265e-08
1827,6.452091305675367e-09,5.5303638335502114e-09,3.04170004739035e-08
1828,5.5033806956039655e-09,1.2841221697090788e-08,1.7427371545863934e-08
1829,3.429270478694235e-09,1.2859763753869657e-08,4.9724420136953995e-08
1830,1.1480519201967354e-08,1.2524203008013046e-08,5.114049628218709e-08
1831,6.236482441579483e-09,0.0,3.897801637009479e-08
1832,5.411987746839486e-09,1.623596324051846e-08,1.6235963684607668e-08
1833,3.4750886612755494e-09,1.0425265983826648e-08,5.6759781430493206e-08
1834,1.213489042584115e-08,1.213488998175194e-08,2.24028733342152e-08
1835,1.1344631900556124e-08,1.8151411040889798e-08,2.193295500774184e-08
1836,3.3603749782784575e-09,1.5457725766054864e-08,1.8818099967177204e-08
1837,2.0873672124110954e-08,6.957890930081589e-10,2.922314212838728e-08
1838,1.7042836475411605e-08,3.787297142565649e-09,2.651108044204875e-08
1839,7.690622361167243e-09,9.788065025162496e-09,4.474544024191118e-08
1840,7.643626342979104e-09,3.821813199245128e-09,3.949206961451068e-08
1841,1.219904222082846e-08,6.420548537278137e-10,2.6966303412478965e-08
1842,7.379091560011375e-09,5.366612043644636e-09,5.1653639587811995e-08
1843,1.5948660392339775e-08,2.953455480181333e-09,2.4218335115122613e-08
1844,8.78169825746511e-09,0.0,3.3480223926574126e-08
1845,1.395057031006175e-08,1.1160455892778032e-09,1.9530797423783497e-08
1846,9.952652257894101e-09,0.0,2.2832554957830098e-08
1847,8.089835468183537e-09,0.0,3.343798571364687e-08
1848,8.849743937666688e-09,0.0,4.8271330266302925e-09
1849,9.217355989576959e-09,0.0,3.016589333881825e-08
1850,8.82569484161877e-09,2.7155984128057753e-09,1.5614690873633208e-08
1851,1.7413484876271923e-08,0.0,3.289213701407334e-08
1852,3.059956332762681e-08,9.765818376195057e-09,1.757847245542621e-08
1853,1.6721409146214228e-08,0.0,5.016422921499952e-08
1854,4.1045749910040286e-08,0.0,3.169355355936432e-08
1855,2.2819829581521844e-08,2.653468555990912e-09,4.82931277190346e-08
1856,4.2970671465525356e-08,0.0,2.174419488909507e-08
1857,1.9526035899275485e-08,9.763018171682347e-10,2.8312753030945714e-08
1858,1.4191660735463074e-08,0.0,5.529853908115001e-08
1859,1.2221216483254693e-08,1.5276520048956854e-09,5.295860283638376e-08
1860,1.9224172920218052e-08,0.0,4.7144994130832174e-08
1861,2.2165029367471334e-08,1.4147891747029462e-09,4.621644400515379e-08
1862,3.207770404856092e-08,1.8071945051545413e-09,4.021007793397757e-08
1863,2.597202808374277e-08,0.0,3.696019401644435e-08
1864,1.342523825442754e-08,9.589455896019672e-10,4.027571343101499e-08
1865,2.400490561882407e-08,1.882737743486018e-09,4.424433619476531e-08
1866,2.6760870852626795e-08,0.0,3.6978658357611494e-08
1867,1.261730986357179e-08,0.0,5.192508112372707e-08
1868,2.6181333545594043e-08,9.87974813071446e-10,5.08807040944248e-08
1869,1.4162205741463652e-08,4.883519144627257e-10,3.7114745499167157e-08
1870,2.981705460314288e-08,2.2936195165357276e-09,3.2110673675589396e-08
1871,1.6993884077720622e-08,1.0621177271019633e-09,3.5049884328230974e-08
1872,3.084143074261192e-08,0.0,2.9027229064837456e-08
1873,1.795801263249075e-08,0.0,3.831042860724665e-08
1874,3.1665429389704514e-08,0.0,2.8678123875636174e-08
1875,3.432916306778111e-08,1.1443054281912168e-09,5.263804858657295e-08
1876,1.5719638923883394e-08,6.04601479992084e-10,4.5949710703041546e-08
1877,3.277952487223956e-08,1.8554447978047506e-09,5.937423352975202e-08
1878,1.872117527668138e-08,0.0,3.321498764918829e-08
1879,1.7106110861142554e-08,6.10932526790009e-10,2.2604503602252635e-08
1880,1.5402831454736088e-08,0.0,4.171600131996911e-08
1881,1.6734017949104896e-08,0.0,5.438555827907976e-08
1882,2.0631693686823382e-08,0.0,3.394246395060918e-08
1883,1.0110942527674638e-08,0.0,2.5277356208164292e-08
1884,2.1125430293977843e-08,0.0,2.3766109968903493e-08
1885,1.4824961924730928e-08,0.0,2.2559724754955823e-08
1886,2.2587123282846733e-08,0.0,3.4203358367790315e-08
1887,1.4363634504022116e-08,0.0,5.288428983618587e-08
1888,1.394935211784798e-08,0.0,2.789870467978517e-08
1889,1.1903760199771796e-08,0.0,3.257871128425904e-08
1890,1.7696843102044113e-08,0.0,1.9663159100957728e-08
1891,4.270727305133448e-08,0.0,2.358461426155145e-08
1892,1.7551834652351772e-08,0.0,2.5074048615181255e-08
1893,8.005941687372342e-09,6.158416554491453e-10,3.4487133149241345e-08
1894,1.6384001710889606e-08,4.411077725308132e-09,2.142523447545841e-08
1895,1.7453982481541175e-08,0.0,4.393588692863659e-08
1896,1.533227539374238e-08,0.0,2.948514543632541e-08
1897,2.680288302414624e-08,5.826713556089658e-10,2.5637540090883704e-08
1898,3.3384294439997575e-08,2.26334195829736e-09,4.583267543267766e-08
1899,9.39688327150634e-09,0.0,3.0954439012020885e-08
1900,1.5054054003371675e-08,5.191053142894475e-10,3.2703635355346705e-08
1901,1.7883964975595745e-08,1.1177477832191585e-09,3.7444551459486775e-08
1902,1.227571000406158e-08,0.0,4.2228442076464034e-08
1903,1.026041851481807e-08,0.0,3.2401320737562855e-08
1904,1.5048950530172078e-08,5.374625189347171e-10,5.213386344848914e-08
1905,1.2385821257510088e-08,0.0,3.4577086083231734e-08
1906,3.137952475640304e-08,0.0,4.0639058340730116e-08
1907,2.3142795235742142e-08,0.0,4.0628462372183094e-08
1908,2.2101249719241878e-08,0.0,3.87999719020371e-08
1909,2.6954819709601452e-08,0.0,3.4106097501762633e-08
1910,2.8323999146095957e-08,0.0,4.0615546481603815e-08
1911,2.4473720827700163e-08,1.5961122423746588e-09,2.926205855402486e-08
1912,1.1460726367928942e-08,0.0,2.6568048649977527e-08
1913,1.3257474007488668e-08,0.0,3.71209285532359e-08
1914,3.28140435934543e-08,0.0,3.3483718908655646e-08
1915,1.0602685396321476e-08,0.0,2.0027294933555595e-08
1916,1.9777432136436346e-08,0.0,4.724608793083007e-08
1917,3.070598886267817e-08,0.0,1.206306654566447e-08
1918,4.709414369585829e-08,4.594550517822427e-09,3.9053681177847466e-08
1919,3.867296261006459e-08,0.0,3.314825480771333e-08
1920,4.846228307542333e-08,0.0,4.240449769099541e-08
1921,2.0446417892117097e-08,0.0,2.120369257951893e-08
1922,1.770704471937279e-08,0.0,5.2383343440709496e-08
1923,1.8047111804975202e-08,0.0,2.7601466001669905e-08
1924,3.0939898643111974e-08,0.0,4.1253197302637545e-08
1925,1.9796719818998554e-08,0.0,5.609070896639423e-08
1926,3.901148470930593e-08,5.57306911730393e-09,5.127223712264595e-08
1927,1.3379070296082318e-08,0.0,5.1286434654684854e-08
1928,1.371124969118398e-08,0.0,3.427812433898225e-08
1929,2.0052731475317387e-08,0.0,4.4561624612526884e-08
1930,1.7856126355297874e-08,0.0,2.7309368988426286e-08
1931,1.7108034988666532e-08,0.0,1.3686427990933225e-08
1932,2.52069338735339e-08,0.0,3.7262425145456746e-08
1933,3.555905436769535e-08,0.0,3.4411986149507356e-08
1934,4.7926320689839486e-09,0.0,2.7557634396657704e-08
1935,1.196828414151696e-08,2.393656828303392e-09,4.4282651323612754e-08
1936,1.8187070960351548e-08,1.2124714565686645e-09,3.031178552603819e-08
1937,8.813782592653752e-09,3.777335333410292e-09,4.5328024000923506e-08
1938,2.2040864244843306e-08,0.0,1.1668692678767911e-08
1939,2.2941076593951948e-08,0.0,3.364691192331293e-08
1940,2.2822046474857416e-08,0.0,2.7893612530860423e-08
1941,2.9515025978810172e-09,0.0,4.132103548215582e-08
1942,1.8205270180260413e-08,0.0,3.3376328811840494e-08
1943,1.161294105322952e-08,0.0,2.6129117536299873e-08
1944,1.6065930807940276e-08,0.0,2.2492303131116387e-08
1945,1.742803190651898e-08,0.0,4.7927088964172526e-08
1946,5.568441707737293e-09,0.0,4.1763311919851276e-08
1947,3.33784391237657e-08,0.0,3.69547006329185e-08
1948,1.3046265845417793e-08,0.0,4.566192846056083e-08
1949,2.4542520904446974e-08,0.0,3.9268032381301055e-08
1950,7.444753258312176e-09,0.0,5.211327014364997e-08
1951,1.4925962910083967e-08,0.0,5.010858750154057e-08
1952,3.1634410646574906e-09,0.0,2.319856839960721e-08
1953,3.232148326759443e-09,0.0,3.663101377782141e-08
1954,1.074978994708431e-08,1.9545072227344917e-09,3.420387706398742e-08
1955,2.0648337706319353e-08,0.0,3.754243138587299e-08
1956,6.976913269340912e-09,0.0,5.232684952005684e-08
1957,5.301022731885041e-09,0.0,3.6223653854250415e-08
1958,1.6544486891589827e-09,0.0,3.3088973339090444e-08
1959,1.2401196514133517e-08,7.750747821333448e-10,3.4878364640889004e-08
1960,1.453374998128254e-08,0.0,3.5988334090575336e-08
1961,1.3896318540318475e-08,0.0,3.613042931505106e-08
1962,8.244543270308213e-09,0.0,3.424656558337347e-08
1963,1.2932106496776896e-08,6.466053248388448e-10,4.590897972889252e-08
1964,1.7643507876918818e-08,0.0,3.224503242194032e-08
1965,9.302473902295105e-09,0.0,3.502107848163405e-08
1966,1.0524241922382771e-08,0.0,3.932743020129692e-08
1967,4.437302081328198e-09,4.930335584241163e-10,2.4158643530114432e-08
1968,1.5719955781534622e-08,1.7965663401398047e-09,3.6829610028377147e-08
1969,1.1354394313656258e-08,0.0,2.0892086283197386e-08
1970,9.19745013483464e-09,1.3796175035718505e-09,2.8512095129329396e-08
1971,9.762955222036851e-09,5.138397485282553e-10,3.442726237423699e-08
1972,1.0260293392683195e-08,3.0780880067027283e-09,1.898154344814884e-08
1973,7.16716475057666e-09,0.0,3.19765822709428e-08
1974,6.1881286761433785e-09,0.0,2.6440186040588287e-08
1975,6.282628195464213e-09,1.1422960355389478e-09,3.655347313724633e-08
1976,2.285410694025103e-09,1.142705374768127e-09,3.085304589589555e-08
1977,6.464459856303506e-09,0.0,3.0559265784546596e-08
1978,1.0099005409713868e-08,0.0,3.326731157216045e-08
1979,5.851973350345929e-09,0.0,3.101545864581112e-08
1980,6.253665585376211e-09,1.7055452605774235e-09,3.411090343519163e-08
1981,7.590659323319926e-09,0.0,3.289285821495014e-08
1982,9.932003663948308e-09,0.0,5.276376846552466e-08
1983,6.315315825844436e-09,0.0,3.0945048745678605e-08
1984,5.799008606643952e-09,0.0,3.07347454153728e-08
1985,4.812446552371341e-09,0.0,4.271046272208423e-08
1986,8.392279537972058e-09,0.0,3.7765259364164194e-08
1987,6.110816852533674e-09,0.0,3.0554084595735276e-08
1988,2.9982768490199874e-09,0.0,2.5785181101412036e-08
1989,8.232183379419666e-09,0.0,4.225854066675083e-08
1990,3.2691906959314565e-09,0.0,3.323677066902064e-08
1991,8.792197470075536e-09,0.0,4.103025563750862e-08
1992,2.2039776670368383e-09,0.0,3.0855687338515736e-08
1993,6.647049133334804e-09,0.0,3.600484799193282e-08
1994,6.857404422078162e-09,0.0,3.27045457382269e-08
1995,2.7112253553340793e-09,1.0844901643380922e-09,2.982347968583099e-08
1996,8.007137841659073e-09,0.0,2.935950771387752e-08
1997,1.917957792585412e-09,0.0,4.219507143687906e-08
1998,5.244942147264453e-09,0.0,2.6701523214711642e-08
1999,7.312321859131998e-09,0.0,2.69641859951264e-08
2000,7.95245647111642e-09,1.3254094488601709e-09,4.152949450997312e-08
2001,4.8193329327261836e-09,0.0,3.1982846593336944e-08
2002,4.819343757400674e-09,0.0,3.811662674380045e-08
2003,3.3335384452826133e-09,0.0,3.4585460717551086e-08
2004,4.404791198453495e-09,0.0,4.8893181947562425e-08
2005,6.305249211635555e-09,4.5037495954858286e-10,3.963299644027529e-08
2006,5.353256948836815e-09,1.2353669198716943e-09,4.200247705199445e-08
2007,4.393927444112933e-09,1.1983438685803094e-09,3.435252393657606e-08
2008,4.257439734089985e-09,0.0,2.3841662422086074e-08
2009,2.860915504498962e-09,0.0,3.862235953278059e-08
2010,2.834275814045384e-09,0.0,4.534841391290456e-08
2011,6.500752158800083e-09,0.0,4.397567821001758e-08
2012,4.7659537427691134e-09,3.404252713057332e-10,4.663826302930829e-08
2013,5.578250084070646e-09,0.0,5.606141328939884e-08
2014,8.228691616984918e-09,0.0,5.305340522454571e-08
2015,1.0861219257307653e-08,0.0,5.785261869561964e-08
2016,1.3463710368810666e-08,2.0713400439298368e-10,6.069026348143325e-08
2017,7.043711613974324e-09,0.0,4.226227190429199e-08
2018,6.9699601645822895e-09,0.0,5.292006832746665e-08
2019,1.1734543559072108e-08,0.0,5.3315645232032693e-08
