year,ses_DET ânes_NOUN,ses_DET anes_NOUN,ses_DET fans_NOUN
1845,2.5669049108500985e-08,0.0,5.580227946389016e-10
1846,2.6345256642912318e-08,0.0,5.854501328173001e-10
1847,1.833696039454935e-08,0.0,0.0
1848,1.206783295515379e-08,0.0,8.84974404868899e-09
1849,4.4410899846525353e-08,0.0,8.379414939696517e-10
1850,3.1229383523623255e-08,6.788996032014438e-10,1.3577992064028876e-09
1851,7.094382858952031e-09,3.2247193804124663e-09,1.2898877521649865e-09
1852,2.408901877970493e-08,0.0,6.510545436100301e-10
1853,3.4040009921909586e-08,2.388772735173461e-09,5.3747386541402875e-09
1854,2.8056588163849483e-08,5.195664454227256e-10,1.0391328908454511e-09
1855,3.1841622671890946e-08,0.0,5.306937111981824e-10
1856,2.847454094734303e-08,0.0,1.5531567143511893e-09
1857,3.514686497396724e-08,9.763018171682347e-10,4.881508974818871e-09
1858,4.1106879677954566e-08,4.893676019968041e-10,0.0
1859,2.1387128512628806e-08,1.018434669930457e-09,3.5645213447565993e-09
1860,4.577183787546346e-08,9.154367819341758e-10,4.577183909670879e-10
1861,3.395494019287071e-08,1.4147891747029462e-09,8.488735048217677e-09
1862,3.207770271629329e-08,4.517986262886353e-10,1.3553959066214816e-09
1863,1.3485475847119233e-08,0.0,2.4973103585068657e-09
1864,5.178306317077386e-08,0.0,4.794727948009836e-10
1865,3.106517332263081e-08,0.0,1.4120533631256649e-09
1866,2.238181906477621e-08,0.0,4.865612912574591e-10
1867,4.027833533370995e-08,4.85281148598915e-10,1.94112459439566e-09
1868,3.457912001181285e-08,9.87974813071446e-10,1.4819622196071691e-09
1869,3.56496906439574e-08,4.883519144627257e-10,9.767038289254515e-10
1870,2.408300403544672e-08,0.0,5.734048791339319e-10
1871,2.549082545044712e-08,0.0,1.0621177271019633e-09
1872,1.269941218851045e-08,6.047339518033823e-09,6.047339295989218e-10
1873,1.1972009161809183e-08,0.0,5.986004469882289e-10
1874,1.3144139998644278e-08,0.0,5.974609140757536e-10
1875,1.7736734747586524e-08,5.721527140956084e-10,0.0
1876,2.5393261493533714e-08,6.04601479992084e-10,2.418405919968336e-09
1877,1.9791411509650914e-08,6.184815992682502e-10,1.8554447978047506e-09
1878,3.4422804162659304e-08,1.2078177347163432e-09,6.039088673581716e-10
1879,1.5273313280772527e-08,0.0,4.887460214320072e-09
1880,1.7969970400599777e-08,6.417846254436199e-10,6.417846254436199e-10
1881,3.486253774553916e-08,0.0,6.972507571312292e-10
1882,3.926677294430192e-08,1.3310770263785798e-09,0.0
1883,2.0221884611260066e-08,1.2638677882037541e-09,1.2638677882037541e-09
1884,2.2445769687351458e-08,0.0,1.3203393933736152e-09
1885,1.740321664556177e-08,6.445635691854079e-10,1.2891271383708158e-09
1886,2.3232470169887165e-08,6.453463874400711e-10,6.453463874400711e-10
1887,3.133883869077536e-08,0.0,1.3057849246322917e-09
1888,2.0289966817799154e-08,0.0,0.0
1889,2.8819629349641218e-08,6.265136742733546e-10,6.265136742733546e-10
1890,2.2940351840361473e-08,0.0,0.0
1891,1.2748440525456317e-08,0.0,2.5496880162734215e-09
1892,1.8805536683430546e-08,6.268512375839919e-10,1.2537024751679837e-09
1893,1.2932674486876294e-08,0.0,6.158416554491453e-10
1894,1.7014155861971858e-08,0.0,0.0
1895,4.213029924926559e-09,0.0,0.0
1896,1.533227589334274e-08,0.0,2.358811590497112e-09
1897,1.7480140002135158e-08,5.826713556089658e-10,0.0
1898,6.7900258748920805e-09,0.0,5.6583548957434e-10
1899,1.1607914629507832e-08,1.1055156790007459e-09,1.1055156790007459e-09
1900,6.748368974740515e-09,0.0,5.191053142894475e-10
1901,2.235495566438317e-09,0.0,1.1177477832191585e-09
1902,9.329538919189417e-09,0.0,1.9641135384773634e-09
1903,7.020286574288548e-09,0.0,5.400220270956879e-10
1904,6.449550227216605e-09,0.0,0.0
1905,2.0643035725242953e-08,0.0,0.0
1906,1.9547901075611662e-08,0.0,5.144184522798412e-10
1907,2.5714215978744903e-08,0.0,0.0
1908,1.6698722404839828e-08,0.0,4.911389073214423e-10
1909,2.2554033307642385e-08,5.500983557560346e-10,0.0
1910,1.7635697346918278e-08,0.0,5.344150677544235e-10
1911,3.139020576803375e-08,0.0,1.5961122423746588e-09
1912,2.5005221004903433e-08,0.0,2.0837684910901544e-09
1913,2.0151361079800978e-08,1.060597942803554e-09,5.30298971401777e-10
1914,2.9465672568562695e-08,1.3393487430235496e-09,6.696743715117748e-10
1915,1.1780762143587253e-08,0.0,0.0
1916,5.493730803607377e-09,0.0,1.0987462051303964e-09
1917,1.2063066989753679e-08,0.0,0.0
1918,1.9526840588923733e-08,2.2972752589112133e-09,1.1486376294556067e-09
1919,1.1970202606903513e-08,0.0,9.207848372660976e-10
1920,1.741613253614105e-08,0.0,0.0
1921,6.058197943303867e-09,7.572747429129834e-10,7.572747429129834e-10
1922,1.696925089333945e-08,2.21338064543275e-09,0.0
1923,1.6985516992917837e-08,0.0,0.0
1924,1.5469949543600592e-08,0.0,0.0
1925,2.0896537833436923e-08,0.0,1.0998177923937646e-09
1926,1.0031524944054127e-08,1.1146138456652466e-09,0.0
1927,2.1183527820767267e-08,0.0,2.2298449753321847e-09
1928,1.1426041446327417e-08,0.0,1.1426041224282812e-09
1929,2.785101571589621e-08,0.0,0.0
1930,1.995684684175103e-08,0.0,0.0
1931,1.710803587684495e-08,1.1405356659111021e-09,1.1405356659111021e-09
1932,1.4247398039124448e-08,0.0,2.1919073223131136e-09
1933,9.176529758292418e-09,4.588264879146209e-09,0.0
1934,5.990790086229936e-09,0.0,1.1981580172459871e-09
1935,1.4361940969820353e-08,0.0,2.393656828303392e-09
1936,3.394919900756577e-08,0.0,0.0
1937,1.3850230295986421e-08,0.0,0.0
1938,1.5558256905023882e-08,0.0,0.0
1939,9.176430282309411e-09,0.0,0.0
1940,2.5357829613881222e-08,0.0,2.5357829169792012e-09
1941,5.9030051957620344e-09,0.0,0.0
1942,0.0,0.0,0.0
1943,3.193558839598154e-08,0.0,2.9032352077962287e-09
1944,1.927911696952833e-08,0.0,3.2131861615880553e-09
1945,1.089252066321933e-08,0.0,0.0
1946,1.6705325123211878e-08,0.0,0.0
1947,2.145756705651536e-08,0.0,1.1920870957027319e-09
1948,1.9569398546082084e-08,0.0,1.0871887834440486e-09
1949,2.4542519905246252e-08,0.0,9.817008317369869e-10
1950,1.1698897850465073e-08,1.0635361480382244e-09,0.0
1951,1.9190522504430874e-08,0.0,0.0
1952,1.898064760919027e-08,0.0,0.0
1953,7.541679392097933e-09,0.0,0.0
1954,1.4658803948464083e-08,0.0,9.772536113672459e-10
1955,1.6894094567732054e-08,0.0,9.385607846468247e-10
1956,2.616342520411763e-08,0.0,8.72114158667614e-10
1957,1.5903067307476704e-08,0.0,3.534015080575159e-09
1958,2.5643954515430778e-08,0.0,2.4816730892496253e-09
1959,2.945284249822322e-08,0.0,7.750747599288843e-09
1960,1.591791637389761e-08,0.0,6.2287499602575735e-09
1961,1.737039845295385e-08,0.0,6.253343343143314e-09
1962,1.2049716779927166e-08,0.0,2.5367825617905737e-09
1963,1.681173777967615e-08,0.0,5.819448034571906e-09
1964,6.6923653285755336e-09,0.0,6.083968384640315e-09
1965,1.805774313412556e-08,0.0,8.755269398363907e-09
1966,1.7725039214155913e-08,0.0,5.539074754423723e-09
1967,1.9721342781053863e-08,0.0,1.7749207659178978e-08
1968,1.3474247495537384e-08,0.0,8.982831367632116e-09
1969,1.498780075048778e-08,4.5417578031781147e-10,9.991867222503004e-09
1970,1.0117195081704722e-08,0.0,1.149681222445409e-08
1971,1.0276794526475896e-08,0.0,1.181831454921678e-08
1972,1.487742551375959e-08,5.130146862875051e-10,1.9494558134436346e-08
1973,1.1577728109557484e-08,1.102640756478479e-09,2.866865989048506e-08
1974,1.0688586071783135e-08,0.0,1.8564387360697765e-08
1975,8.567219822452898e-09,0.0,2.9699696035834222e-08
1976,1.1427053969725876e-08,0.0,2.8567635146359294e-08
1977,1.3516598507123945e-08,5.876781838942691e-10,4.583889712250766e-08
1978,1.8415833413776284e-08,0.0,4.217820004370765e-08
1979,1.0533551808578068e-08,1.1703946700691858e-09,4.447499790671827e-08
1980,1.8760998088396263e-08,0.0,5.5145960686786566e-08
1981,1.0120879245789638e-08,0.0,6.705082666869089e-08
1982,1.4277254933858785e-08,6.207502289967692e-10,7.573152993600729e-08
1983,8.84144257806696e-09,0.0,7.830991677337806e-08
1984,2.2616133243946734e-08,0.0,7.944641655655005e-08
1985,1.3234227935754461e-08,6.015558051686298e-10,9.384270605039546e-08
1986,1.2588419195935785e-08,0.0,8.751948676888333e-08
1987,1.3443796742507175e-08,0.0,1.020506412707789e-07
1988,2.218724931557503e-08,0.0,6.836071220206463e-08
1989,1.591555476299078e-08,0.0,1.0153025886694422e-07
1990,1.1442166825137434e-08,0.0,9.535139389171832e-08
1991,1.6412102177287835e-08,0.0,9.612803264502645e-08
1992,1.5427843502724414e-08,0.0,1.0138297490414061e-07
1993,1.2740176913439427e-08,0.0,8.973515797094933e-08
1994,1.4242301560329906e-08,0.0,8.703629084116926e-08
1995,2.6570009636905922e-08,1.0844901643380922e-09,9.272390677494968e-08
1996,1.921713232988509e-08,0.0,9.768708952861971e-08
1997,1.7741109914481967e-08,0.0,1.4144938731419643e-07
1998,1.7642078020685403e-08,0.0,1.1491191376222787e-07
1999,2.193696585495175e-08,0.0,1.051146298891581e-07
2000,2.2973763336153752e-08,4.4180314962005696e-10,1.2237947455417952e-07
2001,1.840108865280854e-08,0.0,1.0733968824894191e-07
2002,1.664864129891086e-08,0.0,1.2793167281088813e-07
2003,1.4167538253673229e-08,8.333845835650777e-10,1.425087683415427e-07
2004,2.422635247967264e-08,0.0,1.5548913800955688e-07
2005,1.9816498664226856e-08,0.0,1.5312748491425054e-07
2006,2.2648394715218956e-08,4.1178899179428186e-10,1.643038070042735e-07
2007,1.4779573842549354e-08,0.0,2.0172121484307581e-07
2008,4.001993403335291e-08,0.0,1.7753523806618432e-07
2009,2.2887324035991696e-08,0.0,2.145686694987603e-07
2010,2.2674207067474583e-08,0.0,2.6594955748748816e-07
2011,3.250376323649107e-08,0.0,3.766612426403526e-07
2012,3.948933052777548e-08,0.0,4.1021244889805075e-07
2013,3.430623884970174e-08,0.0,3.4250454916673334e-07
2014,3.4430579609612266e-08,0.0,3.8393344148346387e-07
2015,3.0588740429493555e-08,0.0,3.9809693319625694e-07
2016,5.2404903527758506e-08,0.0,3.651772413348908e-07
2017,5.458876489727871e-08,7.54683426862357e-10,5.031222549689573e-07
2018,2.9428721348701004e-08,5.162933414126769e-10,4.711176728733335e-07
2019,2.627517403652746e-08,0.0,4.107090258997914e-07
