year,aux_ADP âmes_NOUN,aux_ADP ames_NOUN,aux_ADP femmes_NOUN
1845,1.9435933111822123e-06,1.6461672436296482e-07,5.907229375878842e-06
1846,1.7844520066034875e-06,2.207146940769178e-07,6.08516870670428e-06
1847,1.6120344961123578e-06,1.466956831563948e-07,5.960590584663805e-06
1848,1.4312448879394424e-06,2.6307875744535636e-07,5.537526256205183e-06
1849,1.4772907981353e-06,1.2401533822092858e-07,4.877657413970837e-06
1850,1.5315975581131624e-06,1.7651389150330488e-07,5.237031679428128e-06
1851,1.6626653200901842e-06,1.3414832356062334e-07,5.940577839425032e-06
1852,2.095744665808752e-06,2.5781759482867983e-07,5.317813553062933e-06
1853,1.8680202931165013e-06,6.808002517288969e-08,6.091370661209794e-06
1854,2.514182043000801e-06,1.5431123384646028e-07,5.088633852068369e-06
1855,2.1546165704933173e-06,1.2471302568428655e-07,6.4813624547355175e-06
1856,2.7760088805450778e-06,1.4703217021683201e-07,5.498692480898626e-06
1857,2.026802468080291e-06,1.4595711750331475e-07,5.6396076359988e-06
1858,2.196281718269688e-06,1.7078930070191234e-07,7.178533369511797e-06
1859,2.1178349278727637e-06,9.01314711754253e-08,6.348412529888492e-06
1860,2.067971582420114e-06,9.932489186681437e-08,5.772744472665181e-06
1861,2.3556238595290324e-06,1.188422871223338e-07,5.427602616236982e-06
1862,2.2964924433210854e-06,1.5993671320657654e-07,5.3723376041148185e-06
1863,2.446864829863671e-06,1.3835099554881936e-07,5.6019666274664814e-06
1864,2.5479183278775963e-06,2.4453112668076926e-07,6.0226579137179215e-06
1865,2.3896648357890626e-06,1.1202289323941628e-07,6.186676017705395e-06
1866,2.2571579236796424e-06,7.055138806499883e-08,5.498142520821148e-06
1867,2.0153726403293604e-06,8.540948215340904e-08,6.003898491258042e-06
1868,1.9033334925921963e-06,8.002595763834108e-08,5.4304034051710914e-06
1869,2.2161409027887657e-06,4.297496825067526e-08,5.880733798591109e-06
1870,2.085473525426096e-06,4.9312819605518143e-08,5.812605319732711e-06
1871,1.497585939702617e-06,5.629224064662708e-08,5.7333115961455405e-06
1872,1.988969991373324e-06,7.559173764715155e-08,5.898574954699143e-06
1873,1.7922097885758603e-06,7.243065630602175e-08,5.730402264703116e-06
1874,1.538461853911599e-06,5.496640564928157e-08,5.134579282639606e-06
1875,1.616903617218668e-06,1.0985331799773235e-07,5.53214460907725e-06
1876,1.5858696666981587e-06,7.07383716047616e-08,5.738272790267729e-06
1877,1.6402131848280987e-06,3.710889440178278e-08,5.475417403033589e-06
1878,1.5894881144618012e-06,3.7442350941940816e-08,5.410419660734078e-06
1879,1.6904503059578246e-06,3.971061446339519e-08,6.092829870851801e-06
1880,1.6006107994570584e-06,2.2462462112571302e-08,5.356334682460329e-06
1881,1.507456106608629e-06,3.277078564067892e-08,4.966517131776982e-06
1882,1.4934684653411523e-06,5.45741594137894e-08,5.4767164847646654e-06
1883,1.513481649340065e-06,2.3381554137280602e-08,5.130671219433225e-06
1884,1.4074818075471285e-06,3.3668655419205606e-08,5.253630334323134e-06
1885,1.4850745131411713e-06,4.576401235745209e-08,5.1526409876601065e-06
1886,1.4997850250608735e-06,5.29184023267959e-08,5.004015861231892e-06
1887,1.49185930276019e-06,5.288428783778443e-08,5.266883448484805e-06
1888,1.6105160831614285e-06,2.0924028509838877e-08,4.903831275271386e-06
1889,1.4522586759824208e-06,2.9446143023914573e-08,5.346667798278304e-06
1890,1.5474906458479154e-06,3.6704564720935196e-08,5.596135196128671e-06
1891,1.3959541718122637e-06,2.1034926467322634e-08,4.8590678858317915e-06
1892,1.6605288877258317e-06,3.3223115369906964e-08,5.684913666925695e-06
1893,1.6442971872976386e-06,5.4809906668840114e-08,5.310402805491776e-06
1894,1.5117392617725045e-06,3.906954448851252e-08,5.1660016886501126e-06
1895,1.5317374213452695e-06,4.393588692863659e-08,5.49619887380004e-06
1896,1.6706283378908893e-06,2.889544237216768e-08,5.943615292380855e-06
1897,1.5936062052190891e-06,5.477110776030969e-08,5.690950946046769e-06
1898,1.6641221503022052e-06,5.941272696041722e-08,6.20212291835287e-06
1899,1.557118839201621e-06,2.65323762960179e-08,5.1588887188813715e-06
1900,1.685534963158375e-06,2.751258176836302e-08,5.885096953761604e-06
1901,1.6581787853908736e-06,2.5708199125062947e-08,5.55576518834755e-06
1902,1.2565416813714592e-06,2.897067519214147e-08,5.673832987440619e-06
1903,1.4764201665684595e-06,3.726151920346865e-08,5.042725604198495e-06
1904,1.5140319042927786e-06,3.9772226401169064e-08,5.4654565104783615e-06
1905,1.574547615845745e-06,2.47716436252432e-08,5.06734914296203e-06
1906,1.5468562750697856e-06,2.6749759185484834e-08,5.130809437758899e-06
1907,1.5377101458824427e-06,3.1371345021735664e-08,5.602613370569998e-06
1908,1.5353001927564947e-06,2.897719530992049e-08,5.581793768527632e-06
1909,1.500668300735697e-06,3.6856588336853235e-08,6.0967400834499585e-06
1910,1.6508080911137313e-06,2.6186337986899844e-08,5.994533779585254e-06
1911,1.6743217372550134e-06,3.617854438253687e-08,6.0519255171698205e-06
1912,1.6258603530161508e-06,3.5945007414994734e-08,5.690771626376545e-06
1913,1.8761978175518834e-06,3.765122691401501e-08,6.4494962899175334e-06
1914,1.5857889152925964e-06,3.013534694007447e-08,7.2177505501258565e-06
1915,1.681114703444564e-06,4.7123047686170594e-08,7.194511113084445e-06
1916,2.174418757050489e-06,2.307367008569372e-08,6.270544389508359e-06
1917,1.6427703783961078e-06,4.057576996618906e-08,7.789451622386423e-06
1918,1.6965378080158189e-06,1.4932289182922887e-08,7.687831697467118e-06
1919,1.6620166611858167e-06,3.2227469193291114e-08,7.201458430472485e-06
1920,1.7113243586663884e-06,2.0445026116533427e-08,5.938143978312382e-06
1921,1.2820661368095898e-06,2.1203692801563534e-08,5.7734625116268035e-06
1922,1.4667335399565218e-06,3.024953532104746e-08,5.624200419163117e-06
1923,1.6720118267699036e-06,4.0340603302269074e-08,6.483159474157674e-06
1924,1.6449712276767059e-06,5.543398584606507e-08,5.769001880651103e-06
1925,1.5650407334533156e-06,7.038833760297791e-08,5.911520801760162e-06
1926,1.4267057180106235e-06,3.4553028882555736e-08,5.4315133972693275e-06
1927,1.4315604985881691e-06,2.5643217327342427e-08,5.734046354177735e-06
1928,1.387121457696594e-06,3.085031119454129e-08,5.131435237615278e-06
1929,1.354673363707093e-06,6.350031478419282e-08,5.478851875295732e-06
1930,1.2320727087455907e-06,3.466189113510154e-08,5.348434953589276e-06
1931,1.222654283594693e-06,4.219981963871078e-08,5.479133271535375e-06
1932,1.2680183445468174e-06,5.4797681281471e-08,5.019467664624244e-06
1933,1.1723016832831945e-06,3.670611903316967e-08,4.809648810777389e-06
1934,1.3251627279942113e-06,2.875579241390369e-08,4.4044290845590695e-06
1935,1.3823368298915284e-06,3.710168083870258e-08,4.51084628849685e-06
1936,1.4088917978938298e-06,3.516167090822364e-08,4.2218256872672555e-06
1937,1.1306823743950645e-06,3.0218683888527664e-08,4.263352558098177e-06
1938,1.037217105093191e-06,3.1116513810047763e-08,4.667477199404857e-06
1939,1.032348365015423e-06,4.129393804674919e-08,4.276216394316634e-06
1940,9.585259395095136e-07,3.0429395447839624e-08,4.247436265814031e-06
1941,1.0094138431782085e-06,6.493305892973922e-08,3.957965084566695e-06
1942,1.3047110449804222e-06,2.7307905936524435e-08,4.178109584529466e-06
1943,1.2396814277337853e-06,1.4516176261025748e-08,4.415820672676318e-06
1944,1.67728322963967e-06,6.105053529381621e-08,4.546658235682344e-06
1945,1.1807491695492445e-06,2.832055256973831e-08,4.986595556033535e-06
1946,1.2988389812562673e-06,6.125286056146706e-08,4.7512730247945e-06
1947,1.529447736459133e-06,3.695470085496311e-08,4.6586765041212175e-06
1948,1.2035180176894755e-06,2.3918153457813673e-08,4.273739094173834e-06
1949,9.335975175162048e-07,4.024973321303804e-08,4.762230741306439e-06
1950,1.0805527566049022e-06,3.828730021915305e-08,4.788039639436192e-06
1951,1.1130503345668785e-06,3.5182626145768836e-08,4.564146010466175e-06
1952,1.0787334137063453e-06,3.1634411978842536e-08,3.900522798971906e-06
1953,9.728766183769721e-07,3.2321481602259894e-08,4.061733065441331e-06
1954,9.831171574603559e-07,6.156697618386886e-08,4.469957815445014e-06
1955,9.404379355260062e-07,4.6928038788252024e-08,4.013285973769598e-06
1956,9.950823063320513e-07,9.157198910259012e-08,4.814942229813823e-06
1957,9.674366010514746e-07,3.268963943980907e-08,3.942193814054917e-06
1958,8.512138354177523e-07,3.226174938308901e-08,4.2188440581014675e-06
1959,9.680684094348635e-07,4.7279560932977915e-08,4.163701543546949e-06
1960,8.436496017338868e-07,2.283875066844132e-08,4.444559365879286e-06
1961,1.0456980081841039e-06,4.446821888492991e-08,4.385678142426741e-06
1962,9.360727872831376e-07,4.819886784135363e-08,4.553524700412481e-06
1963,8.030838021255704e-07,1.5518527685109973e-08,4.348420596045344e-06
1964,1.0646944375025669e-06,1.0464425403977629e-07,4.700474029561974e-06
1965,1.087842205649281e-06,5.80036581543375e-08,4.84713585535701e-06
1966,9.012074659864311e-07,5.705246930443053e-08,4.836719924128374e-06
1967,7.997004125570584e-07,1.3706332424590073e-07,4.581760791211309e-06
1968,1.0065262756597804e-06,5.749012144118382e-08,5.108985519086673e-06
1969,7.166893851717759e-07,5.586362122889099e-08,4.489981694888456e-06
1970,8.14434191198643e-07,7.449934608105835e-08,4.652529870696753e-06
1971,7.810364124338776e-07,1.957729410806408e-07,4.710369115201729e-06
1972,6.699971919488235e-07,8.464742429215022e-08,4.700240779698106e-06
1973,6.858425667388701e-07,5.3478076300628175e-08,4.8946223323298454e-06
1974,5.226156227777778e-07,3.2628315160820875e-08,5.409549789447965e-06
1975,5.157466862470983e-07,3.1413141421410273e-08,5.96678319197963e-06
1976,5.433563821100051e-07,2.9710340188060513e-08,5.721525624835522e-06
1977,5.38313220665998e-07,3.761140465741164e-08,7.280157298339418e-06
1978,6.44554175366352e-07,4.7524731705550494e-08,7.1584125294066325e-06
1979,5.114624812563306e-07,3.569703843631089e-08,6.361680362942934e-06
1980,5.940982195085098e-07,3.4679418559058206e-08,6.75282211659578e-06
1981,5.711971056143739e-07,3.289285743779402e-08,7.4363158049095546e-06
1982,6.114389909939177e-07,3.1658262344969046e-08,8.302534304505116e-06
1983,5.462748333684431e-07,1.9577479637433726e-08,7.89856588312432e-06
1984,5.671430365339347e-07,3.1894546503874466e-08,7.853017294223719e-06
1985,5.432049103859526e-07,2.105445340294665e-08,9.002884347353302e-06
1986,6.012469029315071e-07,1.7384007566789705e-08,7.501499005968526e-06
1987,5.835830272360454e-07,3.0554084595735276e-08,8.113331695369652e-06
1988,5.552809039244266e-07,2.038828283978944e-08,8.231468960673283e-06
1989,5.938147955575346e-07,2.7989423445617945e-08,8.531834929215165e-06
1990,5.606661606094576e-07,2.0704874259536155e-08,8.11413106305281e-06
1991,5.609422348840098e-07,2.6962739818614523e-08,8.686691430170868e-06
1992,6.777231309484932e-07,3.030469308828998e-08,8.66108124597531e-06
1993,6.386706363770145e-07,2.271075089099739e-08,8.905937399106278e-06
1994,7.432371500470936e-07,2.953958855300698e-08,9.433678620496266e-06
1995,6.788908661903292e-07,2.7112253775385398e-08,9.353727307370718e-06
1996,6.373681937787978e-07,2.4555224076294735e-08,1.0048958110076e-05
1997,6.554620597398753e-07,1.1987236092636522e-08,1.0334915977239234e-05
1998,6.518032780178373e-07,2.479427263502032e-08,1.0027375786592074e-05
1999,6.087508133134634e-07,3.062034706347028e-08,1.0049872628314915e-05
2000,6.141063835229943e-07,3.3577040148280446e-08,1.082947860453487e-05
2001,5.805105729450588e-07,2.9792239564230272e-08,1.0609104101888533e-05
2002,6.365914622108448e-07,1.927737480755809e-08,1.0662578318942906e-05
2003,6.892090773646942e-07,2.041792213081095e-08,1.0792747190180307e-05
2004,6.05218339444491e-07,2.3785873187742723e-08,1.1627327474172944e-05
2005,6.521429485317753e-07,1.981649799809304e-08,1.0799541364292509e-05
2006,5.662098701009199e-07,2.2648395159308166e-08,1.1059828821657902e-05
2007,5.596265921781196e-07,3.435252438066527e-08,1.2228299837602208e-05
2008,5.538929013226834e-07,1.4049550578487668e-08,1.0796867464080151e-05
2009,6.160504533170297e-07,1.430457752249481e-08,1.0483348006573578e-05
2010,4.874954395717168e-07,1.8895172093635892e-08,1.0987542992779709e-05
2011,5.108826570676683e-07,1.0324723936916413e-08,9.152677179713464e-06
2012,5.457017344667747e-07,1.1234033953089195e-08,9.721183815258883e-06
2013,5.848795066043522e-07,9.483025309453552e-09,9.31735144860113e-06
2014,6.160691388146233e-07,4.114345808492459e-09,9.289543612567286e-06
2015,7.128506425146952e-07,1.285613770996008e-08,8.474189563401069e-06
2016,8.567062224074107e-07,1.0978101816494501e-08,8.670629355833626e-06
2017,5.967029945708191e-07,5.282783654969592e-09,8.906018557297557e-06
2018,6.626624777794632e-07,6.453666878680764e-09,8.968789536822896e-06
2019,7.538168791398903e-07,4.08158040698936e-09,8.916212763665499e-06
