year,en_ADP aire_NOUN,en_ADP mers_NOUN
1871,3.929835434846041e-08,1.1683295220166201e-08
1872,2.0560953717385644e-08,1.9956219787786722e-08
1873,3.8909028887701425e-08,3.412022664406322e-08
1874,5.616132481289782e-08,1.3144139998644278e-08
1875,2.4030413270370587e-08,3.089624556196213e-08
1876,3.748529087133079e-08,3.3253080289341597e-08
1877,5.999271590617639e-08,4.7004601100297805e-08
1878,2.2344627481629686e-08,1.3889904337816006e-08
1879,1.8327976358811782e-08,2.3215436684154156e-08
1880,4.492492533536563e-08,2.888030792291829e-08
1881,6.83305714233029e-08,1.5339516323820135e-08
1882,6.25606177973026e-08,1.9300615994310988e-08
1883,3.475636339844712e-08,1.8326083761621703e-08
1884,3.6969503902639644e-08,8.582206056928499e-09
1885,3.287274280561192e-08,2.127059772760731e-08
1886,5.0982363997142954e-08,3.355801275750636e-08
1887,3.199173115309151e-08,1.0446279397058333e-08
1888,2.4728397107764977e-08,2.8532765261601867e-08
1889,3.8217333020451605e-08,7.51816386923565e-09
1890,3.211649390877369e-08,1.7696843102044113e-08
1891,3.44207886637804e-08,8.286486163910922e-09
1892,2.7581454897784852e-08,3.6984221907232495e-08
1893,2.832871559554917e-08,1.354851614232544e-08
1894,3.591877373310126e-08,1.6384001710889606e-08
1895,2.106515117894503e-08,2.888934957923084e-08
1896,2.122930492509667e-08,1.4152869098893461e-08
1897,2.9133568113515196e-08,5.2440420894583895e-09
1898,2.6594268232038587e-08,9.05336783318944e-09
1899,2.984892333302014e-08,1.3818945987509323e-08
1900,2.0764213348734017e-08,1.4015843596837385e-08
1901,3.409130783227354e-08,5.58873880507349e-09
1902,2.8970674414985353e-08,7.365425602756659e-09
1903,3.0781254878320397e-08,2.1060859722865644e-08
1904,3.117282521003517e-08,2.6873125946735854e-09
1905,2.5803795267176355e-08,9.28936660926638e-09
1906,2.05767382577271e-08,1.4403716441790948e-08
1907,2.8799923057487575e-08,3.599990305858114e-09
1908,2.897719486583128e-08,1.080505640516094e-08
1909,1.925344239595006e-08,1.925344328412848e-08
1910,1.9238942772226153e-08,1.2825961626106164e-08
1911,1.9685384544665396e-08,1.1172785363555704e-08
1912,2.5005221671037248e-08,4.375913675858101e-08
1913,2.1742257383383645e-08,1.484837142129436e-08
1914,1.808120764223986e-08,2.6786974971493294e-08
1915,2.3561524287174507e-08,8.246533234057551e-09
1916,2.4172415624690302e-08,1.648119329900055e-08
1917,5.3735480065597585e-08,1.2063066989753679e-08
1918,1.033773866510046e-08,6.89182577673364e-09
1919,1.6574127070789757e-08,6.4454939163738345e-09
1920,1.8930578438158818e-08,9.843901693784574e-09
1921,2.4990065738972334e-08,3.862101216611791e-08
1922,2.360939327372691e-08,9.591315908163978e-09
1923,1.4862327812892318e-08,2.441668023323018e-08
1924,5.156649773851996e-09,1.0313299547703991e-08
1925,8.798542339150117e-09,2.4195990988573612e-08
1926,6.687683296036084e-09,1.671920735191179e-08
1927,1.0034302388994831e-08,1.7838759802657478e-08
1928,1.4853853258500749e-08,1.2568645679778001e-08
1929,2.116677166874581e-08,2.6736975522467787e-08
1930,1.1553964007759987e-08,2.10072066408884e-08
1931,2.5091784650044247e-08,1.3686427990933225e-08
1932,4.055028668403793e-08,1.4247397928102146e-08
1933,4.1294382802092855e-08,3.670611903316967e-08
1934,2.875579241390369e-08,1.0783422155213884e-08
1935,2.0346082152400413e-08,1.9149254626427137e-08
1936,1.9399542861009422e-08,2.0612015205756506e-08
1937,2.1404900962807005e-08,1.888667711114067e-08
1938,2.333738657878115e-08,3.8895642262559704e-09
1939,1.2235240376412548e-08,2.5999884911698246e-08
1940,1.5214697057785997e-08,3.296517903095264e-08
1941,1.1806010391524069e-08,1.4757512545315876e-08
1942,1.517105907566929e-08,9.102635090130207e-09
1943,2.9032351855917682e-08,2.0322646676618206e-08
1944,4.4984606262232774e-08,9.639558484764166e-09
1945,1.3071024707045353e-08,4.357008087652048e-09
1946,3.062643028073353e-08,2.227376683094917e-08
1947,1.6689218895749036e-08,1.4305045148432782e-08
1948,2.5005341575123907e-08,2.0656587551570738e-08
1949,2.2579119796084512e-08,2.5524220959027843e-08
1950,2.4461330738745346e-08,4.2541444145172136e-08
1951,2.3455083209000804e-08,2.7719644468682247e-08
1952,3.374337254058446e-08,3.585233443459401e-08
1953,3.124409986288157e-08,4.201792691560513e-08
1954,3.029486128625081e-08,2.6385847728960243e-08
1955,2.2525458831523792e-08,3.0972505893345215e-08
1956,2.703553869665143e-08,2.0058624983221307e-08
1957,7.951533903538532e-08,3.003912818488885e-08
1958,2.8125628048769613e-08,3.22617488279775e-08
1959,1.9376869886400527e-08,2.1702093122577537e-08
1960,2.629916601160076e-08,4.6369581951921646e-08
1961,3.265634873628187e-08,4.655266749864495e-08
1962,5.45408234131628e-08,1.0781325887609938e-08
1963,3.039045082253722e-08,2.9097239173658807e-08
1964,4.0154192526564714e-08,2.1293889262974375e-08
1965,4.0493119801698896e-08,2.3529786119524942e-08
1966,5.151339477205141e-08,2.3818020888910496e-08
1967,2.5144710702473816e-08,4.1907852743605645e-08
1968,3.413475932467769e-08,3.099076989476757e-08
1969,3.451736046988785e-08,2.043791091921321e-08
1970,3.3570694335516293e-08,3.127132974789504e-08
1971,3.956565930440803e-08,2.620582717494102e-08
1972,3.5398013353837854e-08,1.692948464748767e-08
1973,4.300298939163838e-08,1.9847533394568018e-08
1974,4.050411750444738e-08,3.3753430273009144e-08
1975,4.16938057412608e-08,4.454954405375133e-08
1976,2.228275491900078e-08,4.285145038807059e-08
1977,4.8189612078530786e-08,3.290997740990065e-08
1978,5.287126469966097e-08,3.5049489865990324e-08
1979,5.442335160310563e-08,5.734933772316708e-08
1980,3.581644952843632e-08,4.4912688679232815e-08
1981,6.135783220395652e-08,2.6567308353264707e-08
1982,3.165826112372372e-08,4.1590266564028866e-08
1983,3.6628833299801045e-08,2.7155859338989785e-08
1984,3.537395104613594e-08,3.015484395518797e-08
1985,4.9327574580537714e-08,2.5265343595037848e-08
1986,5.874595604415944e-08,4.076250281759286e-08
1987,4.8275453745638686e-08,2.6887593707058954e-08
1988,3.238138990280248e-08,2.2187249371086182e-08
1989,7.079677288857056e-08,1.920842829239433e-08
1990,8.554382369130309e-08,2.5608660081388734e-08
1991,3.8099522925438833e-08,1.4653663171770859e-08
1992,4.573253731265936e-08,1.928480486412809e-08
1993,5.760775678709251e-08,1.1632335983335906e-08
1994,4.378189177867142e-08,3.745197840743231e-08
1995,6.181593642518024e-08,2.1147558093570495e-08
1996,5.8719012541175175e-08,1.6548084902368032e-08
1997,4.842843426278165e-08,1.91795770376757e-08
1998,5.912480360859007e-08,1.7642078020685403e-08
1999,4.295989214364582e-08,2.650716607321968e-08
2000,5.610899900254651e-08,1.4579504048484182e-08
2001,6.790878490092744e-08,2.5849149126733195e-08
2002,5.651775714099472e-08,1.7086764003693133e-08
2003,6.833753474211335e-08,1.12506919336397e-08
2004,6.7393305602792e-08,1.0571498704203819e-08
2005,6.71058666412705e-08,8.106749049829887e-09
2006,5.8474035113942335e-08,1.8118715416903797e-08
2007,3.794755376596015e-08,1.4380126256430259e-08
2008,4.385162938325138e-08,1.5326782953906104e-08
2009,6.103286476211167e-08,6.675469510497578e-09
2010,4.91274465552749e-08,1.3226620521056276e-08
2011,4.0916501159449226e-08,1.7207874181135452e-08
2012,5.106378955788138e-08,1.3957436095779485e-08
2013,4.62994750871637e-08,1.561910067948702e-08
2014,3.5729847039367435e-08,1.818974029732523e-08
2015,3.568686279820099e-08,2.0614150567088707e-08
2016,3.749125579433077e-08,2.0713400772365276e-08
2017,4.150758609045013e-08,1.0565567976072998e-08
2018,3.252648211882203e-08,2.529837372922117e-08
2019,3.851991381420561e-08,1.632632107284593e-08
