year,en_ADP amants_NOUN,en_ADP mamans_NOUN
1929,1.0026365515614089e-08,0.0
1930,8.402882945013346e-09,0.0
1931,1.3686427990933225e-08,1.1405356659111021e-09
1932,8.767629400274757e-09,0.0
1933,1.1470662419910127e-08,0.0
1934,9.585264137967897e-09,0.0
1935,1.9149255514605557e-08,0.0
1936,0.0,0.0
1937,7.554670666820584e-09,0.0
1938,1.0372171566075394e-08,0.0
1939,4.588215141154706e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,1.1806010391524069e-08,0.0
1942,1.2136846860855144e-08,0.0
1943,8.709705845433291e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,0.0,0.0
1946,0.0,0.0
1947,4.7683483828109274e-09,0.0
1948,1.5220643190261285e-08,0.0
1949,1.7670615193310368e-08,0.0
1950,9.571825110299415e-09,1.0635361480382244e-09
1951,7.462981344019681e-09,1.0661401761424827e-09
1952,4.2179215675730575e-09,0.0
1953,1.6160740301529586e-08,0.0
1954,1.07497895029951e-08,9.772536113672459e-10
1955,4.6928039232341234e-09,0.0
1956,1.3953826538681824e-08,0.0
1957,7.068030161150318e-09,0.0
1958,6.617794590102477e-09,0.0
1959,6.975672928177801e-09,0.0
1960,6.2287499602575735e-09,0.0
1961,8.33779090214648e-09,0.0
1962,1.0781326054143392e-08,0.0
1963,1.2932106718821501e-08,0.0
1964,9.73434927109551e-09,0.0
1965,1.2038495200705768e-08,0.0
1966,1.4955502058988657e-08,0.0
1967,6.902469984471082e-09,0.0
1968,7.186265360559219e-09,0.0
1969,9.083515273289322e-09,0.0
1970,7.817832603507213e-09,0.0
1971,1.541519289993687e-08,0.0
1972,4.617132121076395e-09,0.0
1973,7.167164917110114e-09,0.0
1974,8.438357568252286e-09,0.0
1975,4.569184142155791e-09,0.0
1976,9.712995741040231e-09,0.0
1977,5.876781727920388e-09,5.876781838942691e-10
1978,7.72276909088987e-09,0.0
1979,1.462993370893173e-08,0.0
1980,1.3075846294618998e-08,1.7055452605774235e-09
1981,1.0753434587229549e-08,6.325549528618524e-10
1982,1.4898005495922462e-08,0.0
1983,1.0104505676622466e-08,0.0
1984,6.958810416790584e-09,5.799008495621649e-10
1985,1.3835783407856184e-08,1.2031116103372597e-09
1986,1.4386764723983703e-08,0.0
1987,8.555143260480236e-09,0.0
1988,6.596209356501959e-09,1.798966087207532e-09
1989,1.0976244357863152e-08,1.6464366536794728e-09
1990,8.172976573295188e-09,0.0
1991,7.033758464558559e-09,0.0
1992,2.093778861400608e-08,0.0
1993,1.1078414630105726e-08,0.0
1994,8.43988251508776e-09,1.0549853213248639e-09
1995,8.133675954979935e-09,0.0
1996,1.5480466686312866e-08,0.0
1997,8.630809955612051e-09,4.79489448146353e-10
1998,9.059445638115449e-09,0.0
1999,1.462464363499727e-08,0.0
2000,5.301637906462986e-09,4.4180314962005696e-10
2001,1.1829271423513532e-08,4.3812117822561447e-10
2002,1.0953053575235572e-08,0.0
2003,1.0417307017007715e-08,0.0
2004,1.2773895025075532e-08,8.809582507929292e-10
2005,7.656374201303606e-09,0.0
2006,7.412201852297073e-09,0.0
2007,1.078509459517818e-08,0.0
2008,9.366367237362283e-09,0.0
2009,1.2397300741540107e-08,9.53638501499654e-10
2010,1.4171379458804978e-08,4.723793023408973e-10
2011,1.3383901958929911e-08,0.0
2012,1.7702114551987336e-08,0.0
2013,2.1476263545316954e-08,2.2313000336282585e-09
2014,1.9922095320645816e-08,8.661780737106994e-10
2015,1.6181000206394458e-08,6.649726325136385e-10
2016,1.2842308688698623e-08,0.0
2017,1.0565567670761666e-08,2.515611330355938e-10
2018,1.2649186864610584e-08,1.0325866828253538e-09
2019,1.4030432538003623e-08,0.0
