year,en_ADP être_NOUN,en_ADP maîtres_NOUN
1838,5.302215910774066e-08,4.0902810383158794e-07
1839,4.6842885126352485e-08,4.2927658228109067e-07
1840,3.885510224677091e-08,4.3950851136287383e-07
1841,5.1364389630492724e-08,4.057786782141193e-07
1842,6.171603672555648e-08,5.359903525459231e-07
1843,5.9069112268161916e-08,4.926363885715546e-07
1844,5.598332558642838e-08,5.81238623453828e-07
1845,2.622707206967334e-08,4.793415655512945e-07
1846,8.313391930414582e-08,5.292469040796277e-07
1847,5.2853592613644196e-08,5.581986215474899e-07
1848,2.413566591030758e-08,3.708847202688048e-07
1849,3.5193544078993e-08,4.4494692019725335e-07
1850,4.6844071732721204e-08,4.3381683667576e-07
1851,3.418202609850596e-08,4.940270059705654e-07
1852,6.445440292601745e-08,4.5769135681439366e-07
1853,4.060913738612726e-08,4.090773302323214e-07
1854,6.806320096419682e-08,4.1357489521942625e-07
1855,7.641989441253827e-08,4.192480389519915e-07
1856,5.7466799319172424e-08,4.519686171988724e-07
1857,3.905207179855097e-08,4.6716041879335535e-07
1858,4.893675864536817e-08,5.128572411194909e-07
1859,5.855999241077825e-08,5.861091381120787e-07
1860,3.6159752692110914e-08,4.503949071477109e-07
1861,5.6119969671364345e-08,5.706315846509824e-07
1862,5.602302977081308e-08,4.549612242499279e-07
1863,6.542953423505082e-08,4.784846510119678e-07
1864,5.130358926574985e-08,5.92628396134387e-07
1865,6.495445564747016e-08,5.718815714317316e-07
1866,4.427707733789532e-08,4.607735490935738e-07
1867,7.133633062039735e-08,4.299591012113524e-07
1868,6.026646237611288e-08,4.954693508807395e-07
1869,6.836926647046937e-08,5.620930778604816e-07
1870,4.873941605865184e-08,4.2603983274602797e-07
1871,6.160282595146782e-08,6.05407080911391e-07
1872,4.898344840853497e-08,5.490983880918066e-07
1873,3.71132280463371e-08,4.926481551592587e-07
1874,4.95892557017541e-08,3.9731150991428876e-07
1875,4.748867610260277e-08,3.884916850438458e-07
1876,4.957732135935089e-08,4.848903927268111e-07
1877,4.0201303619369355e-08,5.25709367593663e-07
1878,4.5293163830617544e-08,5.459336307467311e-07
1879,3.665595116331133e-08,5.626688448501227e-07
1880,4.428314070992201e-08,4.6978635737104923e-07
1881,3.765154232837631e-08,4.999287739337888e-07
1882,4.658769525711648e-08,4.838465201828512e-07
1883,4.6131175601704655e-08,4.834294031752506e-07
1884,3.564916273290919e-08,5.677459284925135e-07
1885,2.8360796378024133e-08,4.45393425252405e-07
1886,4.1947515683204983e-08,5.195038284000475e-07
1887,3.068594583988116e-08,4.922808898299991e-07
1888,3.8043688865840863e-08,5.326116365722555e-07
1889,3.3831739187917265e-08,5.908024149903213e-07
1890,3.736000159237918e-08,5.191074023969122e-07
1891,4.653180718516836e-08,4.621309415142605e-07
1892,6.080456671497814e-08,4.31900502917415e-07
1893,4.618812354806323e-08,5.764277943853813e-07
1894,3.780923507612499e-08,4.7072498432498833e-07
1895,4.1528441130367355e-08,5.488976171363902e-07
1896,3.3023361822870356e-08,5.041959525442508e-07
1897,4.3700350005337896e-08,4.3350749479031947e-07
1898,4.809601605870739e-08,4.6398508857237175e-07
1899,4.8089930260175606e-08,4.6708038325959933e-07
1900,5.087231969014283e-08,4.6927121388762316e-07
1901,2.794369535763508e-08,4.6051209778852353e-07
1902,3.1425816615637814e-08,4.24739539539587e-07
1903,4.644189388613995e-08,4.6603901182606933e-07
1904,3.0635363579278874e-08,4.7511687739643094e-07
1905,3.973784501454247e-08,4.856274244957604e-07
1906,3.9095802151223324e-08,4.958993713444215e-07
1907,5.6056993713582415e-08,3.990846551005234e-07
1908,6.090122184332358e-08,4.4840982127425377e-07
1909,5.225934529562437e-08,4.257761361259327e-07
1910,5.1303846504424655e-08,4.446333434771077e-07
1911,4.9479478292369095e-08,4.7404532210748584e-07
1912,3.490312100451476e-08,4.313400836508663e-07
1913,4.825720623102825e-08,4.316633521739277e-07
1914,5.424362292671958e-08,4.279219183445093e-07
1915,2.9451904026700504e-08,5.760792305409268e-07
1916,6.812226160946011e-08,6.988025802456832e-07
1917,5.15421945124217e-08,6.338593152577232e-07
1918,5.283732917860107e-08,7.075607868500811e-07
1919,5.340552178267899e-08,7.034795999061316e-07
1920,4.467616676606667e-08,5.467151140692295e-07
1921,2.499006651612845e-08,4.672385216508701e-07
1922,3.467629533515648e-08,4.788279852618871e-07
1923,5.414133408265798e-08,4.872720182902412e-07
1924,2.9650736976805092e-08,4.3702607399609406e-07
1925,2.859526304632709e-08,4.091322125532315e-07
1926,4.4584552605364536e-08,4.536478286354395e-07
1927,3.1217830098739796e-08,3.779587132157758e-07
1928,4.4561559775502246e-08,3.587776973290602e-07
1929,4.0105462062456354e-08,3.8100191090961744e-07
1930,2.2057568216382606e-08,3.361153062542144e-07
1931,3.42160717536899e-08,3.9462534573431185e-07
1932,3.835837958376942e-08,3.8358376741598477e-07
1933,3.9000251916831985e-08,3.670612045425514e-07
1934,3.354842448288764e-08,2.9474688290065387e-07
1935,3.231436807027421e-08,3.602453659823368e-07
1936,4.243650053581405e-08,3.443418847837165e-07
1937,3.021868266728234e-08,3.8276999703157344e-07
1938,3.500607925754906e-08,3.8895643683645176e-07
1939,3.364691281149135e-08,3.945864932575205e-07
1940,1.5214697723919812e-08,4.133326285682415e-07
1941,3.836953510472085e-08,3.571318245576549e-07
1942,5.158160121254696e-08,4.005159439657291e-07
1943,5.516146828199453e-08,4.441949954525626e-07
1944,4.819779064746399e-08,4.5305924345484527e-07
1945,3.92130714566008e-08,5.075914373264823e-07
1946,5.150808579656996e-08,4.315542412314244e-07
1947,5.245183154478639e-08,4.053096063216799e-07
1948,3.696441708278542e-08,3.87039193583405e-07
1949,3.9268034157657894e-08,3.779548194415838e-07
1950,2.7651939848993834e-08,3.2969620633593877e-07
1951,4.584402901741669e-08,3.187759034517512e-07
1952,3.796129277588989e-08,3.3321580872325285e-07
1953,3.44762476345295e-08,3.048993164611602e-07
1954,4.6908174455850826e-08,2.853580554074142e-07
1955,3.003394422051997e-08,2.9376951715676114e-07
1956,3.8373022093196596e-08,2.668669196737028e-07
1957,3.35731449863097e-08,3.498674914226285e-07
1958,2.895285222681565e-08,3.590153596633172e-07
1959,3.1778064624177205e-08,3.511088664254203e-07
1960,3.8756667208872386e-08,3.5365457051739213e-07
1961,3.682524463144432e-08,3.3281682476626884e-07
1962,3.361237066457079e-08,4.255452665802295e-07
1963,1.7458344103715717e-08,3.5369311035537976e-07
1964,3.10282390891814e-08,3.2670911309651274e-07
1965,2.6265809083270142e-08,3.409083149108483e-07
1966,2.1602390987141007e-08,3.605937592965347e-07
1967,3.056808139945133e-08,3.520259497236111e-07
1968,3.188905262074826e-08,3.5841497947330936e-07
1969,3.270065546123746e-08,3.551654685907124e-07
1970,2.8971967935831344e-08,3.1133367883739993e-07
1971,4.4190219705697587e-08,2.656551600921375e-07
1972,2.8728821988011077e-08,3.2422528306597087e-07
1973,1.598829157956061e-08,2.955077320621058e-07
1974,2.5877628928583363e-08,3.397845205199701e-07
1975,2.341706917263764e-08,2.969969727928401e-07
1976,2.1140049599743804e-08,2.805341807743389e-07
1977,2.52701610747863e-08,3.614220815961744e-07
1978,3.029701645118621e-08,2.869305717467796e-07
1979,3.043026142179883e-08,3.1191018479148624e-07
1980,2.5583178242527538e-08,2.7402427349443315e-07
1981,3.0362638236969275e-08,2.7769161192736647e-07
1982,3.47620137119975e-08,2.849243685432157e-07
1983,2.841892188243378e-08,2.627171511448978e-07
1984,2.667543874679268e-08,2.887906305204524e-07
1985,3.1280901091612634e-08,3.1641835107620864e-07
1986,3.117132424401703e-08,2.727490766574192e-07
1987,3.3609493521602474e-08,2.774310985387274e-07
1988,1.8589316641559606e-08,2.842366484401282e-07
1989,2.1952487827547884e-08,3.1501821240453864e-07
1990,2.0160008995517842e-08,2.9804121481902257e-07
1991,2.8721180100887977e-08,2.948316932815942e-07
1992,2.1488782808720686e-08,3.140668241030653e-07
1993,2.6588196533339215e-08,2.8028389920109475e-07
1994,2.848460300963751e-08,2.774611402855953e-07
1995,3.090796896199066e-08,3.1992459526009043e-07
1996,3.25623614738646e-08,2.813174546645314e-07
1997,2.4933451858721867e-08,3.159835557653423e-07
1998,3.0039213450017144e-08,2.994385113197495e-07
1999,2.285100508814253e-08,2.801533298679715e-07
2000,2.120655140380734e-08,3.220744986265345e-07
2001,4.8193328439083416e-08,3.009892566296912e-07
2002,3.9869115731061555e-08,2.974849451220507e-07
2003,3.416876803719049e-08,3.1376930564874783e-07
2004,2.6869225788761497e-08,3.021686723059247e-07
2005,2.8373621674404603e-08,2.8688884867733577e-07
2006,2.8413440822383507e-08,2.8907587079629593e-07
2007,4.234148387460834e-08,2.971892740788462e-07
2008,3.448526281202291e-08,2.797137881316303e-07
2009,4.052963742395832e-08,3.2662117632753507e-07
2010,3.7317963830219014e-08,3.325550324007054e-07
2011,4.321088264980233e-08,3.0744735113330535e-07
2012,4.289358412901123e-08,3.2646784120515804e-07
2013,4.406817466495738e-08,3.2242286351902294e-07
2014,5.348649789738147e-08,3.692084078465996e-07
2015,5.253283719142132e-08,3.1940851386025315e-07
2016,4.515521290215929e-08,3.896190605701122e-07
2017,4.427476096857674e-08,3.0287961294561683e-07
2018,4.1561613706164735e-08,3.1803671163288527e-07
2019,4.056070679325785e-08,3.160673713864526e-07
