year,en_ADP ans_NOUN,en_ADP man_NOUN
1853,6.270528518648177e-08,3.881755650247953e-08
1854,3.273268556203135e-08,2.8576154442738755e-08
1855,2.4411910715116392e-08,2.9188154115900034e-08
1856,1.501384794266869e-08,3.054541508618058e-08
1857,4.58861838525948e-08,3.319426344905452e-08
1858,5.285170184832211e-08,2.3979013274999517e-08
1859,2.9025388315062628e-08,3.411756210880412e-08
1860,1.968189100587381e-08,3.432887782373051e-08
1861,1.9807047502151676e-08,5.5176775703991154e-08
1862,3.252950275811628e-08,3.2981301328893764e-08
1863,2.6970952249349978e-08,3.745965782009364e-08
1864,1.821996631345968e-08,2.8288894005079612e-08
1865,2.07101151783462e-08,3.0594488331647796e-08
1866,3.113992252945508e-08,3.308616608466153e-08
1867,3.299911810472622e-08,3.202855580752839e-08
1868,4.8410764397210926e-08,2.865127013418345e-08
1869,5.4207061062072626e-08,3.711474394485492e-08
1870,2.2362789842134134e-08,5.5620273275991394e-08
1871,6.054070955663349e-08,4.8857414336467286e-08
1872,3.5679300403046454e-08,6.8334931047076e-08
1873,5.566984112581608e-08,6.225444532104163e-08
1874,3.166542839050379e-08,4.361464744917498e-08
1875,3.204055232242098e-08,4.1194995303861504e-08
1876,3.143927651549916e-08,3.990369701334373e-08
1877,2.4120781705327943e-08,6.926994122746777e-08
1878,3.502671280797287e-08,4.770880152049628e-08
1879,2.627009876299269e-08,6.903537452807029e-08
1880,5.519347645588368e-08,7.123809431242023e-08
1881,3.2770786140279284e-08,4.1835046982185986e-08
1882,4.192892699705908e-08,3.727015607246642e-08
1883,3.854796920554904e-08,2.970089296727707e-08
1884,2.970763635090634e-08,3.828984151965642e-08
1885,3.351730637479733e-08,3.738468762337632e-08
1886,2.9040586768669385e-08,4.5819592453533176e-08
1887,3.7867761704113434e-08,3.721487118468758e-08
1888,2.5996519825710607e-08,2.9800888201592102e-08
1889,2.5060547192978788e-08,2.6940087494153886e-08
1890,3.211649518553017e-08,3.670456499849095e-08
1891,3.4420787553557375e-08,3.4420786221289745e-08
1892,3.447681917734258e-08,3.447681873325337e-08
1893,1.9706933140906102e-08,3.756634125995362e-08
1894,2.5836310646454308e-08,3.276800364382382e-08
1895,2.708376523052891e-08,2.8889348913097024e-08
1896,2.594692793955744e-08,4.36380135915293e-08
1897,2.38895258020122e-08,2.8550896424839323e-08
1898,2.150174849280262e-08,2.6028433075531154e-08
1899,2.819064981451902e-08,3.205995646737847e-08
1900,2.0764212682600203e-08,3.166542383858939e-08
1901,2.5149324622830704e-08,3.4091307887784694e-08
1902,3.191684577741327e-08,4.7629751642741525e-08
1903,2.4300991663395166e-08,3.1321277793594504e-08
1904,4.192207558872951e-08,6.234565219642718e-08
1905,3.818961596957493e-08,3.5609237114542225e-08
1906,4.012464094316215e-08,4.3725569554009525e-08
1907,2.108565710923216e-08,3.5999903225114593e-08
1908,2.6521501217402488e-08,2.2101250607420297e-08
1909,3.685658955809856e-08,3.190570563305073e-08
1910,2.93928290595602e-08,3.580580787421184e-08
1911,2.873001958558774e-08,3.405039405990351e-08
1912,2.2400511667797218e-08,4.428007899237585e-08
1913,3.2348237311019545e-08,3.818152588541679e-08
1914,3.147469573860917e-08,2.9465673123674208e-08
1915,2.591767644943843e-08,2.35615239541076e-08
1916,2.7468654462126096e-08,4.175235646108888e-08
1917,2.960934575302332e-08,5.592876561877347e-08
1918,2.5270027848023346e-08,4.135095466040184e-08
1919,5.893022841929607e-08,3.959374816897565e-08
1920,3.7861158652674476e-08,1.9687802943479937e-08
1921,3.937828690903089e-08,2.1960967766521122e-08
1922,2.9511741217458365e-08,2.87739485571592e-08
1923,4.671017128643484e-08,2.1231896685236507e-08
1924,1.675911143195208e-08,1.5469949654622894e-08
1925,3.2994533993857544e-08,2.1996356291964503e-08
1926,2.2292277579438746e-08,2.452150482668003e-08
1927,4.236705530846763e-08,1.672383753703599e-08
1928,2.627989537096198e-08,2.6279895148917376e-08
1929,1.893869105984436e-08,1.4482528509773829e-08
1930,1.8906487042613662e-08,1.7856125467119455e-08
1931,2.9653928201867075e-08,1.7108034988666532e-08
1932,3.0686703178517405e-08,1.6439305472459864e-08
1933,2.40883908375622e-08,2.6382523277135306e-08
1934,1.7972370258689807e-08,1.677421224144382e-08
1935,3.351119381989065e-08,1.555876938397205e-08
1936,2.667437160042141e-08,1.9399542416920212e-08
1937,1.6368453148452033e-08,2.2664012666595568e-08
1938,4.926781471681352e-08,1.4261736236420575e-08
1939,2.2941075705773528e-08,2.2941075705773528e-08
1940,2.7893612752905028e-08,7.607348750937604e-09
1941,6.493305493293633e-08,2.066051862925633e-08
1942,1.517105907566929e-08,2.4273694165799498e-08
1943,2.6129116648121453e-08,1.7419411690866582e-08
1944,2.5705489292704442e-08,1.6065930807940276e-08
1945,2.6142048081823077e-08,6.535512131478072e-09
1946,2.645009899993056e-08,8.352662561605939e-09
1947,2.7418003201162833e-08,2.1457568166738383e-08
1948,1.1959077061973744e-08,8.697510267552389e-09
1949,2.552422173618396e-08,1.079870937115146e-08
1950,2.339779547888554e-08,7.444753036267571e-09
1951,2.345508343104541e-08,1.7058242818279723e-08
1952,2.741649052229178e-08,1.0544803585865736e-08
1953,2.5857185836919427e-08,1.4005975934594517e-08
1954,1.3681550781186047e-08,2.247683372758047e-08
1955,1.5016972554349195e-08,1.970977603349411e-08
1956,1.3953826982771034e-08,1.3081712602058815e-08
1957,1.855357895097498e-08,2.5621609389681055e-08
1958,2.2335056470978998e-08,9.926692134953896e-09
1959,1.9376869220266713e-08,1.705164498488898e-08
1960,1.3841666590685975e-08,1.7994166878754214e-08
1961,2.0149661827950638e-08,1.806521376934711e-08
1962,8.87873902177816e-09,1.3952304422915063e-08
1963,2.069137072790994e-08,1.4225317257476888e-08
1964,2.737785814721505e-08,1.5209921211400967e-08
1965,3.1190647065137966e-08,1.2585699593614663e-08
1966,2.3818021666066613e-08,2.6033650790679985e-08
1967,3.3526280418527676e-08,3.106111406969703e-08
1968,3.1439911063468884e-08,2.0660512856096602e-08
1969,1.9529559247555284e-08,2.361714010468141e-08
1970,2.7132478319646935e-08,3.587005403815624e-08
1971,2.6205827285963323e-08,2.3122788017637674e-08
1972,3.231992518060167e-08,1.8468528206749824e-08
1973,3.087394190304238e-08,1.653961112513258e-08
1974,2.418995898034737e-08,1.9126943695546572e-08
1975,2.1703624231150798e-08,2.3988217634496323e-08
1976,1.199840671262109e-08,2.5139517856320737e-08
1977,2.056873571465445e-08,2.5270162573587385e-08
1978,2.6732660640682582e-08,2.6732660751704884e-08
1979,1.5215130599877114e-08,1.521513093294402e-08
1980,1.9898026615283726e-08,2.501466345172787e-08
1981,2.3404533255888538e-08,1.2651099223770501e-08
1982,1.3035755141999061e-08,1.3656505148951226e-08
1983,1.7682884045910896e-08,1.5156758848000607e-08
1984,2.2036232061317662e-08,2.0296529845698075e-08
1985,2.0452897042666507e-08,1.924978554335155e-08
1986,2.2779044428489215e-08,1.3787316621716172e-08
1987,3.727598285596656e-08,1.3443796853529477e-08
1988,4.2575532321897924e-08,1.6790351053952435e-08
1989,1.7013179198777095e-08,1.4269117443177493e-08
1990,4.685839771756406e-08,1.634595292454577e-08
1991,1.69982495301646e-08,1.699824958567575e-08
1992,3.361065836759991e-08,1.2672871863017576e-08
1993,1.606370203521834e-08,1.2740177135484032e-08
1994,1.8989735672825248e-08,2.0572213876857148e-08
1995,2.60277633890027e-08,7.591431205877797e-09
1996,2.829188883168854e-08,1.4412849136391515e-08
1997,2.733089898843133e-08,1.3905194440333446e-08
1998,2.9085588382216088e-08,1.954932971059975e-08
1999,2.1479946238356362e-08,1.6452724266313723e-08
2000,1.8555731395863972e-08,1.5021307420148844e-08
2001,1.7962967807649832e-08,1.0953029011551152e-08
2002,2.0591740479414256e-08,7.886198694073698e-09
2003,2.2501383034612132e-08,1.7917768657671473e-08
2004,3.479785087856513e-08,1.1011978051644888e-08
2005,2.3869873078119497e-08,1.035862429166201e-08
2006,1.7295138099449048e-08,5.353256671281059e-09
2007,5.951774256773845e-08,2.6363564720188748e-08
2008,2.2138686828210297e-08,9.792111205220166e-09
2009,1.4781396995289242e-08,1.3350938798950551e-08
2010,8.030448139795254e-09,1.558851692173846e-08
2011,6.500752353089112e-09,6.883149578085224e-09
2012,6.468080182564506e-09,2.3829769546512836e-09
2013,6.972812660599459e-09,5.299337635378265e-09
2014,2.165445156521173e-09,6.27979110379151e-09
2015,4.876465897751814e-09,5.098123617708339e-09
2016,4.556948124401217e-09,4.556948179912368e-09
2017,1.4590545660553289e-08,6.540589375658712e-09
2018,1.032586693927584e-08,4.904786632398128e-09
2019,1.989770437305083e-08,1.5816123910550317e-08
