year,ton_DET être_NOUN,ton_DET etre_NOUN,ton_DET maître_NOUN
1844,5.378790129961786e-08,5.488561272137815e-10,7.870596778758454e-07
1845,7.923923883712547e-08,0.0,8.481946283112052e-07
1846,8.957386898877928e-08,0.0,6.252607498424823e-07
1847,3.4516631330916425e-08,5.393223645455691e-10,5.846254653718574e-07
1848,5.148941845112276e-08,0.0,5.044353934557932e-07
1849,6.871120361573446e-08,5.02764896381791e-09,4.499745944741562e-07
1850,5.634866617754142e-08,6.788996032014438e-10,6.205142133453023e-07
1851,5.4175285590929434e-08,0.0,5.933483371300952e-07
1852,7.552232816898652e-08,6.510545436100301e-10,6.399865934980653e-07
1853,6.509405592325379e-08,0.0,6.646760244422012e-07
1854,9.19632576756868e-08,0.0,7.907801027329242e-07
1855,1.2365163826189018e-07,0.0,7.917950313185429e-07
1856,1.0665009897437017e-07,1.0354378465748937e-09,5.4464029553003e-07
1857,9.518942456487878e-08,0.0,6.902453799639829e-07
1858,6.753273140702731e-08,9.787352039936081e-10,7.389451077699505e-07
1859,1.1813842193397761e-07,0.0,8.055818101482259e-07
1860,1.281611523296089e-07,1.8308735638683515e-09,8.417441410557558e-07
1861,1.1129674565291126e-07,0.0,8.20577675142431e-07
1862,1.2560001816375177e-07,0.0,8.073641222239303e-07
1863,1.1487628165385289e-07,0.0,7.781619419944263e-07
1864,1.0740190314884046e-07,7.671564716815737e-09,7.647590862802645e-07
1865,7.766293097510868e-08,9.41368871743009e-10,7.314436309968642e-07
1866,8.952728036693003e-08,1.9462451650298362e-09,7.381134583539506e-07
1867,1.116146659541073e-07,4.85281148598915e-10,6.624087696138758e-07
1868,4.347089221923284e-08,0.0,5.186867770845538e-07
1869,1.1280929279600116e-07,4.883519144627257e-10,7.388764284854688e-07
1870,7.052879968938441e-08,1.1468097582678638e-09,5.957676521006761e-07
1871,1.4338588982809597e-07,0.0,5.767299473546927e-07
1872,6.53112617321483e-08,0.0,6.476700207258546e-07
1873,5.8064241581501363e-08,0.0,7.159261539158024e-07
1874,4.122480401491657e-08,1.1949218281515073e-09,5.884990157412062e-07
1875,1.0642040138009179e-07,5.721527140956084e-10,5.263805196165094e-07
1876,6.04601479992084e-08,4.836811617892067e-09,5.99160079772787e-07
1877,6.555905041061294e-08,4.9478527941460015e-09,7.594953777001479e-07
1878,6.522216011717319e-08,2.4156354694326865e-09,6.208183331857242e-07
1879,5.9871388402577e-08,3.0546627449723474e-09,5.431190377436224e-07
1880,5.198455577115624e-08,6.417846254436199e-10,4.986666617412538e-07
1881,5.996356622350874e-08,6.972507571312292e-10,5.626813646131268e-07
1882,7.853354455633621e-08,6.655385131892899e-10,5.484037188807633e-07
1883,6.129758700623711e-08,6.319338941018771e-10,5.592614678029406e-07
1884,7.922036537877375e-08,0.0,5.433196648141347e-07
1885,7.605849999814396e-08,6.445635691854079e-10,4.1509894455060703e-07
1886,7.486018105407055e-08,0.0,5.040155350855002e-07
1887,8.487601693696334e-08,0.0,3.277520157496383e-07
1888,8.433017617548444e-08,3.1703073499755874e-09,4.711076808661119e-07
1889,5.6386229463356585e-08,1.2530273485467092e-09,4.272823255213609e-07
1890,8.78287771399755e-08,1.9663159989136147e-09,3.5393686204088226e-07
1891,7.776548383020554e-08,1.912266012205066e-09,3.257226577346728e-07
1892,5.265550284683229e-08,2.5074049503359674e-09,3.8990146933315373e-07
1893,8.92970395405257e-08,6.158416554491453e-10,3.5657231745034323e-07
1894,7.246770183932938e-08,6.301539290376468e-10,3.799828141026751e-07
1895,7.402895896291284e-08,1.8055843487019274e-09,3.087549336200368e-07
1896,9.848038629023392e-08,0.0,3.956906464708254e-07
1897,8.856604349904984e-08,1.1653427112179315e-09,3.1231183328372936e-07
1898,6.733442314832416e-08,2.26334195829736e-09,2.8801026719094125e-07
1899,1.0004917072592434e-07,1.6582735185011188e-09,3.8471945984497324e-07
1900,8.409505847239984e-08,0.0,3.628546281220224e-07
1901,8.438996035309287e-08,1.1177477832191585e-09,3.649446469466966e-07
1902,6.972603344701511e-08,9.820567692386817e-10,3.3389931441973886e-07
1903,1.0368423253304115e-07,5.400220270956879e-10,2.6245070650077196e-07
1904,9.94305677792795e-08,0.0,2.8861737710883517e-07
1905,1.0373125935991823e-07,0.0,3.2564389762512747e-07
1906,1.0545578249532284e-07,0.0,2.546371282718951e-07
1907,1.2239967084326508e-07,1.5428529565042481e-09,3.877703891319584e-07
1908,8.742272594730593e-08,1.4734167219643268e-09,3.565668560412405e-07
1909,1.2597252102564127e-07,2.2003934230241384e-09,2.7779967481933454e-07
1910,1.2612195243733026e-07,0.0,3.8638210497765613e-07
1911,1.2396471671394238e-07,3.7242618988742038e-09,3.4263210757501383e-07
1912,9.89790016614478e-08,1.5628263128064646e-09,3.521568761044591e-07
1913,1.0712039300031506e-07,2.6514948570088848e-09,3.696183874524195e-07
1914,9.040603998755614e-08,6.696743715117748e-10,3.5894545291625946e-07
1915,6.950649811265919e-08,0.0,2.93340969292899e-07
1916,9.22946812309533e-08,0.0,2.2414422851113613e-07
1917,1.041810300250745e-07,1.0966424435210342e-09,2.752572489939098e-07
1918,6.891825687915798e-08,0.0,2.986457907638851e-07
1919,1.703451901757802e-07,9.207848372660976e-10,2.882056504560637e-07
1920,1.1509792541275488e-07,3.786115865267448e-09,3.6649601575788893e-07
1921,1.3328036185811243e-07,1.5145494858259667e-09,3.180554060122631e-07
1922,1.4608311749153557e-07,1.4755870969551665e-09,4.0357307362626216e-07
1923,1.9851822274929987e-07,5.307974060286824e-09,4.2569950764459463e-07
1924,1.7661525530954236e-07,0.0,4.757009559597236e-07
1925,1.4847539930862297e-07,1.0998177923937646e-09,4.0803239897968524e-07
1926,1.2706597285472299e-07,0.0,4.848570362980809e-07
1927,1.438250003538144e-07,1.1149224876660924e-09,4.972554439319765e-07
1928,1.4739593456880584e-07,1.1426041446327417e-08,3.416386338273014e-07
1929,1.0583385945395207e-07,3.342121912552898e-09,4.1219502211475856e-07
1930,9.34820736375741e-08,3.1510811737689437e-09,4.810650455766563e-07
1931,9.694552982608684e-08,1.1405356659111021e-09,2.9767981857276027e-07
1932,8.000461471091569e-08,1.0959536611565568e-09,5.326334928668075e-07
1933,5.2765046776315216e-08,0.0,2.9823721536814674e-07
1934,7.907842736187831e-08,2.3963160344919743e-09,3.354842537106606e-07
1935,8.01875019718068e-08,0.0,3.3032464052951127e-07
1936,1.0306007114380122e-07,6.0623572828433225e-09,3.310047116400483e-07
1937,7.932404222366074e-08,1.2591118148108649e-09,2.442676931835308e-07
1938,1.5298952515951925e-07,9.075650009293668e-09,3.345025341161545e-07
1939,1.1776418862297078e-07,0.0,3.0588101207484897e-07
1940,5.325144059042941e-08,0.0,1.2678914540487085e-07
1941,1.121570964990326e-07,0.0,4.3387087345081454e-07
1942,1.0316320242509391e-07,0.0,3.883790937742049e-07
1943,1.7129087859224512e-07,0.0,4.09356154307261e-07
1944,2.377757759575161e-07,0.0,4.273537701493524e-07
1945,1.3288874045613852e-07,2.178504043826024e-09,3.485606363540228e-07
1946,1.0023195251562811e-07,0.0,5.568441920900113e-07
1947,1.8358140674301637e-07,3.099426493236024e-08,3.647786588345525e-07
1948,1.1306763436635947e-07,0.0,3.0223849201149733e-07
1949,1.0504198622030003e-07,0.0,4.859419142633215e-07
1950,9.57182537675294e-08,1.0635361480382244e-09,4.424310358075445e-07
1951,6.716682798835194e-08,6.396841278899501e-09,3.379664477165534e-07
1952,1.5711757184178055e-07,0.0,3.405971531478258e-07
1953,1.1420256784688831e-07,1.0773827385790469e-09,3.016671783484526e-07
1954,1.1629318263928212e-07,2.9317608341017376e-09,3.254254625773001e-07
1955,1.332756260907786e-07,9.385607846468247e-10,3.3318908165824723e-07
1956,1.5087574967154183e-07,2.616342476002842e-09,3.06984196285498e-07
1957,1.5107914075329631e-07,5.301022731885041e-09,4.117127563318945e-07
1958,1.2242920527372192e-07,5.790570245522986e-09,3.51570352385977e-07
1959,1.356380897599152e-07,1.7051645984089703e-08,3.433581357015214e-07
1960,1.4672166465112824e-07,2.7683333403416555e-09,4.1317374765981185e-07
1961,1.966329081781737e-07,1.945484662257968e-08,4.078569437737656e-07
1962,1.4015723825977489e-07,8.244543714397423e-09,5.029171568082802e-07
1963,1.4548619753362857e-07,2.5864211883330768e-09,4.480974880038957e-07
1964,1.3932287645790353e-07,3.6503810529886493e-09,4.3074495614803254e-07
1965,1.1710172831413956e-07,2.188817349590977e-09,2.807158319129144e-07
1966,1.7060350332442908e-07,1.1078149508847446e-09,3.1018819868222636e-07
1967,1.5777073181233447e-07,3.451234853457663e-09,3.811149511534495e-07
1968,1.4327616443265967e-07,4.940557296606585e-09,4.819289198820798e-07
1969,1.062771355364589e-07,9.083515606356229e-10,3.4199435461346184e-07
1970,1.2002671967437095e-07,1.3796175313274261e-09,3.315680796589504e-07
1971,1.6185952667058245e-07,5.138397263237948e-09,3.237190480120944e-07
1972,2.093099963351719e-07,3.5911027485013847e-09,3.0729579414412456e-07
1973,1.251497221965714e-07,1.102640756478479e-09,2.3486248146298294e-07
1974,1.3613883209639965e-07,5.625571675160757e-10,2.1714707187925342e-07
1975,1.450715938489111e-07,6.8537762132336866e-09,2.6672612207789825e-07
1976,1.3941005816420216e-07,3.4281160132820787e-09,2.416821800466096e-07
1977,1.1694795765126997e-07,2.3507127910882275e-09,2.1685325535258926e-07
1978,1.2178212316360515e-07,5.940591352171509e-10,2.625741410966498e-07
1979,1.6736644026238423e-07,1.1703946700691858e-09,3.63407549386352e-07
1980,1.2507331659250553e-07,2.8425753972882717e-09,2.836890109492174e-07
1981,1.5371085271276286e-07,1.897664858585557e-09,2.8781249383769136e-07
1982,1.3904805218345473e-07,2.483000915987077e-09,2.253323270196006e-07
1983,1.3704236367928502e-07,6.315316047889041e-10,2.2671984467592665e-07
1984,1.240987823614148e-07,2.3196033982486597e-09,2.3659955061816618e-07
1985,1.2091271361924782e-07,1.2031116103372597e-09,3.368712508944327e-07
1986,1.534588305318607e-07,1.7983456945813714e-09,2.7394798518542984e-07
1987,9.899523079059946e-08,6.110816963555976e-09,2.4382158514413277e-07
1988,9.89431389597506e-08,6.596209134457354e-09,2.5005630011065705e-07
1989,1.1634819030437171e-07,1.6464366536794728e-09,3.205063467959235e-07
1990,1.340368129820746e-07,1.089730194969718e-09,2.484584848971849e-07
1991,1.0609252099058608e-07,1.2309076646843664e-08,2.6845510525674854e-07
1992,1.0358695190504363e-07,1.1019888335184191e-09,2.5125345715082403e-07
1993,1.0746062584221505e-07,3.877445031719162e-09,3.2681322537087e-07
1994,1.0813599210512947e-07,5.274926606624319e-10,3.1755056895121925e-07
1995,1.805676075328222e-07,1.0844901643380922e-09,2.624466155509708e-07
1996,1.2758039846794134e-07,5.338092190498855e-10,2.2953795841829105e-07
1997,1.4288785288307793e-07,2.397447240731765e-09,3.313272092242414e-07
1998,1.149119154275624e-07,1.9072516899143466e-09,2.345919520863049e-07
1999,1.55386833095017e-07,9.140402323914998e-10,2.902077618216481e-07
2000,1.6081634246489784e-07,2.6508188977203417e-09,2.5182779062049576e-07
2001,1.6166672001105553e-07,2.6287270138425356e-09,2.7820694015190384e-07
2002,1.0821617352219093e-07,8.76244299341522e-10,3.5268832121460036e-07
2003,1.4709238604915242e-07,0.0,2.887677581497883e-07
2004,1.8808458979169274e-07,1.7619165015858584e-09,2.8587095712850896e-07
2005,1.2655536552053093e-07,4.5037495954858286e-10,2.940948489182915e-07
2006,1.3136068921504318e-07,8.235779835885637e-10,2.903112363839e-07
2007,1.749582021481899e-07,1.5977917877663117e-09,3.355362636625614e-07
2008,1.7796098228384238e-07,2.1287198670449925e-09,3.3676348643041365e-07
2009,1.573503478624616e-07,4.76819250749827e-10,3.681044677961154e-07
2010,2.1304306141445295e-07,2.3618964561933353e-09,4.865506895157523e-07
2011,2.531469402988762e-07,2.6767803529281764e-09,6.298081842714964e-07
2012,2.961699800962947e-07,1.7021263842842416e-09,7.979568472649134e-07
2013,3.299534987455388e-07,1.6734749697100426e-09,8.635131223400094e-07
2014,3.3088001760717134e-07,1.2992671383216248e-09,9.118689909826116e-07
2015,3.1275877798719875e-07,2.21657536769726e-09,1.068389330782793e-06
2016,3.8319790718333024e-07,6.214020409345267e-10,1.0880749385933086e-06
2017,3.292935311094425e-07,1.0062445321423752e-09,1.0540411423676233e-06
2018,3.6605198427963614e-07,1.8070267504555204e-09,1.019421233650064e-06
2019,4.081580433634713e-07,0.0,1.0392723979180118e-06
