year,en_ADP aire_NOUN,en_ADP mer_NOUN
1800,4.7162466820793725e-08,7.005198478182706e-06
1801,1.619204113012529e-07,5.286225462697303e-06
1802,3.3567602031325805e-08,1.056484339301278e-05
1803,2.9255089017965474e-08,6.213780832098337e-06
1804,1.730295728918918e-08,5.307064191439892e-06
1805,3.695740935505398e-08,5.083065475641746e-06
1806,4.8988376022407465e-08,4.5011673011075e-06
1807,1.1387820464392462e-08,5.252632111485411e-06
1808,4.5321479014148736e-08,7.725046081041853e-06
1809,7.00299480627109e-08,4.621976544827433e-06
1810,5.3822916346035754e-08,5.482916940913185e-06
1811,5.0141535368197765e-09,5.894137376394326e-06
1812,3.200649700829672e-08,3.8434469842307806e-06
1813,2.0130190847567064e-08,4.3596241132703994e-06
1814,4.090680150170556e-08,4.191373985218405e-06
1815,8.091670444798638e-09,4.064715683593789e-06
1816,7.184571870766376e-08,4.417353100194532e-06
1817,1.2454987263765815e-08,3.5247614729172483e-06
1818,7.152706427149269e-09,4.787544742201888e-06
1819,2.484252026313527e-08,5.455003356580335e-06
1820,1.7799721696576398e-08,5.157172746628191e-06
1821,3.7473656067099625e-08,4.613203999137561e-06
1822,3.0076847679083585e-08,4.426309274663254e-06
1823,3.2612866407433216e-08,5.343568978410929e-06
1824,1.431589158329416e-08,7.644686222718633e-06
1825,1.3208164117983756e-08,5.0851433144316616e-06
1826,2.466235649034587e-08,7.036698627782556e-06
1827,2.027800155568471e-08,6.1764948333653535e-06
1828,2.384798225563145e-08,5.492374152371582e-06
1829,4.800978425922864e-08,5.799753418689324e-06
1830,1.6698937788106605e-08,5.204849982565207e-06
1831,1.4032085493553836e-08,4.519890751453204e-06
1832,9.470978445946798e-09,3.493438013757455e-06
1833,1.2741991461950875e-08,6.4231220715527115e-06
1834,2.1469421573883096e-08,4.834353754645804e-06
1835,2.571449897459388e-08,6.4301374536057665e-06
1836,2.9571301130015826e-08,6.002301901730789e-06
1837,1.8786305289175687e-08,5.851586390548391e-06
1838,3.8504186727905676e-08,5.8614737632467495e-06
1839,2.6567605448946097e-08,6.643299602870911e-06
1840,5.860113566624747e-08,6.010438320380729e-06
1841,4.173356549230789e-08,4.860997141697965e-06
1842,3.287049921141261e-08,5.37868680083875e-06
1843,3.0125246297529884e-08,3.7083587465236434e-06
1844,5.488561261035585e-08,4.14276584070894e-06
1845,2.7343117381395388e-08,4.617080623270375e-06
1846,1.3465352832753297e-08,4.604565479127132e-06
1847,2.480882788091776e-08,3.6355720549607895e-06
1848,2.0113054055581614e-08,3.842397839015632e-06
1849,2.3462362719328667e-08,3.349252167605954e-06
1850,2.1724787302446202e-08,4.292003308314918e-06
1851,2.1283148576856092e-08,3.955440925906828e-06
1852,1.9531636752390114e-08,3.828851872889061e-06
1853,2.26933418723263e-08,4.247835282411572e-06
1854,2.1821789930598356e-08,3.8499872658803724e-06
1855,1.1144567935161831e-08,3.962159226489348e-06
1856,2.0191037064520856e-08,4.003520235329461e-06
1857,1.2691923956253959e-08,3.7197099356234276e-06
1858,4.502181916166137e-08,3.7710666651591396e-06
1859,2.6479301196147276e-08,3.825749866903649e-06
1860,1.373155189554609e-08,3.4681321952056976e-06
1861,1.3204698334767784e-08,3.990648671958752e-06
1862,3.6143891435358455e-08,3.5425530975352615e-06
1863,1.947902072974017e-08,4.288381325601165e-06
1864,2.5412057458318316e-08,5.642435692898573e-06
1865,2.9653119293371333e-08,4.295936798737188e-06
1866,1.8489329622894957e-08,4.180048027713212e-06
1867,2.8631587767335986e-08,4.069567690834219e-06
1868,3.112120594561674e-08,3.394681477253414e-06
1869,3.174287332985415e-08,3.535179537550448e-06
1870,4.0711745086241535e-08,3.2959311777602807e-06
1871,3.929835434846041e-08,3.1544896756940943e-06
1872,2.0560953717385644e-08,3.858202430429003e-06
1873,3.8909028887701425e-08,3.604771986243094e-06
1874,5.616132481289782e-08,4.051382271441639e-06
1875,2.4030413270370587e-08,3.671503975510859e-06
1876,3.748529087133079e-08,3.6675126366958466e-06
1877,5.999271590617639e-08,3.683057823167246e-06
1878,2.2344627481629686e-08,3.7985866931933288e-06
1879,1.8327976358811782e-08,3.51652772201394e-06
1880,4.492492533536563e-08,4.359001259501838e-06
1881,6.83305714233029e-08,3.210839798484244e-06
1882,6.25606177973026e-08,3.3782735684440013e-06
1883,3.475636339844712e-08,3.536933952830168e-06
1884,3.6969503902639644e-08,3.5213451212712243e-06
1885,3.287274280561192e-08,3.5096486019625672e-06
1886,5.0982363997142954e-08,3.7875379232943374e-06
1887,3.199173115309151e-08,3.4479251578289905e-06
1888,2.4728397107764977e-08,3.7650570874347977e-06
1889,3.8217333020451605e-08,3.751563829368365e-06
1890,3.211649390877369e-08,3.6258865412364116e-06
1891,3.44207886637804e-08,3.4803241062419943e-06
1892,2.7581454897784852e-08,3.151181070748521e-06
1893,2.832871559554917e-08,3.596515193216021e-06
1894,3.591877373310126e-08,3.3814060502734833e-06
1895,2.106515117894503e-08,3.2873672983768643e-06
1896,2.122930492509667e-08,3.5730097867059385e-06
1897,2.9133568113515196e-08,3.299085146402092e-06
1898,2.6594268232038587e-08,3.239408282951217e-06
1899,2.984892333302014e-08,3.3624259927478306e-06
1900,2.0764213348734017e-08,3.255828590731369e-06
1901,3.409130783227354e-08,3.844493416949035e-06
1902,2.8970674414985353e-08,3.092005655958019e-06
1903,3.0781254878320397e-08,3.180729827079176e-06
1904,3.117282521003517e-08,3.1119079970665098e-06
1905,2.5803795267176355e-08,3.7580646932156014e-06
1906,2.05767382577271e-08,3.721817583013376e-06
1907,2.8799923057487575e-08,3.5989617614973213e-06
1908,2.897719486583128e-08,3.265091393700459e-06
1909,1.925344239595006e-08,3.4991756701074905e-06
1910,1.9238942772226153e-08,3.1060203022903465e-06
1911,1.9685384544665396e-08,3.3646046535551477e-06
1912,2.5005221671037248e-08,3.338718091328019e-06
1913,2.1742257383383645e-08,3.8738339860344695e-06
1914,1.808120764223986e-08,4.098407112351765e-06
1915,2.3561524287174507e-08,4.664003713905629e-06
1916,2.4172415624690302e-08,6.033215381506807e-06
1917,5.3735480065597585e-08,3.845925016676688e-06
1918,1.033773866510046e-08,3.5791547627894715e-06
1919,1.6574127070789757e-08,3.873741878379633e-06
1920,1.8930578438158818e-08,3.948918879004282e-06
1921,2.4990065738972334e-08,3.3782025319339937e-06
1922,2.360939327372691e-08,4.094016588851446e-06
1923,1.4862327812892318e-08,3.5998680232296465e-06
1924,5.156649773851996e-09,4.3870198638273905e-06
1925,8.798542339150117e-09,4.046229765464204e-06
1926,6.687683296036084e-09,4.257824862463622e-06
1927,1.0034302388994831e-08,4.354887128243945e-06
1928,1.4853853258500749e-08,3.944269401756628e-06
1929,2.116677166874581e-08,4.543057748662704e-06
1930,1.1553964007759987e-08,4.077498921617462e-06
1931,2.5091784650044247e-08,4.297538296782477e-06
1932,4.055028668403793e-08,4.631500239327124e-06
1933,4.1294382802092855e-08,4.368028083234776e-06
1934,2.875579241390369e-08,3.8472854626547814e-06
1935,2.0346082152400413e-08,3.948336960490906e-06
1936,1.9399542861009422e-08,4.7116638626221174e-06
1937,2.1404900962807005e-08,4.238170468795488e-06
1938,2.333738657878115e-08,4.183874782626162e-06
1939,1.2235240376412548e-08,4.577509088221632e-06
1940,1.5214697057785997e-08,4.140933413054881e-06
1941,1.1806010391524069e-08,4.2147457506303e-06
1942,1.517105907566929e-08,3.1950250942713865e-06
1943,2.9032351855917682e-08,3.814851119443574e-06
1944,4.4984606262232774e-08,3.508799402140994e-06
1945,1.3071024707045353e-08,3.96487732245987e-06
1946,3.062643028073353e-08,3.5025497524543425e-06
1947,1.6689218895749036e-08,3.961305367283785e-06
1948,2.5005341575123907e-08,3.59968216301354e-06
1949,2.2579119796084512e-08,4.4382695314482135e-06
1950,2.4461330738745346e-08,4.364752456353926e-06
1951,2.3455083209000804e-08,4.679289105524731e-06
1952,3.374337254058446e-08,4.034442028455487e-06
1953,3.124409986288157e-08,4.588572963371007e-06
1954,3.029486128625081e-08,4.602864521530137e-06
1955,2.2525458831523792e-08,4.5651594433593345e-06
1956,2.703553869665143e-08,4.87250200364997e-06
1957,7.951533903538532e-08,4.428120767840937e-06
1958,2.8125628048769613e-08,5.427418763304104e-06
1959,1.9376869886400527e-08,4.832591077530424e-06
1960,2.629916601160076e-08,4.934554311830652e-06
1961,3.265634873628187e-08,4.828970908477004e-06
1962,5.45408234131628e-08,4.538938007669913e-06
1963,3.039045082253722e-08,4.909027666144539e-06
1964,4.0154192526564714e-08,4.898811113207557e-06
1965,4.0493119801698896e-08,4.7858492848718015e-06
1966,5.151339477205141e-08,4.949163148637581e-06
1967,2.5144710702473816e-08,5.273486948453865e-06
1968,3.413475932467769e-08,5.334005564350264e-06
1969,3.451736046988785e-08,5.575007683944477e-06
1970,3.3570694335516293e-08,6.184825060984167e-06
1971,3.956565930440803e-08,5.818207661434371e-06
1972,3.5398013353837854e-08,6.0828151831060495e-06
1973,4.300298939163838e-08,6.481322145646118e-06
1974,4.050411750444738e-08,6.846320815157014e-06
1975,4.16938057412608e-08,7.218739625614035e-06
1976,2.228275491900078e-08,7.947515626938184e-06
1977,4.8189612078530786e-08,7.835513343934508e-06
1978,5.287126469966097e-08,8.27227356126059e-06
1979,5.442335160310563e-08,7.011249422816945e-06
1980,3.581644952843632e-08,6.9967150153615876e-06
1981,6.135783220395652e-08,6.626645614460358e-06
1982,3.165826112372372e-08,7.310575313113077e-06
1983,3.6628833299801045e-08,6.9897919701134015e-06
1984,3.537395104613594e-08,6.63638537901079e-06
1985,4.9327574580537714e-08,6.484771517989429e-06
1986,5.874595604415944e-08,7.424170334502378e-06
1987,4.8275453745638686e-08,7.002385245868936e-06
1988,3.238138990280248e-08,6.750920277909245e-06
1989,7.079677288857056e-08,6.2224327237458965e-06
1990,8.554382369130309e-08,6.097040277097676e-06
1991,3.8099522925438833e-08,5.898978777452157e-06
1992,4.573253731265936e-08,5.915476094742189e-06
1993,5.760775678709251e-08,4.9991345605349125e-06
1994,4.378189177867142e-08,5.3878101411442e-06
1995,6.181593642518024e-08,5.682186291267044e-06
1996,5.8719012541175175e-08,5.60072621880181e-06
1997,4.842843426278165e-08,5.892445905431032e-06
1998,5.912480360859007e-08,5.561069258419593e-06
1999,4.295989214364582e-08,5.4106612239479546e-06
2000,5.610899900254651e-08,5.936066997946909e-06
2001,6.790878490092744e-08,5.3481452013670605e-06
2002,5.651775714099472e-08,5.7924131162678805e-06
2003,6.833753474211335e-08,5.644930380910296e-06
2004,6.7393305602792e-08,5.122772229526618e-06
2005,6.71058666412705e-08,4.9847500065425265e-06
2006,5.8474035113942335e-08,5.739926972836429e-06
2007,3.794755376596015e-08,5.492409275831278e-06
2008,4.385162938325138e-08,5.713909747129264e-06
2009,6.103286476211167e-08,5.904452979876851e-06
2010,4.91274465552749e-08,6.3638938740950834e-06
2011,4.0916501159449226e-08,6.210130379713519e-06
2012,5.106378955788138e-08,5.823655001790939e-06
2013,4.62994750871637e-08,5.274235665098104e-06
2014,3.5729847039367435e-08,5.741461379216162e-06
2015,3.568686279820099e-08,5.598847575782884e-06
2016,3.749125579433077e-08,5.243390013731641e-06
2017,4.150758609045013e-08,5.197504766130123e-06
2018,3.252648211882203e-08,6.060251465100919e-06
2019,3.851991381420561e-08,5.626458658980482e-06
