year,son_DET oral_NOUN,son_DET moral_NOUN
1891,0.0,9.752556850983751e-08
1892,6.268512375839919e-10,7.208789254420367e-08
1893,4.310891643655168e-09,8.375446514108376e-08
1894,0.0,9.011201318465112e-08
1895,1.8055843487019274e-09,1.4083557964283955e-07
1896,0.0,1.3445225555130946e-07
1897,5.826713556089658e-10,1.0488084711823831e-07
1898,0.0,1.3014216726503491e-07
1899,1.1055156790007459e-09,1.155263866792211e-07
1900,0.0,1.1316495784896574e-07
1901,1.1177477832191585e-09,7.321247652569696e-08
1902,1.9641135384773634e-09,9.476847973033387e-08
1903,5.400220270956879e-10,1.0098411795667062e-07
1904,2.6873125946735854e-09,9.943056422656582e-08
1905,1.0321518084666081e-09,1.3624404271439516e-07
1906,0.0,1.0442694475809589e-07
1907,0.0,1.0954256413064911e-07
1908,0.0,1.144353674042975e-07
1909,0.0,9.296662462077165e-08
1910,0.0,1.25587540367178e-07
1911,0.0,1.026832188166793e-07
1912,1.5628263128064646e-09,1.2398422333248504e-07
1913,0.0,1.1825667289855346e-07
1914,0.0,1.3259552300581845e-07
1915,4.712304768617059e-09,1.7317720191201147e-07
1916,1.4283700444650549e-08,2.1315676690392138e-07
1917,0.0,2.522277622318825e-07
1918,0.0,2.768216695869796e-07
1919,0.0,2.808393659847752e-07
1920,0.0,2.3701085893890195e-07
1921,7.572747429129834e-10,1.6508588807084834e-07
1922,0.0,1.2247372538354284e-07
1923,1.4862327368803108e-08,1.5605443692834342e-07
1924,0.0,1.80482748746158e-07
1925,6.598906754362588e-09,1.5947357479006996e-07
1926,8.916910765321973e-09,1.415559536255273e-07
1927,3.3447675740205796e-09,1.7169805666128468e-07
1928,3.4278122562625413e-09,9.369353914934209e-08
1929,1.1140406375176326e-09,1.4816740634415737e-07
1930,5.2518016602221e-09,1.6175549610863982e-07
1931,1.1405356659111021e-08,1.6993981688528947e-07
1932,2.1919073223131136e-09,1.3370634921461289e-07
1933,0.0,1.8008940294578224e-07
1934,4.7926320689839486e-09,1.8212002217410372e-07
1935,0.0,1.890988858832543e-07
1936,7.274828739411987e-09,1.6368364974539418e-07
1937,2.5182236296217297e-09,1.573889765182912e-07
1938,1.2965214457594243e-09,1.400243103688581e-07
1939,0.0,2.0494027808126702e-07
1940,0.0,2.3582780439568296e-07
1941,0.0,2.0955668134092775e-07
1942,0.0,1.426079556665627e-07
1943,0.0,1.9741999501832197e-07
1944,9.639558484764166e-09,1.606593009739754e-07
1945,4.357008087652048e-09,2.5270646730746193e-07
1946,5.568441707737293e-09,2.157771206157122e-07
1947,2.3841741914054637e-09,2.086152433022903e-07
1948,2.174377566888097e-09,1.402473541745053e-07
1949,6.8719057111366055e-09,1.4529171821209275e-07
1950,4.2541445921528975e-09,1.8611882968144755e-07
1951,6.396841278899501e-09,1.9616979773928733e-07
1952,5.272402070488624e-09,1.5606309311522182e-07
1953,7.54167928107563e-09,1.6699432947575588e-07
1954,2.247683283940205e-08,1.4170177076167079e-07
1955,1.0324168187025862e-08,1.3515275298914275e-07
1956,8.72114114258693e-09,1.6831802618355596e-07
1957,2.1204090927540165e-08,8.835037457188832e-08
1958,1.0753916868111446e-08,1.3235589779725387e-07
1959,3.8753737996444215e-09,1.2711226560213618e-07
1960,3.460416619915918e-09,1.3080375094176588e-07
1961,2.779263708063695e-09,1.5424913968331566e-07
1962,6.341956293454132e-09,1.369862543398881e-07
1963,7.759263453976928e-09,1.3255409303525312e-07
1964,4.867174663303331e-09,1.259381470219978e-07
1965,3.830430195250756e-09,1.203849535613699e-07
1966,7.200797291773142e-09,1.2185964326505427e-07
1967,4.930335695263466e-09,1.5333343661438903e-07
1968,4.042274071025531e-09,1.491150118937412e-07
1969,5.904285060864822e-09,1.512405303216724e-07
1970,2.7592350626548523e-09,1.0071207601214383e-07
1971,1.0276794526475896e-08,1.5517960072486403e-07
1972,0.0,1.3543587407127688e-07
1973,5.513203671370093e-09,1.1026407298331264e-07
1974,9.00091468025721e-09,9.844750259446755e-08
1975,1.0851811893530794e-08,1.4221585509233137e-07
1976,4.570821499072508e-09,1.3141111843140152e-07
1977,3.526069214387917e-09,1.2106170732550936e-07
1978,6.534650598410963e-09,1.0217816992508233e-07
1979,3.5111840102075575e-09,1.1118749387861726e-07
1980,9.664756106531058e-09,1.0346974477215554e-07
1981,4.427884725544118e-09,1.2461332854485363e-07
1982,9.311253101884631e-09,1.2228779233680598e-07
1983,5.052252838311233e-09,1.4525226355033283e-07
1984,2.3196033982486597e-09,1.235188777926055e-07
1985,1.8046674155058895e-09,1.5099050898470523e-07
1986,7.1933827783254856e-09,1.1629301877036369e-07
1987,1.8332451112712533e-09,1.1732768356864653e-07
1988,7.795519785247507e-09,1.1813211342470709e-07
1989,5.488121956886971e-09,1.300684981941913e-07
1990,8.717841559757744e-09,1.4438925255433332e-07
1991,4.68917216167597e-09,1.1722930715052371e-07
1992,1.1019888335184191e-09,1.0358694790824075e-07
1993,7.200969598386564e-09,1.0192141974840752e-07
1994,7.384897138251745e-09,1.4347800281200307e-07
1995,1.1929391696696712e-08,1.0628003543899922e-07
1996,6.4057106285986265e-09,1.2437754826066794e-07
1997,1.4384683666435194e-08,1.4288786154281752e-07
1998,8.582632382569955e-09,1.4304387363495152e-07
1999,1.0968483010742602e-08,1.375630525046745e-07
2000,9.277866475088103e-09,1.5816553400327393e-07
2001,9.638665865452367e-09,1.2880762767508713e-07
2002,1.2267419968736704e-08,1.3976097257284437e-07
2003,5.8336921959778465e-09,1.5292606470040937e-07
2004,1.0571499231559756e-08,1.744297346562007e-07
2005,1.7114247796712334e-08,1.562801088539345e-07
2006,1.1530091548195287e-08,1.778928506723787e-07
2007,1.078509459517818e-08,1.9892507729935005e-07
2008,1.702975893635994e-08,2.537434049543208e-07
2009,1.8119131084404216e-08,2.4317781210925205e-07
2010,1.9839930587295385e-08,3.0704654108149043e-07
2011,2.1796640936599943e-08,3.2465520760638356e-07
2012,2.6212745751763578e-08,3.686805598590581e-07
2013,2.7891250198308626e-08,3.7206928382715887e-07
2014,2.9016964830930192e-08,4.110015083824692e-07
2015,2.2609068395240683e-08,3.8923065304175e-07
2016,2.4027544398563805e-08,3.637273238155103e-07
2017,3.2199825028556006e-08,4.070259258526221e-07
2018,3.149389371515099e-08,4.2645829623211284e-07
2019,3.418323757387043e-08,3.864746496162752e-07
