year,en_ADP aire_NOUN,en_ADP maire_NOUN
1855,1.1144567935161831e-08,1.1144567935161831e-08
1856,2.0191037064520856e-08,1.2425253714809514e-08
1857,1.2691923956253959e-08,6.834112886711097e-09
1858,4.502181916166137e-08,5.4809173144487744e-08
1859,2.6479301196147276e-08,1.782260738991681e-08
1860,1.373155189554609e-08,7.323494338740133e-09
1861,1.3204698334767784e-08,5.187559992680946e-09
1862,3.6143891435358455e-08,5.873382252774562e-09
1863,1.947902072974017e-08,4.495158911765884e-09
1864,2.5412057458318316e-08,5.2742007428108195e-09
1865,2.9653119293371333e-08,7.060266704606022e-09
1866,1.8489329622894957e-08,1.1190909532388105e-08
1867,2.8631587767335986e-08,5.338092634588065e-09
1868,3.112120594561674e-08,1.1361710128277025e-08
1869,3.174287332985415e-08,1.0255390092694938e-08
1870,4.0711745086241535e-08,1.1468098026767848e-08
1871,3.929835434846041e-08,3.18635318130589e-09
1872,2.0560953717385644e-08,2.4189358072135292e-08
1873,3.8909028887701425e-08,1.2570609608797412e-08
1874,5.616132481289782e-08,4.779687312606029e-09
1875,2.4030413270370587e-08,5.149374426860476e-09
1876,3.748529087133079e-08,3.02300739996042e-09
1877,5.999271590617639e-08,1.6699003513309663e-08
1878,2.2344627481629686e-08,1.268208649207736e-08
1879,1.8327976358811782e-08,9.774920428640144e-09
1880,4.492492533536563e-08,1.6686399817444908e-08
1881,6.83305714233029e-08,4.183504653809678e-09
1882,6.25606177973026e-08,7.986461936226874e-09
1883,3.475636339844712e-08,1.76941486462745e-08
1884,3.6969503902639644e-08,5.941527270181268e-09
1885,3.287274280561192e-08,2.771623297537218e-08
1886,5.0982363997142954e-08,8.38950331427668e-09
1887,3.199173115309151e-08,9.793386546164129e-09
1888,2.4728397107764977e-08,1.0779044767872392e-08
1889,3.8217333020451605e-08,1.628935564212952e-08
1890,3.211649390877369e-08,5.898947996740844e-09
1891,3.44207886637804e-08,1.529812854172974e-08
1892,2.7581454897784852e-08,8.149066310636499e-09
1893,2.832871559554917e-08,1.1700991398022609e-08
1894,3.591877373310126e-08,9.452309157609307e-09
1895,2.106515117894503e-08,7.824199066419624e-09
1896,2.122930492509667e-08,7.666137835649067e-09
1897,2.9133568113515196e-08,2.21415115131407e-08
1898,2.6594268232038587e-08,1.0185038590293516e-08
1899,2.984892333302014e-08,9.39688327150634e-09
1900,2.0764213348734017e-08,6.7483690857628176e-09
1901,3.409130783227354e-08,8.94198237677557e-09
1902,2.8970674414985353e-08,4.419255628107521e-09
1903,3.0781254878320397e-08,1.296052865029651e-08
1904,3.117282521003517e-08,6.449550227216605e-09
1905,2.5803795267176355e-08,9.289366442732927e-09
1906,2.05767382577271e-08,6.68743965759333e-09
1907,2.8799923057487575e-08,5.6571278217454335e-09
1908,2.897719486583128e-08,7.858222517143076e-09
1909,1.925344239595006e-08,1.045186842629775e-08
1910,1.9238942772226153e-08,1.0153886509378651e-08
1911,1.9685384544665396e-08,8.512598737020483e-09
1912,2.5005221671037248e-08,7.814131730565776e-09
1913,2.1742257383383645e-08,1.1666577703906e-08
1914,1.808120764223986e-08,1.272381305872372e-08
1915,2.3561524287174507e-08,4.712304657594757e-09
1916,2.4172415624690302e-08,6.592477230782379e-09
1917,5.3735480065597585e-08,6.57985488317081e-09
1918,1.033773866510046e-08,8.040463406189247e-09
1919,1.6574127070789757e-08,3.6831393490643904e-09
1920,1.8930578438158818e-08,4.543339038320937e-09
1921,2.4990065738972334e-08,8.330022005509363e-09
1922,2.360939327372691e-08,5.902348387820666e-09
1923,1.4862327812892318e-08,6.369568872344189e-09
1924,5.156649773851996e-09,6.4458122173149945e-09
1925,8.798542339150117e-09,8.798542117105512e-09
1926,6.687683296036084e-09,6.6876830739914794e-09
1927,1.0034302388994831e-08,1.560891471630299e-08
1928,1.4853853258500749e-08,1.2568645235688791e-08
1929,2.116677166874581e-08,1.1140406375176326e-09
1930,1.1553964007759987e-08,2.100720708497761e-09
1931,2.5091784650044247e-08,4.5621426636444085e-09
1932,4.055028668403793e-08,1.0959536389520963e-08
1933,4.1294382802092855e-08,1.1470662197865522e-09
1934,2.875579241390369e-08,1.0783422155213884e-08
1935,2.0346082152400413e-08,5.98414207075848e-09
1936,1.9399542861009422e-08,3.6374143697059935e-09
1937,2.1404900962807005e-08,7.55467088886519e-09
1938,2.333738657878115e-08,1.2965214457594243e-09
1939,1.2235240376412548e-08,3.058810094103137e-09
1940,1.5214697057785997e-08,0.0
1941,1.1806010391524069e-08,2.9515025978810172e-09
1942,1.517105907566929e-08,6.068423541449874e-09
1943,2.9032351855917682e-08,5.806470415592457e-09
1944,4.4984606262232774e-08,0.0
1945,1.3071024707045353e-08,2.178504043826024e-09
1946,3.062643028073353e-08,8.352662561605939e-09
1947,1.6689218895749036e-08,7.152522574216391e-09
1948,2.5005341575123907e-08,6.523132700664291e-09
1949,2.2579119796084512e-08,2.9451024952109606e-09
1950,2.4461330738745346e-08,6.381216888229346e-09
1951,2.3455083209000804e-08,5.330700769690111e-09
1952,3.374337254058446e-08,1.0544803918932644e-09
1953,3.124409986288157e-08,4.3095309543161875e-09
1954,3.029486128625081e-08,9.772536113672459e-10
1955,2.2525458831523792e-08,3.754243138587299e-09
1956,2.703553869665143e-08,5.232684952005684e-09
1957,7.951533903538532e-08,1.7670075402875796e-09
1958,2.8125628048769613e-08,9.099467679352102e-09
1959,1.9376869886400527e-08,7.750747821333448e-10
1960,2.629916601160076e-08,4.0832915715327545e-08
1961,3.265634873628187e-08,2.08444772553662e-09
1962,5.45408234131628e-08,5.707760764028791e-09
1963,3.039045082253722e-08,4.526237051827309e-09
1964,4.0154192526564714e-08,7.057403195176448e-08
1965,4.0493119801698896e-08,8.20806533852192e-09
1966,5.151339477205141e-08,7.20079718075084e-09
1967,2.5144710702473816e-08,3.451234797946512e-09
1968,3.413475932467769e-08,8.084548142051062e-09
1969,3.451736046988785e-08,8.175163657142548e-09
1970,3.3570694335516293e-08,5.978342543233595e-09
1971,3.956565930440803e-08,2.569198631618974e-09
1972,3.5398013353837854e-08,1.487742551375959e-08
1973,4.300298939163838e-08,6.615844760915479e-09
1974,4.050411750444738e-08,5.06301445213353e-09
1975,4.16938057412608e-08,3.998036124386317e-09
1976,2.228275491900078e-08,1.7140580621521906e-09
1977,4.8189612078530786e-08,1.116588582705802e-08
1978,5.287126469966097e-08,5.346532216954358e-09
1979,5.442335160310563e-08,7.0223681314374176e-09
1980,3.581644952843632e-08,7.95921106799824e-09
1981,6.135783220395652e-08,5.06043967840597e-09
1982,3.165826112372372e-08,5.586751949948621e-09
1983,3.6628833299801045e-08,3.1576580239445207e-09
1984,3.537395104613594e-08,6.3789091786503604e-09
1985,4.9327574580537714e-08,9.624892882698077e-09
1986,5.874595604415944e-08,1.2588419195935785e-08
1987,4.8275453745638686e-08,4.277571630240118e-09
1988,3.238138990280248e-08,8.395175166153734e-09
1989,7.079677288857056e-08,3.841685636274406e-09
1990,8.554382369130309e-08,3.269190529398003e-09
1991,3.8099522925438833e-08,4.689171995142516e-09
1992,4.573253731265936e-08,1.1019888335184191e-09
1993,5.760775678709251e-08,1.0524494165053966e-08
1994,4.378189177867142e-08,6.857404422078162e-09
1995,6.181593642518024e-08,6.506940986028553e-09
1996,5.8719012541175175e-08,1.1743802375008272e-08
1997,4.842843426278165e-08,1.2466725984872085e-08
1998,5.912480360859007e-08,5.244942036242151e-09
1999,4.295989214364582e-08,6.398281571229347e-09
2000,5.610899900254651e-08,1.192868515076384e-08
2001,6.790878490092744e-08,3.943090742808408e-09
2002,5.651775714099472e-08,7.00995456126563e-09
2003,6.833753474211335e-08,1.2917460878725251e-08
2004,6.7393305602792e-08,6.6071870752359985e-09
2005,6.71058666412705e-08,4.954124332989807e-09
2006,5.8474035113942335e-08,3.7061009261485367e-09
2007,3.794755376596015e-08,1.0785094428644726e-08
2008,4.385162938325138e-08,8.514879357157668e-09
2009,6.103286476211167e-08,6.675469510497578e-09
2010,4.91274465552749e-08,8.502827608669605e-09
2011,4.0916501159449226e-08,9.177532511728259e-09
2012,5.106378955788138e-08,8.170206733382201e-09
2013,4.62994750871637e-08,6.693900211907078e-09
2014,3.5729847039367435e-08,1.0610681222544827e-08
2015,3.568686279820099e-08,8.422986752520956e-09
2016,3.749125579433077e-08,3.5212781579474495e-09
2017,4.150758609045013e-08,3.018733707449428e-09
2018,3.252648211882203e-08,3.872200171617379e-09
2019,3.851991381420561e-08,5.6121731151215215e-09
