year,en_ADP ère_NOUN,en_ADP ere_NOUN,en_ADP mères_NOUN
1800,1.8864987794131594e-08,1.0690159246706799e-07,2.515331631869344e-08
1801,3.333655484993869e-08,7.1435474868764e-08,0.0
1802,2.2378401354217203e-09,2.2378401354217203e-09,4.475680270843441e-09
1803,1.950339267864365e-08,5.0708818033484704e-08,4.095712213825209e-08
1804,4.943701892301533e-09,4.943701892301533e-09,7.4155526164076946e-09
1805,5.685755422035754e-09,2.842877711017877e-09,0.0
1806,0.0,3.1698359492793315e-08,0.0
1807,2.8469551160981155e-09,0.0,2.8469551160981155e-09
1808,1.1330369531492579e-08,6.118399653587403e-08,0.0
1809,9.036122072814123e-09,9.036122072814123e-09,2.259030518203531e-09
1810,4.212228077449254e-08,7.020380277111826e-09,1.4040760554223652e-08
1811,5.0141535368197765e-09,2.5070767684098882e-09,0.0
1812,8.00162425207418e-09,1.8670457180292033e-08,0.0
1813,0.0,0.0,0.0
1814,1.2586708564299443e-08,3.1466771410748606e-09,0.0
1815,2.697223555614414e-09,3.506390644503199e-08,0.0
1816,0.0,1.4832664874120383e-07,0.0
1817,1.556873407970727e-09,6.227493631882908e-09,4.670620334934483e-09
1818,7.152706427149269e-09,2.384235475716423e-09,1.7881765401739358e-08
1819,1.7596784473994376e-08,3.933399084221634e-08,1.035105001712111e-09
1820,1.1866481131050932e-09,2.3732962262101864e-08,0.0
1821,7.88919063410276e-09,1.7750678149575094e-08,0.0
1822,5.012807946513931e-09,1.2030739071633434e-08,3.0076847679083585e-09
1823,2.8659792761231984e-08,1.4824030780680175e-08,1.9765373782121287e-09
1824,1.0105335235266466e-08,0.0,1.6842225392110777e-09
1825,1.584979791857677e-08,0.0,1.7610886082763955e-09
1826,2.642395191543301e-09,1.1450379977517855e-08,7.927186018719112e-09
1827,1.8434546111834038e-09,2.21214555007343e-08,1.2904182611350734e-08
1828,8.255071293206129e-09,4.5861504760491556e-08,2.7516904310687096e-09
1829,1.0287811491593857e-08,2.8291481157793896e-08,3.429270423183084e-09
1830,4.174734336004349e-09,1.0436835840010872e-09,2.0873671680021744e-09
1831,0.0,9.35472388441383e-09,0.0
1832,5.411987746839486e-09,2.705993873419743e-09,0.0
1833,8.108539617524002e-09,2.3167257001688313e-09,4.6334514003376626e-09
1834,1.213489042584115e-08,9.334530703952737e-09,1.8669061851994684e-09
1835,1.2100940693926532e-08,6.050470346963266e-09,6.806779140333674e-09
1836,1.68018754465038e-08,1.3441500135158435e-09,6.048674894287842e-09
1837,2.7831563720326358e-09,0.0,6.957890930081589e-10
1838,3.787297142565649e-09,6.312161904276081e-10,3.1560809521380406e-09
1839,1.4682098203877558e-08,5.593180252283503e-09,2.7965900706306e-09
1840,3.4396318682183846e-08,1.7198159563136528e-08,9.554533164646273e-09
1841,2.0545755319290038e-08,4.044945711711989e-08,1.926164561183441e-09
1842,8.049918065466954e-09,1.542900918138912e-08,2.683306021822318e-09
1843,1.1813821920725331e-08,2.3627644840651385e-09,4.7255288571079745e-09
1844,6.586273748609983e-09,2.195424508855126e-09,9.879410234336916e-09
1845,2.17628883802945e-08,6.696273757711424e-09,4.464182357111213e-09
1846,1.2879903366069811e-08,1.7563503984519002e-09,4.0981511517657054e-09
1847,4.0988499705463255e-08,6.47186837454683e-09,1.6179670936367074e-09
1848,2.413566457803995e-09,8.045221711050488e-10,1.6090443422100975e-09
1849,1.6758829879393033e-09,1.6758829879393033e-09,1.6758829879393033e-09
1850,4.752297222410107e-09,1.5614690873633208e-08,2.0366988096043315e-09
1851,4.514607354622058e-09,1.2898877521649865e-09,6.449438760824933e-10
1852,5.859490670445666e-09,1.9531636308300904e-09,1.3021090872200602e-09
1853,3.58315901394235e-08,2.209614846648833e-08,2.9859659189668264e-09
1854,1.2989160858012383e-08,0.0,8.832629738719788e-09
1855,4.776243400783642e-09,5.306937111981824e-10,4.776243400783642e-09
1856,4.141751386299575e-09,4.6594703095870216e-09,1.1907535402144731e-08
1857,2.245494101771328e-08,4.881509085841174e-10,5.369659827891837e-09
1858,1.3212924976357954e-08,3.4255732694887797e-09,6.361778881469604e-09
1859,5.601390462572908e-09,1.5276520048956854e-09,8.656694916453489e-09
1860,1.1900677776566226e-08,2.746310290291376e-09,4.57718396518203e-09
1861,1.4147890858851042e-08,3.018216815364738e-08,3.7727710400226044e-09
1862,2.3041730301542884e-08,1.8071945329101169e-09,2.2589932147099034e-09
1863,8.490855130105501e-09,2.0477944673302773e-08,1.648224873251891e-08
1864,9.589456340108882e-09,4.794728170054441e-09,3.3563094525845827e-09
1865,1.3179164426446732e-08,9.413688994985847e-09,4.706844247692743e-09
1866,1.3137154475373336e-08,2.919367858567057e-09,0.0
1867,1.747012134956094e-08,1.0190904120577216e-08,1.1161466417775046e-08
1868,7.903798859842937e-08,1.975949570631741e-08,5.927848767406374e-09
1869,3.271957993433716e-08,2.5882650689368347e-08,1.0255390314739543e-08
1870,3.2110673231500186e-08,1.0321287824410774e-08,7.454262984651905e-09
1871,2.6552942955504477e-08,3.3987767267262825e-08,1.274541272522356e-08
1872,1.0280476914203973e-08,1.3304146229131675e-08,3.0236697590169115e-09
1873,2.334541804316359e-08,1.855661402316855e-08,2.9930022904522957e-09
1874,4.361464789326419e-08,3.823749850084823e-08,4.182226565063729e-09
1875,1.94531928343622e-08,1.4303817408301e-08,6.865832347102696e-09
1876,3.506688628363008e-08,1.3905833817773328e-08,8.464420275799966e-09
1877,7.421779191219002e-09,4.329371083855449e-09,7.421779191219002e-09
1878,5.1332254003000344e-08,2.0532901601200138e-08,5.435179861734696e-09
1879,2.3215436684154156e-08,9.16398767980553e-09,8.553055375060126e-09
1880,1.9253539207397807e-08,2.6954953824542827e-08,5.776061628992579e-09
1881,2.370652651961791e-08,3.486253646878268e-08,2.7890030285249168e-09
1882,3.5939081044489285e-08,2.2628309892525067e-08,1.9966155395678697e-09
1883,1.8958017378167824e-08,1.200674426549142e-08,3.791603475633565e-09
1884,1.7164412113856997e-08,4.621187876807653e-09,1.3203393933736152e-09
1885,4.576401479994274e-08,1.8692343728421434e-08,3.2228178459270396e-09
