year,en_ADP effets_NOUN,en_ADP méfaits_NOUN
1934,2.5760397370788723e-07,1.1981580172459871e-09
1935,2.5851493390405267e-07,1.196828414151696e-09
1936,2.0369520958851695e-07,0.0
1937,1.7627565163103043e-07,3.777335333410292e-09
1938,1.8669908641300026e-07,0.0
1939,1.804697919993714e-07,4.588215141154706e-09
1940,2.3329203457933545e-07,0.0
1941,1.6528414992222906e-07,8.854508237732261e-09
1942,2.123948188437197e-07,0.0
1943,1.422585294008627e-07,0.0
1944,1.3816700850100005e-07,6.4263723231761105e-09
1945,1.067466950388507e-07,2.178504043826024e-09
1946,1.545242627187804e-07,1.3921104269343232e-09
1947,2.074231613136135e-07,0.0
1948,1.5329361557903098e-07,0.0
1949,2.925468525205588e-07,9.817008317369869e-10
1950,2.1058016308472816e-07,2.1270722960764488e-09
1951,1.7911154825966946e-07,2.1322803522849654e-09
1952,2.2354983997274758e-07,0.0
1953,1.874646029520477e-07,2.1547654771580937e-09
1954,1.592923348781028e-07,9.772536113672459e-10
1955,1.4923116564702354e-07,9.385607846468247e-10
1956,1.9186511046598298e-07,0.0
1957,1.599141867814069e-07,0.0
1958,1.6296319138575655e-07,0.0
1959,2.650755743793809e-07,2.325224457422337e-09
1960,2.0485666629710408e-07,0.0
1961,2.1122404225693003e-07,0.0
1962,2.352865839938545e-07,1.9025869768540815e-09
1963,2.0497388497631164e-07,0.0
1964,2.0198775363411414e-07,0.0
1965,1.915215239733925e-07,0.0
1966,1.7337303503950352e-07,5.539074754423723e-10
1967,1.9573432208375152e-07,9.860671168482327e-10
1968,2.1873195077404262e-07,4.4914158503495116e-10
1969,3.32456684404292e-07,0.0
1970,1.6601397812010532e-07,0.0
1971,2.327693993109392e-07,5.138397485282553e-10
1972,1.8058117046138022e-07,2.565073486948677e-09
1973,1.6594743801334744e-07,5.513203782392395e-10
1974,1.9126943762159954e-07,2.2502286700643026e-09
1975,1.6677521941232953e-07,2.2845920710778955e-09
1976,2.1082914747339032e-07,1.142705374768127e-09
1977,1.4809490878064935e-07,2.3507127355770763e-09
1978,1.91287041317878e-07,0.0
1979,1.632700503684248e-07,2.3407893401383717e-09
1980,1.6259530655204912e-07,5.685150683554241e-10
1981,1.44855091477325e-07,6.325549528618524e-10
1982,1.843628156805721e-07,0.0
1983,1.4714686047412329e-07,1.2630632095778083e-09
1984,1.733903598477582e-07,5.799008495621649e-10
1985,1.7445118372094726e-07,6.015558051686298e-10
1986,1.1149742773497451e-07,1.1988970927134801e-09
1987,1.4665959913173765e-07,6.110816852533674e-10
1988,1.121355590605333e-07,5.996553809062277e-10
1989,1.4433761830190406e-07,5.488122178931576e-10
1990,2.1249738413331443e-07,0.0
1991,2.631797988428275e-07,0.0
1992,2.4133555687200214e-07,1.1019888335184191e-09
1993,3.151809035983888e-07,2.2156829704300662e-09
1994,3.085831961069374e-07,5.274926606624319e-10
1995,2.244894652392304e-07,5.422450821690461e-10
1996,3.0907552917014414e-07,5.338092190498855e-10
1997,1.5775202433232494e-07,4.79489448146353e-10
1998,1.56871456269414e-07,9.536258449571733e-10
1999,1.3847709645631312e-07,5.0272213059088244e-09
2000,1.6037453853812167e-07,8.836062992401139e-10
2001,1.546567727217507e-07,2.190605918883648e-09
2002,1.2924602943442665e-07,0.0
2003,1.21257459184676e-07,1.2500769308587678e-09
2004,1.0967930030858497e-07,1.3214374039449694e-09
2005,1.3195986703351537e-07,1.3511248786457486e-09
2006,1.416554105126977e-07,2.4707338397433887e-09
2007,1.1024763546529925e-07,7.988958938831558e-10
2008,1.570995262767383e-07,2.1287198670449925e-09
2009,1.5258215935176622e-07,9.53638501499654e-10
2010,1.1809482280966677e-07,4.723793023408973e-10
2011,1.2198470633606462e-07,4.206369030868018e-09
2012,8.476589519190725e-08,1.7021263287730903e-09
2013,9.092547381683858e-08,1.6734750252211938e-09
2014,9.398031775020854e-08,2.3819897165822113e-09
2015,9.198787997988234e-08,1.994917786518613e-09
2016,9.6317315012584e-08,1.4499380585064614e-09
2017,8.704015108662588e-08,5.031222660711876e-10
2018,8.596284128969955e-08,1.0325866828253538e-09
2019,6.632568272380013e-08,1.2754939326953263e-09
