year,en_ADP effets_NOUN,en_ADP méfaits_NOUN
1800,6.288328897596784e-07,0.0
1801,3.690832990344006e-07,0.0
1802,4.609950678968744e-07,0.0
1803,6.416616145088483e-07,0.0
1804,1.0109870522967412e-06,0.0
1805,6.083758385955207e-07,0.0
1806,7.290622754396736e-07,0.0
1807,9.224134753793578e-07,0.0
1808,1.1149084429007416e-06,0.0
1809,5.69275674155989e-07,0.0
1810,7.394800656257416e-07,0.0
1811,7.521230145357549e-07,0.0
1812,9.495261252823184e-07,0.0
1813,7.79325981525858e-07,0.0
1814,7.803759558555612e-07,0.0
1815,5.232613622396798e-07,1.8880564667256294e-08
1816,4.727911928625872e-07,0.0
1817,6.398749885505595e-07,0.0
1818,5.602953230265939e-07,1.3113295338484932e-08
1819,5.817290160692323e-07,0.0
1820,6.811360062641825e-07,8.306536791735653e-09
1821,5.315342210820972e-07,0.0
1822,6.205856237784246e-07,0.0
1823,4.0617841801093846e-07,9.882686891060644e-10
1824,5.330564611938371e-07,0.0
1825,5.256849640034034e-07,0.0
1826,7.935993666663421e-07,5.284790383086602e-09
1827,6.295397261268931e-07,0.0
1828,7.374530213155595e-07,9.172301251858528e-10
1829,6.824247922310178e-07,0.0
1830,8.151168744419124e-07,0.0
1831,4.053713498208822e-07,3.1182412207897414e-09
1832,5.709646795359902e-07,0.0
1833,4.911458217904396e-07,1.2741991461950875e-08
1834,1.1052084936125084e-06,1.8669061851994684e-09
1835,5.710131461000856e-07,0.0
1836,5.195139607394594e-07,4.032449929525228e-09
1837,6.032491182139665e-07,5.5663127440652715e-09
1838,8.451984747637198e-07,4.418513555037862e-09
1839,7.124313392559145e-07,0.0
1840,6.076682819156076e-07,8.280594876453051e-09
1841,6.510436030282563e-07,6.420548537278137e-10
1842,3.7566283062062666e-07,6.708265054555795e-10
1843,5.003153686899964e-07,4.7255288571079745e-09
1844,5.505026869911944e-07,0.0
1845,5.474203597088945e-07,0.0
1846,4.4025850876039385e-07,1.2879903366069811e-08
1847,6.27231903749248e-07,5.393223645455691e-10
1848,4.931720845036125e-07,8.045221711050488e-10
1849,7.449299603834447e-07,0.0
1850,5.879270457143093e-07,6.788996032014438e-10
1851,8.113394018849363e-07,0.0
1852,8.014481192031297e-07,1.3021090872200602e-09
1853,3.5712152457456625e-07,0.0
1854,3.995466002493231e-07,4.676098175337984e-09
1855,3.8316086659051507e-07,0.0
1856,4.162460065515461e-07,5.177189232874468e-10
1857,5.457527336716339e-07,0.0
1858,4.4483514560766935e-07,0.0
1859,4.598232656860546e-07,0.0
1860,5.222566947793439e-07,1.373155145145688e-09
1861,4.91403428171111e-07,1.8863854922557266e-09
1862,4.423108652673591e-07,1.3553959066214816e-09
1863,4.5001533877098154e-07,1.4983863039219614e-09
1864,4.7515753154314666e-07,2.3973640850272204e-09
1865,4.193798242013713e-07,0.0
1866,4.5055576247676754e-07,4.865612912574591e-10
1867,5.284711850350732e-07,9.7056229719783e-10
1868,3.14669974077475e-07,6.421836395986702e-09
1869,3.350094024412442e-07,0.0
1870,2.8899605375443116e-07,3.4404292748035914e-09
1871,4.1422591667839015e-07,0.0
1872,3.4711728602587755e-07,6.047339295989218e-10
1873,3.5377285634297095e-07,5.986004469882289e-10
1874,3.6863338070958207e-07,0.0
1875,3.1296753455478665e-07,4.005069165202713e-09
1876,3.796897392049914e-07,3.02300739996042e-09
1877,4.057239371135779e-07,3.0924081073635534e-09
1878,4.825231769700622e-07,1.2078177347163432e-09
1879,2.828617606809303e-07,0.0
1880,3.792947025349491e-07,0.0
1881,3.590841397560496e-07,6.972507571312292e-10
1882,2.748674123864703e-07,0.0
1883,3.3366110807619975e-07,1.2638677882037541e-09
1884,3.9280096242322315e-07,3.9610181801208455e-09
1885,2.803851444355132e-07,3.86738152613475e-09
1886,3.478417163194081e-07,3.2267319927115068e-09
1887,3.1665284261350735e-07,1.9586774424595887e-09
1888,3.4619757194320755e-07,0.0
1889,3.113772892859856e-07,0.0
1890,3.191986230888233e-07,1.9663159989136147e-09
1891,4.0667524370263664e-07,0.0
1892,3.3348484773654263e-07,3.761107425503951e-09
1893,3.0915251247876085e-07,6.158416554491453e-10
1894,3.037342004574839e-07,0.0
1895,2.738469664365084e-07,6.018614495673091e-10
1896,3.4379679991758394e-07,1.179405795248556e-09
1897,2.4006059184955575e-07,5.826713556089658e-10
1898,2.5802097347593644e-07,1.13167097914868e-09
1899,3.1507196673885574e-07,1.6582735185011188e-09
1900,1.9674091156218765e-07,5.191053142894475e-10
1901,2.419923967877935e-07,5.588738916095792e-10
1902,2.577898885469665e-07,2.455141867585553e-09
1903,2.770312912403483e-07,2.7001101354784396e-09
1904,2.859300520796637e-07,0.0
1905,2.843578239541955e-07,1.5482277682110634e-09
1906,2.839589805514464e-07,1.5432553013283723e-09
1907,2.2268511368217503e-07,1.5428529565042481e-09
1908,2.661973013129426e-07,4.911389073214423e-10
1909,2.4259336406373677e-07,1.1001967115120692e-09
1910,2.3460821196863435e-07,2.67207544979442e-09
1911,2.564420300554815e-07,1.5961122423746588e-09
1912,2.5109409618195855e-07,5.209421227725386e-10
1913,2.8848263955438824e-07,0.0
1914,3.455519617112657e-07,6.696743715117748e-10
1915,3.6049130525128703e-07,0.0
1916,1.7579939370904185e-07,0.0
1917,2.741605982237161e-07,0.0
1918,2.756730355102377e-07,4.594550517822427e-09
1919,2.4216641847374376e-07,0.0
1920,1.855196756217481e-07,2.2716695191604686e-09
1921,2.476288498698409e-07,0.0
1922,2.7224583121210344e-07,1.4755870969551665e-09
1923,2.2505810326478581e-07,0.0
1924,2.2431427004754312e-07,3.867487219366694e-09
1925,2.683555289095807e-07,0.0
1926,1.5938978314977703e-07,0.0
1927,2.0068604822398584e-07,1.1149224876660924e-09
1928,2.1480957901331976e-07,1.1426041224282812e-09
1929,2.2058004733871428e-07,4.4561625500705304e-09
1930,2.3002891369472422e-07,0.0
1931,2.2126392185128907e-07,1.1405356659111021e-09
1932,1.665849505005923e-07,0.0
1933,1.938541944745964e-07,0.0
