year,un_DET ego_NOUN,un_DET mégot_NOUN
1921,6.815472630705699e-09,1.5902768879527684e-08
1922,7.377935484775833e-10,2.2871600169338535e-08
1923,3.1847844361720945e-09,2.44166811214086e-08
1924,2.578324886925998e-09,1.9337436318878076e-08
1925,1.4297631523163545e-08,1.7597084234211025e-08
1926,1.4489979882625903e-08,1.1146138456652466e-09
1927,3.3447675740205796e-09,1.3379070296082318e-08
1928,1.3711249802206282e-08,1.1426041446327417e-08
1929,1.2254446790649354e-08,1.893869061575515e-08
1930,4.201441528017824e-09,2.10072066408884e-08
1931,3.079446297959976e-08,2.2810713318222042e-08
1932,2.1919073223131136e-09,1.0959536389520963e-08
1933,5.735331320977366e-09,2.2941324839820254e-08
1934,8.38710612072191e-09,1.4377896206951846e-08
1935,2.154291145473053e-08,2.0346083040578833e-08
1936,1.4549657478823974e-08,3.15242587589637e-08
1937,6.295559074054324e-09,2.89595720737168e-08
1938,1.037217134403079e-08,2.7226950249925608e-08
1939,4.588215141154706e-09,3.517631519400766e-08
1940,7.607348750937604e-09,2.2822046474857416e-08
1941,2.6563522936839945e-08,2.3612020783048138e-08
1942,6.068423541449874e-09,4.2478965012193726e-08
1943,3.774205725726176e-08,3.7742058811574e-08
1944,9.639558484764166e-09,1.1567470359352683e-07
1945,4.357008087652048e-08,1.8517284772201492e-07
1946,1.1136883415474585e-08,1.0858461152452037e-07
1947,5.722018103782034e-08,1.1086410034444327e-07
1948,4.02259852094744e-08,9.241104859114557e-08
1949,1.570721330779179e-08,7.460926498836784e-08
1950,4.679559140186029e-08,8.508289273123637e-08
1951,6.503454841322309e-08,1.0341559519844168e-07
1952,3.057993058774855e-08,8.435843201759496e-08
1953,7.43394075186643e-08,9.480968232722375e-08
1954,5.7657965291113555e-08,8.404380946736012e-08
1955,1.0324168897568597e-07,9.667176259497978e-08
1956,1.744228272926307e-08,1.0639792646927049e-07
1957,5.1243218557317505e-08,9.100088793623229e-08
1958,5.873292785452122e-08,1.0009414674883033e-07
1959,7.363210485777927e-08,1.0308494724498019e-07
1960,3.8064584373387333e-08,7.751333042094188e-08
1961,2.4735447823331924e-07,9.102088593948565e-08
1962,6.84931293903901e-08,9.51293452899904e-08
1963,8.987814226202318e-08,1.0798308869297557e-07
1964,4.867174574485489e-08,8.517555505349605e-08
1965,7.9344630421474e-08,9.302473902295105e-08
1966,5.5944653354345064e-08,8.19783063654711e-08
1967,6.212222913859478e-08,8.43087413215926e-08
1968,6.512552930271198e-08,7.590492590026088e-08
1969,6.267625748956895e-08,7.448482608474194e-08
1970,9.565348194073842e-08,7.036049121111887e-08
1971,7.810363922278185e-08,8.683891428162838e-08
1972,6.823095438646121e-08,6.925698126103441e-08
1973,7.387693190530342e-08,8.986522148646259e-08
1974,7.538265656137355e-08,9.788495081153314e-08
1975,1.0737582512021504e-07,6.568202071122187e-08
1976,1.1598459609407641e-07,7.484720487838104e-08
1977,1.463318629046917e-07,9.755457508475729e-08
1978,1.1940588651171424e-07,6.653462614192307e-08
1979,8.485361391308288e-08,9.831315450625766e-08
1980,9.437350279029033e-08,8.357171443762468e-08
1981,1.087994490611699e-07,8.096703663085236e-08
1982,1.3904805218345473e-07,7.883527874952279e-08
1983,1.1178109105003387e-07,8.336217094395693e-08
1984,1.0090274776830555e-07,9.104443066121348e-08
1985,1.5640451067611139e-07,7.820225711441253e-08
1986,1.240858520379362e-07,9.711066661921564e-08
1987,1.521593433473356e-07,8.127386719181118e-08
1988,1.1693279899915865e-07,8.6350375294586e-08
1989,1.2512918667884065e-07,8.671233131529732e-08
1990,1.6236979605288582e-07,6.21146201140732e-08
1991,1.494673629309773e-07,7.971592541622385e-08
1992,1.0744390976924478e-07,9.366904807350807e-08
1993,1.6673013658596858e-07,8.751947788709913e-08
1994,1.6668768049177274e-07,1.0127859351172219e-07
1995,1.5291310972997962e-07,6.018920362116376e-08
1996,1.7882608438490877e-07,8.274043228340133e-08
1997,2.1481127876477046e-07,8.63080993340759e-08
1998,2.1694988117104685e-07,9.679302159781855e-08
1999,2.321662213589093e-07,7.677938107519822e-08
2000,3.331195772560136e-07,9.145325297055251e-08
2001,3.075610766067882e-07,8.324302180895415e-08
2002,2.024124385879844e-07,7.141391122900131e-08
2003,2.3501445411966415e-07,9.833937797409931e-08
2004,2.5063262532043495e-07,9.426253289035458e-08
2005,2.062717294748495e-07,8.692236974638945e-08
2006,2.3307256569182755e-07,9.429967828822328e-08
2007,2.592417129854141e-07,1.0026143204555638e-07
2008,2.5289191540878164e-07,1.0430727126475858e-07
2009,3.371111980676744e-07,1.1491344098502054e-07
2010,3.278312306065345e-07,1.8328316464533145e-07
2011,3.0438816445155226e-07,1.8584503358454185e-07
2012,2.890210675232652e-07,2.464679003111314e-07
2013,2.861642354190508e-07,2.317762870518436e-07
2014,3.0814284901481415e-07,2.4556148225940433e-07
2015,3.265015591225051e-07,2.1323455001720504e-07
2016,3.1049387771986403e-07,1.7792810780292712e-07
2017,3.599839670798133e-07,2.23386290798544e-07
2018,3.459165469621439e-07,2.1787578496912374e-07
2019,3.275468243302271e-07,1.790793371370114e-07
