year,certain_ADJ arbre_NOUN,certain_ADJ marbre_NOUN
1800,7.231578535993322e-08,0.0
1801,2.3811825400343878e-08,0.0
1802,4.2518962573012686e-08,1.7902721083373763e-08
1803,3.1205427575287104e-08,0.0
1804,5.438072037122765e-08,0.0
1805,7.107194477384837e-08,2.842877711017877e-09
1806,7.780506905419315e-08,0.0
1807,1.1387820464392462e-08,0.0
1808,6.118399653587403e-08,0.0
1809,5.873479480555943e-08,0.0
1810,7.722418615685456e-08,0.0
1811,7.270522672797597e-08,0.0
1812,3.467370746079723e-08,5.3344164641089264e-09
1813,0.0,2.8757416448144113e-09
1814,2.8320094713762956e-08,0.0
1815,3.506390555685357e-08,0.0
1816,9.965696534663948e-08,0.0
1817,2.3353100786493997e-08,0.0
1818,5.126106117359086e-08,1.5497530370112145e-08
1819,6.624672010957511e-08,0.0
1820,5.458581142647745e-08,0.0
1821,5.423818549843418e-08,3.94459531705138e-09
1822,2.90742860897808e-08,0.0
1823,2.668325471688604e-08,1.9765373782121287e-09
1824,5.5579342017608724e-08,0.0
1825,4.138558296062911e-08,0.0
1826,2.1139161532346407e-08,0.0
1827,3.3182182335167454e-08,0.0
1828,1.6510142586412258e-08,0.0
1829,3.257806824308318e-08,0.0
1830,3.1310506187764986e-08,0.0
1831,4.677361609140007e-09,0.0
1832,5.953186388296672e-08,1.3529969367098715e-09
1833,5.09679658478035e-08,3.4750886612755494e-09
1834,2.7070139907436896e-08,5.600718555598405e-09
1835,2.117664621437143e-08,7.563087933704082e-10
1836,3.1587525484155776e-08,0.0
1837,8.697363540477454e-08,0.0
1838,3.597932263232906e-08,6.943378316748294e-09
1839,4.194885150354821e-08,0.0
1840,1.8472096741106725e-08,6.369688665408546e-10
1841,1.9903700021473014e-08,0.0
1842,3.8237111255057243e-08,0.0
1843,3.0125246297529884e-08,0.0
1844,2.5247381074677833e-08,5.488561272137815e-10
1845,3.850357188639464e-08,0.0
1846,3.454155717008689e-08,0.0
1847,1.77976389181822e-08,0.0
1848,5.63165514222419e-08,0.0
1849,3.1841775438579134e-08,0.0
1850,3.6660580349234806e-08,0.0
1851,2.0638204034639784e-08,0.0
1852,2.929745512858517e-08,0.0
1853,3.4637203327747557e-08,0.0
1854,4.000661490977109e-08,0.0
1855,2.9718847827098216e-08,0.0
1856,1.9155599773057475e-08,2.0708756931497874e-09
1857,4.5886185517929334e-08,0.0
1858,1.7127865348243176e-08,0.0
1859,3.411756210880412e-08,0.0
1860,3.570203332969868e-08,3.204028820036342e-09
1861,2.5937801240161207e-08,0.0
1862,2.84633134839396e-08,1.3553959066214816e-09
1863,4.9446747141246306e-08,0.0
1864,1.582260189536555e-08,2.8768367688059016e-09
1865,1.694463946932956e-08,9.41368871743009e-10
1866,3.065336073859726e-08,0.0
1867,2.1837651686951176e-08,9.7056229719783e-10
1868,2.5193358510477992e-08,4.93987406535723e-10
1869,2.6371003158942585e-08,4.883519144627257e-10
1870,1.77755516972411e-08,4.587239033071455e-09
1871,8.496941816815706e-09,0.0
1872,2.9027228620748247e-08,0.0
1873,2.1549615425442425e-08,5.986004469882289e-10
1874,3.1665429389704514e-08,0.0
1875,2.2886109007913547e-08,0.0
1876,3.3253080289341597e-08,0.0
1877,1.7317484335421796e-08,6.184815992682502e-10
1878,3.563062378475479e-08,1.2078177347163432e-09
1879,3.360128886242819e-08,4.27652757650776e-09
1880,1.4119262203848848e-08,6.417846254436199e-10
1881,2.7890029841159958e-08,6.972507571312292e-10
1882,2.0631693686823382e-08,0.0
1883,3.2860562271253e-08,0.0
1884,2.3766109080725073e-08,6.601696966868076e-10
1885,2.2559724754955823e-08,1.933690763067375e-09
1886,4.38835527916126e-08,0.0
1887,2.415702127223085e-08,0.0
1888,2.282621380800265e-08,1.9021844099853524e-09
1889,2.0048437576747347e-08,0.0
1890,2.5562107097698572e-08,1.9663159989136147e-09
1891,1.7210394887001712e-08,3.824531802365527e-09
1892,4.0745330665004076e-08,3.1342561879199593e-09
1893,2.8328715373504565e-08,1.847525021858587e-09
1894,1.1342770278588432e-08,5.671385139294216e-09
1895,2.1065151400989635e-08,0.0
1896,2.889544248318998e-08,5.89702897624278e-10
1897,1.8645483379486905e-08,5.826713556089658e-10
1898,1.584339415217073e-08,0.0
1899,1.8241008703512307e-08,1.1055156790007459e-09
