year,certain_ADJ arbre_NOUN,certain_ADJ marbre_NOUN
1900,2.1283318218934255e-08,1.5573159428683425e-09
1901,2.6825947685438223e-08,1.1177477832191585e-09
1902,7.365425602756659e-09,0.0
1903,1.7820726228023887e-08,0.0
1904,1.7736262236667244e-08,0.0
1905,2.2707340008309984e-08,5.160759042333041e-10
1906,1.2860461140462576e-08,0.0
1907,2.2114226894132116e-08,0.0
1908,1.7189861978295085e-08,1.4734167219643268e-09
1909,3.080550925460557e-08,1.6502950117569526e-09
1910,2.0307773240801907e-08,0.0
1911,1.276889793899727e-08,5.320374141248863e-10
1912,1.3023552902780011e-08,1.0418842455450772e-09
1913,2.1211958411981868e-08,2.121195885607108e-09
1914,2.4108278040557707e-08,0.0
1915,1.0602685840410686e-08,7.068456930880984e-09
1916,9.888715624128963e-09,0.0
1917,1.4256351654751143e-08,0.0
1918,1.8378202071289707e-08,0.0
1919,3.1306683467846597e-08,9.207848372660976e-10
1920,1.9687803387569147e-08,7.572231730534895e-10
1921,2.574734203619755e-08,5.300923255902035e-09
1922,1.623145884366295e-08,7.377935484775833e-10
1923,1.5923921736771263e-08,3.1847844361720945e-09
1924,3.351822286390416e-08,1.289162443462999e-09
1925,2.4195990988573612e-08,2.1996355847875293e-09
1926,1.7833821530643945e-08,0.0
1927,2.4528294062520217e-08,1.1149224876660924e-09
1928,1.7139061725401916e-08,6.8556245125250825e-09
1929,2.8965056131369238e-08,0.0
1930,2.6259009189288918e-08,0.0
1931,4.334035708097872e-08,1.1405356659111021e-09
1932,1.53433514782364e-08,2.1919073223131136e-09
1933,1.605892663292252e-08,1.1470662197865522e-09
1934,1.677421224144382e-08,1.1981580172459871e-09
1935,5.98414207075848e-09,0.0
1936,1.8187071404440758e-08,1.2124714565686645e-09
1937,1.6368453259474336e-08,0.0
1938,1.8151300906765755e-08,0.0
1939,2.4470480752825097e-08,0.0
1940,1.5214697057785997e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,2.6129116648121453e-08,0.0
1944,3.2131861615880553e-09,0.0
1945,1.3071024262956144e-08,0.0
1946,2.0881657292193267e-08,1.3921104269343232e-09
1947,1.4305045148432782e-08,1.1920870957027319e-09
1948,1.3046265401328583e-08,1.0871887834440486e-09
1949,1.570721330779179e-08,0.0
1950,2.6588404367089424e-08,4.2541445921528975e-09
1951,2.5587365115598004e-08,0.0
1952,1.5817205323287453e-08,0.0
1953,1.1851209791302608e-08,0.0
1954,2.247683283940205e-08,0.0
1955,1.8771215692936494e-08,0.0
1956,1.5698054411927842e-08,0.0
1957,2.3854601849393475e-08,0.0
1958,1.4062814024384807e-08,0.0
1959,1.5501495198577686e-08,0.0
1960,1.9378333604436193e-08,0.0
1961,2.501337270643944e-08,0.0
1962,2.5367825173816527e-08,6.341956404476434e-10
1963,3.556329275511416e-08,6.466053248388448e-10
1964,2.6161064425878067e-08,0.0
1965,2.0246559984116175e-08,0.0
1966,2.1048483844765542e-08,0.0
1967,1.824224149515885e-08,1.4791006197611978e-09
1968,1.8863946849023705e-08,4.4914158503495116e-10
1969,7.72098829315837e-09,2.7250546263957176e-09
1970,1.6555409487750694e-08,9.197450023812337e-10
1971,1.5929032315398217e-08,1.541519245584766e-09
1972,2.565073486948677e-08,1.5390440033513642e-09
1973,1.598829157956061e-08,0.0
1974,2.306484425673716e-08,0.0
1975,1.3707552426467373e-08,5.711480177694739e-10
1976,8.570290255249802e-09,1.142705374768127e-09
1977,1.057820764316375e-08,5.876781838942691e-10
1978,2.9108898402796513e-08,1.1881182704343018e-09
1979,1.8141117053005473e-08,0.0
1980,1.0801786132219604e-08,0.0
1981,1.5813874654213578e-08,6.325549528618524e-10
1982,1.1173503899897241e-08,0.0
1983,1.8314416649900522e-08,0.0
1984,1.2177918229383522e-08,5.799008495621649e-10
1985,1.9851341903631692e-08,0.0
1986,1.0790073723399018e-08,0.0
1987,1.4665960890170027e-08,0.0
1988,2.0388283061834045e-08,5.996553809062277e-10
1989,1.5366742545097622e-08,5.488122178931576e-10
1990,1.2531897297662908e-08,5.44865097484859e-10
1991,1.75843961613964e-08,1.7584396161396398e-09
1992,1.2121876835635703e-08,0.0
1993,1.3848018731721368e-08,0.0
1994,1.4242301560329906e-08,5.274926606624319e-10
1995,1.3013881527967897e-08,0.0
1996,1.014237493990322e-08,0.0
1997,1.102825741838842e-08,9.58978896292706e-10
1998,8.10582001520288e-09,9.536258449571733e-10
1999,1.9194844824710344e-08,4.570201161957499e-10
2000,1.678851901942835e-08,0.0
2001,1.5772362971233633e-08,8.762423564512289e-10
2002,1.270554239596322e-08,8.76244299341522e-10
2003,2.416815370054337e-08,4.1669229178253886e-10
2004,1.0131019578807354e-08,0.0
2005,1.4862373554080932e-08,0.0
2006,1.6471560115860484e-08,0.0
2007,1.4779574009082808e-08,3.994479469415779e-10
2008,1.0217855006544596e-08,0.0
2009,8.105927484791664e-09,0.0
2010,8.030448306328708e-09,0.0
2011,9.55992973672437e-09,0.0
2012,1.4297861561374248e-08,0.0
2013,1.3666713094551142e-08,0.0
2014,1.407539329534302e-08,0.0
2015,1.573768493301486e-08,8.866301581811342e-10
2016,1.8020658743012063e-08,0.0
2017,1.2326495379966218e-08,0.0
2018,8.518839855753413e-09,0.0
2019,1.0459049626376782e-08,0.0
