year,un_DET atout_NOUN,un_DET matou_NOUN
1800,6.288328968651058e-09,6.288328968651058e-09
1801,2.3811825844433088e-09,2.3811825844433088e-09
1802,9.398928568771225e-08,2.6854081625060644e-08
1803,0.0,3.900678446910888e-09
1804,0.0,0.0
1805,1.051864728651708e-07,0.0
1806,2.305335300434308e-08,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,2.259030518203531e-09,9.036122072814123e-09
1810,5.3822915901946544e-08,2.3401267590372754e-08
1811,1.0028307073639553e-08,3.7606151082059114e-08
1812,2.6672082320544632e-09,2.6672082320544632e-09
1813,5.751483289628823e-09,3.163315875909234e-08
1814,2.2026739543434815e-08,6.922689443911167e-08
1815,0.0,2.697223555614414e-09
1816,1.622322720606917e-08,4.8669679841850666e-08
1817,7.784367039853635e-09,7.784366928831332e-09
1818,9.536941902865692e-09,2.384235475716423e-09
1819,1.6561680027393777e-08,2.070210003424222e-09
1820,2.3732962262101864e-09,0.0
1821,1.4792232216898071e-08,2.6626018723163725e-08
1822,1.2030739071633434e-08,1.604098542884458e-08
1823,0.0,1.2847493069401139e-08
1824,5.052667617633233e-09,4.210556348027694e-09
1825,2.8177417288333118e-08,2.1133063299316746e-08
1826,8.807984341885344e-10,7.046387584530578e-09
1827,3.6869092223668076e-09,0.0
1828,9.172301140836225e-09,1.1923991571904935e-08
1829,6.001223351592699e-09,2.400489212961432e-08
1830,1.0436835395921662e-08,3.026682415807613e-08
1831,1.4032085715598441e-08,1.7150327158432788e-08
1832,1.0823975493678972e-08,1.2176972430388844e-08
1833,4.6334514003376626e-09,1.853380560135065e-08
1834,1.8669061851994684e-09,3.9205030333278046e-08
1835,2.647080776796429e-08,3.100866052818674e-08
1836,1.5457725766054864e-08,2.0834325542562482e-08
1837,5.0096815584765864e-08,1.461157106419364e-08
1838,2.5248647617104325e-09,6.312161904276081e-09
1839,2.7965900706306e-09,1.11863602825224e-08
1840,1.52872523528913e-08,3.439631846013924e-08
1841,9.630822361827995e-09,1.2841096630467064e-08
1842,1.542900918138912e-08,1.34165305532008e-08
1843,2.3627644285539873e-09,5.316219964246471e-09
1844,3.841993001518773e-09,8.781698035420504e-09
1845,5.580227835366713e-09,1.3950569588416784e-08
1846,1.3465353276842507e-08,2.9272506640865004e-09
1847,3.5055953695461994e-08,3.182002128454542e-08
1848,4.022610855525244e-09,1.287235473768078e-08
1849,1.1731181359664333e-08,1.6758829879393033e-09
1850,4.752297222410107e-09,1.1541293254424545e-08
1851,6.255955753431408e-08,1.096404567135778e-08
1852,1.7578472011337e-08,1.8229527221080843e-08
1853,1.5527023222716707e-08,1.194386389791191e-08
1854,1.1430461910322265e-08,1.7665259310906123e-08
1855,1.1569122548849009e-07,1.6451505047143655e-08
1856,1.65670055451983e-08,1.3460691838940164e-08
1857,9.763018060660045e-09,2.001418764052687e-08
1858,9.787352261980686e-09,1.3702292633865909e-08
1859,1.7313389832906978e-08,3.309912677273985e-08
1860,7.323494338740133e-09,2.3343638300143965e-08
1861,1.5562680311109744e-08,1.6977470096435354e-08
1862,1.1294965907016064e-08,2.665611917307409e-08
1863,1.048870412745373e-08,8.990317823531768e-09
1864,1.1507347075223606e-08,1.0548401263577034e-08
1865,3.012380389577629e-08,1.8827377989971694e-08
1866,2.578774882522339e-08,3.065336073859726e-08
1867,1.7955402498159856e-08,1.4073153309368536e-08
1868,1.2349685496459983e-08,2.0253484223076157e-08
1869,1.9534076911575937e-08,3.320792885119772e-08
1870,1.0894693147633916e-08,1.8922360567330543e-08
1871,4.991953161948004e-08,5.310588635509816e-09
1872,1.69325495846806e-08,1.3908880158730597e-08
1873,3.23244258026989e-08,7.183205141814142e-09
1874,1.3144139998644278e-08,4.182226565063729e-09
1875,1.7164581478379404e-08,1.7164582089002067e-08
1876,1.5115036333668286e-08,2.3579457275602067e-08
1877,8.658742167710898e-09,2.0409892775852256e-08
1878,2.113680963589104e-08,3.3214988925944766e-08
1879,9.774920428640144e-09,3.9099681270471365e-08
1880,3.6581725426643175e-08,1.6686400927667933e-08
1881,2.9284532132578533e-08,2.5101027534280007e-08
1882,3.128031167420886e-08,1.4641846846075168e-08
1883,2.6541224329434954e-08,1.0742875922176154e-08
1884,4.291103206099933e-08,2.970763635090634e-08
1885,4.125206687355387e-08,2.3204288601696987e-08
1886,4.5819592453533176e-08,2.7104547439815718e-08
1887,4.83140425444617e-08,2.8074375713060817e-08
1888,1.090585728391602e-07,1.4583413365798492e-08
1889,1.8795409673089125e-08,2.318100555953606e-08
1890,4.784702056781498e-08,2.6217545467943637e-08
1891,7.266610690948028e-08,1.466070642663908e-08
1892,5.2028652719471324e-08,8.775916882086676e-09
1893,2.894455741753177e-08,1.4164357686752282e-08
1894,2.3315696040526745e-08,1.764431090123253e-08
1895,2.5880042775483503e-08,1.384281334004811e-08
1896,2.7126333179694484e-08,2.0049897742069334e-08
1897,3.554295346930303e-08,1.4566784223291052e-08
1898,3.621347133275776e-08,9.619203211741478e-09
1899,4.09040801230276e-08,1.3818945987509323e-08
1900,4.6200373304827735e-08,1.713047592666328e-08
1901,6.315275064006087e-08,1.4530721514915967e-08
1902,5.352209342390779e-08,1.6203936692438248e-08
1903,4.590187208108887e-08,2.1060859722865644e-08
1904,5.320878759818015e-08,2.418581246388385e-08
1905,6.192910939617491e-08,3.50931602111082e-08
1906,6.12157933232993e-08,1.9547901075611662e-08
1907,8.177121202379567e-08,1.6457098239719414e-08
1908,7.367083298959187e-08,1.178733399775922e-08
1909,6.931239227014885e-08,9.901770403608623e-09
1910,7.962784731585515e-08,3.259932035426516e-08
1911,4.5223181643905264e-08,2.6601871372378127e-08
1912,7.866226131580945e-08,1.8753916364300238e-08
1913,4.931780495098792e-08,2.121195802340381e-08
1914,8.370929549528228e-08,1.4732836284281348e-08
1915,1.3076645188903058e-07,1.2958838335741518e-08
1916,1.1536835220482544e-07,2.966614687238689e-08
1917,1.3159709555399246e-07,2.0836206537921953e-08
1918,1.1141784739265859e-07,2.986458014220261e-08
1919,1.1693967394421634e-07,2.2098836760520157e-08
1920,1.0298235508798825e-07,3.256059644130005e-08
1921,8.708659748890568e-08,2.9533714140939082e-08
1922,1.150957942286368e-07,2.6560567745192998e-08
1923,7.431163595583712e-08,4.140219900250486e-08
1924,1.0700048136413898e-07,2.191576142784868e-08
1925,1.0558250518322154e-07,3.409435223034052e-08
1926,8.471064916193427e-08,3.455302854948883e-08
1927,7.469980545238286e-08,5.4631200896437804e-08
1928,9.369353648480683e-08,1.4853853258500749e-08
1929,1.1697426516299458e-07,3.899142231311714e-08
1930,9.243171261719141e-08,2.8359729342675166e-08
1931,9.922660471062272e-08,3.193499953368928e-08
1932,1.36994202648566e-07,2.9590748518160126e-08
1933,1.2617728373243153e-07,2.867665571670841e-08
1934,1.0903237779302799e-07,2.516131836216573e-08
1935,1.2806063409698254e-07,1.6755596909945325e-08
1936,1.4792151548093102e-07,2.7886843056990074e-08
1937,1.5990720214631438e-07,2.8959572295761404e-08
1938,1.5817561194175767e-07,2.2040865133021725e-08
1939,1.4070526788145798e-07,3.5176316082186077e-08
1940,2.30756240560126e-07,2.0286263113789005e-08
1941,1.298661165272108e-07,2.3612021227137348e-08
1942,1.3653953612191572e-07,3.6410541692788456e-08
1943,2.293555789734114e-07,3.4838822049465534e-08
1944,1.8957798886276578e-07,4.177142010064472e-08
1945,2.156718976742411e-07,4.7927089852350946e-08
1946,2.3387454994860946e-07,3.3410651134602176e-08
1947,2.1934403093837318e-07,2.5033828787712764e-08
1948,2.3374558266731071e-07,4.783630669358274e-08
1949,6.047277345544444e-07,5.2030142305703464e-08
1950,2.3397795700930146e-07,3.084254851515311e-08
1951,2.1109576220368353e-07,3.5182626589858046e-08
1952,2.79437314842923e-07,1.7926166107073982e-08
1953,3.21060048769084e-07,2.693456835345387e-08
1954,3.4106151725055156e-07,3.12721171180641e-08
1955,3.209877768028946e-07,4.223523664137474e-08
1956,3.1047262982752954e-07,5.0582621868855426e-08
1957,3.604695502090749e-07,3.5340149695528567e-08
1958,3.8879545183334585e-07,2.3989505493204888e-08
1959,4.5109353674632757e-07,2.325224279786653e-08
1960,4.373966646653571e-07,4.8445835010291205e-08
1961,4.6135776443634313e-07,3.613042875993955e-08
1962,5.618973517584891e-07,5.580921680348183e-08
1963,5.599602115324842e-07,3.1683659917902673e-08
1964,6.102220284631699e-07,2.981144553437787e-08
1965,5.357130641314711e-07,4.322914159970992e-08
1966,5.605543504927368e-07,4.043524726160541e-08
1967,5.694537659195475e-07,4.240088630202976e-08
1968,6.853900522685308e-07,3.907531606617276e-08
1969,7.18960270873481e-07,3.678823978781054e-08
1970,6.934877490039071e-07,3.08114586344832e-08
1971,8.437248659731722e-07,3.185806407568492e-08
1972,8.654557568377186e-07,2.5650733759263744e-08
1973,8.793560333231198e-07,3.7489787496625127e-08
1974,9.895380479463256e-07,2.7565300708687346e-08
1975,9.76663141472045e-07,3.1413139645053434e-08
1976,1.1124236962700706e-06,4.113739382471948e-08
1977,1.1465601303939366e-06,2.2919449116365342e-08
1978,1.2124746682218301e-06,4.3960374562779236e-08
1979,1.307915994175346e-06,3.335624909617252e-08
1980,1.5668275210600768e-06,3.1836844494037564e-08
1981,1.6471731321132665e-06,3.985096252989706e-08
1982,1.8088662088189267e-06,3.352051236582554e-08
1983,2.018374999579464e-06,4.4207213445446314e-08
1984,1.8469841762680517e-06,4.117295981931335e-08
1985,1.8876821599178584e-06,2.7070011010543737e-08
1986,1.9655918279681828e-06,4.256084840115193e-08
1987,2.0544567078673026e-06,3.910922857786048e-08
1988,2.2019345422563674e-06,3.118207886343427e-08
1989,2.157380791345531e-06,4.719785029472234e-08
1990,2.249748064286905e-06,3.759569211503333e-08
1991,2.3604120222842084e-06,4.22025483448607e-08
1992,2.2475061527416074e-06,3.085568700544883e-08
1993,2.263320226347787e-06,3.2681323702821174e-08
1994,2.4887103009518796e-06,3.79794715676951e-08
1995,2.2519438189760876e-06,3.849940249933681e-08
1996,2.5003623349562076e-06,2.8825698494827634e-08
1997,2.735487271365855e-06,4.3154050666238675e-08
1998,2.6639537296091476e-06,3.290009231715629e-08
1999,2.5675390915580465e-06,2.422206579755226e-08
2000,2.737854167378373e-06,2.297376422433217e-08
2001,2.5673901831169132e-06,2.9792241118542506e-08
2002,2.4622464565027258e-06,3.1544794332205583e-08
2003,2.730584597543384e-06,3.500215139951024e-08
2004,2.6477199170926724e-06,3.3035934654535026e-08
2005,2.6382964506410644e-06,3.017512217873275e-08
2006,2.9479973377988244e-06,3.5825640620767985e-08
2007,2.9782840016423506e-06,4.7933752966855536e-08
2008,3.0666337238471897e-06,5.7475435605303105e-08
2009,2.941021037372593e-06,6.627787541013674e-08
2010,3.179112788131988e-06,6.613310254977023e-08
2011,3.3019997687233626e-06,9.10105323326249e-08
2012,3.1468911103615937e-06,1.058722594038386e-07
2013,2.8172951616056707e-06,1.0570783981478371e-07
2014,2.685368471588845e-06,9.354723395915698e-08
2015,2.56036631895995e-06,9.708600218205632e-08
2016,2.3254935470617966e-06,9.85957844257257e-08
2017,2.719124204020318e-06,1.2452275949259572e-07
2018,2.62122119210062e-06,1.4430398737053096e-07
2019,2.527263539775504e-06,1.0229461100408344e-07
