year,bien_ADV orale_ADJ,bien_ADV morale_ADJ
1924,0.0,1.5469948877466777e-08
1925,1.0998177923937646e-09,1.6497267552040284e-08
1926,1.1146138456652466e-09,1.89484357093761e-08
1927,0.0,1.6723836537835268e-08
1928,0.0,1.5996457491951332e-08
1929,0.0,2.6736975300423182e-08
1930,0.0,2.520864939015155e-08
1931,0.0,1.4826963656844327e-08
1932,0.0,1.4247397928102146e-08
1933,1.1470662197865522e-09,3.4411986593596566e-09
1934,0.0,1.677421224144382e-08
1935,0.0,1.9149254626427137e-08
1936,0.0,9.699771652549316e-09
1937,0.0,8.813782592653752e-09
1938,0.0,1.5558256905023882e-08
1939,0.0,1.070583532936098e-08
1940,0.0,2.028626333583361e-08
1941,0.0,5.9030051957620344e-09
1942,0.0,1.8205270180260413e-08
1943,0.0,5.806470415592457e-09
1944,0.0,2.2492303131116387e-08
1945,0.0,1.5249527862692958e-08
1946,4.1763312808029696e-09,2.3665876369705074e-08
1947,0.0,1.6689218895749036e-08
1948,0.0,1.0871888278529696e-08
1949,2.945102384188658e-09,2.2579119018928395e-08
1950,0.0,1.2762433776458693e-08
1951,3.1984206394497505e-09,1.2793682557799002e-08
1952,1.0544803918932644e-09,1.1599284199803606e-08
1953,0.0,2.477980309834038e-08
1954,9.772536113672459e-10,8.795282724349818e-09
1955,9.385607846468247e-10,2.0648336374051723e-08
1956,3.488456634670456e-09,1.744228228517386e-08
1957,8.835037701437898e-10,2.297109880089465e-08
1958,0.0,1.3235589513271862e-08
1959,0.0,7.750747599288843e-09
1960,6.920833350854139e-10,1.1765417085030094e-08
1961,6.948159270159238e-10,1.250668635321972e-08
1962,0.0,9.512934440181198e-09
1963,0.0,1.4225316924409981e-08
1964,0.0,9.734349326606662e-09
1965,0.0,1.0396882466068291e-08
1966,0.0,1.7725039214155913e-08
1967,4.930335584241163e-10,1.232583901611406e-08
1968,1.7965663401398047e-09,1.4821671889819754e-08
1969,4.541757636644661e-09,1.3171097990039016e-08
1970,2.2993624781975086e-09,1.103694025061941e-08
1971,2.569198631618974e-09,1.284599360218408e-08
1972,4.104117490300041e-09,7.69522046084603e-09
1973,2.205281512956958e-09,8.269805285010534e-09
1974,5.625571675160757e-10,5.06301445213353e-09
1975,2.8557400888473694e-09,6.282628195464213e-09
1976,2.285410749536254e-09,9.141642998145016e-09
1977,5.876781838942691e-10,6.464460078348111e-09
1978,0.0,9.504946163474415e-09
1979,1.7555920051037788e-09,8.777959692451986e-09
1980,1.7055452605774235e-09,1.6486936260662333e-08
1981,2.5302198114474095e-09,5.69299452024552e-09
1982,2.483000915987077e-09,1.738100685599875e-08
1983,5.052252838311233e-09,8.841442245000053e-09
1984,4.639206796497319e-09,1.5077421977593986e-08
1985,6.015558051686298e-10,1.2632671797518924e-08
1986,2.3977941854269602e-09,8.991728250862252e-09
1987,2.4443267410134695e-09,1.1610551631235921e-08
1988,1.1993107618124554e-09,8.395175221664886e-09
1989,4.390497743145261e-09,1.0427432250992297e-08
1990,3.2691906959314565e-09,1.2531897297662908e-08
1991,4.10302547493302e-09,1.1722930182145319e-08
1992,2.7549720282848966e-09,1.322386644631024e-08
1993,3.323524566667402e-09,1.1632335983335906e-08
1994,1.5824779264761446e-09,1.5297286992677073e-08
1995,6.506940763983948e-09,1.7351842629409475e-08
1996,6.4057106285986265e-09,2.081855932090093e-08
1997,3.835915585170824e-09,1.6302641014931396e-08
1998,3.337690568372409e-09,1.1920323395031573e-08
1999,2.7421207526856506e-09,2.2851006420410158e-08
2000,4.859834756842929e-09,1.0161472552283612e-08
2001,2.190605918883648e-09,1.840108865280854e-08
2002,8.76244299341522e-10,1.3581786362237835e-08
2003,2.5001538617175356e-09,2.083461403401543e-08
2004,1.7619165015858584e-09,1.3214373595360485e-08
2005,2.702249757291497e-09,1.7114247796712334e-08
2006,3.294311934354255e-09,2.4707340173790726e-08
2007,7.589511241690161e-09,1.3181781888249589e-08
2008,2.1287198670449925e-09,1.4475294740634581e-08
2009,2.860915504498962e-09,1.0966842545201416e-08
2010,5.196172381261022e-09,2.0784689525044087e-08
2011,3.059177577924288e-09,1.2236710311697152e-08
2012,1.7021263287730903e-09,1.2255309655984092e-08
2013,5.578250084070646e-10,1.561910067948702e-08
2014,1.5158115873603606e-09,1.5591204771681078e-08
2015,2.881548111233201e-09,1.2856137487915476e-08
2016,1.4499380585064614e-09,1.636358604173438e-08
2017,2.0124890642847504e-09,1.685459594114036e-08
2018,2.323319980845895e-09,1.161660012627408e-08
2019,2.2958890344426663e-09,9.438654302584837e-09
