year,en_ADP eaux_NOUN,en_ADP mot_NOUN
1852,2.8841716326333255e-07,4.9480145092317684e-08
1853,2.3589130093704114e-07,5.4344580835419265e-08
1854,2.202961661978975e-07,5.507404227111934e-08
1855,1.9529528572093113e-07,5.1477289986223695e-08
1856,1.7602443536102186e-07,5.5395924902779115e-08
1857,1.7768692828212806e-07,4.198097802721179e-08
1858,1.1842696068242731e-07,4.746865800431266e-08
1859,2.1896344959415615e-07,4.888486548892956e-08
1860,2.2657060874675672e-07,4.3025528473350505e-08
1861,2.0090005414807877e-07,6.696668369832182e-08
1862,2.177669320979625e-07,3.5240294377070214e-08
1863,2.062778469147375e-07,6.443061106864434e-08
1864,2.1624223289773425e-07,6.329041024599746e-08
1865,1.8968582082834473e-07,5.5070080051677905e-08
1866,1.965707678852624e-07,6.763201848558609e-08
1867,2.406994568104892e-07,5.677789438607306e-08
1868,2.7317504580626206e-07,4.890475358010349e-08
1869,1.982708842662717e-07,6.543915631596064e-08
1870,2.339491849134845e-07,3.4977696738991426e-08
1871,1.561313054398994e-07,4.354682747731431e-08
1872,2.2677521704927983e-07,3.446983287691552e-08
1873,3.63949070603109e-07,7.422645270649397e-08
1874,2.0014940327328645e-07,6.213593300996578e-08
1875,1.8080025182554138e-07,5.0921590055708066e-08
1876,2.0919211096703805e-07,5.2600330313623544e-08
1877,2.739873469215226e-07,5.133397196210865e-08
1878,3.7261177632252895e-07,4.9520527622970434e-08
1879,2.736977664508089e-07,5.437299577248922e-08
1880,2.182067788680797e-07,6.546202846458016e-08
1881,3.221298540134754e-07,3.765153977486335e-08
1882,2.555667919512672e-07,4.924985019805206e-08
1883,2.622525638873441e-07,7.330433204888465e-08
1884,3.9082045955041167e-07,4.093052030640365e-08
1885,3.5322082769795315e-07,3.931837816439909e-08
1886,3.0331280659323667e-07,3.2912665204332114e-08
1887,3.597437401858805e-07,5.4842968388868485e-08
1888,3.322482216017164e-07,5.57974075832135e-08
1889,4.0096875753015127e-07,4.573549838848834e-08
1890,3.742554722241387e-07,6.685474529533053e-08
1891,3.2189812004812524e-07,3.8882741248968955e-08
1892,4.0557275227115497e-07,8.211751167941372e-08
1893,3.9044360389262067e-07,6.774258315411785e-08
1894,3.8124313794796194e-07,3.906954448851252e-08
1895,3.334312401737094e-07,3.8519131440040155e-08
1896,3.6915402534809516e-07,6.781583666848334e-08
1897,4.07287282677693e-07,4.1952338936113165e-08
1898,3.825047872885179e-07,3.96084841591815e-08
1899,4.151211463465643e-07,5.085371945767747e-08
1900,4.324147226952846e-07,3.945200244270808e-08
1901,4.7057182750442905e-07,3.8562298410038665e-08
1902,4.4094348128354e-07,5.106695155632224e-08
1903,5.346217943902332e-07,5.1302094128402587e-08
1904,5.213386184976798e-07,5.320878848635857e-08
1905,4.391805981107666e-07,3.354493505192124e-08
1906,5.267645146744826e-07,4.5268823356536814e-08
1907,4.386845383619331e-07,5.6056993713582415e-08
1908,3.934022714258134e-07,5.549869719345679e-08
1909,3.850688519158041e-07,5.005894898602037e-08
1910,3.7141846476185236e-07,4.7562939475831456e-08
1911,3.963678709695273e-07,6.118430317947343e-08
1912,3.1725375282398716e-07,6.042928601956987e-08
1913,3.855273434938411e-07,5.780258849341635e-08
1914,6.375300076744139e-07,4.48681823361774e-08
1915,3.4399825743491874e-07,2.4739599702172654e-08
1916,3.8016619030578624e-07,2.636990958926333e-08
1917,5.658675235054034e-07,5.2638837844121156e-08
1918,5.099950879383641e-07,3.331049214239101e-08
1919,5.672034761872169e-07,4.6960028365905515e-08
1920,5.550446107172036e-07,4.391894492528081e-08
1921,5.141895541571628e-07,5.75528811830317e-08
1922,3.5782986773646996e-07,4.05786438895106e-08
1923,3.184784369558713e-07,4.352538596208433e-08
1924,3.5709799539596077e-07,4.640984829773487e-08
1925,4.685223924383308e-07,4.5092529710188956e-08
1926,5.04920076971338e-07,4.56991671171636e-08
1927,4.4819885358649003e-07,5.0171511389862644e-08
1928,4.490434277748534e-07,5.8272810354864646e-08
1929,5.926696364788597e-07,5.1245868215588075e-08
1930,4.516549390043423e-07,5.04172987803031e-08
1931,4.7218176835173153e-07,4.448089097053298e-08
1932,4.679722247491469e-07,8.438843224212178e-08
1933,4.347380988534155e-07,3.097078660196928e-08
1934,3.9898663040105475e-07,2.2765002327673756e-08
1935,3.8896924436926383e-07,3.590485420090772e-08
1936,3.297922255285357e-07,4.00115567344983e-08
1937,5.099403077579723e-07,4.155068988875854e-08
1938,5.108294457434326e-07,4.019216504058676e-08
1939,4.7411555925691573e-07,3.6705721129237645e-08
1940,5.629437884735466e-07,1.2678914806940611e-08
1941,3.423743151209635e-07,2.9515025090631752e-08
1942,3.1859223770247524e-07,3.6410540360520827e-08
1943,3.367752867688978e-07,4.0645293575281016e-08
1944,3.630900380358071e-07,8.354284020128944e-08
1945,4.095587566865788e-07,1.742803190651898e-08
1946,3.3828283996228947e-07,5.150808579656996e-08
1947,3.564340396167154e-07,1.6093176102849327e-07
1948,5.196762407067013e-07,5.979538175715504e-08
1949,5.438622689979411e-07,4.319483792869505e-08
1950,4.7008297099360163e-07,4.360498029321036e-08
1951,5.458637639677022e-07,4.3711748332064815e-08
1952,6.516689001756504e-07,4.007025589114477e-08
1953,7.175369067802251e-07,4.417269172662941e-08
1954,7.163268911369869e-07,2.247683283940205e-08
1955,4.814816754183937e-07,4.223523353275027e-08
1956,8.729862583933823e-07,4.2733593774713086e-08
1957,6.458412817877957e-07,4.064117292701397e-08
1958,6.047010234766503e-07,5.211513337544105e-08
1959,5.844063851734305e-07,4.4954337696800906e-08
1960,6.637078948656949e-07,4.014083337944285e-08
1961,7.205240937224744e-07,4.794230040738867e-08
1962,6.836629276030237e-07,5.200404240568446e-08
1963,5.72892338901454e-07,4.6555582944307616e-08
1964,5.883197442546617e-07,5.0496937964439326e-08
1965,5.198441286324851e-07,5.089000504332475e-08
1966,5.971122352121938e-07,4.874385650666113e-08
1967,7.913188326824638e-07,6.655952877743232e-08
1968,6.777546541769652e-07,5.075300024692808e-08
1969,5.250271744028367e-07,5.7680324933029326e-08
1970,5.509272362758111e-07,5.3345209499733315e-08
1971,6.433273935790851e-07,7.810364299754013e-08
1972,7.284808272167709e-07,5.540558650762861e-08
1973,6.505580549820422e-07,5.182411544346621e-08
1974,5.63682276411015e-07,5.006758674319656e-08
1975,5.87711319610662e-07,8.281646568519818e-08
1976,5.667818649968126e-07,6.627691429006433e-08
1977,5.782753529359752e-07,8.109958860025301e-08
1978,5.500987743101149e-07,6.772274319111204e-08
1979,6.636137994675551e-07,6.963848597774103e-08
1980,6.861976715732965e-07,8.072913826318029e-08
1981,6.490014068383232e-07,7.906937032897687e-08
1982,6.275784931730755e-07,9.06295328784168e-08
1983,6.384784345669914e-07,6.441622235620059e-08
1984,7.463324180889686e-07,8.582532690093458e-08
1985,6.719378427000322e-07,7.038203231335416e-08
1986,5.940534943960074e-07,7.493106912725978e-08
1987,6.99077462140707e-07,7.027439119511314e-08
1988,6.02053999987362e-07,9.054796312746305e-08
1989,7.617513873015014e-07,6.69550891396753e-08
1990,6.631008142576889e-07,7.083246228445361e-08
1991,7.725411350634204e-07,9.026656455635163e-08
1992,6.650502832883376e-07,7.769021492798345e-08
1993,6.586117771156808e-07,7.533321799702009e-08
1994,4.821282986178232e-07,8.070637841361972e-08
1995,5.341113797907582e-07,7.374533078641221e-08
1996,7.377243234074626e-07,9.395042543935972e-08
1997,7.37934247041494e-07,1.2850317521184706e-07
1998,5.55010232661246e-07,9.965389957677928e-08
1999,5.242020931217617e-07,1.2568053844863591e-07
2000,6.794932208009641e-07,9.27786585336321e-08
2001,7.084419569869382e-07,1.0076786968737927e-07
2002,5.450239475290886e-07,9.375814352674539e-08
2003,6.746248262246013e-07,1.2584107722535265e-07
2004,5.347416616174883e-07,1.1408409400504027e-07
2005,6.38631713734128e-07,1.1394486776339363e-07
2006,5.793871101777981e-07,1.2106596630756528e-07
2007,7.118162305141951e-07,1.354128550679068e-07
2008,7.625074589512337e-07,1.1495087448576413e-07
2009,5.407130330148391e-07,1.2206573130058018e-07
2010,5.777198657241911e-07,1.1856720194547421e-07
2011,6.412800903077276e-07,1.1969032229219856e-07
2012,6.423824953083468e-07,1.2970202689643884e-07
2013,5.645189153913321e-07,9.594590344441656e-08
2014,4.993516751206073e-07,1.0047665344181667e-07
2015,5.153537759872151e-07,1.1459694970739065e-07
2016,5.056141048065399e-07,7.97465952440124e-08
2017,6.065138782318513e-07,9.232293440852857e-08
2018,6.172287043693103e-07,8.570469112179069e-08
2019,6.140227624129579e-07,1.1122306364796941e-07
