year,en_ADP arbre_NOUN,en_ADP marbres_NOUN
1838,3.9198525492167846e-07,1.5212310700007947e-07
1839,2.9294280956548846e-07,1.2025337525756186e-07
1840,2.6880084913472047e-07,9.427139247009109e-08
1841,2.966293504158557e-07,2.49759324333354e-07
1842,2.998594492709117e-07,8.720744659740376e-08
1843,2.3627644030188577e-07,1.5889590088136174e-07
1844,3.194342772516734e-07,9.440325499099345e-08
1845,3.1695695046352057e-07,1.3336745041669928e-07
1846,3.4424467010296667e-07,1.042101231973902e-07
1847,3.3923377351641193e-07,9.16848037491036e-08
1848,3.306586258133848e-07,9.97607472186246e-08
1849,4.374054665134963e-07,1.5753299464904558e-07
1850,3.706791726898473e-07,1.2152302986123686e-07
1851,4.4178654867721434e-07,1.754247307417245e-07
1852,3.5287157640340183e-07,1.0416872697760482e-07
1853,4.825320920609499e-07,1.2182741215838178e-07
1854,3.6733348318662706e-07,6.33871053423718e-08
1855,3.0727165167832027e-07,1.7300615695603483e-07
1856,2.2054826098738545e-07,6.989205303398194e-08
1857,3.2217961365432757e-07,9.47012779306533e-08
1858,2.872587812063898e-07,1.189163256754e-07
1859,2.2049110137700723e-07,7.689181558134806e-08
1860,3.583934984341397e-07,1.1534503130405938e-07
1861,4.055728881624532e-07,1.0045003051573076e-07
1862,3.63697886474057e-07,1.2153383011082042e-07
1863,2.547256521268082e-07,1.0838326858220171e-07
1864,2.8528631901281187e-07,9.54150891629979e-08
1865,2.6829013521911804e-07,1.3132095944001776e-07
1866,3.5373007034600334e-07,1.3866997505829204e-07
1867,2.824336320372822e-07,1.373345668298498e-07
1868,3.497430792753775e-07,8.644779825317528e-08
1869,2.876392872774858e-07,1.7092317250444466e-07
1870,3.9794297812534296e-07,1.3130971865393803e-07
1871,3.526230882844317e-07,1.072738911034321e-07
1872,2.963196138461299e-07,9.675743228854117e-08
1873,2.8253939721167853e-07,1.1133968058629762e-07
1874,2.5571328271523086e-07,1.2307694419178006e-07
1875,2.8664850526549657e-07,1.0756470913975136e-07
1876,2.944409109861823e-07,1.63242404482844e-07
1877,3.049114298825373e-07,1.0452338727873212e-07
1878,4.009954950312533e-07,1.352755845118736e-07
1879,3.5067528370014145e-07,9.530547373515219e-08
1880,2.509378020931763e-07,1.533865230385345e-07
1881,2.5658827440544485e-07,1.3735839843320719e-07
1882,3.6604618625091234e-07,8.452339272935205e-08
1883,2.8689797737513345e-07,9.47900815617686e-08
1884,2.7132974178556424e-07,9.308392634466145e-08
1885,2.990775024303005e-07,9.539540712921735e-08
1886,2.1360965263284015e-07,1.2584254704961495e-07
1887,3.0098343817286377e-07,7.377684596576728e-08
1888,2.2826212386917177e-07,1.0905857550369547e-07
1889,2.7441299665920127e-07,9.898916175643535e-08
1890,2.3857967335061403e-07,9.766036157543567e-08
1891,2.45407475674142e-07,6.310477829174488e-08
1892,1.9745814183735888e-07,1.1283322010058328e-07
1893,2.5926934377196176e-07,1.0654060389470033e-07
1894,2.40718798671935e-07,1.0019447671538728e-07
1895,2.6421717369551345e-07,5.657497581523785e-08
1896,2.5534135672522495e-07,5.89702899844724e-08
1897,2.464699861981501e-07,7.283392022827684e-08
1898,2.608501725731571e-07,5.318853624203257e-08
1899,3.222578115469332e-07,8.788849470420246e-08
1900,2.0297018166193226e-07,9.447716564636721e-08
1901,2.235495526470288e-07,1.1345139938612192e-07
1902,2.700656034360094e-07,6.972602761834423e-08
1903,2.737911781736102e-07,8.208334634218772e-08
1904,1.9026173170288985e-07,6.987012568515638e-08
1905,2.1520364912319678e-07,1.0218303003739493e-07
1906,2.1759900770135232e-07,7.304741700409068e-08
1907,2.4685649496758444e-07,9.977116377513084e-08
1908,1.8565050652341597e-07,8.447589294746649e-08
1909,2.860511318925063e-07,5.555993354278144e-08
1910,1.784946356275796e-07,7.268045010278001e-08
1911,2.569740730207215e-07,9.470265638356068e-08
1912,1.7659938639225103e-07,7.657849465658728e-08
1913,2.3492243728107098e-07,4.825720623102825e-08
1914,1.9688425823005673e-07,8.10305991194582e-08
1915,1.920264159904761e-07,2.1205371680821372e-08
1916,2.1645300307682191e-07,6.043104150421641e-08
1917,2.2042512670683578e-07,7.018511638534619e-08
1918,1.7114701034159907e-07,7.695872028534723e-08
1919,1.8139461804844714e-07,4.788081042761405e-08
1920,2.286814009266891e-07,6.13350792377787e-08
1921,1.7190136247791088e-07,9.768844222435291e-08
1922,2.0953336843376746e-07,5.2383342108441866e-08
1923,1.5923922225269393e-07,4.671016995416721e-08
1924,2.836157255714511e-07,9.410885581928596e-08
1925,2.7825390125357785e-07,8.028669640225417e-08
1926,1.605043977725984e-07,5.461607699430715e-08
1927,2.0626065388995585e-07,8.473411128306907e-08
1928,1.759610341878215e-07,6.284322751071159e-08
1929,1.5039547918149765e-07,7.241263944024467e-08
1930,2.2792819720507396e-07,6.827342247106571e-08
1931,1.9617213808942324e-07,6.386999729102172e-08
1932,1.7535258056700087e-07,5.150982218538047e-08
1933,1.45677404361777e-07,5.964744076436546e-08
1934,1.629494885690974e-07,6.949316855298093e-08
1935,1.7114646766458463e-07,3.4708023122220766e-08
1936,1.4549657390006132e-07,4.9711328387047615e-08
1937,1.523525270386017e-07,5.162358363008934e-08
1938,1.5817561194175767e-07,4.148868626430158e-08
1939,2.0952849411060015e-07,5.505858169385647e-08
1940,1.6989746143281081e-07,4.564409294971483e-08
1941,2.095566884463551e-07,4.132103725851266e-08
1942,1.790184995797972e-07,6.068423630267716e-08
1943,2.8451705702536856e-07,5.8064703267746154e-08
1944,1.702988612350964e-07,3.855823393905666e-08
1945,2.1349339363041508e-07,3.0499055725385915e-08
1946,2.0185601101729844e-07,4.315542412314244e-08
1947,2.0980732529096713e-07,3.337843779149807e-08
1948,1.9895554714821628e-07,3.4790041070209554e-08
1949,1.4136492154648295e-07,3.7304630495782476e-08
1950,2.3185087627553003e-07,6.274863295629984e-08
1951,1.8230997511636815e-07,2.4521224162299404e-08
1952,2.214408775236265e-07,3.1634410646574906e-08
1953,1.9069673840022006e-07,6.033343424860504e-08
1954,2.3747262400952707e-07,4.202190595492539e-08
1955,2.2056177861884407e-07,3.660387193349379e-08
1956,1.5523632379554897e-07,9.15719837735196e-08
1957,1.775842555784557e-07,8.1282344410738e-08
1958,1.5303650968689908e-07,2.9780077070995503e-08
1959,1.495894400571629e-07,9.533420097795897e-08
1960,2.1869833233267855e-07,4.844583401109048e-08
1961,1.8829511816420563e-07,4.516303420132317e-08
1962,1.8328253847954556e-07,2.7904608401740916e-08
1963,1.9850783139485628e-07,5.043521511538529e-08
1964,1.8373583715591835e-07,2.798625509115027e-08
1965,1.690861353154105e-07,3.83043037288644e-08
1966,1.9552933672173367e-07,4.985167123550127e-08
1967,1.962273494249267e-07,4.042875190179984e-08
1968,2.3085878139705862e-07,5.344784881344822e-08
1969,2.1164591940125987e-07,5.268439196015606e-08
1970,2.1705982011788194e-07,4.966623023960892e-08
1971,2.0964662206246487e-07,4.573173839617084e-08
1972,2.0571888503795321e-07,2.7702792948502974e-08
1973,2.442349200659777e-07,3.914374602231874e-08
1974,2.2052240922221245e-07,4.050411561706824e-08
1975,1.9933065686927876e-07,4.112265727940212e-08
1976,2.2911243191536812e-07,4.513686135965145e-08
1977,2.2096699581197754e-07,3.467301112891619e-08
1978,2.2930682064270513e-07,4.81187889533885e-08
1979,2.2471577398874842e-07,2.63338808537128e-08
1980,2.222893933367942e-07,3.6953480275769834e-08
1981,2.1823146312272002e-07,2.9730083284107423e-08
1982,2.1664183691427752e-07,4.159026545380584e-08
1983,2.1535227290314651e-07,2.7787390166622572e-08
1984,2.192025192471192e-07,3.36342509399401e-08
1985,2.2979432401371014e-07,3.128090142467954e-08
1986,2.607601108373103e-07,3.476801424540099e-08
1987,2.419883351478802e-07,2.9943002743948455e-08
1988,2.3326593628913983e-07,3.2381390013824785e-08
1989,2.2336657612420652e-07,2.8538234886354985e-08
1990,2.223049545002631e-07,2.9967580417178397e-08
1991,2.115988904094479e-07,3.3996499837485317e-08
1992,2.1047986514810546e-07,2.5345743281945943e-08
1993,2.2156829970754188e-07,3.43430848204207e-08
1994,2.589989089862854e-07,3.797947201178431e-08
1995,2.5105947842885e-07,3.741491028108612e-08
1996,2.0338131156982797e-07,3.096093337262573e-08
1997,2.071394382685554e-07,2.013855748828064e-08
1998,2.2982382441583127e-07,3.433052953027982e-08
1999,2.097722386906753e-07,3.97607493596297e-08
2000,2.0190404370623583e-07,3.578605500820231e-08
2001,2.2212743999716622e-07,3.3735329196815655e-08
2002,2.1993732435277025e-07,2.8039817578928705e-08
2003,2.95851531717517e-07,3.500215228768866e-08
2004,1.8059644341095193e-07,3.1274016265570026e-08
2005,2.2338598171245394e-07,2.7472871977352042e-08
2006,2.5654454560708473e-07,1.729513776638214e-08
2007,2.0811238110596264e-07,3.595031472514165e-08
2008,2.473572582317729e-07,2.8524846484856425e-08
2009,3.056411355117916e-07,2.9085974517784052e-08
2010,2.82955208152913e-07,2.0312310056169736e-08
2011,3.9004514640339494e-07,1.7972668686638826e-08
2012,3.7685077769467057e-07,2.3489343803362317e-08
2013,3.452936678804974e-07,1.5340187786705428e-08
2014,3.4473887144947923e-07,1.7540106256319632e-08
2015,3.2627989998701423e-07,2.659890441236712e-08
2016,3.8796200207968923e-07,4.7847954931512504e-08
2017,3.02879614111351e-07,1.3081178806828575e-08
2018,3.6321237806280493e-07,2.6589107804397827e-08
2019,3.2678152994680687e-07,1.9387506711154856e-08
