year,un_DET hôtel_NOUN,un_DET motel_NOUN
1900,2.516103553062976e-06,3.633737311048435e-09
1901,2.2690280871984214e-06,1.1177477832191585e-09
1902,1.9975034781793966e-06,1.9641135384773634e-09
1903,2.2821330389888317e-06,5.400220270956879e-10
1904,2.389558261484126e-06,3.2247751136083025e-09
1905,2.3785937273146374e-06,2.0643036724443675e-09
1906,2.395646664155038e-06,3.0865107691901983e-09
1907,2.4207362727679538e-06,1.028568674676933e-09
1908,2.2670972725791216e-06,1.964555629285769e-09
1909,2.2245977504553593e-06,1.1001967115120692e-09
1910,2.3861633167143737e-06,2.137660271017694e-09
1911,2.3260674666403247e-06,2.128149656499545e-09
1912,2.0478234539211826e-06,5.2094211167030835e-09
1913,2.3905877171159773e-06,6.893886794756554e-09
1914,2.3291275184078586e-06,8.036092513652449e-09
1915,2.0192225491655336e-06,1.1780761921542648e-09
1916,2.241442288664075e-06,1.0987462051303964e-09
1917,1.9991790765061523e-06,2.1932848870420685e-09
1918,2.00092674873531e-06,0.0
1919,2.069003560478677e-06,4.603924352863942e-09
1920,1.952878534439151e-06,5.300562211374427e-09
1921,2.0431271963161635e-06,7.572747429129834e-10
1922,2.347659169288363e-06,3.6889677423879164e-09
1923,2.2452731016642247e-06,3.1847844361720945e-09
1924,2.2947091906644346e-06,0.0
1925,2.4503939499709304e-06,0.0
1926,2.3273137088608564e-06,1.1146138456652466e-09
1927,2.5777008403338186e-06,1.1149224876660924e-09
1928,2.4577414095006134e-06,0.0
1929,2.382933026012779e-06,2.2280812750352652e-09
1930,2.129080542090378e-06,6.3021621254932825e-09
1931,1.997078008741937e-06,1.1405356659111021e-09
1932,2.1710841942024217e-06,3.2878609834696704e-09
1933,2.189749459091672e-06,0.0
1934,2.240555403432154e-06,0.0
1935,2.3170597245325553e-06,2.393656828303392e-09
1936,1.9957280024129886e-06,2.424942913137329e-09
1937,2.018356219934958e-06,0.0
1938,2.1703768844361093e-06,0.0
1939,1.923991597152508e-06,4.588215141154706e-09
1940,1.5163981501586932e-06,0.0
1941,2.0247307475074194e-06,2.9515025978810172e-09
1942,2.087537694706043e-06,0.0
1943,2.189039314259844e-06,0.0
1944,2.0982105723987843e-06,0.0
1945,2.6185618224872087e-06,2.178504043826024e-09
1946,2.3860773623596288e-06,0.0
1947,2.2876152030448793e-06,0.0
1948,2.3135377986704952e-06,2.174377566888097e-09
1949,2.178394133522943e-06,5.890204768377316e-09
1950,2.473785006174012e-06,0.0
1951,2.233563733966548e-06,2.1322803522849654e-09
1952,2.428468299342512e-06,3.1634410646574906e-09
1953,2.485522031747678e-06,1.939289007157896e-08
1954,2.590699430982113e-06,7.818028890937967e-09
1955,2.5144042261615596e-06,8.447047061821422e-09
1956,2.7375664508610953e-06,3.488456634670456e-09
1957,2.3518869802785503e-06,1.1485549011869267e-08
1958,2.380751610076004e-06,2.9780076737928596e-08
1959,2.26631863498028e-06,1.9376869220266713e-08
1960,2.3330129934606703e-06,3.0451666077624395e-08
1961,2.4902203854537674e-06,1.8065213658324808e-08
1962,2.302130276632397e-06,4.5662086056719176e-08
1963,2.6329768516575314e-06,5.431484761952987e-08
1964,3.004263543715524e-06,3.467861892092472e-08
1965,2.530820140123069e-06,3.2832258967108174e-08
1966,2.804433542280549e-06,6.3145454975988e-08
1967,2.5677187736050655e-06,4.930335512076667e-08
1968,2.529116184035729e-06,5.8388405332898685e-08
1969,2.4970585386085986e-06,5.5863619619067606e-08
1970,2.4612377060861945e-06,6.392227835938513e-08
1971,2.6745357999402586e-06,7.810364299754013e-08
1972,2.6245830753168775e-06,1.0003786438117501e-07
1973,2.811182532980183e-06,7.277428998309077e-08
1974,2.6170159301841522e-06,6.638174498974081e-08
1975,2.6546960896212113e-06,6.168398458683555e-08
1976,2.6299363895532224e-06,7.084773456789151e-08
1977,2.672760267330432e-06,7.052138145668962e-08
1978,2.8508898850532205e-06,6.534650631717653e-08
1979,2.6860558364205644e-06,7.080888064781021e-08
1980,2.774922080561737e-06,6.87903247698074e-08
1981,2.8705343950718998e-06,6.388805351420501e-08
1982,2.940493818215373e-06,7.635228016500406e-08
1983,2.8425237594831287e-06,9.22036138550908e-08
1984,2.6408685123158193e-06,7.248760430789147e-08
1985,3.1972691587611735e-06,1.0828004415319725e-07
1986,3.117731985469163e-06,1.0430404545624938e-07
1987,2.8299193530756384e-06,1.124390325846214e-07
1988,3.1457921494393304e-06,7.075933416977875e-08
1989,3.2824459665903305e-06,8.780995319757068e-08
1990,3.247395952143961e-06,8.009516649920556e-08
1991,2.9195958219929707e-06,8.499124781735645e-08
1992,3.1605039012561065e-06,1.1019888390695343e-07
1993,3.166210944982595e-06,1.0746062345523555e-07
1994,3.0040706633371883e-06,7.490395848019915e-08
1995,2.9850590799185284e-06,6.83228797981883e-08
1996,2.8697582976633385e-06,7.099662546750096e-08
1997,2.956531876208146e-06,5.7538734110629264e-08
1998,2.8451427844800037e-06,8.630313685920044e-08
1999,2.901620639761404e-06,6.85530171795623e-08
2000,3.02944416219475e-06,7.90827641150571e-08
2001,2.9836051318454793e-06,7.404247578945977e-08
2002,3.0002604560763757e-06,7.404264312782516e-08
2003,3.252283409693746e-06,1.2667445414837886e-07
2004,3.1106636555477962e-06,8.809582641156055e-08
2005,3.2426996554590914e-06,1.0493736357641836e-07
2006,3.901288849306184e-06,9.265252076673391e-08
2007,4.329216960030635e-06,1.9652838414985219e-07
2008,5.128937530685107e-06,1.9669371287278636e-07
2009,5.7909695740931966e-06,2.484228303067937e-07
2010,6.414911048580052e-06,3.1507698028399034e-07
2011,9.260512603859183e-06,4.0916499477461343e-07
2012,9.330716478572754e-06,4.851060175781186e-07
2013,7.260929038466202e-06,4.604845393885171e-07
2014,8.072779703383048e-06,4.480306186049887e-07
2015,8.061019869387565e-06,4.6481586801760955e-07
2016,7.676386022836823e-06,4.3539566707551103e-07
2017,7.072641066585561e-06,4.3998043341986204e-07
2018,7.521361451878761e-06,4.902205335000076e-07
2019,7.806022569667448e-06,4.428514741583456e-07
