year,en_ADP air_NOUN,en_ADP mer_NOUN
1800,9.023752340908686e-07,7.005198478182706e-06
1801,4.4528114284680953e-07,5.286225462697303e-06
1802,2.506380951672327e-07,1.056484339301278e-05
1803,4.5442902552039754e-07,6.213780832098337e-06
1804,3.8808059343864443e-07,5.307064191439892e-06
1805,2.7575912708854844e-07,5.083065475641746e-06
1806,3.7749865100522584e-07,4.5011673011075e-06
1807,2.0498076924724273e-07,5.252632111485411e-06
1808,2.062127402169267e-07,7.725046081041853e-06
1809,2.4397530085096264e-07,4.621976544827433e-06
1810,1.7550951270095538e-07,5.482916940913185e-06
1811,2.0808736911348547e-07,5.894137376394326e-06
1812,1.3869483117545656e-07,3.8434469842307806e-06
1813,2.0992913585260453e-07,4.3596241132703994e-06
1814,1.3530711839848664e-07,4.191373985218405e-06
1815,2.8320846801044297e-07,4.064715683593789e-06
1816,1.7150268938337376e-07,4.417353100194532e-06
1817,1.3077736582545185e-07,3.5247614729172483e-06
1818,2.2888661255215936e-07,4.787544742201888e-06
1819,1.3870406800897683e-07,5.455003356580335e-06
1820,1.8511710120350244e-07,5.157172746628191e-06
1821,8.776724769177235e-08,4.613203999137561e-06
1822,1.0426640528748976e-07,4.426309274663254e-06
1823,9.586206450862278e-08,5.343568978410929e-06
1824,1.4905369027928828e-07,7.644686222718633e-06
1825,1.1270966804310945e-07,5.0851433144316616e-06
1826,9.776862741617265e-08,7.036698627782556e-06
1827,1.6222400611720644e-07,6.1764948333653535e-06
1828,1.4033620721054518e-07,5.492374152371582e-06
1829,1.3717081515096652e-07,5.799753418689324e-06
1830,1.8786305133744463e-07,5.204849982565207e-06
1831,1.7306238930814288e-07,4.519890751453204e-06
1832,1.1094574858816486e-07,3.493438013757455e-06
1833,1.4247862734073635e-07,6.4231220715527115e-06
1834,1.474855890748472e-07,4.834353754645804e-06
1835,1.1722786297241328e-07,6.4301374536057665e-06
1836,1.9624590608113834e-07,6.002301901730789e-06
1837,9.253994626146067e-08,5.851586390548391e-06
1838,1.7484688585867048e-07,5.8614737632467495e-06
1839,1.3143973565110656e-07,6.643299602870911e-06
1840,1.1720227499623093e-07,6.010438320380729e-06
1841,1.4703056194775854e-07,4.860997141697965e-06
1842,1.1739464067517247e-07,5.37868680083875e-06
1843,1.9729083622355148e-07,3.7083587465236434e-06
1844,1.5203314940315238e-07,4.14276584070894e-06
1845,1.9419193170167048e-07,4.617080623270375e-06
1846,1.0362467706137579e-07,4.604565479127132e-06
1847,9.977463566457345e-08,3.6355720549607895e-06
1848,7.562508130831702e-08,3.842397839015632e-06
1849,4.776266493422554e-08,3.349252167605954e-06
1850,1.0726613819400654e-07,4.292003308314918e-06
1851,9.28719168236114e-08,3.955440925906828e-06
1852,1.295598495154593e-07,3.828851872889061e-06
1853,1.8632426690423642e-07,4.247835282411572e-06
1854,1.5327209934579145e-07,3.8499872658803724e-06
1855,1.645150575768639e-07,3.962159226489348e-06
1856,1.0457922500206607e-07,4.003520235329461e-06
1857,1.649950125415245e-07,3.7197099356234276e-06
1858,1.1793758891709416e-07,3.7710666651591396e-06
1859,9.522363986214089e-08,3.825749866903649e-06
1860,2.2016254042078742e-07,3.4681321952056976e-06
1861,1.787350306092783e-07,3.990648671958752e-06
1862,2.466820419877447e-07,3.5425530975352615e-06
1863,1.4883970733681195e-07,4.288381325601165e-06
1864,9.829192038068868e-08,5.642435692898573e-06
1865,8.425251213362017e-08,4.295936798737188e-06
1866,1.7954111974916032e-07,4.180048027713212e-06
1867,1.465549051005155e-07,4.069567690834219e-06
1868,1.1262912769094413e-07,3.394681477253414e-06
1869,1.3771524309813543e-07,3.535179537550448e-06
1870,1.2614906896857292e-07,3.2959311777602807e-06
1871,1.115223595693493e-07,3.1544896756940943e-06
1872,1.5420715726577328e-07,3.858202430429003e-06
1873,7.302925214558442e-08,3.604771986243094e-06
1874,1.69081439682639e-07,4.051382271441639e-06
1875,1.0241533254795598e-07,3.671503975510859e-06
1876,1.6566080840441089e-07,3.6675126366958466e-06
1877,1.0699732011509866e-07,3.683057823167246e-06
1878,1.6547102504871347e-07,3.7985866931933288e-06
1879,6.659164597522249e-08,3.51652772201394e-06
1880,1.1167052460514526e-07,4.359001259501838e-06
1881,1.1713813058422673e-07,3.210839798484244e-06
1882,1.0715170062347568e-07,3.3782735684440013e-06
1883,1.131161653233903e-07,3.536933952830168e-06
1884,1.7296446674919252e-07,3.5213451212712243e-06
1885,1.4180398011376383e-07,3.5096486019625672e-06
1886,1.0906354014350583e-07,3.7875379232943374e-06
1887,8.161155939934162e-08,3.4479251578289905e-06
1888,1.0715638998348709e-07,3.7650570874347977e-06
1889,8.645888804892365e-08,3.751563829368365e-06
1890,1.7238036653655087e-07,3.6258865412364116e-06
1891,2.42220368873447e-07,3.4803241062419943e-06
1892,1.1847488301519604e-07,3.151181070748521e-06
1893,1.422594238520425e-07,3.596515193216021e-06
1894,1.9282710761459043e-07,3.3814060502734833e-06
1895,1.0352017021375559e-07,3.2873672983768643e-06
1896,7.194375445385148e-08,3.5730097867059385e-06
1897,1.1070755412401212e-07,3.299085146402092e-06
1898,1.9181822974445595e-07,3.239408282951217e-06
1899,1.0060192678906787e-07,3.3624259927478306e-06
1900,1.3496738171525635e-07,3.255828590731369e-06
1901,1.279821263411307e-07,3.844493416949035e-06
1902,2.533706344731712e-07,3.092005655958019e-06
1903,1.3608554705335507e-07,3.180729827079176e-06
1904,1.4135264425618743e-07,3.1119079970665098e-06
1905,1.475977098319703e-07,3.7580646932156014e-06
1906,2.052529679552606e-07,3.721817583013376e-06
1907,2.2062798410438234e-07,3.5989617614973213e-06
1908,2.3329098763902323e-07,3.265091393700459e-06
1909,3.15206349466024e-07,3.4991756701074905e-06
1910,3.6340225884057276e-07,3.1060203022903465e-06
1911,3.9902805815117404e-07,3.3646046535551477e-06
1912,4.625965921434272e-07,3.338718091328019e-06
1913,5.09087001221431e-07,3.8738339860344695e-06
1914,3.0202313938687553e-07,4.098407112351765e-06
1915,1.8377989163820274e-07,4.664003713905629e-06
1916,1.50528225217883e-07,6.033215381506807e-06
1917,1.381769423325352e-07,3.845925016676688e-06
1918,2.6303800471083605e-07,3.5791547627894715e-06
1919,2.642652502382603e-07,3.873741878379633e-06
1920,2.854731246948461e-07,3.948918879004282e-06
1921,2.6504616346123555e-07,3.3782025319339937e-06
1922,2.751969887526684e-07,4.094016588851446e-06
1923,2.558443532585386e-07,3.5998680232296465e-06
1924,2.2947091282699006e-07,4.3870198638273905e-06
1925,3.277457034656095e-07,4.046229765464204e-06
1926,2.920288224572687e-07,4.257824862463622e-06
1927,2.129501930347999e-07,4.354887128243945e-06
1928,2.31948637186008e-07,3.944269401756628e-06
1929,2.551153110985638e-07,4.543057748662704e-06
1930,2.468346705919444e-07,4.077498921617462e-06
1931,4.573547949249246e-07,4.297538296782477e-06
1932,3.9563927378694075e-07,4.631500239327124e-06
1933,3.8082598163846626e-07,4.368028083234776e-06
1934,3.774197683270586e-07,3.8472854626547814e-06
1935,5.732808050495919e-07,3.948336960490906e-06
1936,4.692264652383926e-07,4.7116638626221174e-06
1937,4.293571240765459e-07,4.238170468795488e-06
1938,4.2914859399445504e-07,4.183874782626162e-06
1939,4.909389987872714e-07,4.577509088221632e-06
1940,6.187310546135194e-07,4.140933413054881e-06
1941,4.574829119974311e-07,4.2147457506303e-06
1942,4.247896423503761e-07,3.1950250942713865e-06
1943,9.929064368474627e-07,3.814851119443574e-06
1944,4.6269882147953467e-07,3.508799402140994e-06
1945,9.389352637612092e-07,3.96487732245987e-06
1946,4.134568101221703e-07,3.5025497524543425e-06
1947,5.161737379744125e-07,3.961305367283785e-06
1948,4.435730192042797e-07,3.59968216301354e-06
1949,4.7317980900185574e-07,4.4382695314482135e-06
1950,5.221962715573625e-07,4.364752456353926e-06
1951,4.659032604159563e-07,4.679289105524731e-06
1952,5.388395063476992e-07,4.034442028455487e-06
1953,5.289949411846351e-07,4.588572963371007e-06
1954,6.74304979852991e-07,4.602864521530137e-06
1955,5.406109884198429e-07,4.5651594433593345e-06
1956,5.843164938568179e-07,4.87250200364997e-06
1957,5.009466179650701e-07,4.428120767840937e-06
1958,6.444077458311881e-07,5.427418763304104e-06
1959,4.7512084933032384e-07,4.832591077530424e-06
1960,5.294437523950535e-07,4.934554311830652e-06
1961,4.3703921681625957e-07,4.828970908477004e-06
1962,4.7564672556177356e-07,4.538938007669913e-06
1963,4.4615768057809646e-07,4.909027666144539e-06
1964,4.7637472228023725e-07,4.898811113207557e-06
1965,4.5801002546141945e-07,4.7858492848718015e-06
1966,5.383980679063427e-07,4.949163148637581e-06
1967,5.166991521310393e-07,5.273486948453865e-06
1968,4.051256959902716e-07,5.334005564350264e-06
1969,4.514507359054676e-07,5.575007683944477e-06
1970,3.7893495408169997e-07,6.184825060984167e-06
1971,4.3933299265219716e-07,5.818207661434371e-06
1972,3.729616903092037e-07,6.0828151831060495e-06
1973,4.1018235097389777e-07,6.481322145646118e-06
1974,4.0672883683257055e-07,6.846320815157014e-06
1975,4.1065541767082436e-07,7.218739625614035e-06
1976,4.079458255645818e-07,7.947515626938184e-06
1977,4.01384201875743e-07,7.835513343934508e-06
1978,3.386137139571588e-07,8.27227356126059e-06
1979,3.440960313350061e-07,7.011249422816945e-06
1980,3.2234804003827833e-07,6.9967150153615876e-06
1981,2.859148393596911e-07,6.626645614460358e-06
1982,3.0478835211233957e-07,7.310575313113077e-06
1983,2.7345319608684804e-07,6.9897919701134015e-06
1984,2.52836773739773e-07,6.63638537901079e-06
1985,3.0739501566401373e-07,6.484771517989429e-06
1986,2.673540528963514e-07,7.424170334502378e-06
1987,3.611492629396196e-07,7.002385245868936e-06
1988,2.5065594289053195e-07,6.750920277909245e-06
1989,1.909866496063728e-07,6.2224327237458965e-06
1990,2.2557414969259781e-07,6.097040277097676e-06
1991,2.3035557727979494e-07,5.898978777452157e-06
1992,1.630943504693505e-07,5.915476094742189e-06
1993,2.2046045700108152e-07,4.9991345605349125e-06
1994,1.524453796530878e-07,5.3878101411442e-06
1995,2.125600774283143e-07,5.682186291267044e-06
1996,2.0605035411236372e-07,5.60072621880181e-06
1997,1.0980308384755944e-07,5.892445905431032e-06
1998,1.316003657159115e-07,5.561069258419593e-06
1999,1.6955446535682483e-07,5.4106612239479546e-06
2000,1.9483518709506598e-07,5.936066997946909e-06
2001,1.296838689768265e-07,5.3481452013670605e-06
2002,1.305603966050839e-07,5.7924131162678805e-06
2003,1.5042591949843143e-07,5.644930380910296e-06
2004,1.700249482594618e-07,5.122772229526618e-06
2005,1.5763123639711552e-07,4.9847500065425265e-06
2006,2.2442499875152677e-07,5.739926972836429e-06
2007,1.6417310089167358e-07,5.492409275831278e-06
2008,1.4092124867026712e-07,5.713909747129264e-06
2009,2.5891284249901503e-07,5.904452979876851e-06
2010,2.116259318896141e-07,6.3638938740950834e-06
2011,2.2255517517777434e-07,6.210130379713519e-06
2012,2.291062098924712e-07,5.823655001790939e-06
2013,1.5284404897286663e-07,5.274235665098104e-06
