year,en_ADP arbre_NOUN,en_ADP marbre_NOUN
1933,1.45677404361777e-07,2.852753596016555e-06
1934,1.629494885690974e-07,2.8815700261475286e-06
1935,1.7114646766458463e-07,3.043534661628655e-06
1936,1.4549657390006132e-07,1.9520789464877453e-06
1937,1.523525270386017e-07,2.574883637862513e-06
1938,1.5817561194175767e-07,2.219644784418051e-06
1939,2.0952849411060015e-07,2.772811285467469e-06
1940,1.6989746143281081e-07,2.6067848466482246e-06
1941,2.095566884463551e-07,3.107932343482389e-06
1942,1.790184995797972e-07,2.5639089926698944e-06
1943,2.8451705702536856e-07,2.5287179141741944e-06
1944,1.702988612350964e-07,2.570548986113863e-06
1945,2.1349339363041508e-07,2.2438591713580536e-06
1946,2.0185601101729844e-07,2.060323367913952e-06
1947,2.0980732529096713e-07,1.9514466202963376e-06
1948,1.9895554714821628e-07,2.1819878384121694e-06
1949,1.4136492154648295e-07,1.835780608416826e-06
1950,2.3185087627553003e-07,2.3046827664074954e-06
1951,1.8230997511636815e-07,2.0491213490458904e-06
1952,2.214408775236265e-07,1.9845319911837578e-06
1953,1.9069673840022006e-07,2.4338075945706805e-06
1954,2.3747262400952707e-07,2.1548441964114318e-06
1955,2.2056177861884407e-07,2.1455498426803388e-06
1956,1.5523632379554897e-07,2.0189443148410646e-06
1957,1.775842555784557e-07,2.5648114387877285e-06
1958,1.5303650968689908e-07,2.4030866825341946e-06
1959,1.495894400571629e-07,2.1508324152819114e-06
1960,2.1869833233267855e-07,2.070021309918957e-06
1961,1.8829511816420563e-07,1.8878148466683342e-06
1962,1.8328253847954556e-07,2.142312951036729e-06
1963,1.9850783139485628e-07,2.2734643607691396e-06
1964,1.8373583715591835e-07,3.4100642096746014e-06
1965,1.690861353154105e-07,2.8503873181762174e-06
1966,1.9552933672173367e-07,2.315333176738932e-06
1967,1.962273494249267e-07,2.456293259456288e-06
1968,2.3085878139705862e-07,2.8974122869840357e-06
1969,2.1164591940125987e-07,2.769563934634789e-06
1970,2.1705982011788194e-07,1.042806889017811e-05
1971,2.0964662206246487e-07,2.7341413897374878e-06
1972,2.0571888503795321e-07,3.1991596642910736e-06
1973,2.442349200659777e-07,4.476721642276971e-06
1974,2.2052240922221245e-07,2.1343419120967155e-06
1975,1.9933065686927876e-07,2.4724997729208553e-06
1976,2.2911243191536812e-07,2.273412292197463e-06
1977,2.2096699581197754e-07,2.298997060279362e-06
1978,2.2930682064270513e-07,2.693464011827018e-06
1979,2.2471577398874842e-07,2.278173269587569e-06
1980,2.222893933367942e-07,2.4758830932114506e-06
1981,2.1823146312272002e-07,2.3600625809194753e-06
1982,2.1664183691427752e-07,2.047855105047347e-06
1983,2.1535227290314651e-07,2.2766714664612664e-06
1984,2.192025192471192e-07,2.537066166041768e-06
1985,2.2979432401371014e-07,2.6119553240278037e-06
1986,2.607601108373103e-07,2.526076286812895e-06
1987,2.419883351478802e-07,2.381996409894782e-06
1988,2.3326593628913983e-07,2.8579574973264243e-06
1989,2.2336657612420652e-07,2.652958301041508e-06
1990,2.223049545002631e-07,2.4197458969865693e-06
1991,2.115988904094479e-07,2.263697751914151e-06
1992,2.1047986514810546e-07,2.885557705667452e-06
1993,2.2156829970754188e-07,2.6837460609385744e-06
1994,2.589989089862854e-07,2.69021256826818e-06
1995,2.5105947842885e-07,2.5469250886089867e-06
1996,2.0338131156982797e-07,2.6952027383231325e-06
1997,2.071394382685554e-07,2.2823696781415492e-06
1998,2.2982382441583127e-07,2.3049137780617457e-06
1999,2.097722386906753e-07,2.7805103854916524e-06
2000,2.0190404370623583e-07,2.2832387003290933e-06
2001,2.2212743999716622e-07,2.810109208439826e-06
2002,2.1993732435277025e-07,2.3816319298930466e-06
2003,2.95851531717517e-07,2.7230842079006834e-06
2004,1.8059644341095193e-07,2.5640290459705284e-06
2005,2.2338598171245394e-07,2.4013993424887303e-06
2006,2.5654454560708473e-07,2.734278950811131e-06
2007,2.0811238110596264e-07,2.667513399501331e-06
2008,2.473572582317729e-07,3.1479507924814243e-06
2009,3.056411355117916e-07,3.167510385537753e-06
2010,2.82955208152913e-07,2.5891108634823468e-06
2011,3.9004514640339494e-07,3.0079363568802364e-06
2012,3.7685077769467057e-07,3.310635747766355e-06
2013,3.452936678804974e-07,2.546471250752802e-06
2014,3.4473887144947923e-07,2.7269450129097095e-06
2015,3.2627989998701423e-07,3.083256387981237e-06
2016,3.8796200207968923e-07,4.084682586835697e-06
2017,3.02879614111351e-07,2.547811163822189e-06
2018,3.6321237806280493e-07,3.2283821838063886e-06
2019,3.2678152994680687e-07,3.5096488772978773e-06
