year,en_ADP arbre_NOUN,en_ADP marbre_NOUN
1800,1.1507642554420272e-06,7.70005863159895e-06
1801,5.143354659953303e-07,4.443286798050394e-06
1802,8.078602604655316e-07,7.454245405824622e-06
1803,1.7026461591740372e-06,1.0549384569458198e-05
1804,1.2037914203233413e-06,3.942602234019432e-06
1805,9.921643098209643e-07,7.707041731919162e-06
1806,7.694056396445603e-07,1.7013375327223912e-05
1807,5.978605841505669e-07,7.598523097840371e-06
1808,4.5094871836681705e-07,5.449907803267706e-06
1809,1.337346070329204e-06,4.960831120115472e-06
1810,6.528953484519207e-07,7.591371286252979e-06
1811,7.345735006936138e-07,1.0389326234871987e-05
1812,4.2408609601807257e-07,4.926333531329874e-06
1813,3.4508898716367753e-07,4.437269581103465e-06
1814,2.73760917934851e-07,7.120930149540072e-06
1815,4.126752060074068e-07,1.0651336197042838e-05
1816,1.0800033862778946e-06,4.076665391039569e-06
1817,1.41831165478834e-06,4.066553174197907e-06
1818,7.093100578003941e-07,4.6230325096985325e-06
1819,6.386597704022279e-07,4.797711881110445e-06
1820,5.043254347469883e-07,5.185652298678178e-06
1821,2.8598315005012864e-07,5.1102233555866405e-06
1822,5.473986135484665e-07,4.494483619055245e-06
1823,3.7949516951130136e-07,4.8049623728729784e-06
1824,3.0821271312930776e-07,4.2383458094263915e-06
1825,3.9624494974077606e-07,5.207538833928993e-06
1826,4.879623212161732e-07,4.182911652605981e-06
1827,4.885154858413898e-07,4.3901873141294345e-06
1828,5.384140611131016e-07,4.137625182920601e-06
1829,4.6037955314659484e-07,5.305081231199438e-06
1830,5.134923375393896e-07,5.584750851994613e-06
1831,5.19187175029856e-07,7.36060837880359e-06
1832,3.1118929921802874e-07,5.798945039714454e-06
1833,4.2164407076938915e-07,6.5192662077606656e-06
1834,4.536582149938795e-07,7.415351319650654e-06
1835,4.787434804143231e-07,6.947452675376553e-06
1836,4.039170740099962e-07,5.163552486919798e-06
1837,4.0147030855308685e-07,5.294954917189898e-06
1838,3.9198525492167846e-07,6.778630449844059e-06
1839,2.9294280956548846e-07,5.351974323275499e-06
1840,2.6880084913472047e-07,5.590038654190721e-06
1841,2.966293504158557e-07,9.578816388966516e-06
1842,2.998594492709117e-07,5.903943929297384e-06
1843,2.3627644030188577e-07,5.7255688261648174e-06
1844,3.194342772516734e-07,5.009958840673789e-06
1845,3.1695695046352057e-07,5.374875399866141e-06
1846,3.4424467010296667e-07,5.057703674538061e-06
1847,3.3923377351641193e-07,5.111157861392712e-06
1848,3.306586258133848e-07,7.55526752982405e-06
1849,4.374054665134963e-07,6.532591669383692e-06
1850,3.706791726898473e-07,6.552059858222492e-06
1851,4.4178654867721434e-07,7.008605280134361e-06
1852,3.5287157640340183e-07,6.675913482467877e-06
1853,4.825320920609499e-07,7.089280188665725e-06
1854,3.6733348318662706e-07,6.087240308261244e-06
1855,3.0727165167832027e-07,7.79111451265635e-06
1856,2.2054826098738545e-07,5.838834113092162e-06
1857,3.2217961365432757e-07,6.148748980194796e-06
1858,2.872587812063898e-07,5.537683591683162e-06
1859,2.2049110137700723e-07,4.746923877974041e-06
1860,3.583934984341397e-07,6.305528586381115e-06
1861,4.055728881624532e-07,4.979114692105213e-06
1862,3.63697886474057e-07,7.441123216267442e-06
1863,2.547256521268082e-07,5.252343271422433e-06
1864,2.8528631901281187e-07,5.411809524957789e-06
1865,2.6829013521911804e-07,5.505595709109912e-06
1866,3.5373007034600334e-07,5.196474376134574e-06
1867,2.824336320372822e-07,6.397946890501771e-06
1868,3.497430792753775e-07,5.241206508799223e-06
1869,2.876392872774858e-07,6.189372015796835e-06
1870,3.9794297812534296e-07,6.883152309455909e-06
1871,3.526230882844317e-07,4.710492248705123e-06
1872,2.963196138461299e-07,4.553646704152925e-06
1873,2.8253939721167853e-07,5.3712419685325585e-06
1874,2.5571328271523086e-07,4.889022875431692e-06
1875,2.8664850526549657e-07,5.347339083527913e-06
1876,2.944409109861823e-07,6.77576872476493e-06
1877,3.049114298825373e-07,6.271403435675893e-06
1878,4.009954950312533e-07,9.785739166545682e-06
1879,3.5067528370014145e-07,5.612637323793024e-06
1880,2.509378020931763e-07,6.342115739244036e-06
1881,2.5658827440544485e-07,6.541606580867665e-06
1882,3.6604618625091234e-07,5.441442681330955e-06
1883,2.8689797737513345e-07,7.949728569656145e-06
1884,2.7132974178556424e-07,6.199653398653027e-06
1885,2.990775024303005e-07,5.692785634892061e-06
1886,2.1360965263284015e-07,8.319159860548098e-06
1887,3.0098343817286377e-07,6.051007403584663e-06
1888,2.2826212386917177e-07,6.23409232503036e-06
1889,2.7441299665920127e-07,5.770190909970552e-06
1890,2.3857967335061403e-07,5.758028692071093e-06
1891,2.45407475674142e-07,5.45378270544461e-06
1892,1.9745814183735888e-07,5.60279613637249e-06
1893,2.5926934377196176e-07,4.761687705467921e-06
1894,2.40718798671935e-07,4.764593995787436e-06
1895,2.6421717369551345e-07,5.600320946541615e-06
1896,2.5534135672522495e-07,4.444001206138637e-06
1897,2.464699861981501e-07,8.371239346161019e-06
1898,2.608501725731571e-07,4.561200057651149e-06
1899,3.222578115469332e-07,5.30094757777988e-06
1900,2.0297018166193226e-07,5.161983153811889e-06
1901,2.235495526470288e-07,5.906738351768581e-06
1902,2.700656034360094e-07,4.7595381147402804e-06
1903,2.737911781736102e-07,5.37861933480599e-06
1904,1.9026173170288985e-07,6.041078904672759e-06
1905,2.1520364912319678e-07,4.727771283796756e-06
1906,2.1759900770135232e-07,5.2331788538140245e-06
1907,2.4685649496758444e-07,5.332100045052357e-06
1908,1.8565050652341597e-07,5.566568233916769e-06
1909,2.860511318925063e-07,4.582319434121018e-06
1910,1.784946356275796e-07,5.725722985516768e-06
1911,2.569740730207215e-07,5.141609562997473e-06
1912,1.7659938639225103e-07,4.818714842258487e-06
1913,2.3492243728107098e-07,4.274740149412537e-06
1914,1.9688425823005673e-07,5.534858701139456e-06
1915,1.920264159904761e-07,2.720177917581168e-06
1916,2.1645300307682191e-07,4.398280907480512e-06
1917,2.2042512670683578e-07,2.6396182875032537e-06
1918,1.7114701034159907e-07,2.9784173420921434e-06
1919,1.8139461804844714e-07,5.1619199439301156e-06
1920,2.286814009266891e-07,3.076597749895882e-06
1921,1.7190136247791088e-07,4.138506483286619e-06
1922,2.0953336843376746e-07,3.694132374221226e-06
1923,1.5923922225269393e-07,3.51069411408389e-06
1924,2.836157255714511e-07,4.299356533010723e-06
1925,2.7825390125357785e-07,4.143013484281255e-06
1926,1.605043977725984e-07,3.7083202641952084e-06
1927,2.0626065388995585e-07,5.332674390956527e-06
1928,1.759610341878215e-07,3.183295120834373e-06
1929,1.5039547918149765e-07,3.600579248086433e-06
1930,2.2792819720507396e-07,3.6384483337315032e-06
1931,1.9617213808942324e-07,3.7090219393576263e-06
1932,1.7535258056700087e-07,2.880166221075342e-06
