year,mon_DET hôtel_NOUN,mon_DET motel_NOUN
1800,1.6035238425970988e-07,0.0
1801,9.28661236798689e-08,0.0
1802,9.175144555229053e-08,0.0
1803,8.776526527753958e-08,0.0
1804,1.3842364943172925e-07,0.0
1805,1.194008660831969e-07,0.0
1806,2.852852389878535e-07,0.0
1807,1.8505208743135881e-07,0.0
1808,8.38447360429484e-08,0.0
1809,2.439753075123008e-07,0.0
1810,2.50393551670669e-07,0.0
1811,1.1783260944753238e-07,0.0
1812,8.535066475801045e-08,0.0
1813,9.777521370324394e-08,0.0
1814,1.4474714582490833e-07,0.0
1815,2.2117233178242657e-07,0.0
1816,1.8309069993449612e-07,0.0
1817,1.868248080683088e-07,0.0
1818,1.1563541812975586e-07,0.0
1819,8.69488232524418e-08,0.0
1820,1.6494409127432164e-07,0.0
1821,3.0274769535765245e-07,0.0
1822,1.7645083971729036e-07,0.0
1823,3.0142195517335324e-07,0.0
1824,3.738973965994319e-07,0.0
1825,3.4165119533469124e-07,0.0
1826,2.5455075158831164e-07,0.0
1827,2.802050964589853e-07,0.0
1828,3.760643587646939e-07,0.0
1829,6.112674721947542e-07,0.0
1830,2.9327509931675877e-07,0.0
1831,3.149423741799495e-07,0.0
1832,4.397240146447601e-07,0.0
1833,3.799430032813689e-07,0.0
1834,3.4164383810875165e-07,0.0
1835,5.967276308638247e-07,0.0
1836,3.7367369820628937e-07,0.0
1837,2.87360897743838e-07,0.0
1838,3.4464404574663376e-07,0.0
1839,2.3631185408490296e-07,0.0
1840,3.5733953174243993e-07,0.0
1841,2.780097405619131e-07,0.0
1842,3.5755053939823256e-07,0.0
1843,2.161929437693999e-07,0.0
1844,2.3765469947534257e-07,0.0
1845,1.969820417890844e-07,0.0
1846,1.9495489245180408e-07,0.0
1847,1.224261723109521e-07,0.0
1848,1.9871697332085603e-07,0.0
1849,2.8322423339943725e-07,0.0
1850,1.8941298929320283e-07,0.0
1851,2.2444046821057384e-07,0.0
1852,2.050821863441854e-07,0.0
1853,1.642281186597927e-07,0.0
1854,1.6418299875198272e-07,0.0
1855,3.1947762835216054e-07,0.0
1856,1.9776863258158528e-07,0.0
1857,2.3431243545424252e-07,0.0
1858,3.264081795961715e-07,0.0
1859,2.5715474905041447e-07,0.0
1860,2.94770639897024e-07,0.0
1861,2.1457634913346624e-07,0.0
1862,2.0963455704681166e-07,0.0
1863,1.85799901242234e-07,0.0
1864,2.517232231546984e-07,0.0
1865,2.0521842092335874e-07,0.0
1866,2.5009250892438217e-07,0.0
1867,2.0867089389753346e-07,0.0
1868,2.1686047357860616e-07,0.0
1869,3.1254521459800344e-07,0.0
1870,2.2133428068116245e-07,0.0
1871,2.9420661995516184e-07,0.0
1872,2.6910660899659433e-07,0.0
1873,2.3584857444802765e-07,0.0
1874,3.477222376702116e-07,0.0
1875,2.5575225492957543e-07,0.0
1876,2.551418167850983e-07,0.0
1877,2.4244478558088645e-07,0.0
1878,1.6003585634472017e-07,0.0
1879,2.309324997895601e-07,0.0
1880,2.0858000704393476e-07,0.0
1881,1.9732197031885335e-07,0.0
1882,2.2228987006656098e-07,0.0
1883,1.819969659422327e-07,0.0
1884,1.8616785979475026e-07,0.0
1885,1.4180398588692356e-07,0.0
1886,2.0005738488038105e-07,0.0
1887,1.7758675330270535e-07,0.0
1888,1.9465687550734856e-07,0.0
1889,1.7103823424235998e-07,0.0
1890,1.7041404509754443e-07,0.0
1891,2.3839582397044978e-07,0.0
1892,1.8993592054705744e-07,0.0
1893,1.8352081143646615e-07,0.0
1894,2.1110156200876418e-07,0.0
1895,2.226887323431015e-07,0.0
1896,1.9047403654326445e-07,0.0
1897,1.2236098290152597e-07,0.0
1898,1.7144815556147108e-07,0.0
1899,1.497973762809579e-07,0.0
1900,2.2321528225788256e-07,0.0
1901,1.1959901247138305e-07,0.0
1902,1.340507447267214e-07,0.0
1903,1.7334706647886833e-07,0.0
1904,1.1447951386855948e-07,0.0
1905,2.1881618916808065e-07,0.0
1906,1.4815251958566478e-07,0.0
1907,1.511995886271933e-07,0.0
1908,1.6011128378679018e-07,0.0
1909,1.4852655327857178e-07,0.0
1910,1.9132059758675268e-07,0.0
1911,1.713160524552393e-07,0.0
1912,1.422171953535667e-07,0.0
1913,1.9886211749531313e-07,0.0
1914,1.285774727799449e-07,0.0
1915,1.0484878032457345e-07,0.0
1916,1.4613325149959167e-07,0.0
1917,2.544210438992778e-07,0.0
1918,2.1134931937893953e-07,0.0
1919,1.7586989686790844e-07,0.0
1920,1.779474487761945e-07,0.0
1921,1.4691130290067633e-07,0.0
1922,1.9330191536326424e-07,0.0
1923,2.0701098568665088e-07,0.0
1924,2.0497682795550531e-07,0.0
1925,2.1336464861576587e-07,0.0
1926,2.3295429096847897e-07,0.0
1927,2.2967403268125963e-07,0.0
1928,2.4337468484958436e-07,0.0
1929,2.42860854982041e-07,0.0
1930,1.8171233984176638e-07,0.0
1931,1.5739391745484e-07,0.0
1932,2.4330171388697863e-07,0.0
1933,2.317073701796346e-07,0.0
1934,2.2046108050233215e-07,0.0
1935,1.9747668300595933e-07,0.0
1936,1.6489612164605205e-07,0.0
1937,2.367130216285318e-07,0.0
1938,2.191121288852571e-07,0.0
1939,1.621169367638231e-07,0.0
1940,1.369322839561704e-07,0.0
1941,2.2136269350880866e-07,0.0
1942,2.0936061662091277e-07,0.0
1943,1.683876442726273e-07,0.0
1944,2.152834728263997e-07,0.0
1945,2.439924537966931e-07,0.0
1946,2.589325385216057e-07,0.0
1947,2.9682969704403206e-07,0.0
1948,3.413772899918399e-07,0.0
1949,2.3658990677688507e-07,0.0
1950,2.265331948692051e-07,0.0
1951,2.899901190289711e-07,0.0
1952,2.836552344120946e-07,0.0
1953,2.176313151913689e-07,0.0
1954,2.8828980180861663e-07,0.0
1955,2.590427854443078e-07,0.0
1956,2.808207586468825e-07,0.0
1957,2.0585638083048252e-07,0.0
1958,2.862196133435191e-07,0.0
1959,2.627503556951183e-07,0.0
1960,2.9551957858586775e-07,6.920833350854139e-10
1961,2.5152336302625145e-07,6.948159270159238e-10
1962,3.0251132976388817e-07,0.0
1963,2.3213131417065824e-07,1.2932106496776896e-09
1964,2.7134499003267365e-07,1.2167936658258327e-09
1965,2.3967550433212637e-07,0.0
1966,2.880318961118178e-07,5.539074754423723e-10
1967,2.736336321973454e-07,0.0
1968,2.735272244258624e-07,0.0
1969,2.0119987698130615e-07,9.083515606356229e-10
1970,1.9038721310593587e-07,4.5987250119061684e-10
1971,1.8755150144045274e-07,1.0276794970565106e-09
1972,1.8365925313901243e-07,2.0520587451500205e-09
1973,2.2659268239522135e-07,1.102640756478479e-09
1974,1.6651692424929365e-07,0.0
1975,1.9933065287247587e-07,0.0
1976,1.8283286662423848e-07,5.713526873840635e-10
1977,1.821802406709594e-07,0.0
1978,1.5683160858870338e-07,0.0
1979,1.6795163748639652e-07,0.0
1980,1.7794521811609343e-07,0.0
1981,1.7585027034527911e-07,6.325549528618524e-10
1982,1.9243256543788334e-07,6.2075020679230875e-09
1983,2.0966848790493486e-07,1.2630632095778083e-09
1984,2.1978241715459035e-07,5.799008495621649e-10
1985,1.9309941379219708e-07,1.2031116103372597e-09
1986,2.146025821492259e-07,2.997242676272549e-09
1987,1.5582583623441337e-07,6.110816852533674e-10
1988,1.8109592736514912e-07,0.0
1989,2.0415814150354095e-07,0.0
1990,1.8797846212947888e-07,1.089730194969718e-09
1991,1.6529331414716353e-07,0.0
1992,1.5978837986097005e-07,2.2039776670368383e-09
1993,2.1436732389190638e-07,0.0
1994,1.772375375352908e-07,5.274926606624319e-10
1995,2.1472904698782713e-07,1.626735190995987e-09
1996,1.6281181292043811e-07,0.0
1997,1.5727253899200377e-07,1.438468344439059e-09
1998,1.711758388367457e-07,0.0
1999,1.846361330493096e-07,0.0
2000,1.8158110037802544e-07,8.836062992401139e-10
2001,2.2387991815975283e-07,3.943090742808408e-09
2002,1.8357317710382404e-07,0.0
2003,2.4251492014570886e-07,8.333845835650777e-10
2004,2.2023955992267474e-07,4.404791253964646e-10
2005,1.8780635757664754e-07,2.702249757291497e-09
2006,2.3348436162251573e-07,2.0589450144825605e-09
2007,3.3074290151091645e-07,2.3966877371606188e-09
2008,3.282485998568063e-07,2.554463751636149e-09
2009,3.151775143095392e-07,4.76819250749827e-09
2010,5.035563237498764e-07,9.447585824773341e-09
2011,5.686246584701848e-07,3.059177577924288e-09
2012,6.1480803736913e-07,6.468080293586809e-09
2013,6.752471755078204e-07,4.462600067256517e-09
2014,7.386333518155652e-07,9.094869746206768e-09
2015,7.458776352109453e-07,7.536356427806368e-09
2016,7.829665520375784e-07,4.764082017771898e-09
2017,7.154398744546597e-07,1.0817128526241504e-08
2018,7.641141586134381e-07,1.3681773936013997e-08
2019,6.869810178500302e-07,1.3775333762566788e-08
