year,son_DET auteur_NOUN,son_DET moteur_NOUN
1800,7.291317373869788e-06,5.0306631749208464e-08
1801,6.610162671449871e-06,2.8574190569230495e-08
1802,8.485889651410616e-06,3.3567602031325805e-08
1803,6.358106062975821e-06,3.1205427575287104e-08
1804,8.935741348636839e-06,9.887403784603066e-09
1805,8.383646061815853e-06,2.842877711017877e-09
1806,1.1621771477621223e-05,1.152667650217154e-08
1807,9.454737821101844e-06,1.4234775136401367e-08
1808,1.024038854779974e-05,2.2660739062985158e-08
1809,8.371967027187566e-06,2.259030518203531e-09
1810,1.0539931196262842e-05,2.3401266702194334e-08
1811,8.072787068158505e-06,2.0056614147279106e-08
1812,1.3656106006010305e-05,1.3336041160272316e-08
1813,1.0755273564200252e-05,2.8757416004054903e-08
1814,7.992560156822037e-06,2.8320094713762956e-08
1815,8.577170817147817e-06,1.6183340889597275e-08
1816,7.685174381322213e-06,2.5493642752394408e-08
1817,8.542564771119032e-06,1.0898113522728181e-08
1818,8.068252867587944e-06,3.4571413953798924e-08
1819,8.766304304685946e-06,3.62286756150354e-08
1820,8.55335979110805e-06,4.9839222526770754e-08
1821,8.351694177122226e-06,6.804427243878308e-08
1822,8.685190749702087e-06,2.5064039732569654e-08
1823,8.084038086053624e-06,2.668325471688604e-08
1824,8.817747030320788e-06,4.968456579490521e-08
1825,8.860036416535877e-06,6.075755432100038e-08
1826,7.359951815999466e-06,8.80798456392995e-09
1827,8.32135435047121e-06,2.949527377893446e-08
1828,8.263326492397027e-06,3.026859352051048e-08
1829,8.784933328342959e-06,3.8579291761209333e-08
1830,8.184566503643964e-06,8.453837097022188e-08
1831,7.794043881403923e-06,4.833273870019639e-08
1832,8.936544439563932e-06,5.5472872739770196e-08
1833,7.789990306150685e-06,5.90765054653275e-08
1834,7.651515069539983e-06,5.7874091963228125e-08
1835,6.946696430532029e-06,3.1764969321557146e-08
1836,7.782628742347697e-06,6.250297807097738e-08
1837,7.039298395739024e-06,6.818733311320102e-08
1838,6.387276613395443e-06,3.471689069556305e-08
1839,6.767747855462858e-06,3.705481788074394e-08
1840,7.018123007185295e-06,2.6752692505738196e-08
1841,7.929377197513077e-06,4.6227951244759424e-08
1842,7.639372178402937e-06,2.951636579595629e-08
1843,8.712102783192677e-06,3.1306630177141415e-08
1844,8.12526636906341e-06,7.025358361723022e-08
1845,7.355298485833828e-06,5.2454143806279774e-08
1846,7.552306918512386e-06,4.8006910446929396e-08
1847,7.582872445510702e-06,4.260646591092154e-08
1848,6.695233352616015e-06,5.551202825193613e-08
1849,6.748780947418709e-06,4.9438547922164844e-08
1850,6.968225662262739e-06,5.159637073148815e-08
1851,7.72255808101363e-06,7.41685493022004e-08
1852,8.566575814938915e-06,6.250123618656289e-08
1853,7.4165422461192065e-06,5.076142151061447e-08
1854,7.4885111018829775e-06,9.975675485662805e-08
1855,7.928564471626487e-06,8.968724074520651e-08
1856,8.044316786026684e-06,5.746680109552926e-08
1857,8.187755156541243e-06,3.856392050138879e-08
1858,7.654198853401795e-06,6.26390519453679e-08
1859,7.997767909273534e-06,3.920973368209957e-08
1860,7.3546192567164326e-06,5.21798969310705e-08
1861,7.94687068150779e-06,1.122399400088625e-07
1862,7.356637134137145e-06,7.906476195973511e-08
1863,7.492930265584619e-06,9.789457156017534e-08
1864,8.01534667971282e-06,8.24693215939476e-08
1865,7.029201299246779e-06,7.295609016910731e-08
1866,7.457038435632057e-06,7.541700064450652e-08
1867,7.10742787646268e-06,1.1355579054850296e-07
1868,7.635563378016741e-06,1.0571330477660013e-07
1869,7.891278499982946e-06,5.7137174991339634e-08
1870,8.576989856123873e-06,9.346499707518774e-08
1871,6.905889357256001e-06,8.709365317827178e-08
1872,7.334213179888138e-06,8.224381675692172e-08
1873,7.359193865852376e-06,8.500126486010728e-08
1874,6.825393310094796e-06,9.260644373565441e-08
1875,7.531818326356188e-06,8.582290678127436e-08
1876,7.530915866027499e-06,1.2031569118775565e-07
1877,7.111301250972701e-06,6.98884221606022e-08
1878,7.79827526642407e-06,1.310482247163236e-07
1879,8.045370595510803e-06,9.836013958874901e-08
1880,8.418931116693784e-06,7.893951003978827e-08
1881,7.653721574740757e-06,1.345693996790409e-07
1882,7.427410025684367e-06,9.983077831066112e-08
1883,7.418903692268941e-06,1.3712965696299761e-07
1884,7.325242862066261e-06,1.5051868640370003e-07
1885,6.943238830103837e-06,1.508278819617459e-07
1886,7.36856488003923e-06,1.639179796342205e-07
1887,7.70478387224216e-06,1.579999713285929e-07
1888,7.797054081493116e-06,1.851459447976822e-07
1889,7.902843346840882e-06,1.6602612484817314e-07
1890,7.68763992553545e-06,1.9138808049490308e-07
1891,7.821805393604109e-06,2.179983287220466e-07
1892,7.667017484891403e-06,2.5074049148088307e-07
1893,7.508957232005287e-06,2.1246536663355187e-07
1894,7.663931896217946e-06,1.8337479446017824e-07
1895,7.585861789394244e-06,2.569948254205201e-07
1896,7.4208214364546166e-06,1.6157859095145e-07
1897,7.401674272600189e-06,2.3423388562093805e-07
1898,7.991860311307164e-06,2.7386437029264243e-07
1899,7.831473226360686e-06,2.714040938656126e-07
1900,7.577380241485798e-06,2.730493857683314e-07
1901,7.862796731927801e-06,3.1464601057962227e-07
1902,6.823330302552222e-06,5.091964165870877e-07
1903,8.293118455071635e-06,3.169929350121947e-07
1904,8.003891501573435e-06,3.3107690811107204e-07
1905,8.172578347398485e-06,3.215152855062797e-07
1906,8.378332967851065e-06,3.775831469710056e-07
1907,8.249635332191474e-06,4.3817024675263383e-07
1908,8.009984352241872e-06,4.916300433421839e-07
1909,8.171161418601969e-06,6.694696850217952e-07
1910,8.211287727988292e-06,4.638722828076425e-07
1911,8.277438478643262e-06,5.277811432335966e-07
1912,8.2772491758476e-06,4.990625637191215e-07
1913,8.335239527923477e-06,6.421920346610932e-07
1914,8.015332653599216e-06,5.538206782063071e-07
1915,6.790431022807297e-06,5.030385246129754e-07
1916,6.559514666548694e-06,4.911395414808339e-07
1917,6.801376452258978e-06,4.4085027450790903e-07
1918,6.658652498714446e-06,5.410083296908397e-07
1919,7.1710722551188155e-06,5.377383729410212e-07
1920,7.734277371440612e-06,4.808367002340219e-07
1921,7.62954282862438e-06,5.838588421624991e-07
1922,8.03014481931541e-06,5.400648817044384e-07
1923,8.099967971020305e-06,3.980980576301363e-07
1924,8.275133716040273e-06,5.130866540525858e-07
1925,7.807606706933257e-06,3.3214497463518455e-07
1926,7.6128124071317416e-06,3.9345868252382843e-07
1927,7.611575778554425e-06,3.4674088134067915e-07
1928,8.174190163856565e-06,3.7477415126829783e-07
1929,7.911916569014465e-06,3.486947068864765e-07
1930,7.87560190218528e-06,3.9913693328230693e-07
1931,7.835479934215073e-06,4.231387329411973e-07
1932,7.638796923004065e-06,3.6495257127455716e-07
1933,7.644049354382787e-06,4.0491438113576805e-07
1934,7.342312251523708e-06,3.594473980683688e-07
1935,7.676457226324374e-06,3.770009442405353e-07
1936,7.477311545045495e-06,4.728638565154597e-07
1937,7.504306413608219e-06,4.054340099202136e-07
1938,7.808948474519184e-06,4.1229382929941494e-07
1939,7.705142696323719e-06,3.456455317518703e-07
1940,7.589598322255142e-06,2.4850672719622935e-07
1941,8.10777766702131e-06,2.479262244392544e-07
1942,8.553442761183305e-06,3.0038696863243786e-07
1943,8.25099443346744e-06,2.1774263903040492e-07
1944,8.293233278777734e-06,3.1489224561198625e-07
1945,8.28702894750677e-06,4.770923922592374e-07
1946,7.677489094248813e-06,3.2714594500049543e-07
1947,8.948997574975692e-06,3.766995142484575e-07
1948,8.300686204165686e-06,3.4355165112742725e-07
1949,7.3598111498540675e-06,2.964736403043844e-07
1950,8.177529807085193e-06,4.2541445033350556e-07
1951,8.18689021997443e-06,3.9233957593864943e-07
1952,8.111063138471764e-06,3.775039871811714e-07
1953,8.822687448173383e-06,4.0725066696722934e-07
1954,8.180590150175249e-06,4.1631003355746543e-07
1955,8.444231383464285e-06,4.3173797337203723e-07
1956,8.143802016746804e-06,3.87218676678458e-07
1957,8.429509442464678e-06,3.3573143376486314e-07
1958,7.425993029386291e-06,5.004707226419214e-07
1959,7.908087766850258e-06,4.0536409784408534e-07
1960,7.717421347308573e-06,3.8964292237153586e-07
1961,8.474669421332237e-06,3.25868668937801e-07
1962,7.769530604662123e-06,3.7037026601183243e-07
1963,7.971350214575068e-06,3.646854125349819e-07
1964,8.24256031251025e-06,3.3340145577653857e-07
1965,8.722437357278068e-06,4.317442154899709e-07
1966,7.911460485843236e-06,3.572703199949956e-07
1967,8.104485800686234e-06,4.1710637788128224e-07
1968,8.540426904346532e-06,3.3595791393281615e-07
1969,7.116934575890355e-06,3.946787607844726e-07
1970,7.847724319276494e-06,2.98457260683449e-07
1971,8.191119533762503e-06,3.6688158644437863e-07
1972,8.305707602573875e-06,3.1858211535507053e-07
1973,8.080702713186838e-06,3.142526274757529e-07
1974,7.494949173292298e-06,3.29658508491093e-07
1975,7.1239291976610275e-06,3.084199242664454e-07
1976,7.337311039634642e-06,3.0110285464957087e-07
1977,7.361844659214967e-06,3.449670948896255e-07
1978,7.3811848260163515e-06,3.7306914890677945e-07
1979,7.804776998909801e-06,3.499480119018017e-07
1980,7.641411166048329e-06,4.172900709420446e-07
1981,7.446437098934666e-06,3.6877953135672215e-07
1982,7.571911176285084e-06,3.904519090269787e-07
1983,8.429683958866008e-06,4.06074811110102e-07
1984,7.398375039713301e-06,3.7635565064420007e-07
1985,7.566970268158002e-06,3.368712633289306e-07
1986,7.830596459257322e-06,3.788514817415489e-07
1987,7.96606082786866e-06,3.635935925672129e-07
1988,7.96522219204121e-06,4.005697853415313e-07
1989,7.693249695961413e-06,4.1929251892725006e-07
1990,8.004068416056498e-06,4.3316775233392946e-07
1991,8.061859166019758e-06,3.74547624915067e-07
1992,8.040661640507096e-06,4.264696791267397e-07
1993,8.111061621463023e-06,4.0436214021610795e-07
1994,7.841705876643346e-06,3.386502775981626e-07
1995,8.372806679091127e-06,3.3185400027946343e-07
1996,8.468883443413233e-06,2.9466269069189366e-07
1997,8.309072484280478e-06,3.720838215315325e-07
1998,8.371881406787907e-06,3.5904013628851317e-07
1999,8.391803728358127e-06,3.359097888733231e-07
2000,8.574515113934922e-06,3.287015442055008e-07
2001,8.762862137245975e-06,3.2377153758034183e-07
2002,8.536809957604419e-06,3.3516344188910807e-07
2003,8.318428289300073e-06,3.279368456787779e-07
2004,8.025529485422567e-06,3.453356320903822e-07
2005,8.5958563751376e-06,3.553458540750398e-07
2006,8.44167478319946e-06,4.01082466794378e-07
2007,8.125170715800323e-06,4.4178943525707837e-07
2008,7.2342416927995146e-06,4.278726812856348e-07
2009,6.748899775033124e-06,4.863556455347862e-07
2010,6.191475513617206e-06,5.739408628357978e-07
2011,4.8579741189769265e-06,7.020812802238652e-07
2012,4.316932933789985e-06,7.148930798450692e-07
2013,4.952091710919149e-06,7.737032987620296e-07
2014,5.3904428014561745e-06,7.912536794663083e-07
2015,4.893311715825632e-06,7.18170454661049e-07
2016,5.078304564420932e-06,7.150265624034091e-07
2017,4.885065767012975e-06,7.637395711412864e-07
2018,4.5397675663139125e-06,8.175505001872807e-07
2019,4.876723245672565e-06,7.007563631589164e-07
