year,mon_DET être_NOUN,mon_DET etre_NOUN,mon_DET maître_NOUN
1832,9.092139503508179e-07,1.3529969367098715e-09,6.522798386754403e-06
1833,9.429073681843647e-07,0.0,4.07164547056027e-06
1834,9.390538266984549e-07,2.8003592777992026e-09,3.779551683180671e-06
1835,8.939569866583952e-07,7.563087933704082e-10,5.884838564895745e-06
1836,9.032687993126842e-07,0.0,6.487539877753079e-06
1837,7.270995983077455e-07,3.4789453540184923e-09,5.469597923024594e-06
1838,6.937066050483054e-07,0.0,4.987239009324185e-06
1839,7.767529042190802e-07,6.9914751765765e-10,4.092110309272812e-06
1840,6.395167559958281e-07,0.0,4.166413475559239e-06
1841,8.577853094493548e-07,6.420548537278137e-09,3.6398089591216376e-06
1842,8.002960130149006e-07,6.708265054555795e-10,4.6696232587351005e-06
1843,8.222420042613976e-07,5.906911071384968e-10,4.462671348903768e-06
1844,6.460036454658535e-07,2.7442806360689076e-09,3.626292460978675e-06
1845,8.214095608138905e-07,0.0,4.404473848751422e-06
1846,7.107364432545893e-07,5.854501328173001e-10,3.991013485915573e-06
1847,5.312325273010288e-07,2.6966118227278457e-09,3.0854633337185078e-06
1848,8.455528242024002e-07,1.6090443422100975e-09,3.088560614372682e-06
1849,6.904637901428146e-07,3.3517659758786067e-09,2.523879850002686e-06
1850,6.198353199593498e-07,6.788996032014438e-10,3.205763903224579e-06
1851,5.049910705157146e-07,0.0,2.8635507405283533e-06
1852,7.714996193008972e-07,0.0,3.728589426543749e-06
1853,7.458942725691031e-07,4.777545470346922e-09,4.03523428360586e-06
1854,6.042557902929957e-07,5.7152309551611324e-09,3.617741249684059e-06
1855,1.0231775107172325e-06,4.776243400783642e-09,3.8231174812608515e-06
1856,1.0587352070601241e-06,2.5885946164372342e-09,3.161191784784023e-06
1857,1.1749792321325003e-06,9.763018171682347e-10,4.39091728310359e-06
1858,7.130085730722158e-07,3.4255731584664773e-09,4.5843957039437555e-06
1859,1.1880040631240263e-06,1.5276520048956854e-09,3.698954770925411e-06
1860,1.0715188043519674e-06,1.830873536112776e-09,3.640692199269324e-06
1861,9.031070575815647e-07,0.0,3.908119083462225e-06
1862,9.406447123438966e-07,4.517986262886353e-10,3.483819284610945e-06
1863,1.1108037014651018e-06,4.994620828036034e-10,3.63958017146615e-06
1864,1.2044356836327097e-06,2.8768367688059016e-09,3.636321736166792e-06
1865,9.832598317771613e-07,4.706844358715045e-10,3.716995010449864e-06
1866,9.303051733411394e-07,1.9462451650298362e-09,3.8161001754133395e-06
1867,8.696238467109652e-07,1.455843445796745e-09,3.072314896712669e-06
1868,8.308868371109668e-07,2.4699371437009177e-09,3.315643510859445e-06
1869,1.070955704562948e-06,5.371871059089983e-09,4.011322687347274e-06
1870,9.031127099490277e-07,1.0894693147633916e-08,3.1600343248783247e-06
1871,7.020598125073718e-07,3.18635318130589e-09,2.4811070957753145e-06
1872,7.680121054676192e-07,6.047339295989218e-10,3.0327405653451933e-06
1873,6.674395187644677e-07,2.3944017324417644e-09,3.244414443770438e-06
1874,7.498134184658056e-07,0.0,3.061389776348733e-06
1875,6.511097629946505e-07,0.0,4.065717142509584e-06
1876,7.279401863513613e-07,6.04601479992084e-10,3.124580338464966e-06
1877,7.322822028754672e-07,0.0,3.3898975857482583e-06
1878,5.924345911623163e-07,2.4156354694326865e-09,2.9941801855670747e-06
1879,5.987138980145801e-07,1.221865053580018e-09,3.6264954772491365e-06
1880,7.515298072746646e-07,0.0,3.4964427158001854e-06
1881,7.0910399685431e-07,2.091752326904839e-09,3.0797566239471053e-06
1882,7.001465318623445e-07,6.655385131892899e-10,3.014889436769863e-06
1883,6.711137849890747e-07,6.319338941018771e-10,3.070566819474152e-06
1884,6.423451370807243e-07,1.9805090900604227e-09,2.965482217121007e-06
1885,6.16202745717942e-07,6.445635691854079e-10,2.78064723602256e-06
1886,6.614800245330343e-07,0.0,3.1002440437077894e-06
1887,7.220990427825313e-07,2.6115698492645834e-09,2.3184211173088443e-06
1888,7.640440724543396e-07,3.804368819970705e-09,3.149383374534409e-06
1889,7.349005244350337e-07,5.012109394186837e-09,3.121917558246423e-06
1890,7.589979738042985e-07,2.6217545912032847e-09,2.647316776460684e-06
1891,7.298481712325611e-07,7.649063937797962e-09,2.3871454928325875e-06
1892,7.77922391392849e-07,4.387958663087943e-09,2.35131896886287e-06
1893,6.792733433513831e-07,1.8475249663474358e-09,2.6062417859407105e-06
1894,8.450364124001908e-07,8.192001077489408e-09,2.745580644614165e-06
1895,9.033940546743224e-07,5.416753046105782e-09,2.3478614963323707e-06
1896,9.91880223288888e-07,7.076434549446731e-09,2.3204808741184024e-06
1897,8.244799616363707e-07,2.330685422435863e-09,2.111018339689963e-06
1898,6.931484897165774e-07,6.224190274295438e-09,2.3855624107227413e-06
1899,7.440120377566473e-07,6.633094074004475e-09,2.7599199512451378e-06
1900,8.212246278560542e-07,3.1146317747143826e-09,2.5488071031531945e-06
1901,8.791086552051297e-07,1.2854099173953415e-08,2.195256627146591e-06
1902,8.234545774143953e-07,3.4371986368242347e-09,2.382469745043636e-06
1903,8.019327353281369e-07,2.7001101354784396e-09,2.0067218144959043e-06
1904,7.691088761418996e-07,4.837162670412454e-09,2.1804854384299688e-06
1905,7.699852666576135e-07,2.0643036724443675e-09,2.1690670664042955e-06
1906,7.783150994811194e-07,3.0865106026567446e-09,2.5088188948529933e-06
1907,9.21083227467534e-07,1.5428530120153994e-09,2.214508299402951e-06
1908,9.041867130576975e-07,2.9468334439286537e-09,2.3849705499401352e-06
1909,1.0055797616814743e-06,7.151278402783845e-09,2.56840927193025e-06
1910,8.898010683822122e-07,2.137660271017694e-09,2.61916827071218e-06
1911,1.1438804854435602e-06,3.7242618988742038e-09,3.2315952722683505e-06
1912,1.056470665616871e-06,5.730363461520227e-09,2.645344125085103e-06
1913,1.0738554099276598e-06,1.590896969716482e-09,2.55710162377909e-06
1914,9.435712069461033e-07,1.3393487430235496e-09,2.219300853312234e-06
1915,1.0284605700405791e-06,2.3561523843085297e-09,1.8201277072193989e-06
1916,8.691082520329019e-07,6.592477230782379e-09,1.7184390657121185e-06
1917,1.1394114878271466e-06,1.0966424213165737e-08,2.1976714776883455e-06
1918,9.671528893306913e-07,1.1486376294556067e-09,1.685051351785205e-06
1919,1.2577920518452856e-06,2.762354511798293e-09,1.8968167410093884e-06
1920,1.051782955840963e-06,1.514446346106979e-09,2.008155803423506e-06
1921,1.0624564588113117e-06,1.5145494747237365e-08,2.3725417719333564e-06
1922,1.3066323774069133e-06,7.377935595798135e-09,2.3388055723216894e-06
1923,1.3492869967990373e-06,2.1231896241147297e-09,2.7527154031758982e-06
1924,1.2337284829300188e-06,1.289162443462999e-09,2.2882633601284397e-06
1925,1.2317958848484523e-06,4.399271169575059e-09,2.502085521882691e-06
1926,1.2283044696914658e-06,2.452150438259082e-08,3.1409817893290892e-06
1927,1.4917662767288675e-06,0.0,2.763892865687012e-06
1928,1.205447397012449e-06,5.713020612141406e-09,2.3366253714129925e-06
1929,1.1775410015957277e-06,2.2280812750352652e-09,2.291581608915294e-06
1930,1.0314538343436652e-06,0.0,2.3381021918567058e-06
1931,1.0207794716166063e-06,1.1405356659111021e-09,2.1750014980170818e-06
1932,9.3923230259918e-07,4.38381475564853e-09,2.6335766847296327e-06
1933,9.245353478348761e-07,2.2941324395731044e-09,2.2230142917578632e-06
1934,7.811990396788815e-07,5.990790086229936e-09,1.914656550638938e-06
1935,9.287388635925709e-07,1.196828414151696e-09,2.5157333141123672e-06
1936,8.875291115373329e-07,4.849885826274658e-09,2.1218250338961298e-06
1937,1.0715042009223907e-06,2.5182236296217297e-09,2.2198141209628375e-06
1938,1.0475893112982249e-06,6.482607117774819e-09,1.9836778051285364e-06
1939,1.08893642547514e-06,1.5294050470515685e-09,2.058579227082191e-06
1940,8.951313752447732e-07,7.607348528892999e-09,1.7522259980751187e-06
1941,1.0891044865957156e-06,0.0,2.2195299038685334e-06
1942,1.1560346955263867e-06,3.034211770724937e-09,2.852159013855271e-06
1943,3.512914549474999e-06,1.1612940831184915e-08,2.2064587881232e-06
1944,1.7543996193580824e-06,3.2131861615880553e-09,2.856522499428138e-06
1945,1.5641659061316204e-06,8.714016175304096e-09,1.9323331059695192e-06
1946,1.4060314761366044e-06,4.1763312808029696e-09,2.7062625918006233e-06
1947,1.984824987033562e-06,1.5497132244135514e-08,2.346027429211972e-06
1948,1.6644859890391217e-06,3.2615663503321457e-09,2.565765456097324e-06
1949,1.4754962940344285e-06,2.945102384188658e-09,2.059608334548102e-06
1950,1.2645444975589726e-06,7.444753036267571e-09,2.531216082957144e-06
1951,1.384916084035126e-06,1.0661401761424827e-09,1.775123379843535e-06
1952,1.1061499556319632e-06,7.381362632230548e-09,1.7926166435699997e-06
1953,1.880032890255734e-06,0.0,1.6182288646859888e-06
1954,1.3417691668848875e-06,2.0522326726890583e-08,1.623218253143932e-06
1955,1.2398387987389015e-06,1.8771215692936494e-09,2.161505520348328e-06
1956,2.21168148328843e-06,5.232684952005684e-09,2.0015020254504634e-06
1957,1.265177445475274e-06,7.0680302166614695e-09,2.5480248382336868e-06
1958,1.1812763673901827e-06,7.445019045704271e-09,2.0233906923294853e-06
1959,1.238569502959308e-06,6.200598368089061e-09,1.930711277964292e-06
1960,1.2083775366988903e-06,6.920833295342987e-09,2.3288604040772043e-06
1961,1.297916195852622e-06,2.0149662272039848e-08,2.080973672491382e-06
1962,1.4656261129175618e-06,1.9025869324451605e-08,2.4124802280311997e-06
1963,1.3656303998743624e-06,1.8751554975438012e-08,2.2708779567892634e-06
1964,1.2143601075820243e-06,3.0419841090534305e-09,2.308866029920864e-06
1965,1.301251902674494e-06,2.1340968658911663e-08,1.836964941048791e-06
1966,1.122770434847098e-06,3.323444963676536e-09,1.643997435962774e-06
1967,1.2345560129745081e-06,7.888536712741256e-09,2.0470753128165597e-06
1968,1.3936863609842476e-06,7.635406723549565e-09,2.2070817706776324e-06
1969,9.9918672802346e-07,1.8167030935156703e-09,2.2091109599386982e-06
1970,1.1492214291308755e-06,8.737577550377296e-09,1.7452161387154774e-06
1971,1.3847980753212141e-06,1.3873672877195986e-08,1.8251588045359313e-06
1972,9.295826366439996e-07,6.669190755204113e-09,1.6775580036210158e-06
1973,1.0249045381272026e-06,3.307922269435437e-09,1.5128230828054257e-06
1974,8.714010792942872e-07,5.063014563155832e-09,1.3900787791953917e-06
1975,8.59006604514434e-07,1.9990180177842376e-08,1.5283920902220416e-06
1976,1.2295509357329593e-06,6.856232415142216e-09,1.4100983989351334e-06
1977,9.203040569616405e-07,5.8767817834315395e-09,1.2758492999864757e-06
1978,9.267322376160791e-07,7.72276864680066e-09,1.8742566325613552e-06
1979,1.2669522071462325e-06,1.345953837272873e-08,1.6607900050757962e-06
1980,1.2979198764639932e-06,3.979605422976817e-09,1.4298154269454244e-06
1981,1.026004117221646e-06,9.488324403950088e-09,1.7521772122108814e-06
1982,1.1328691975620586e-06,7.449002747961231e-09,1.533253083607633e-06
1983,1.1329677462867949e-06,8.841442689089263e-09,1.4897830808990875e-06
1984,1.264183801197305e-06,9.278413426461185e-09,1.4770074869829841e-06
1985,1.065355338170093e-06,7.820225356169885e-09,1.3522974384727604e-06
1986,1.0430404486783118e-06,1.1389522491800363e-08,1.3445630955288834e-06
1987,1.1995533775177591e-06,9.166225334311662e-09,1.499594453946429e-06
1988,9.744400095712535e-07,1.7989661538209134e-08,1.3366318043495085e-06
1989,1.0723790460076543e-06,6.036934507847036e-09,1.5509432742533136e-06
1990,1.0455960790523022e-06,8.717841781802349e-09,1.2689908075458334e-06
1991,9.659694413244324e-07,9.37834432335194e-09,1.4671247754449723e-06
1992,9.686482123072437e-07,4.958949695321735e-09,1.4375444337133558e-06
1993,1.0518955377847305e-06,1.661762283333701e-09,1.5088800751072995e-06
1994,1.0523478799484565e-06,7.912389798914177e-09,1.5376410829048837e-06
1995,1.1067222480676264e-06,1.6267352465071383e-09,1.6213128333220084e-06
1996,1.1973341180748776e-06,1.868332200061218e-08,1.3916406587100028e-06
1997,1.2390007348983545e-06,1.006927830005111e-08,1.4197682247640842e-06
1998,1.164853951962641e-06,1.001307137205032e-08,1.3899096842351355e-06
1999,1.1050746486773733e-06,9.140402212892695e-09,1.636589033182645e-06
2000,1.2609062096657908e-06,6.185244094680797e-09,1.4256987981298153e-06
2001,1.3954159605589211e-06,5.6955752891774125e-09,1.5693500259317261e-06
2002,1.4361644389282446e-06,1.0953053575235572e-08,1.7949864030697427e-06
2003,1.246326686299426e-06,8.750538349477921e-09,1.4313380276576027e-06
2004,1.3311279225547423e-06,1.0131019911874262e-08,1.8689529639459579e-06
2005,1.3813000485640714e-06,7.205999352777326e-09,1.4718253211754018e-06
2006,1.3910232361524777e-06,8.647568827679919e-09,1.81598948501005e-06
2007,1.4631777780493849e-06,4.793375446565662e-09,2.0975011665314014e-06
2008,1.5335297192109465e-06,4.257439678578834e-09,1.9750262936213403e-06
2009,1.5940067115138845e-06,6.198650259747751e-09,1.9950117717826288e-06
2010,1.823384074839396e-06,6.61331012175026e-09,2.18522669115373e-06
2011,1.9464017242398768e-06,6.500752353089112e-09,2.7589957625195893e-06
2012,1.9999983926766163e-06,7.148930669664821e-09,3.914890527312309e-06
2013,2.5512127450610933e-06,5.578250139581797e-09,4.146871077637115e-06
2014,2.676706756687963e-06,2.5985341517431593e-09,4.269824813718515e-06
2015,2.6408278870349022e-06,3.1032055536339698e-09,5.018991743099832e-06
2016,3.025606396533931e-06,4.142680198881976e-09,4.707948846771615e-06
2017,3.160110949806949e-06,2.264050197320344e-09,3.633297467331431e-06
2018,4.223021335292287e-06,2.0651733656507076e-09,4.728730715441998e-06
2019,3.804543247554193e-06,6.632568272380013e-09,4.03693803718852e-06
