year,bon_ADJ être_NOUN,bon_ADJ etre_NOUN,bon_ADJ mètre_NOUN
1800,8.489244152087849e-08,0.0,0.0
1801,2.6193008650921e-08,0.0,0.0
1802,1.1636768704192946e-07,0.0,2.2378401354217203e-09
1803,4.4857802805609026e-08,0.0,0.0
1804,7.662737999680758e-08,0.0,0.0
1805,1.421438877713399e-08,0.0,0.0
1806,2.1324350996110297e-07,0.0,0.0
1807,1.9359295322374237e-07,2.8469551160981155e-09,2.8469551160981155e-09
1808,1.450287356874469e-07,0.0,0.0
1809,1.1746958961111886e-07,0.0,0.0
1810,9.360506680877734e-08,0.0,0.0
1811,8.774768645025688e-08,0.0,0.0
1812,1.360276229434021e-07,0.0,2.6672082320544632e-09
1813,8.052076339026826e-08,0.0,2.8757416004054903e-08
1814,1.2901375612273114e-07,0.0,2.8320094713762956e-08
1815,8.90083740046066e-08,0.0,2.697223555614414e-09
1816,6.489290882427667e-08,2.3176038865813098e-09,0.0
1817,4.826307531402563e-08,0.0,0.0
1818,3.2187177367859476e-08,0.0,0.0
1819,2.0598589856035687e-07,0.0,4.140420006848444e-09
1820,5.814575843032799e-08,0.0,1.1866481131050932e-09
1821,1.0255947557880063e-07,0.0,0.0
1822,2.2056354964661296e-07,0.0,0.0
1823,2.737504303240712e-07,0.0,0.0
1824,7.494790565942822e-08,0.0,0.0
1825,8.012953145453139e-08,0.0,0.0
1826,1.4885493726524146e-07,0.0,0.0
1827,1.4010255711127684e-07,0.0,0.0
1828,1.0272977135628025e-07,0.0,9.172301251858528e-10
1829,2.8805871465920063e-07,8.57317605795771e-10,6.001223074036943e-09
1830,1.7846988953351683e-07,0.0,1.0436835395921662e-08
1831,2.6505050598757407e-08,0.0,0.0
1832,4.19429042608499e-08,0.0,0.0
1833,4.40177885252524e-08,0.0,2.3167257001688313e-09
1834,1.2508272106970253e-07,0.0,9.334530925997342e-10
1835,2.3067417487254716e-07,0.0,6.050470346963266e-09
1836,9.610672435655943e-08,0.0,2.688300027031687e-09
1837,1.1550098832913136e-07,0.0,6.957891152126194e-09
1838,1.0415067208668916e-07,0.0,5.049729523420865e-09
1839,1.2654570014092315e-07,6.9914751765765e-10,0.0
1840,4.968357103507515e-08,0.0,0.0
1841,4.8796167106957e-08,0.0,6.420548537278137e-10
1842,8.854910049649334e-08,0.0,0.0
1843,3.5441466650354414e-08,0.0,5.906911071384968e-10
1844,7.464443285698508e-08,0.0,1.097712254427563e-09
1845,6.863680113156079e-08,0.0,5.580227946389016e-10
1846,4.742146231251354e-08,0.0,0.0
