year,en_ADP onde_NOUN,en_ADP monde_NOUN
1900,2.491705508589348e-08,3.581826502063734e-08
1901,1.5648469187112823e-08,1.9001712259214543e-08
1902,1.4730851205513318e-08,3.830021244599635e-08
1903,1.296052865029651e-08,2.5381034385318912e-08
1904,1.666133897515465e-08,3.3860139581065596e-08
1905,1.0837593933388234e-08,4.180214735471921e-08
1906,1.6461390472954918e-08,2.9836271009386905e-08
1907,2.262851062084792e-08,3.7028472787969946e-08
1908,1.4734167663732478e-08,4.665819686167083e-08
1909,3.4106097501762633e-08,4.620826277168533e-08
1910,1.2291546447329438e-08,2.8858414102828078e-08
1911,1.4365010514438836e-08,4.096687944432631e-08
1912,3.1777467768279166e-08,3.438218010298755e-08
1913,2.0681659052002033e-08,3.8181524331104555e-08
1914,1.4732836284281348e-08,3.281404303834279e-08
1915,2.591767689352764e-08,2.9451904026700504e-08
1916,1.7579939282086343e-08,3.4061131248819265e-08
1917,3.289927263949721e-08,3.5092558192673096e-08
1918,3.5607765624945387e-08,3.101321510712296e-08
1919,1.5653341733923298e-08,1.2890987832747669e-08
1920,2.8774479687854182e-08,2.4988365154854364e-08
1921,2.6504615391331754e-08,4.31646604015512e-08
1922,2.2133805899215986e-08,5.607230890714021e-08
1923,3.1847843473542525e-08,2.866306081372727e-08
1924,4.640984840875717e-08,4.640984840875717e-08
1925,1.9796720707176974e-08,3.849362339991558e-08
1926,3.343841470382358e-08,3.232380052509143e-08
1927,2.4528294062520217e-08,3.6792442870137165e-08
1928,1.0283437212876834e-08,4.798937425221084e-08
1929,3.119313873867213e-08,4.456162572274991e-08
1930,3.466189113510154e-08,4.936693653867508e-08
1931,2.2810713318222042e-08,4.676196141417677e-08
1932,4.4934100884574946e-08,6.466126478699152e-08
1933,3.211785326584504e-08,3.670611903316967e-08
1934,2.875579241390369e-08,6.470052937856963e-08
1935,3.351119559624749e-08,7.659702028206539e-08
1936,4.4861444337129797e-08,3.516167268458048e-08
1937,6.799204044227736e-08,5.288269544490021e-08
1938,6.482607517455108e-08,2.8523471029551217e-08
1939,5.352917753498332e-08,3.8235126176289214e-08
1940,3.803674530900025e-08,6.085878823114399e-08
1941,4.132103725851266e-08,2.3612020783048138e-08
1942,3.3376331032286544e-08,5.765002475399683e-08
1943,2.322588166236983e-08,1.0161323160673419e-07
1944,4.177142187700156e-08,3.534504600111177e-08
1945,6.971212940243277e-08,5.8819610071481065e-08
1946,7.238973864787113e-08,6.264496654750928e-08
1947,2.7418003867296648e-08,4.8875570479722796e-08
1948,8.153915587172378e-08,5.435944072651466e-08
1949,7.068246077324147e-08,5.595694729798595e-08
1950,9.997239658332546e-08,6.062156221453563e-08
1951,1.0448173526356186e-07,5.863771157521569e-08
1952,7.90860283927941e-08,3.58523338794825e-08
1953,1.023513576114965e-07,7.326202322577302e-08
1954,6.547599440409613e-08,4.788542540268281e-08
1955,6.288357212724804e-08,5.255940527248981e-08
1956,5.05826207586324e-08,4.7094165012140365e-08
1957,1.6786572132332367e-07,9.36513990801302e-08
1958,1.2904699531191e-07,5.12879088643281e-08
1959,9.920957211306813e-08,6.820658404738111e-08
1960,8.37420870425376e-08,6.367166449638972e-08
1961,8.685199048841241e-08,7.851419780990909e-08
1962,7.229830600863352e-08,6.215117309693596e-08
1963,5.819448034571906e-08,6.595373935880389e-08
1964,7.361601461752798e-08,5.1713730075952924e-08
1965,6.949495201524769e-08,1.1217688938858217e-07
1966,8.419393537906217e-08,7.810095659088745e-08
1967,7.198289608822961e-08,8.282963959160838e-08
1968,8.488775904424983e-08,8.44386202902836e-08
1969,5.768032451669569e-08,9.67394446771408e-08
1970,8.32369195791216e-08,9.703309800102033e-08
1971,8.735275969229406e-08,9.711571313797407e-08
1972,6.05357328709033e-08,1.0773308634082213e-07
1973,9.70323839055709e-08,8.876258156265138e-08
1974,6.469407765052893e-08,1.293881486397197e-07
1975,5.88282453861666e-08,7.938957491404608e-08
1976,7.770396592832185e-08,8.913101667840095e-08
1977,6.464460255983795e-08,9.46161892168007e-08
1978,6.118808926203201e-08,1.0693064300681954e-07
1979,7.256446821202189e-08,1.334249934981102e-07
1980,8.69828085114932e-08,1.3758065287028387e-07
1981,1.246133223276047e-07,1.2461332610236298e-07
1982,1.253915513643733e-07,1.6077431463923375e-07
1983,1.0672884087625789e-07,1.5346218340539508e-07
1984,1.188796758810895e-07,1.2351887868078393e-07
1985,9.083492358286094e-08,1.0346760004331657e-07
1986,8.871838730328818e-08,1.282819900305654e-07
1987,9.593982497335674e-08,1.6254773066437522e-07
1988,5.81665702270584e-08,1.6910281752657852e-07
1989,5.7625282323670035e-08,1.6409485770196852e-07
1990,6.32043537507343e-08,2.1631143720668433e-07
1991,5.4511627212150415e-08,2.5087070998353056e-07
1992,5.67524232053529e-08,1.7631821669361614e-07
1993,4.819110444032049e-08,1.6894582732795982e-07
1994,7.068401686183279e-08,1.582477993089526e-07
1995,4.771756678678685e-08,1.9683496299549574e-07
1996,4.110330920070737e-08,2.279365307611414e-07
1997,3.6920688728514506e-08,2.1433178609697734e-07
1998,3.0516027038629545e-08,2.3888328026799854e-07
1999,3.1991408633302854e-08,2.2485389239434994e-07
2000,3.843687323978884e-08,2.756851764651458e-07
2001,3.8992784112679146e-08,2.2782301234425262e-07
2002,5.082216958385288e-08,2.111748798050428e-07
2003,3.7502307037584615e-08,2.3668121595932234e-07
2004,3.655976854588516e-08,2.805851907483614e-07
2005,2.9724747108161864e-08,3.4003310656061103e-07
2006,3.500206346984669e-08,1.9765872205645962e-07
2007,3.754810862233171e-08,2.8480639002737007e-07
2008,2.809910171208685e-08,1.9669371686958925e-07
2009,2.5271420511785436e-08,2.0789320043235193e-07
2010,3.7317963830219014e-08,2.0076119722212127e-07
2011,4.1298896746866376e-08,2.0458250471477868e-07
2012,4.153188370992211e-08,1.4706371409545227e-07
2013,3.68164521091785e-08,1.2997322662577915e-07
2014,3.572984397237633e-08,1.9748860480284236e-07
2015,3.2805317573547654e-08,1.2412822347762642e-07
2016,3.583418362040902e-08,1.4395813408007996e-07
2017,2.7671724467381864e-08,1.4188048350072258e-07
2018,2.917057351226049e-08,1.941262950388989e-07
2019,3.392813852087784e-08,1.3010037025473764e-07
