year,mon_DET air_NOUN,mon_DET maire_NOUN
1855,1.9582598653755667e-07,2.1227748447927297e-09
1856,1.4651444857349816e-07,4.1417513307884235e-09
1857,2.030707815237065e-07,2.9777205590164613e-08
1858,1.8987463690223194e-07,0.0
1859,1.899380608350043e-07,1.018434669930457e-09
1860,2.0917730836345072e-07,2.288591927079864e-09
1861,1.2780261826605965e-07,7.545541969022906e-09
1862,1.7846046151959172e-07,1.8071945051545413e-09
1863,1.8030581472316953e-07,1.1987089820753027e-08
1864,1.706923171695962e-07,9.589455896019672e-09
1865,1.925099297750421e-07,4.23615986733239e-09
1866,1.552130566295773e-07,4.865613079108044e-09
1867,1.3684928390489404e-07,1.94112459439566e-09
1868,1.724016076565249e-07,4.939874287401835e-09
1869,2.0852626825274e-07,4.395167341186834e-09
1870,1.6342038833272454e-07,1.0321287824410774e-08
1871,1.5188284052669587e-07,2.1242354542039266e-09
1872,2.3161310114261369e-07,4.233137507192453e-09
1873,1.5803051933716006e-07,1.556361151067165e-08
1874,1.6728906082619233e-07,2.3898436563030145e-09
1875,1.624913661402161e-07,3.432916173551348e-09
1876,2.569556318832156e-07,4.232210359944588e-09
1877,1.7131939955561393e-07,1.855444720089139e-08
1878,1.358794881056724e-07,1.8117265465633636e-09
1879,1.3868168480257737e-07,6.10932526790009e-09
1880,1.854757591956968e-07,5.776061406947974e-09
1881,1.3875289717191208e-07,1.6036767080951364e-08
1882,1.6239140165907884e-07,2.5290463501193017e-08
1883,1.6809441660825541e-07,3.159669414998234e-09
1884,1.0760765789541438e-07,3.9610181801208455e-09
1885,1.1150949896787665e-07,3.2228177904158883e-09
1886,1.1358096596580936e-07,5.162771099520569e-09
1887,1.3776030716172727e-07,6.528924623161458e-10
1888,1.2871447729878582e-07,1.9021844099853524e-09
1889,1.1089292373256399e-07,9.397705447167226e-09
1890,1.0749193646297783e-07,1.7041404731799048e-08
1891,1.332212002935762e-07,0.0
1892,1.2537025106951205e-07,4.387958441043338e-09
1893,1.4287526561851394e-07,2.4633666773077323e-09
1894,1.1216739892461192e-07,6.301539290376468e-10
1895,1.0472389000426574e-07,7.824198622330414e-09
1896,1.4624632260762382e-07,2.948514543632541e-09
1897,1.1478626049665763e-07,6.4093846896540185e-09
1898,9.902120945426418e-08,1.6975064687230201e-09
1899,9.452159055456377e-08,6.633094074004475e-09
1900,1.1627959217719308e-07,0.0
1901,9.109644327764954e-08,2.235495566438317e-09
1902,1.0016979423710382e-07,7.856454153909453e-09
1903,1.1988489134751035e-07,1.0800440541913758e-09
1904,1.0158041874319679e-07,1.1286712897629059e-08
1905,8.566860154601841e-08,3.096455536422127e-09
1906,7.098974830199722e-08,4.629765903985117e-09
1907,1.1777111375010918e-07,6.685696440911215e-09
1908,1.1738220173640457e-07,1.4734167219643268e-09
1909,1.1827114576590247e-07,2.2003934230241384e-09
1910,1.3093168682587475e-07,3.740905363258662e-09
1911,1.5961122468155509e-07,4.2562992019767876e-09
1912,1.3023552636326485e-07,4.688479049441696e-09
1913,1.5961999189073595e-07,1.060597942803554e-09
1914,1.4732836106645664e-07,4.68772043404897e-09
1915,8.482148650124088e-08,1.6493066912204313e-08
1916,1.1317085935047544e-07,1.9777431248257926e-08
1917,9.979446535801628e-08,1.5352993543160665e-08
1918,1.0108011139209339e-07,3.44591288836682e-09
1919,1.519294960949935e-07,1.8415696745321952e-09
1920,1.1055458104536342e-07,2.2716695191604686e-09
1921,1.15105757814149e-07,0.0
1922,1.7190590106963555e-07,2.951174138399182e-09
1923,1.7940952456996229e-07,2.1231896241147297e-09
1924,1.4438619144740983e-07,1.289162443462999e-09
1925,1.6827212601100427e-07,6.598906754362588e-09
1926,1.6942130898200958e-07,3.3438415369957397e-09
1927,2.8876491597884524e-07,2.2298449753321847e-09
1928,1.7824623643747373e-07,7.998228745975666e-09
1929,2.183519605125639e-07,3.342121912552898e-09
1930,1.7541018415556664e-07,6.302162347537887e-09
1931,1.1633463614657558e-07,3.4216069977333063e-09
1932,1.632970887399665e-07,4.383814644626227e-09
1933,1.3879500571079006e-07,3.4411986593596566e-09
1934,1.317973783443449e-07,3.5944740517379614e-09
1935,1.6875280284267546e-07,0.0
1936,1.3822174960154143e-07,2.424942913137329e-09
1937,1.208747373304675e-07,2.5182236296217297e-09
1938,1.1539040922770027e-07,3.889564337278273e-09
1939,7.799965739963e-08,0.0
1940,8.621661695684679e-08,7.607348528892999e-09
1941,8.854507971278736e-08,2.3612021671226557e-08
1942,1.608132293995368e-07,1.517105863158008e-08
1943,1.5677470432962082e-07,0.0
1944,1.4780655810398002e-07,0.0
1945,1.6338780639557626e-07,1.9606536394434215e-08
1946,2.631088840132634e-07,1.3921104269343232e-09
1947,1.955022828070696e-07,1.1920870957027319e-09
1948,1.5220642346491786e-07,2.609253013652335e-08
1949,1.688525461673862e-07,0.0
1950,1.4889505894899457e-07,2.1270722960764488e-09
1951,1.460612031323194e-07,4.264560704569931e-09
1952,1.697713489789976e-07,5.272401848444019e-09
1953,1.572978778341394e-07,4.3095309543161875e-09
1954,1.6417860493334047e-07,2.9317608341017376e-09
1955,1.7738798696598224e-07,1.8771215692936494e-09
1956,1.8052763017806228e-07,1.744228317335228e-09
1957,1.378265830354053e-07,2.6505113659425206e-09
1958,1.795076887134428e-07,2.481673033738474e-09
1959,2.0772004205582562e-07,2.3252243464000344e-09
1960,2.3115583580590737e-07,8.305000021024966e-09
1961,1.9107437410070816e-07,1.3896318540318475e-09
1962,2.2006589173173552e-07,3.8051738426858606e-09
1963,1.4483959898115017e-07,6.466053248388448e-10
1964,1.6791752344147426e-07,3.0419841645645818e-09
1965,1.8276624391688756e-07,2.7360217424998723e-09
1966,1.7558866360900538e-07,3.877352328096606e-09
1967,2.164417356453896e-07,0.0
1968,1.8998688666727048e-07,4.940557407628887e-09
1969,1.5260306707176596e-07,4.5417578031781147e-10
1970,1.6003562830491092e-07,3.2191074805787423e-09
1971,1.4849968632546506e-07,4.1107179882260425e-09
1972,1.8571131477074232e-07,3.078088173236182e-09
1973,1.290089750582979e-07,2.756601946707349e-09
1974,1.3613883975693852e-07,4.500457340128605e-09
1975,1.2850830444222083e-07,2.2845920710778955e-09
1976,1.2112676817110923e-07,1.7140580066410394e-09
1977,1.2928920334331906e-07,2.3507127910882275e-09
1978,1.5564349808983025e-07,5.940591352171509e-10
1979,1.6619604004119992e-07,4.0963813452421505e-09
1980,1.4610836895911916e-07,5.685150683554241e-09
1981,1.5244573692285712e-07,6.325549528618524e-10
1982,1.3159904366233377e-07,2.483000915987077e-09
1983,1.4272613579890958e-07,5.683784443100137e-09
1984,1.6121243628930415e-07,1.1598016991243298e-09
1985,1.2091271806013992e-07,3.007779025843149e-09
1986,1.7324062717705146e-07,4.19613982449718e-09
1987,1.6132557068004871e-07,3.055408481777988e-09
1988,1.4631591138680733e-07,5.996553698039975e-09
1989,1.8934021817074154e-07,2.1952488715726304e-09
1990,1.4602385300932497e-07,4.903785877363731e-09
1991,1.4712277085493497e-07,9.37834432335194e-09
1992,1.5813539100406615e-07,3.856960972825618e-09
1993,1.5066644820649344e-07,3.323524400133948e-09
1994,1.5033540812225965e-07,7.912389743403025e-09
1995,1.4694841876661258e-07,4.3379608238858225e-09
1996,1.6868371321976383e-07,1.6014276571496566e-09
1997,1.6014947945564018e-07,2.8769365778558154e-09
1998,1.6259320112510522e-07,4.291316413329582e-09
1999,1.5721492374609625e-07,7.769341975327748e-09
2000,1.5772373096467618e-07,1.7672125984802278e-09
2001,1.8795399192583773e-07,6.133696661692056e-09
2002,1.914593834584366e-07,1.0076809109360596e-08
2003,1.875115316352094e-07,1.1250691822617398e-08
2004,2.2552531930841724e-07,6.60718693645812e-09
2005,1.639364910488439e-07,3.602999676388663e-09
2006,2.3430793127943161e-07,7.0004128605027915e-09
2007,2.1050906262587432e-07,7.589511241690161e-09
2008,2.7375337552371093e-07,1.5326782398794592e-08
2009,2.9372066379096395e-07,3.814554005998616e-09
2010,4.3364418722546816e-07,4.2514138876015295e-09
2011,4.5925904501586956e-07,9.942326795187029e-09
2012,6.243399468530697e-07,4.425528554730107e-09
2013,6.417776852174484e-07,4.462600067256517e-09
2014,7.503267838160355e-07,1.3209215860010559e-08
2015,7.671567487932407e-07,3.1032055813895454e-09
2016,8.167293721328406e-07,6.628288418131234e-09
2017,9.737931421227586e-07,5.282783682725167e-09
2018,1.1670810451391844e-06,6.4536665456138564e-09
2019,1.0614659586849484e-06,5.3570743396846865e-09
