year,en_ADP arc_NOUN,en_ADP marks_NOUN
1800,1.3991532341606217e-06,0.0
1801,8.738940096009173e-07,0.0
1802,1.3359905324250576e-06,0.0
1803,1.92108404917235e-06,0.0
1804,1.16177000109019e-06,0.0
1805,1.9274709757155506e-06,0.0
1806,1.3976094805911998e-06,0.0
1807,9.480360745328653e-07,0.0
1808,9.245582077710424e-07,0.0
1809,1.3328279919733177e-06,0.0
1810,2.6654042812879197e-06,0.0
1811,1.9379704099264927e-06,0.0
1812,1.0722177421484957e-06,0.0
1813,9.432432648281974e-07,0.0
1814,1.3750978951065917e-06,0.0
1815,4.612252268998418e-07,0.0
1816,1.5296185438273824e-06,0.0
1817,1.591124600963667e-06,0.0
1818,8.154085548994772e-07,0.0
1819,8.767339636506222e-07,0.0
1820,7.606414555993979e-07,5.933240565525466e-09
1821,5.19700449785887e-07,0.0
1822,7.138238515835837e-07,0.0
1823,6.176679221425729e-07,2.9648061783404955e-09
1824,6.80425898735848e-07,0.0
1825,1.376290697407967e-06,0.0
1826,8.305929100060894e-07,0.0
1827,8.949971856964112e-07,0.0
1828,1.3143907153789769e-06,0.0
1829,2.284751417391817e-06,0.0
1830,1.2837308531743474e-06,0.0
1831,1.6308401882270118e-06,0.0
1832,1.6682452042005025e-06,0.0
1833,1.1884802688655327e-06,1.0425265983826648e-08
1834,1.2050879831804195e-06,0.0
1835,9.642936902309884e-07,0.0
1836,7.117274094525783e-07,0.0
1837,8.72519535732863e-07,0.0
1838,7.833393169676128e-07,0.0
1839,1.3150964832675527e-06,0.0
1840,9.802951126403059e-07,0.0
1841,8.76404897098837e-07,0.0
1842,1.0022148444477352e-06,0.0
1843,8.169258194357099e-07,0.0
1844,1.1169222489115782e-06,0.0
1845,1.0167175332753686e-06,0.0
1846,1.256375981029123e-06,0.0
1847,9.227805435330083e-07,0.0
1848,1.247813884219795e-06,0.0
1849,8.371035278287309e-07,0.0
1850,2.290607199029182e-06,0.0
1851,1.2640899740290479e-06,0.0
1852,1.2942964531248435e-06,0.0
1853,1.756345113790303e-06,0.0
1854,1.1669462764984928e-06,0.0
1855,1.162219177786028e-06,0.0
1856,1.0509694448046503e-06,0.0
1857,1.2413677268341416e-06,0.0
1858,8.975001719591091e-07,0.0
1859,1.358591816824628e-06,0.0
1860,1.0078958894155221e-06,3.661747127736703e-09
1861,7.30031160856015e-07,0.0
1862,1.0432030421725358e-06,0.0
1863,1.5333486089730286e-06,0.0
1864,1.4566383015335305e-06,0.0
1865,9.145398394139193e-07,1.882737743486018e-09
1866,1.4553048686138936e-06,4.865612912574591e-10
1867,1.3854777307642507e-06,0.0
1868,1.1169055369464331e-06,0.0
1869,1.3532231832869002e-06,0.0
1870,1.3698642078452394e-06,0.0
1871,2.2102669845480705e-06,0.0
1872,1.2330524441495072e-06,4.8378714367913744e-09
1873,1.2666384918702533e-06,5.387403856360606e-09
1874,1.344287056781468e-06,2.0911132381229436e-08
1875,1.1477383168312372e-06,5.66431195281325e-08
1876,1.5248049294314114e-06,2.8416269337583344e-08
1877,1.3235505775810452e-06,3.216104316194901e-08
1878,1.1836614248750266e-06,5.857916085538761e-08
1879,1.1057878737119609e-06,7.514469757552433e-08
1880,1.1404513315937947e-06,6.032775434761106e-08
1881,1.1553445347090019e-06,6.83305712012583e-08
1882,1.1054594324377831e-06,5.989846840748214e-08
1883,1.1431684470153414e-06,5.8137917591238875e-08
1884,1.1262494581387728e-06,6.469663205166398e-08
1885,1.3336019719645265e-06,7.348024411157894e-08
1886,1.3778145557807875e-06,7.486018005486983e-08
1887,1.5636774151062127e-06,1.0511568865334553e-07
1888,1.262416390090948e-06,1.2364198287428962e-07
1889,1.1991471637884388e-06,1.3720649805204488e-07
1890,1.2060071412633988e-06,8.52070218826384e-08
1891,1.3615333500638371e-06,9.242619292137988e-08
1892,1.3408348422672134e-06,8.963972675246623e-08
1893,1.1214476671739249e-06,1.0961981544710397e-07
1894,1.429819235454488e-06,7.498831955388141e-08
1895,1.5696546142862644e-06,7.824198666739335e-08
1896,1.458924998587463e-06,9.376275933448142e-08
1897,1.6798414890217828e-06,9.206207307599357e-08
1898,1.7603142623556778e-06,1.0354789214961357e-07
1899,1.6361632333428133e-06,1.138681184897905e-07
1900,1.8127157090930268e-06,1.7234295746071382e-07
1901,1.4307171340988134e-06,7.097698484503923e-08
1902,2.3166719529399415e-06,5.106695377676829e-08
1903,1.915998154800036e-06,7.722314965263877e-08
1904,1.37375423037156e-06,1.096423547508607e-07
1905,1.4687519751532818e-06,9.340974127525214e-08
1906,1.4635204479418462e-06,1.265469373734618e-07
1907,1.2702822687060689e-06,8.331406498029992e-08
1908,1.3525965414373786e-06,1.5372647910183446e-07
1909,1.9000397060153773e-06,1.2707272034617745e-07
1910,1.5455283346454962e-06,9.512588139415357e-08
1911,1.448205807719205e-06,1.6705974248409916e-07
1912,1.3633055004902417e-06,7.60575481484338e-08
1913,2.285588607264799e-06,1.3257474718031403e-07
1914,1.51480344356969e-06,1.7612435360137013e-07
1915,1.4808417745371116e-06,2.8627251946744536e-07
1916,1.167967184301233e-06,2.5051412455567856e-07
1917,1.0955458265016205e-06,4.2001404487734817e-07
1918,1.5678903082516626e-06,4.318877397935239e-07
1919,1.602165639269515e-06,7.937165502625021e-07
1920,1.3978340120957e-06,1.128262520744272e-06
1921,1.5607432715114555e-06,1.4751711763238973e-06
1922,1.4158258636598475e-06,2.6479411214808124e-06
1923,1.414044277225912e-06,2.2431497441743886e-06
1924,1.6024289379856782e-06,2.708530213446636e-06
1925,1.2911860949316178e-06,1.8696902641668345e-06
1926,1.4612587619922124e-06,1.4456541856944227e-06
1927,1.3579756341641769e-06,8.997424441048452e-07
1928,1.5859345694479998e-06,9.209389406628077e-07
1929,1.2031638334519812e-06,7.56433575777038e-07
1930,1.3413101669357275e-06,4.831657727244476e-07
1931,1.4952422588976333e-06,7.550346223794691e-07
1932,1.5562542330371798e-06,6.049664176277503e-07
1933,1.2652139957936015e-06,5.012679487048644e-07
1934,1.5192644013950485e-06,4.69677953418568e-07
1935,1.3081335055176169e-06,4.0213435159586197e-07
1936,1.3822174196320702e-06,2.9948043733796226e-07
1937,1.6330679954990046e-06,3.437375120096675e-07
1938,1.2744806099362904e-06,4.187764257590487e-07
1939,1.605875354471209e-06,3.7776305639170005e-07
1940,1.7496902273705928e-06,2.408993680091953e-07
1941,1.8122226492778282e-06,1.7709015764921787e-07
1942,2.378822046011919e-06,1.6384743162234372e-07
1943,2.0003290046588518e-06,2.8451705702536856e-07
1944,1.8925666154245846e-06,1.670856857316494e-07
1945,1.8865845277105109e-06,2.8756252534734017e-07
1946,1.1638043133643805e-06,2.3109032731838397e-07
1947,9.179070730169769e-07,1.2361943411143272e-06
1948,1.484012727814843e-06,3.598594875420247e-07
1949,1.157425231212983e-06,3.4359529132999e-07
1950,1.0582184586382937e-06,4.1158848929079284e-07
1951,1.078933905773738e-06,3.2410661943149677e-07
1952,1.5711757441749796e-06,2.1089607771251906e-07
