year,en_ADP arc_NOUN,en_ADP marks_NOUN
1953,1.061221951204061e-06,1.3575022628220523e-07
1954,1.1287279448879417e-06,1.2899748003114553e-07
1955,1.0577580269455211e-06,1.5486253390761817e-07
1956,1.2235761914780596e-06,9.767678665895119e-08
1957,1.2271867717572604e-06,1.4224410938012966e-07
1958,1.0894544857364963e-06,8.106798415896677e-08
1959,1.0099224709847476e-06,8.293300080008947e-08
1960,1.0665004310794757e-06,7.751333491734513e-08
1961,9.734370678415871e-07,1.132549950488837e-07
1962,9.804664387047524e-07,7.420089076504155e-08
1963,1.0921163493549102e-06,7.047998173970171e-08
1964,8.304616585519398e-07,8.030838388739525e-08
1965,9.444746638109791e-07,8.262785411439211e-08
1966,9.593677532393485e-07,5.040558004321127e-08
1967,8.914046816244081e-07,1.1290468682201293e-07
1968,9.584681492924574e-07,7.770149054731057e-08
1969,1.0945636859105434e-06,1.530572343866332e-07
1970,8.967513736024557e-07,1.1220889031826609e-07
1971,1.8873333829105832e-06,1.1150322665187673e-07
1972,1.3015182958042715e-06,1.3646190372140765e-07
1973,1.3446704087982653e-06,1.3838141033062357e-07
1974,8.252713428191782e-07,1.1701189062129913e-07
1975,1.1679976523737423e-06,1.4164471506816767e-07
1976,8.981664336715767e-07,9.655860766510926e-08
1977,1.177119429485174e-06,1.363413358324017e-07
1978,1.6853457509569125e-06,1.64554384562976e-07
1979,1.0041986797659774e-06,1.3049900537964731e-07
1980,1.0534583907428896e-06,1.0062716532255322e-07
1981,8.8114904883696e-07,9.235302489418729e-08
1982,9.733363413033658e-07,9.249178223313947e-08
1983,9.757163752510678e-07,7.830992077018095e-08
1984,9.168232395495579e-07,1.3279729493831383e-07
1985,1.0906206853178446e-06,9.263959610539274e-08
1986,9.872917416942073e-07,1.312792347052394e-07
1987,8.512367912771879e-07,8.921792304938947e-08
1988,1.0451993830429274e-06,1.0074210554655849e-07
1989,8.287064474643557e-07,1.3226373951624737e-07
1990,7.235808539007849e-07,1.9397197958959111e-07
1991,7.91297793512058e-07,1.2484920608457628e-07
1992,7.708412113061058e-07,1.0689292034848918e-07
1993,7.212047989924031e-07,1.2352432587903195e-07
1994,8.26053508262703e-07,1.308181785120155e-07
1995,7.564319162156607e-07,1.160404448086183e-07
1996,6.859448262730439e-07,8.91461404695093e-08
1997,1.1680363058985677e-06,1.6878028208378026e-07
1998,8.725676252652192e-07,2.0073824458233247e-07
1999,8.153239150487934e-07,1.0831377061926162e-07
2000,6.357547590596369e-07,9.277866408474722e-08
2001,8.162197673300398e-07,5.870823782672119e-08
2002,5.489670797942381e-07,6.703268873309298e-08
2003,7.025432182672375e-07,5.708684241989559e-08
2004,6.162302952361642e-07,3.03930602907343e-08
2005,6.269219170462748e-07,3.648037261161363e-08
2006,5.937997116234328e-07,3.0060596400982575e-08
2007,5.288690658744599e-07,3.515141888676965e-08
2008,6.211604386407998e-07,7.280221714367485e-08
2009,5.349912157726067e-07,3.7191902002575716e-08
2010,6.433805879169086e-07,3.401131093427878e-08
2011,7.667063641747518e-07,3.288615943453088e-08
2012,7.308930776162015e-07,2.1446792397572523e-08
2013,7.078799626469845e-07,4.37892643811999e-08
2014,7.304046789613494e-07,3.724565822427195e-08
2015,6.521164550576941e-07,2.5933931807609056e-08
2016,6.402511871783645e-07,2.9205895146766636e-08
2017,6.18840374499996e-07,2.3898308498804255e-08
2018,6.631788096456148e-07,3.252647978735368e-08
2019,6.665731007160502e-07,4.2346395501269285e-08
