year,en_ADP arc_NOUN,en_ADP mark_NOUN
1947,9.179070730169769e-07,2.5033828343623554e-08
1948,1.484012727814843e-06,2.174377655705939e-08
1949,1.157425231212983e-06,3.6322929997112396e-08
1950,1.0582184586382937e-06,1.2762433776458693e-08
1951,1.078933905773738e-06,9.595261918349252e-09
1952,1.5711757441749796e-06,3.5852331770058754e-08
1953,1.061221951204061e-06,6.895249438088058e-08
1954,1.1287279448879417e-06,3.615838206627586e-08
1955,1.0577580269455211e-06,1.6894093679553635e-08
1956,1.2235761914780596e-06,1.7442282951307675e-08
1957,1.2271867717572604e-06,6.007825509302123e-08
1958,1.0894544857364963e-06,4.963346011965797e-09
1959,1.0099224709847476e-06,5.4255234749334136e-09
1960,1.0665004310794757e-06,1.3841666701708277e-09
1961,9.734370678415871e-07,4.168895617606694e-09
1962,9.804664387047524e-07,1.9025869768540815e-09
1963,1.0921163493549102e-06,1.2932106496776896e-09
1964,8.304616585519398e-07,4.867174663303331e-09
1965,9.444746638109791e-07,1.6416130121932326e-09
1966,9.593677532393485e-07,6.6468897053084675e-09
1967,8.914046816244081e-07,4.930335584241163e-10
1968,9.584681492924574e-07,5.38969885388596e-09
1969,1.0945636859105434e-06,7.72098823764722e-09
1970,8.967513736024557e-07,7.3579602410944744e-09
1971,1.8873333829105832e-06,1.2332153520588918e-08
1972,1.3015182958042715e-06,2.7189778206704318e-08
1973,1.3446704087982653e-06,1.0475087242056702e-08
1974,8.252713428191782e-07,6.750686010192908e-09
1975,1.1679976523737423e-06,8.567220266542108e-09
1976,8.981664336715767e-07,1.2569759344494003e-08
1977,1.177119429485174e-06,7.052138428775834e-09
1978,1.6853457509569125e-06,1.6633655675057923e-08
1979,1.0041986797659774e-06,4.564539279883206e-08
1980,1.0534583907428896e-06,2.0466542349772965e-08
1981,8.8114904883696e-07,1.707898406033692e-08
1982,9.733363413033658e-07,1.676025618291277e-08
1983,9.757163752510678e-07,1.3262163589544684e-08
1984,9.168232395495579e-07,5.799008606643952e-09
1985,1.0906206853178446e-06,2.8273122065769485e-08
1986,9.872917416942073e-07,3.4168568641135266e-08
1987,8.512367912771879e-07,2.138785903937901e-08
1988,1.0451993830429274e-06,2.5785181823057002e-08
1989,8.287064474643557e-07,2.0854864501984594e-08
1990,7.235808539007849e-07,3.2691906959314565e-08
1991,7.91297793512058e-07,2.2859714121636898e-08
1992,7.708412113061058e-07,3.0855686894426526e-08
1993,7.212047989924031e-07,2.7696038018554248e-08
1994,8.26053508262703e-07,3.112206625743852e-08
1995,7.564319162156607e-07,5.151328186236981e-08
1996,6.859448262730439e-07,1.1209993378002991e-08
1997,1.1680363058985677e-06,2.6371920314183228e-08
1998,8.725676252652192e-07,1.8118890277030175e-08
1999,8.153239150487934e-07,2.833524748169225e-08
2000,6.357547590596369e-07,1.767212565173537e-08
2001,8.162197673300398e-07,4.205963177739136e-08
2002,5.489670797942381e-07,1.1829297930088245e-08
2003,7.025432182672375e-07,7.500461141063397e-09
2004,6.162302952361642e-07,1.013101980085196e-08
2005,6.269219170462748e-07,4.954124444012109e-09
2006,5.937997116234328e-07,1.2353670086895363e-08
2007,5.288690658744599e-07,7.589511019645556e-09
2008,6.211604386407998e-07,1.3198063086861112e-08
2009,5.349912157726067e-07,1.0966842989290626e-08
2010,6.433805879169086e-07,1.0392344540477438e-08
2011,7.667063641747518e-07,1.4913490442580724e-08
2012,7.308930776162015e-07,8.170206733382201e-09
2013,7.078799626469845e-07,1.1714325065526054e-08
2014,7.304046789613494e-07,1.0177592019156023e-08
2015,6.521164550576941e-07,6.428068521913133e-09
2016,6.402511871783645e-07,1.0770968561502059e-08
2017,6.18840374499996e-07,1.1571812397193071e-08
2018,6.631788096456148e-07,5.6792266445171435e-09
2019,6.665731007160502e-07,9.438654746674047e-09
